Wavelength (nm),Sum(calc),Fe I (1.5e-1),Fe II (8.5e-1),Fe III (1.1e-4)
698.5,7.646e-1,5.259e-15,7.646e-1,1.338e-26
698.52,8.244e-1,5.259e-15,8.244e-1,1.338e-26
698.55,9.118e-1,5.260e-15,9.118e-1,1.337e-26
698.57,9.672e-1,5.260e-15,9.672e-1,1.337e-26
698.6,1.044e+0,5.261e-15,1.044e+0,1.337e-26
698.62,1.089e+0,5.262e-15,1.089e+0,1.337e-26
698.64,1.129e+0,5.262e-15,1.129e+0,1.336e-26
698.67,1.177e+0,5.263e-15,1.177e+0,1.336e-26
698.69,1.201e+0,5.263e-15,1.201e+0,1.336e-26
698.72,1.222e+0,5.264e-15,1.222e+0,1.336e-26
698.74,1.226e+0,5.264e-15,1.226e+0,1.335e-26
698.77,1.217e+0,5.265e-15,1.217e+0,1.335e-26
698.79,1.201e+0,5.266e-15,1.201e+0,1.335e-26
698.82,1.163e+0,5.266e-15,1.163e+0,1.335e-26
698.84,1.129e+0,5.267e-15,1.129e+0,1.335e-26
698.87,1.067e+0,5.267e-15,1.067e+0,1.334e-26
698.89,1.019e+0,5.268e-15,1.019e+0,1.334e-26
698.92,9.399e-1,5.268e-15,9.399e-1,1.334e-26
698.94,8.832e-1,5.269e-15,8.832e-1,1.334e-26
698.97,7.946e-1,5.270e-15,7.946e-1,1.333e-26
698.99,7.345e-1,5.270e-15,7.345e-1,1.333e-26
699.01,6.745e-1,5.271e-15,6.745e-1,1.333e-26
699.04,5.863e-1,5.271e-15,5.863e-1,1.333e-26
699.06,5.297e-1,5.272e-15,5.297e-1,1.332e-26
699.09,4.493e-1,5.272e-15,4.493e-1,1.332e-26
699.11,3.993e-1,5.273e-15,3.993e-1,1.332e-26
699.14,3.304e-1,5.274e-15,3.304e-1,1.332e-26
699.16,2.889e-1,5.274e-15,2.889e-1,1.331e-26
699.19,2.333e-1,5.275e-15,2.333e-1,1.331e-26
699.21,2.006e-1,5.275e-15,2.006e-1,1.331e-26
699.24,1.581e-1,5.276e-15,1.581e-1,1.331e-26
699.26,1.337e-1,5.276e-15,1.337e-1,1.330e-26
699.29,1.028e-1,5.277e-15,1.028e-1,1.330e-26
699.31,8.558e-2,5.277e-15,8.558e-2,1.330e-26
699.34,6.419e-2,5.278e-15,6.419e-2,1.330e-26
699.36,5.256e-2,5.279e-15,5.256e-2,1.329e-26
699.38,4.275e-2,5.279e-15,4.275e-2,1.329e-26
699.41,3.098e-2,5.280e-15,3.098e-2,1.329e-26
699.43,2.480e-2,5.280e-15,2.480e-2,1.329e-26
699.46,1.753e-2,5.281e-15,1.753e-2,1.328e-26
699.48,1.380e-2,5.281e-15,1.380e-2,1.328e-26
699.51,9.523e-3,5.282e-15,9.523e-3,1.328e-26
699.53,7.375e-3,5.282e-15,7.375e-3,1.328e-26
699.56,4.965e-3,5.283e-15,4.965e-3,1.327e-26
699.58,3.783e-3,5.284e-15,3.783e-3,1.327e-26
699.61,2.485e-3,5.284e-15,2.485e-3,1.327e-26
699.63,1.862e-3,5.285e-15,1.862e-3,1.327e-26
699.66,1.193e-3,5.285e-15,1.193e-3,1.326e-26
699.68,8.800e-4,5.286e-15,8.800e-4,1.326e-26
699.71,5.503e-4,5.287e-15,5.503e-4,1.326e-26
699.73,3.991e-4,5.287e-15,3.991e-4,1.326e-26
699.76,2.435e-4,5.288e-15,2.435e-4,1.325e-26
699.78,1.738e-4,5.288e-15,1.738e-4,1.325e-26
699.8,1.232e-4,5.289e-15,1.232e-4,1.325e-26
699.83,7.262e-5,5.289e-15,7.262e-5,1.325e-26
699.85,5.064e-5,5.290e-15,5.064e-5,1.325e-26
699.88,2.913e-5,5.290e-15,2.913e-5,1.324e-26
699.9,1.998e-5,5.291e-15,1.998e-5,1.324e-26
699.93,1.121e-5,5.292e-15,1.121e-5,1.324e-26
699.95,7.568e-6,5.292e-15,7.568e-6,1.324e-26
699.98,4.145e-6,5.293e-15,4.145e-6,1.323e-26
700,2.752e-6,5.293e-15,2.752e-6,1.323e-26
700.03,1.470e-6,5.294e-15,1.470e-6,1.323e-26
700.05,9.602e-7,5.294e-15,9.602e-7,1.323e-26
700.08,5.006e-7,5.295e-15,5.006e-7,1.322e-26
700.1,3.216e-7,5.296e-15,3.216e-7,1.322e-26
700.13,1.636e-7,5.296e-15,1.636e-7,1.322e-26
700.15,1.034e-7,5.297e-15,1.034e-7,1.322e-26
700.17,6.494e-8,5.297e-15,6.494e-8,1.321e-26
700.2,3.192e-8,5.298e-15,3.192e-8,1.321e-26
700.22,1.971e-8,5.298e-15,1.971e-8,1.321e-26
700.25,9.454e-9,5.299e-15,9.454e-9,1.321e-26
700.27,5.745e-9,5.299e-15,5.745e-9,1.320e-26
700.3,2.688e-9,5.300e-15,2.688e-9,1.320e-26
700.32,1.607e-9,5.301e-15,1.607e-9,1.320e-26
700.35,7.337e-10,5.301e-15,7.337e-10,1.320e-26
700.37,4.315e-10,5.302e-15,4.315e-10,1.320e-26
700.4,1.922e-10,5.302e-15,1.922e-10,1.319e-26
700.42,1.112e-10,5.303e-15,1.112e-10,1.319e-26
700.45,4.833e-11,5.304e-15,4.833e-11,1.319e-26
700.47,2.751e-11,5.304e-15,2.751e-11,1.319e-26
700.5,1.167e-11,5.305e-15,1.167e-11,1.318e-26
700.52,6.531e-12,5.305e-15,6.531e-12,1.318e-26
700.54,3.633e-12,5.306e-15,3.633e-12,1.318e-26
700.57,1.489e-12,5.306e-15,1.489e-12,1.318e-26
700.59,8.145e-13,5.307e-15,8.145e-13,1.317e-26
700.62,3.256e-13,5.307e-15,3.256e-13,1.317e-26
700.64,1.753e-13,5.308e-15,1.753e-13,1.317e-26
700.67,6.838e-14,5.309e-15,6.838e-14,1.317e-26
700.69,3.621e-14,5.309e-15,3.621e-14,1.316e-26
700.72,1.378e-14,5.310e-15,1.378e-14,1.316e-26
700.74,7.180e-15,5.310e-15,7.180e-15,1.316e-26
700.77,2.667e-15,5.311e-15,2.667e-15,1.316e-26
700.79,1.366e-15,5.311e-15,1.366e-15,1.315e-26
700.82,4.952e-16,5.312e-15,4.952e-16,1.315e-26
700.84,2.496e-16,5.312e-15,2.496e-16,1.315e-26
700.87,8.827e-17,5.313e-15,8.827e-17,1.315e-26
700.89,4.377e-17,5.314e-15,4.377e-17,1.314e-26
700.92,1.510e-17,5.314e-15,1.510e-17,1.314e-26
711.23,3.443e-17,5.551e-15,3.443e-17,1.213e-26
711.26,9.738e-17,5.551e-15,9.738e-17,1.213e-26
711.28,1.932e-16,5.552e-15,1.932e-16,1.213e-26
711.3,3.810e-16,5.552e-15,3.810e-16,1.212e-26
711.33,1.043e-15,5.553e-15,1.043e-15,1.212e-26
711.35,2.024e-15,5.553e-15,2.024e-15,1.212e-26
711.38,5.409e-15,5.554e-15,5.409e-15,1.212e-26
711.4,1.034e-14,5.554e-15,1.034e-14,1.211e-26
711.43,2.698e-14,5.555e-15,2.698e-14,1.211e-26
711.45,5.075e-14,5.556e-15,5.075e-14,1.211e-26
711.48,1.294e-13,5.556e-15,1.294e-13,1.211e-26
711.5,2.396e-13,5.557e-15,2.396e-13,1.210e-26
711.53,5.966e-13,5.557e-15,5.966e-13,1.210e-26
711.55,1.087e-12,5.558e-15,1.087e-12,1.210e-26
711.58,2.645e-12,5.559e-15,2.645e-12,1.210e-26
711.6,4.746e-12,5.559e-15,4.746e-12,1.209e-26
711.63,1.127e-11,5.560e-15,1.127e-11,1.209e-26
711.65,1.991e-11,5.560e-15,1.991e-11,1.209e-26
711.68,4.620e-11,5.561e-15,4.620e-11,1.209e-26
711.7,8.034e-11,5.561e-15,8.034e-11,1.208e-26
711.72,1.388e-10,5.562e-15,1.388e-10,1.208e-26
711.75,3.116e-10,5.562e-15,3.116e-10,1.208e-26
711.77,5.301e-10,5.563e-15,5.301e-10,1.208e-26
711.8,1.162e-9,5.564e-15,1.162e-9,1.207e-26
711.82,1.946e-9,5.564e-15,1.946e-9,1.207e-26
711.85,4.167e-9,5.565e-15,4.167e-9,1.207e-26
711.87,6.870e-9,5.565e-15,6.870e-9,1.207e-26
711.9,1.437e-8,5.566e-15,1.437e-8,1.206e-26
711.92,2.331e-8,5.566e-15,2.331e-8,1.206e-26
711.95,4.763e-8,5.567e-15,4.763e-8,1.206e-26
711.97,7.608e-8,5.567e-15,7.608e-8,1.206e-26
712,1.518e-7,5.568e-15,1.518e-7,1.205e-26
712.02,2.387e-7,5.569e-15,2.387e-7,1.205e-26
712.05,4.651e-7,5.569e-15,4.651e-7,1.205e-26
712.07,7.200e-7,5.570e-15,7.200e-7,1.205e-26
712.09,1.107e-6,5.570e-15,1.107e-6,1.205e-26
712.12,2.088e-6,5.571e-15,2.088e-6,1.204e-26
712.14,3.162e-6,5.571e-15,3.162e-6,1.204e-26
712.17,5.823e-6,5.572e-15,5.823e-6,1.204e-26
712.19,8.679e-6,5.573e-15,8.679e-6,1.204e-26
712.22,1.561e-5,5.573e-15,1.561e-5,1.203e-26
712.24,2.291e-5,5.574e-15,2.291e-5,1.203e-26
712.27,4.024e-5,5.574e-15,4.024e-5,1.203e-26
712.29,5.813e-5,5.575e-15,5.813e-5,1.203e-26
712.32,9.973e-5,5.576e-15,9.973e-5,1.202e-26
712.34,1.418e-4,5.576e-15,1.418e-4,1.202e-26
712.37,2.377e-4,5.577e-15,2.377e-4,1.202e-26
712.39,3.327e-4,5.577e-15,3.327e-4,1.202e-26
712.42,5.445e-4,5.578e-15,5.445e-4,1.201e-26
712.44,7.503e-4,5.578e-15,7.503e-4,1.201e-26
712.46,1.027e-3,5.579e-15,1.027e-3,1.201e-26
712.49,1.627e-3,5.579e-15,1.627e-3,1.201e-26
712.51,2.193e-3,5.580e-15,2.193e-3,1.200e-26
712.54,3.392e-3,5.581e-15,3.392e-3,1.200e-26
712.56,4.502e-3,5.581e-15,4.502e-3,1.200e-26
712.59,6.801e-3,5.582e-15,6.801e-3,1.200e-26
712.61,8.884e-3,5.582e-15,8.884e-3,1.199e-26
712.64,1.311e-2,5.583e-15,1.311e-2,1.199e-26
712.66,1.686e-2,5.583e-15,1.686e-2,1.199e-26
712.69,2.429e-2,5.584e-15,2.429e-2,1.199e-26
712.71,3.075e-2,5.584e-15,3.075e-2,1.198e-26
712.74,4.328e-2,5.585e-15,4.328e-2,1.198e-26
712.76,5.393e-2,5.586e-15,5.393e-2,1.198e-26
712.79,7.414e-2,5.586e-15,7.414e-2,1.198e-26
712.81,9.094e-2,5.587e-15,9.094e-2,1.198e-26
712.84,1.221e-1,5.587e-15,1.221e-1,1.197e-26
712.86,1.475e-1,5.588e-15,1.475e-1,1.197e-26
712.88,1.769e-1,5.588e-15,1.769e-1,1.197e-26
712.91,2.299e-1,5.589e-15,2.299e-1,1.197e-26
712.93,2.715e-1,5.589e-15,2.715e-1,1.196e-26
712.96,3.445e-1,5.590e-15,3.445e-1,1.196e-26
712.98,4.007e-1,5.591e-15,4.007e-1,1.196e-26
713.01,4.965e-1,5.591e-15,4.965e-1,1.196e-26
713.03,5.684e-1,5.592e-15,5.684e-1,1.195e-26
713.06,6.880e-1,5.592e-15,6.880e-1,1.195e-26
713.08,7.753e-1,5.593e-15,7.753e-1,1.195e-26
713.11,9.165e-1,5.594e-15,9.165e-1,1.195e-26
713.13,1.017e+0,5.594e-15,1.017e+0,1.194e-26
713.16,1.174e+0,5.595e-15,1.174e+0,1.194e-26
713.18,1.282e+0,5.595e-15,1.282e+0,1.194e-26
713.21,1.446e+0,5.596e-15,1.446e+0,1.194e-26
713.23,1.554e+0,5.596e-15,1.554e+0,1.193e-26
713.25,1.660e+0,5.597e-15,1.660e+0,1.193e-26
713.28,1.811e+0,5.598e-15,1.811e+0,1.193e-26
713.3,1.905e+0,5.598e-15,1.905e+0,1.193e-26
713.33,2.030e+0,5.599e-15,2.030e+0,1.192e-26
713.35,2.102e+0,5.599e-15,2.102e+0,1.192e-26
713.38,2.187e+0,5.600e-15,2.187e+0,1.192e-26
713.4,2.229e+0,5.600e-15,2.229e+0,1.192e-26
713.43,2.266e+0,5.601e-15,2.266e+0,1.191e-26
713.45,2.273e+0,5.601e-15,2.273e+0,1.191e-26
713.48,2.257e+0,5.602e-15,2.257e+0,1.191e-26
713.5,2.229e+0,5.603e-15,2.229e+0,1.191e-26
713.53,2.162e+0,5.603e-15,2.162e+0,1.190e-26
713.55,2.102e+0,5.604e-15,2.102e+0,1.190e-26
713.58,1.991e+0,5.604e-15,1.991e+0,1.190e-26
713.6,1.905e+0,5.605e-15,1.905e+0,1.190e-26
713.62,1.811e+0,5.605e-15,1.811e+0,1.190e-26
713.65,1.660e+0,5.606e-15,1.660e+0,1.189e-26
713.67,1.554e+0,5.606e-15,1.554e+0,1.189e-26
713.7,1.391e+0,5.607e-15,1.391e+0,1.189e-26
713.72,1.282e+0,5.608e-15,1.282e+0,1.189e-26
713.75,1.121e+0,5.608e-15,1.121e+0,1.188e-26
713.77,1.017e+0,5.609e-15,1.017e+0,1.188e-26
713.8,8.681e-1,5.609e-15,8.681e-1,1.188e-26
713.82,7.753e-1,5.610e-15,7.753e-1,1.188e-26
713.85,6.466e-1,5.611e-15,6.466e-1,1.187e-26
713.87,5.684e-1,5.611e-15,5.684e-1,1.187e-26
713.9,4.630e-1,5.612e-15,4.630e-1,1.187e-26
713.92,4.007e-1,5.612e-15,4.007e-1,1.187e-26
713.95,3.188e-1,5.613e-15,3.188e-1,1.186e-26
713.97,2.715e-1,5.613e-15,2.715e-1,1.186e-26
714,2.110e-1,5.614e-15,2.110e-1,1.186e-26
714.02,1.769e-1,5.614e-15,1.769e-1,1.186e-26
714.04,1.475e-1,5.615e-15,1.475e-1,1.185e-26
714.07,1.109e-1,5.616e-15,1.109e-1,1.185e-26
714.09,9.094e-2,5.616e-15,9.094e-2,1.185e-26
714.12,6.678e-2,5.617e-15,6.678e-2,1.185e-26
714.14,5.393e-2,5.617e-15,5.393e-2,1.184e-26
714.17,3.868e-2,5.618e-15,3.868e-2,1.184e-26
714.19,3.075e-2,5.618e-15,3.075e-2,1.184e-26
714.22,2.154e-2,5.619e-15,2.154e-2,1.184e-26
714.24,1.686e-2,5.620e-15,1.686e-2,1.183e-26
714.27,1.153e-2,5.620e-15,1.153e-2,1.183e-26
714.29,8.884e-3,5.621e-15,8.884e-3,1.183e-26
714.32,5.936e-3,5.621e-15,5.936e-3,1.183e-26
714.34,4.502e-3,5.622e-15,4.502e-3,1.183e-26
714.37,2.938e-3,5.622e-15,2.938e-3,1.182e-26
714.39,2.193e-3,5.623e-15,2.193e-3,1.182e-26
714.41,1.627e-3,5.623e-15,1.627e-3,1.182e-26
714.44,1.027e-3,5.624e-15,1.027e-3,1.182e-26
714.46,7.503e-4,5.625e-15,7.503e-4,1.181e-26
714.49,4.628e-4,5.625e-15,4.628e-4,1.181e-26
714.51,3.327e-4,5.626e-15,3.327e-4,1.181e-26
714.54,2.004e-4,5.626e-15,2.004e-4,1.181e-26
714.56,1.418e-4,5.627e-15,1.418e-4,1.180e-26
714.59,8.344e-5,5.628e-15,8.344e-5,1.180e-26
714.61,5.813e-5,5.628e-15,5.813e-5,1.180e-26
714.64,3.340e-5,5.629e-15,3.340e-5,1.180e-26
714.66,2.291e-5,5.629e-15,2.291e-5,1.179e-26
714.69,1.286e-5,5.630e-15,1.286e-5,1.179e-26
714.71,8.679e-6,5.630e-15,8.679e-6,1.179e-26
714.74,4.758e-6,5.631e-15,4.758e-6,1.179e-26
714.76,3.162e-6,5.631e-15,3.162e-6,1.178e-26
714.78,2.088e-6,5.632e-15,2.088e-6,1.178e-26
714.81,1.107e-6,5.633e-15,1.107e-6,1.178e-26
714.83,7.200e-7,5.633e-15,7.200e-7,1.178e-26
714.86,3.730e-7,5.634e-15,3.730e-7,1.177e-26
714.88,2.387e-7,5.634e-15,2.387e-7,1.177e-26
714.91,1.208e-7,5.635e-15,1.208e-7,1.177e-26
714.93,7.608e-8,5.635e-15,7.608e-8,1.177e-26
714.96,3.759e-8,5.636e-15,3.759e-8,1.176e-26
714.98,2.331e-8,5.636e-15,2.331e-8,1.176e-26
715.01,1.125e-8,5.637e-15,1.125e-8,1.176e-26
715.03,6.870e-9,5.638e-15,6.870e-9,1.176e-26
715.06,3.238e-9,5.638e-15,3.238e-9,1.175e-26
715.08,1.946e-9,5.639e-15,1.946e-9,1.175e-26
715.11,8.960e-10,5.639e-15,8.960e-10,1.175e-26
715.13,5.301e-10,5.640e-15,5.301e-10,1.175e-26
715.15,3.116e-10,5.640e-15,3.116e-10,1.175e-26
715.18,1.388e-10,5.641e-15,1.388e-10,1.174e-26
715.2,8.034e-11,5.642e-15,8.034e-11,1.174e-26
715.23,3.496e-11,5.642e-15,3.496e-11,1.174e-26
715.25,1.991e-11,5.643e-15,1.991e-11,1.174e-26
715.28,8.463e-12,5.643e-15,8.463e-12,1.173e-26
715.3,4.746e-12,5.644e-15,4.746e-12,1.173e-26
715.33,1.970e-12,5.644e-15,1.970e-12,1.173e-26
715.35,1.087e-12,5.645e-15,1.087e-12,1.173e-26
715.38,4.409e-13,5.646e-15,4.409e-13,1.172e-26
715.4,2.396e-13,5.646e-15,2.396e-13,1.172e-26
715.43,9.486e-14,5.647e-15,9.486e-14,1.172e-26
715.45,5.075e-14,5.647e-15,5.075e-14,1.172e-26
715.48,1.963e-14,5.648e-15,1.963e-14,1.171e-26
715.5,1.034e-14,5.648e-15,1.034e-14,1.171e-26
715.53,3.904e-15,5.649e-15,3.904e-15,1.171e-26
715.55,2.024e-15,5.650e-15,2.024e-15,1.171e-26
715.57,1.043e-15,5.650e-15,1.043e-15,1.170e-26
715.6,3.810e-16,5.651e-15,3.810e-16,1.170e-26
715.62,1.932e-16,5.651e-15,1.932e-16,1.170e-26
715.65,6.897e-17,5.652e-15,6.897e-17,1.170e-26
716.49,5.671e-15,5.671e-15,6.965e-17,1.161e-26
716.51,1.131e-14,1.131e-14,6.967e-17,1.161e-26
716.54,3.152e-14,3.152e-14,6.969e-17,1.161e-26
716.56,6.191e-14,6.191e-14,6.971e-17,1.161e-26
716.59,1.685e-13,1.685e-13,6.973e-17,1.160e-26
716.61,3.259e-13,3.259e-13,6.975e-17,1.160e-26
716.64,8.667e-13,8.667e-13,6.977e-17,1.160e-26
716.66,1.651e-12,1.651e-12,6.979e-17,1.160e-26
716.69,4.288e-12,4.288e-12,6.981e-17,1.159e-26
716.71,8.042e-12,8.042e-12,6.983e-17,1.159e-26
716.73,1.499e-11,1.499e-11,6.985e-17,1.159e-26
716.76,3.769e-11,3.769e-11,6.987e-17,1.159e-26
716.78,6.917e-11,6.917e-11,6.989e-17,1.159e-26
716.81,1.700e-10,1.700e-10,6.991e-17,1.158e-26
716.83,3.071e-10,3.071e-10,6.993e-17,1.158e-26
716.86,7.372e-10,7.372e-10,6.995e-17,1.158e-26
716.88,1.312e-9,1.312e-9,6.997e-17,1.158e-26
716.91,3.076e-9,3.076e-9,6.999e-17,1.157e-26
716.93,5.389e-9,5.389e-9,7.001e-17,1.157e-26
716.96,1.235e-8,1.235e-8,7.003e-17,1.157e-26
716.98,2.130e-8,2.130e-8,7.005e-17,1.157e-26
717.01,4.770e-8,4.770e-8,7.007e-17,1.156e-26
717.03,8.101e-8,8.101e-8,7.009e-17,1.156e-26
717.06,1.772e-7,1.772e-7,7.011e-17,1.156e-26
717.08,2.963e-7,2.963e-7,7.013e-17,1.156e-26
717.1,4.925e-7,4.925e-7,7.014e-17,1.155e-26
717.13,1.043e-6,1.043e-6,7.017e-17,1.155e-26
717.15,1.707e-6,1.707e-6,7.018e-17,1.155e-26
717.18,3.531e-6,3.531e-6,7.021e-17,1.155e-26
717.2,5.689e-6,5.689e-6,7.023e-17,1.154e-26
717.23,1.150e-5,1.150e-5,7.025e-17,1.154e-26
717.25,1.825e-5,1.825e-5,7.027e-17,1.154e-26
717.28,3.604e-5,3.604e-5,7.029e-17,1.154e-26
717.3,5.630e-5,5.630e-5,7.031e-17,1.153e-26
717.33,1.086e-4,1.086e-4,7.033e-17,1.153e-26
717.35,1.671e-4,1.671e-4,7.035e-17,1.153e-26
717.38,3.151e-4,3.151e-4,7.037e-17,1.153e-26
717.4,4.771e-4,4.771e-4,7.039e-17,1.152e-26
717.43,8.790e-4,8.790e-4,7.041e-17,1.152e-26
717.45,1.311e-3,1.311e-3,7.043e-17,1.152e-26
717.47,1.942e-3,1.942e-3,7.044e-17,1.152e-26
717.5,3.464e-3,3.464e-3,7.047e-17,1.152e-26
717.52,5.054e-3,5.054e-3,7.048e-17,1.151e-26
717.55,8.806e-3,8.806e-3,7.051e-17,1.151e-26
717.57,1.265e-2,1.265e-2,7.052e-17,1.151e-26
717.6,2.154e-2,2.154e-2,7.055e-17,1.151e-26
717.62,3.047e-2,3.047e-2,7.057e-17,1.150e-26
717.65,5.067e-2,5.067e-2,7.059e-17,1.150e-26
717.67,7.058e-2,7.058e-2,7.061e-17,1.150e-26
717.7,1.147e-1,1.147e-1,7.063e-17,1.150e-26
717.72,1.573e-1,1.573e-1,7.065e-17,1.149e-26
717.75,2.498e-1,2.498e-1,7.067e-17,1.149e-26
717.77,3.373e-1,3.373e-1,7.069e-17,1.149e-26
717.8,5.232e-1,5.232e-1,7.071e-17,1.149e-26
717.82,6.957e-1,6.957e-1,7.073e-17,1.148e-26
717.84,9.194e-1,9.194e-1,7.074e-17,1.148e-26
717.87,1.381e+0,1.381e+0,7.077e-17,1.148e-26
717.89,1.796e+0,1.796e+0,7.078e-17,1.148e-26
717.92,2.635e+0,2.635e+0,7.081e-17,1.147e-26
717.94,3.376e+0,3.376e+0,7.082e-17,1.147e-26
717.97,4.840e+0,4.840e+0,7.085e-17,1.147e-26
717.99,6.105e+0,6.105e+0,7.086e-17,1.147e-26
718.02,8.551e+0,8.551e+0,7.089e-17,1.146e-26
718.04,1.062e+1,1.062e+1,7.091e-17,1.146e-26
718.07,1.453e+1,1.453e+1,7.093e-17,1.146e-26
718.09,1.777e+1,1.777e+1,7.095e-17,1.146e-26
718.12,2.376e+1,2.376e+1,7.097e-17,1.145e-26
718.14,2.862e+1,2.862e+1,7.099e-17,1.145e-26
718.17,3.738e+1,3.738e+1,7.101e-17,1.145e-26
718.19,4.432e+1,4.432e+1,7.103e-17,1.145e-26
718.22,5.656e+1,5.656e+1,7.105e-17,1.144e-26
718.24,6.604e+1,6.604e+1,7.107e-17,1.144e-26
718.26,7.662e+1,7.662e+1,7.108e-17,1.144e-26
718.29,9.466e+1,9.466e+1,7.111e-17,1.144e-26
718.31,1.081e+2,1.081e+2,7.112e-17,1.144e-26
718.34,1.305e+2,1.305e+2,7.115e-17,1.143e-26
718.36,1.468e+2,1.468e+2,7.116e-17,1.143e-26
718.39,1.732e+2,1.732e+2,7.119e-17,1.143e-26
718.41,1.918e+2,1.918e+2,7.120e-17,1.143e-26
718.44,2.210e+2,2.210e+2,7.123e-17,1.142e-26
718.46,2.410e+2,2.410e+2,7.124e-17,1.142e-26
718.49,2.713e+2,2.713e+2,7.127e-17,1.142e-26
718.51,2.914e+2,2.914e+2,7.129e-17,1.142e-26
718.54,3.205e+2,3.205e+2,7.131e-17,1.141e-26
718.56,3.389e+2,3.389e+2,7.133e-17,1.141e-26
718.59,3.642e+2,3.642e+2,7.135e-17,1.141e-26
718.61,3.791e+2,3.791e+2,7.137e-17,1.141e-26
718.63,3.923e+2,3.923e+2,7.138e-17,1.140e-26
718.66,4.081e+2,4.081e+2,7.141e-17,1.140e-26
718.68,4.157e+2,4.157e+2,7.142e-17,1.140e-26
718.71,4.226e+2,4.226e+2,7.145e-17,1.140e-26
718.73,4.239e+2,4.239e+2,7.146e-17,1.139e-26
718.76,4.209e+2,4.209e+2,7.149e-17,1.139e-26
718.78,4.157e+2,4.157e+2,7.150e-17,1.139e-26
718.81,4.034e+2,4.034e+2,7.153e-17,1.139e-26
718.83,3.923e+2,3.923e+2,7.154e-17,1.138e-26
718.86,3.719e+2,3.719e+2,7.157e-17,1.138e-26
718.88,3.561e+2,3.561e+2,7.158e-17,1.138e-26
718.91,3.298e+2,3.298e+2,7.161e-17,1.138e-26
718.93,3.110e+2,3.110e+2,7.163e-17,1.137e-26
718.96,2.814e+2,2.814e+2,7.165e-17,1.137e-26
718.98,2.612e+2,2.612e+2,7.167e-17,1.137e-26
719,2.410e+2,2.410e+2,7.168e-17,1.137e-26
719.03,2.111e+2,2.111e+2,7.171e-17,1.137e-26
719.05,1.918e+2,1.918e+2,7.172e-17,1.136e-26
719.08,1.642e+2,1.642e+2,7.175e-17,1.136e-26
719.1,1.468e+2,1.468e+2,7.176e-17,1.136e-26
719.13,1.228e+2,1.228e+2,7.179e-17,1.136e-26
719.15,1.081e+2,1.081e+2,7.180e-17,1.135e-26
719.18,8.836e+1,8.836e+1,7.183e-17,1.135e-26
719.2,7.662e+1,7.662e+1,7.184e-17,1.135e-26
719.23,6.117e+1,6.117e+1,7.187e-17,1.135e-26
719.25,5.223e+1,5.223e+1,7.188e-17,1.134e-26
719.28,4.073e+1,4.073e+1,7.191e-17,1.134e-26
719.3,3.425e+1,3.425e+1,7.192e-17,1.134e-26
719.33,2.610e+1,2.610e+1,7.195e-17,1.134e-26
719.35,2.160e+1,2.160e+1,7.197e-17,1.133e-26
719.38,1.608e+1,1.608e+1,7.199e-17,1.133e-26
719.4,1.311e+1,1.311e+1,7.201e-17,1.133e-26
719.42,1.062e+1,1.062e+1,7.202e-17,1.133e-26
719.45,7.654e+0,7.654e+0,7.205e-17,1.132e-26
719.47,6.105e+0,6.105e+0,7.206e-17,1.132e-26
719.5,4.299e+0,4.299e+0,7.209e-17,1.132e-26
719.52,3.376e+0,3.376e+0,7.210e-17,1.132e-26
719.55,2.323e+0,2.323e+0,7.213e-17,1.131e-26
719.57,1.796e+0,1.796e+0,7.214e-17,1.131e-26
719.6,1.207e+0,1.207e+0,7.217e-17,1.131e-26
719.62,9.194e-1,9.194e-1,7.218e-17,1.131e-26
719.65,6.038e-1,6.038e-1,7.221e-17,1.130e-26
719.67,4.527e-1,4.527e-1,7.222e-17,1.130e-26
719.7,2.905e-1,2.905e-1,7.225e-17,1.130e-26
719.72,2.144e-1,2.144e-1,7.226e-17,1.130e-26
719.75,1.344e-1,1.344e-1,7.229e-17,1.129e-26
719.77,9.771e-2,9.771e-2,7.230e-17,1.129e-26
719.79,7.058e-2,7.058e-2,7.232e-17,1.129e-26
719.82,4.283e-2,4.283e-2,7.235e-17,1.129e-26
719.84,3.047e-2,3.047e-2,7.236e-17,1.129e-26
719.87,1.806e-2,1.806e-2,7.239e-17,1.128e-26
719.89,1.265e-2,1.265e-2,7.240e-17,1.128e-26
719.92,7.329e-3,7.329e-3,7.243e-17,1.128e-26
719.94,5.054e-3,5.054e-3,7.244e-17,1.128e-26
719.97,2.861e-3,2.861e-3,7.247e-17,1.127e-26
719.99,1.942e-3,1.942e-3,7.248e-17,1.127e-26
720.02,1.074e-3,1.074e-3,7.251e-17,1.127e-26
720.04,7.181e-4,7.181e-4,7.252e-17,1.127e-26
720.07,3.880e-4,3.880e-4,7.255e-17,1.126e-26
720.09,2.554e-4,2.554e-4,7.256e-17,1.126e-26
720.12,1.348e-4,1.348e-4,7.259e-17,1.126e-26
720.14,8.740e-5,8.740e-5,7.260e-17,1.126e-26
720.16,5.630e-5,5.630e-5,7.262e-17,1.125e-26
720.19,2.877e-5,2.877e-5,7.264e-17,1.125e-26
720.21,1.825e-5,1.825e-5,7.266e-17,1.125e-26
720.24,9.110e-6,9.110e-6,7.269e-17,1.125e-26
720.26,5.689e-6,5.689e-6,7.270e-17,1.124e-26
720.29,2.775e-6,2.775e-6,7.273e-17,1.124e-26
720.31,1.707e-6,1.707e-6,7.274e-17,1.124e-26
720.34,8.134e-7,8.134e-7,7.277e-17,1.124e-26
