Wavelength (nm),Sum(calc),Ni I (2.4e-1),Ni II (7.6e-1),Ni III (2.5e-5)
212.96,8.810e+1,3.269e-17,8.810e+1,
212.97,2.705e+1,3.248e-17,2.705e+1,
212.98,7.438e+0,3.227e-17,7.438e+0,
212.99,1.831e+0,3.207e-17,1.831e+0,
213,4.038e-1,3.186e-17,4.038e-1,
213.01,7.974e-2,3.166e-17,7.974e-2,
213.02,1.410e-2,3.145e-17,1.410e-2,
213.03,2.233e-3,3.124e-17,2.233e-3,
213.04,3.166e-4,3.104e-17,3.166e-4,
213.05,4.021e-5,3.083e-17,4.021e-5,
213.06,4.573e-6,3.062e-17,4.573e-6,
213.07,4.657e-7,3.042e-17,4.657e-7,
213.08,4.247e-8,3.021e-17,4.247e-8,
213.089,4.478e-9,3.003e-17,4.478e-9,
213.099,3.312e-10,2.982e-17,3.312e-10,
213.109,2.193e-11,2.961e-17,2.193e-11,
213.119,1.301e-12,2.941e-17,1.301e-12,
213.129,6.907e-14,2.920e-17,6.907e-14,
213.139,3.285e-15,2.899e-17,3.285e-15,
213.149,1.399e-16,2.879e-17,1.399e-16,
213.557,5.240e-18,2.037e-17,5.240e-18,
213.567,1.333e-16,2.017e-17,1.333e-16,
213.577,3.038e-15,1.996e-17,3.038e-15,
213.587,6.209e-14,1.975e-17,6.209e-14,
213.597,1.138e-12,1.955e-17,1.138e-12,
213.607,1.868e-11,1.934e-17,1.868e-11,
213.617,2.751e-10,1.914e-17,2.751e-10,
213.627,3.630e-9,1.893e-17,3.630e-9,
213.637,4.295e-8,1.872e-17,4.295e-8,
213.647,4.555e-7,1.852e-17,4.555e-7,
213.657,4.331e-6,1.831e-17,4.331e-6,
213.667,3.691e-5,1.810e-17,3.691e-5,
213.677,2.820e-4,1.790e-17,2.820e-4,
213.687,1.932e-3,1.769e-17,1.932e-3,
213.697,1.186e-2,1.749e-17,1.186e-2,
213.707,6.528e-2,1.728e-17,6.528e-2,
213.717,3.221e-1,1.707e-17,3.221e-1,
213.727,1.425e+0,1.687e-17,1.425e+0,
213.736,4.946e+0,1.668e-17,4.946e+0,
213.746,1.777e+1,1.648e-17,1.777e+1,
213.756,5.725e+1,1.627e-17,5.725e+1,
213.766,1.653e+2,1.606e-17,1.653e+2,
213.776,4.279e+2,1.586e-17,4.279e+2,
213.786,9.930e+2,1.565e-17,9.930e+2,
213.796,2.066e+3,1.544e-17,2.066e+3,
213.806,3.852e+3,1.524e-17,3.852e+3,
213.816,6.439e+3,1.503e-17,6.439e+3,
213.826,9.650e+3,1.483e-17,9.650e+3,
213.836,1.296e+4,1.462e-17,1.296e+4,
213.846,1.561e+4,1.441e-17,1.561e+4,
213.856,1.685e+4,1.421e-17,1.685e+4,
213.866,1.631e+4,1.400e-17,1.631e+4,
213.876,1.415e+4,1.379e-17,1.415e+4,
213.886,1.100e+4,1.359e-17,1.100e+4,
213.896,7.670e+3,1.338e-17,7.670e+3,
213.906,4.794e+3,1.318e-17,4.794e+3,
213.916,2.685e+3,1.297e-17,2.685e+3,
213.926,1.349e+3,1.276e-17,1.349e+3,
213.936,6.072e+2,1.256e-17,6.072e+2,
213.946,2.450e+2,1.235e-17,2.450e+2,
213.955,9.862e+1,1.216e-17,9.862e+1,
213.965,3.234e+1,1.196e-17,3.234e+1,
213.975,9.504e+0,1.175e-17,9.504e+0,
213.985,2.504e+0,1.155e-17,2.504e+0,
213.995,5.915e-1,1.134e-17,5.915e-1,
214.005,1.252e-1,1.113e-17,1.252e-1,
214.015,2.377e-2,1.093e-17,2.377e-2,
214.025,4.045e-3,1.072e-17,4.045e-3,
214.035,6.170e-4,1.051e-17,6.170e-4,
214.045,8.436e-5,1.031e-17,8.436e-5,
214.055,1.034e-5,1.010e-17,1.034e-5,
214.065,1.136e-6,9.896e-18,1.136e-6,
214.075,1.119e-7,9.690e-18,1.119e-7,
214.085,9.882e-9,9.484e-18,9.882e-9,
214.095,7.823e-10,9.277e-18,7.823e-10,
214.105,5.551e-11,9.071e-18,5.551e-11,
214.115,3.531e-12,8.865e-18,3.531e-12,
214.125,2.013e-13,8.659e-18,2.013e-13,
214.135,1.029e-14,8.452e-18,1.029e-14,
214.145,4.716e-16,8.246e-18,4.716e-16,
214.155,1.937e-17,8.040e-18,1.937e-17,
214.473,1.481e-18,1.481e-18,1.573e-17,
214.483,3.827e-17,3.827e-17,1.562e-17,
214.493,8.871e-16,8.871e-16,1.551e-17,
214.503,1.845e-14,1.845e-14,1.539e-17,
214.513,3.443e-13,3.443e-13,1.528e-17,
214.523,5.766e-12,5.766e-12,1.516e-17,
214.533,8.664e-11,8.664e-11,1.505e-17,
214.543,1.168e-9,1.168e-9,1.493e-17,
214.553,1.413e-8,1.413e-8,1.482e-17,
214.563,1.534e-7,1.534e-7,1.470e-17,
214.573,1.494e-6,1.494e-6,1.459e-17,
214.583,1.305e-5,1.305e-5,1.448e-17,
214.593,1.024e-4,1.024e-4,1.436e-17,
214.602,5.955e-4,5.955e-4,1.426e-17,
214.612,3.800e-3,3.800e-3,1.414e-17,
214.622,2.176e-2,2.176e-2,1.403e-17,
214.632,1.118e-1,1.118e-1,1.392e-17,
214.642,5.155e-1,5.155e-1,1.380e-17,
214.652,2.132e+0,2.132e+0,1.369e-17,
214.662,7.915e+0,7.915e+0,1.357e-17,
214.672,2.636e+1,2.636e+1,1.346e-17,
214.682,7.878e+1,7.878e+1,1.334e-17,
214.692,2.112e+2,2.112e+2,1.323e-17,
214.702,5.083e+2,5.083e+2,1.311e-17,
214.712,1.097e+3,1.097e+3,1.300e-17,
214.722,2.125e+3,2.125e+3,1.289e-17,
214.732,3.694e+3,3.694e+3,1.277e-17,
214.742,5.761e+3,5.761e+3,1.266e-17,
214.752,8.062e+3,8.062e+3,1.254e-17,
214.762,1.012e+4,1.012e+4,1.243e-17,
214.772,1.140e+4,1.140e+4,1.231e-17,
214.782,1.153e+4,1.153e+4,1.220e-17,
214.792,1.046e+4,1.046e+4,1.208e-17,
214.802,8.511e+3,8.511e+3,1.197e-17,
214.812,6.215e+3,6.215e+3,1.186e-17,
214.821,4.269e+3,4.269e+3,1.175e-17,
214.831,2.538e+3,2.538e+3,1.164e-17,
214.841,1.353e+3,1.353e+3,1.152e-17,
214.851,6.476e+2,6.476e+2,1.141e-17,
214.861,2.780e+2,2.780e+2,1.130e-17,
214.871,1.071e+2,1.071e+2,1.118e-17,
214.881,3.703e+1,3.703e+1,1.107e-17,
214.891,1.149e+1,1.149e+1,1.095e-17,
214.901,3.197e+0,3.197e+0,1.084e-17,
214.911,7.983e-1,7.983e-1,1.072e-17,
214.921,1.789e-1,1.789e-1,1.061e-17,
214.931,3.596e-2,3.596e-2,1.049e-17,
214.941,6.488e-3,6.488e-3,1.038e-17,
214.951,1.050e-3,1.050e-3,1.027e-17,
214.961,1.525e-4,1.525e-4,1.015e-17,
214.971,1.988e-5,1.988e-5,1.004e-17,
214.981,2.325e-6,2.325e-6,9.923e-18,
214.991,2.439e-7,2.439e-7,9.808e-18,
215.001,2.296e-8,2.296e-8,9.694e-18,
215.011,1.940e-9,1.940e-9,9.579e-18,
215.021,1.470e-10,1.470e-10,9.465e-18,
215.031,1.000e-11,1.000e-11,9.351e-18,
215.04,8.112e-13,8.112e-13,9.248e-18,
215.05,4.490e-14,4.490e-14,9.133e-18,
215.06,2.230e-15,2.230e-15,9.019e-18,
215.07,9.939e-17,9.939e-17,8.904e-18,
215.478,2.120e-18,2.120e-18,4.236e-18,
215.488,5.313e-17,5.313e-17,4.122e-18,
215.498,1.196e-15,1.196e-15,4.008e-18,
215.508,2.419e-14,2.419e-14,3.893e-18,
215.518,4.393e-13,4.393e-13,3.779e-18,
215.528,7.166e-12,7.166e-12,3.664e-18,
215.538,1.050e-10,1.050e-10,3.550e-18,
215.548,1.382e-9,1.382e-9,3.435e-18,
215.558,1.633e-8,1.633e-8,3.321e-18,
215.568,1.734e-7,1.734e-7,3.207e-18,
215.578,1.654e-6,1.654e-6,8.102e-17,
215.588,1.416e-5,1.416e-5,1.839e-15,
215.598,1.090e-4,1.090e-4,3.749e-14,
215.608,7.528e-4,7.528e-4,6.866e-13,
215.618,4.672e-3,4.672e-3,1.129e-11,
215.628,2.605e-2,2.605e-2,1.669e-10,
215.638,1.304e-1,1.304e-1,2.215e-9,
215.648,5.867e-1,5.867e-1,2.641e-8,
215.658,2.371e+0,2.371e+0,2.829e-7,
215.668,8.610e+0,8.610e+0,2.721e-6,
215.678,2.810e+1,2.810e+1,2.352e-5,
215.688,8.246e+1,8.246e+1,1.826e-4,
215.697,1.985e+2,1.985e+2,1.053e-3,
215.707,4.772e+2,4.771e+2,6.668e-3,
215.717,1.035e+3,1.035e+3,3.792e-2,
215.727,2.032e+3,2.031e+3,1.937e-1,
215.737,3.627e+3,3.626e+3,8.888e-1,
215.747,5.930e+3,5.926e+3,3.663e+0,
215.757,8.967e+3,8.954e+3,1.356e+1,
215.767,1.270e+4,1.266e+4,4.511e+1,
215.777,1.710e+4,1.696e+4,1.348e+2,
215.787,2.210e+4,2.174e+4,3.616e+2,
215.797,2.759e+4,2.672e+4,8.716e+2,
215.807,3.321e+4,3.132e+4,1.887e+3,
215.817,3.830e+4,3.463e+4,3.670e+3,
215.827,4.207e+4,3.566e+4,6.412e+3,
215.837,4.387e+4,3.381e+4,1.006e+4,
215.847,4.345e+4,2.926e+4,1.419e+4,
215.857,4.095e+4,2.299e+4,1.796e+4,
215.867,3.675e+4,1.632e+4,2.043e+4,
215.877,3.132e+4,1.045e+4,2.087e+4,
215.887,2.518e+4,6.023e+3,1.916e+4,
215.897,1.891e+4,3.123e+3,1.579e+4,
215.906,1.369e+4,1.579e+3,1.211e+4,
215.916,8.810e+3,6.684e+2,8.141e+3,
215.926,5.171e+3,2.543e+2,4.917e+3,
215.936,2.754e+3,8.690e+1,2.667e+3,
215.946,1.327e+3,2.668e+1,1.300e+3,
215.956,5.764e+2,7.358e+0,5.690e+2,
215.966,2.256e+2,1.823e+0,2.238e+2,
215.976,7.974e+1,4.056e-1,7.933e+1,
215.986,2.655e+1,8.107e-2,2.647e+1,
215.996,1.279e+1,1.455e-2,1.277e+1,
216.006,2.217e+1,2.347e-3,2.217e+1,
216.016,6.645e+1,3.400e-4,6.645e+1,
216.026,1.927e+2,4.424e-5,1.927e+2,
216.036,5.047e+2,5.170e-6,5.047e+2,
216.046,1.188e+3,5.427e-7,1.188e+3,
216.056,2.514e+3,5.117e-8,2.514e+3,
216.066,4.779e+3,4.334e-9,4.779e+3,
216.076,8.162e+3,3.297e-10,8.162e+3,
216.086,1.252e+4,2.253e-11,1.252e+4,
216.096,1.727e+4,1.383e-12,1.727e+4,
216.106,2.139e+4,7.622e-14,2.139e+4,
216.116,2.381e+4,3.775e-15,2.381e+4,
216.125,2.392e+4,2.303e-16,2.392e+4,
216.135,2.172e+4,2.281e-16,2.172e+4,
216.145,1.773e+4,2.258e-16,1.773e+4,
216.155,1.300e+4,2.236e-16,1.300e+4,
216.165,8.560e+3,2.213e-16,8.560e+3,
216.175,5.066e+3,2.191e-16,5.066e+3,
216.185,2.694e+3,2.168e-16,2.694e+3,
216.195,1.287e+3,2.145e-16,1.287e+3,
216.205,5.525e+2,2.123e-16,5.525e+2,
216.215,2.131e+2,2.100e-16,2.131e+2,
216.225,7.385e+1,2.078e-16,7.385e+1,
216.235,2.299e+1,2.055e-16,2.299e+1,
216.245,6.432e+0,2.033e-16,6.432e+0,
216.255,1.617e+0,2.010e-16,1.617e+0,
216.265,3.651e-1,1.988e-16,3.651e-1,
216.275,7.408e-2,1.965e-16,7.408e-2,
216.285,1.351e-2,1.943e-16,1.351e-2,
216.295,2.212e-3,1.920e-16,2.212e-3,
216.305,3.256e-4,1.898e-16,3.256e-4,
216.315,4.308e-5,1.875e-16,4.308e-5,
216.325,5.381e-6,1.853e-16,5.381e-6,
216.335,3.469e-6,1.830e-16,3.469e-6,
216.344,2.318e-5,1.810e-16,2.318e-5,
216.354,2.078e-4,1.788e-16,2.078e-4,
216.364,1.680e-3,1.765e-16,1.680e-3,
216.374,1.220e-2,1.743e-16,1.220e-2,
216.384,7.970e-2,1.720e-16,7.970e-2,
216.394,4.678e-1,1.698e-16,4.678e-1,
216.404,2.469e+0,1.675e-16,2.469e+0,
216.414,1.171e+1,1.652e-16,1.171e+1,
216.424,4.991e+1,1.630e-16,4.991e+1,
216.434,1.913e+2,1.607e-16,1.913e+2,
216.444,6.588e+2,1.585e-16,6.588e+2,
216.454,2.040e+3,1.562e-16,2.040e+3,
216.464,5.677e+3,1.540e-16,5.677e+3,
216.474,1.420e+4,1.517e-16,1.420e+4,
216.484,3.193e+4,1.495e-16,3.193e+4,
216.494,6.454e+4,1.472e-16,6.454e+4,
216.504,1.173e+5,1.450e-16,1.173e+5,
216.514,1.915e+5,1.427e-16,1.915e+5,
216.524,2.811e+5,1.405e-16,2.811e+5,
216.534,3.709e+5,1.382e-16,3.709e+5,
216.544,4.398e+5,1.360e-16,4.398e+5,
216.554,4.689e+5,1.337e-16,4.689e+5,
216.563,4.534e+5,1.317e-16,4.534e+5,
216.573,3.947e+5,1.295e-16,3.947e+5,
216.583,3.089e+5,1.272e-16,3.089e+5,
216.593,2.173e+5,1.250e-16,2.173e+5,
216.603,1.374e+5,1.227e-16,1.374e+5,
216.613,7.807e+4,1.205e-16,7.807e+4,
216.623,3.988e+4,1.182e-16,3.988e+4,
216.633,1.831e+4,1.160e-16,1.831e+4,
216.643,7.558e+3,1.137e-16,7.558e+3,
216.653,2.804e+3,1.114e-16,2.804e+3,
216.663,9.351e+2,1.092e-16,9.351e+2,
216.673,2.803e+2,1.069e-16,2.803e+2,
216.683,7.553e+1,1.047e-16,7.553e+1,
216.693,1.829e+1,1.024e-16,1.829e+1,
216.703,3.982e+0,1.002e-16,3.982e+0,
216.713,7.795e-1,9.794e-17,7.795e-1,
216.723,1.393e-1,9.569e-17,1.393e-1,
216.733,3.716e-2,9.344e-17,3.716e-2,
216.743,9.843e-2,9.119e-17,9.843e-2,
216.753,5.281e-1,8.894e-17,5.281e-1,
216.763,2.626e+0,8.669e-17,2.626e+0,
216.773,1.175e+1,8.443e-17,1.175e+1,
216.782,4.133e+1,8.241e-17,4.133e+1,
216.792,1.511e+2,8.016e-17,1.511e+2,
216.802,4.969e+2,7.791e-17,4.969e+2,
216.812,1.469e+3,7.566e-17,1.469e+3,
216.822,3.905e+3,7.340e-17,3.905e+3,
216.832,9.334e+3,7.115e-17,9.334e+3,
216.842,2.006e+4,6.890e-17,2.006e+4,
216.852,3.877e+4,6.665e-17,3.877e+4,
216.862,6.737e+4,6.440e-17,6.737e+4,
216.872,1.053e+5,6.215e-17,1.053e+5,
216.882,1.479e+5,5.990e-17,1.479e+5,
216.892,1.869e+5,5.765e-17,1.869e+5,
216.902,2.123e+5,5.540e-17,2.123e+5,
216.912,2.169e+5,5.314e-17,2.169e+5,
216.922,1.992e+5,5.089e-17,1.992e+5,
216.932,1.645e+5,4.864e-17,1.645e+5,
216.942,1.222e+5,4.639e-17,1.222e+5,
216.952,8.158e+4,4.414e-17,8.158e+4,
216.962,4.898e+4,4.189e-17,4.898e+4,
216.972,2.645e+4,3.964e-17,2.645e+4,
216.982,1.284e+4,3.739e-17,1.284e+4,
216.992,5.604e+3,3.514e-17,5.604e+3,
217.001,2.427e+3,3.311e-17,2.427e+3,
217.011,8.657e+2,3.086e-17,8.657e+2,
217.021,2.777e+2,2.861e-17,2.777e+2,
217.031,8.009e+1,2.636e-17,8.009e+1,
217.041,2.077e+1,2.410e-17,2.077e+1,
217.051,4.843e+0,2.185e-17,4.843e+0,
217.061,1.015e+0,1.960e-17,1.015e+0,
217.071,1.915e-1,1.735e-17,1.915e-1,
217.081,3.246e-2,1.510e-17,3.246e-2,
217.091,4.948e-3,1.285e-17,4.948e-3,
217.101,6.782e-4,1.060e-17,6.782e-4,
217.111,8.359e-5,8.347e-18,8.359e-5,
217.121,9.264e-6,6.096e-18,9.264e-6,
217.131,9.231e-7,3.845e-18,9.231e-7,
217.141,8.272e-8,1.594e-18,8.272e-8,
217.151,6.665e-9,3.884e-17,6.665e-9,
217.161,4.828e-10,8.517e-16,4.828e-10,
217.171,3.147e-11,1.680e-14,3.146e-11,
217.181,2.182e-12,2.982e-13,1.884e-12,
217.191,5.670e-12,4.761e-12,9.089e-13,
217.201,8.265e-11,6.839e-11,1.425e-11,
217.21,8.591e-10,6.876e-10,1.716e-10,
217.22,1.054e-8,8.079e-9,2.463e-9,
217.23,1.172e-7,8.540e-8,3.182e-8,
217.24,1.182e-6,8.122e-7,3.698e-7,
217.25,1.082e-5,6.949e-6,3.867e-6,
217.26,8.986e-5,5.349e-5,3.637e-5,
217.27,6.782e-4,3.704e-4,3.078e-4,
217.28,4.651e-3,2.307e-3,2.344e-3,
217.29,2.899e-2,1.293e-2,1.605e-2,
217.3,1.641e-1,6.521e-2,9.893e-2,
217.31,8.444e-1,2.958e-1,5.485e-1,
217.32,3.944e+0,1.207e+0,2.736e+0,
217.33,1.671e+1,4.433e+0,1.228e+1,
217.34,6.423e+1,1.464e+1,4.959e+1,
217.35,2.237e+2,4.352e+1,1.802e+2,
217.36,7.053e+2,1.164e+2,5.890e+2,
217.37,2.013e+3,2.799e+2,1.733e+3,
217.38,5.193e+3,6.056e+2,4.588e+3,
217.39,1.212e+4,1.179e+3,1.094e+4,
217.4,2.555e+4,2.065e+3,2.348e+4,
217.41,4.870e+4,3.254e+3,4.544e+4,
217.42,8.397e+4,4.613e+3,7.936e+4,
217.429,1.260e+5,5.769e+3,1.202e+5,
217.439,1.804e+5,6.689e+3,1.737e+5,
217.449,2.355e+5,6.978e+3,2.285e+5,
217.459,2.819e+5,6.549e+3,2.754e+5,
217.469,3.121e+5,5.530e+3,3.065e+5,
217.479,3.229e+5,4.200e+3,3.187e+5,
217.489,3.159e+5,2.871e+3,3.130e+5,
217.499,2.948e+5,1.765e+3,2.930e+5,
217.509,2.633e+5,9.762e+2,2.623e+5,
217.519,2.242e+5,4.858e+2,2.238e+5,
217.529,1.804e+5,2.175e+2,1.802e+5,
217.539,1.356e+5,8.759e+1,1.355e+5,
217.549,9.411e+4,3.174e+1,9.408e+4,
217.559,5.982e+4,1.035e+1,5.981e+4,
217.569,3.460e+4,3.034e+0,3.460e+4,
217.579,1.814e+4,8.006e-1,1.814e+4,
217.589,8.596e+3,1.901e-1,8.596e+3,
217.599,3.675e+3,4.059e-2,3.675e+3,
217.609,1.416e+3,7.798e-3,1.416e+3,
217.619,4.913e+2,1.348e-3,4.913e+2,
217.629,1.535e+2,2.096e-4,1.535e+2,
217.639,4.315e+1,2.932e-5,4.315e+1,
217.648,1.259e+1,4.562e-6,1.259e+1,
217.658,2.896e+0,5.220e-7,2.896e+0,
217.668,5.997e-1,5.374e-8,5.997e-1,
217.678,1.117e-1,4.978e-9,1.117e-1,
217.688,1.873e-2,4.148e-10,1.873e-2,
217.698,2.824e-3,3.109e-11,2.824e-3,
217.708,3.832e-4,2.097e-12,3.832e-4,
217.718,4.679e-5,1.272e-13,4.679e-5,
217.728,5.139e-6,6.945e-15,5.139e-6,
217.738,5.079e-7,3.411e-16,5.079e-7,
217.748,4.516e-8,1.507e-17,4.516e-8,
217.758,3.612e-9,1.495e-17,3.612e-9,
217.768,2.600e-10,1.483e-17,2.600e-10,
217.778,1.684e-11,1.471e-17,1.684e-11,
217.788,9.809e-13,1.458e-17,9.809e-13,
217.798,5.142e-14,1.446e-17,5.142e-14,
217.808,2.425e-15,1.434e-17,2.425e-15,
217.818,1.029e-16,1.422e-17,1.029e-16,
218.156,1.623e-16,1.014e-17,1.623e-16,
218.166,3.722e-15,1.001e-17,3.722e-15,
218.176,7.685e-14,9.894e-18,7.685e-14,
218.186,1.429e-12,9.773e-18,1.429e-12,
218.196,2.394e-11,9.652e-18,2.394e-11,
218.206,3.610e-10,9.531e-18,3.610e-10,
218.216,4.903e-9,9.410e-18,4.903e-9,
218.226,5.996e-8,9.289e-18,5.996e-8,
218.236,6.605e-7,9.168e-18,6.605e-7,
218.246,6.551e-6,9.047e-18,6.551e-6,
218.256,5.851e-5,8.926e-18,5.851e-5,
218.266,4.706e-4,8.805e-18,4.706e-4,
218.276,3.409e-3,8.685e-18,3.409e-3,
218.286,2.224e-2,8.564e-18,2.224e-2,
218.296,1.306e-1,8.443e-18,1.306e-1,
218.305,5.877e-1,8.334e-18,5.877e-1,
218.315,2.829e+0,8.213e-18,2.829e+0,
218.325,1.226e+1,8.092e-18,1.226e+1,
218.335,4.788e+1,7.971e-18,4.788e+1,
218.345,1.683e+2,7.850e-18,1.683e+2,
218.355,5.329e+2,7.729e-18,5.329e+2,
218.365,1.519e+3,7.608e-18,1.519e+3,
218.375,3.901e+3,7.488e-18,3.901e+3,
218.385,9.019e+3,7.367e-18,9.019e+3,
218.395,1.878e+4,7.246e-18,1.878e+4,
218.405,3.521e+4,7.125e-18,3.521e+4,
218.415,5.945e+4,7.004e-18,5.945e+4,
218.425,9.040e+4,6.883e-18,9.040e+4,
218.435,1.238e+5,6.762e-18,1.238e+5,
218.445,1.526e+5,6.641e-18,1.526e+5,
218.455,1.695e+5,6.520e-18,1.695e+5,
218.465,1.695e+5,6.399e-18,1.695e+5,
218.475,1.526e+5,6.278e-18,1.526e+5,
218.485,1.238e+5,6.158e-18,1.238e+5,
218.495,9.040e+4,6.037e-18,9.040e+4,
218.505,5.945e+4,5.916e-18,5.945e+4,
218.514,3.728e+4,5.807e-18,3.728e+4,
218.524,2.009e+4,5.686e-18,2.009e+4,
218.534,9.751e+3,5.565e-18,9.751e+3,
218.544,4.262e+3,5.444e-18,4.262e+3,
218.554,1.677e+3,5.323e-18,1.677e+3,
218.564,5.946e+2,5.202e-18,5.946e+2,
218.574,1.898e+2,5.081e-18,1.898e+2,
218.584,5.455e+1,4.960e-18,5.455e+1,
218.594,1.412e+1,4.840e-18,1.412e+1,
218.604,3.292e+0,4.719e-18,3.292e+0,
218.614,6.910e-1,4.598e-18,6.910e-1,
218.624,1.306e-1,4.477e-18,1.306e-1,
218.634,2.224e-2,4.356e-18,2.224e-2,
218.644,3.409e-3,4.235e-18,3.409e-3,
218.654,4.706e-4,4.114e-18,4.706e-4,
218.664,5.851e-5,3.993e-18,5.851e-5,
218.674,6.551e-6,3.872e-18,6.551e-6,
218.684,6.605e-7,3.751e-18,6.605e-7,
218.694,5.996e-8,3.630e-18,5.996e-8,
218.704,4.903e-9,3.510e-18,4.903e-9,
218.714,3.610e-10,3.389e-18,3.610e-10,
218.724,2.394e-11,8.056e-17,2.394e-11,
218.733,1.905e-12,1.276e-15,1.904e-12,
218.743,1.283e-13,2.489e-14,1.034e-13,
218.753,4.424e-13,4.373e-13,5.061e-15,
218.763,6.925e-12,6.924e-12,2.230e-16,
218.773,9.878e-11,9.878e-11,2.240e-16,
218.783,1.270e-9,1.270e-9,2.249e-16,
218.793,1.470e-8,1.470e-8,2.259e-16,
218.803,1.534e-7,1.534e-7,2.268e-16,
218.813,1.443e-6,1.443e-6,2.278e-16,
218.823,1.222e-5,1.222e-5,2.287e-16,
218.833,9.329e-5,9.329e-5,2.297e-16,
218.843,6.416e-4,6.416e-4,2.306e-16,
218.853,3.976e-3,3.976e-3,2.316e-16,
218.863,2.220e-2,2.220e-2,2.325e-16,
218.873,1.117e-1,1.117e-1,2.335e-16,
218.883,5.062e-1,5.062e-1,2.344e-16,
218.893,2.067e+0,2.067e+0,2.354e-16,
218.903,7.607e+0,7.607e+0,2.363e-16,
218.913,2.522e+1,2.522e+1,2.373e-16,
218.923,7.535e+1,7.535e+1,2.382e-16,
218.933,2.028e+2,2.028e+2,2.392e-16,
218.943,4.919e+2,4.919e+2,2.401e-16,
218.952,9.988e+2,9.988e+2,2.410e-16,
218.962,1.987e+3,1.987e+3,2.420e-16,
218.972,3.562e+3,3.562e+3,2.429e-16,
218.982,5.753e+3,5.753e+3,2.439e-16,
218.992,8.373e+3,8.373e+3,2.448e-16,
219.002,1.098e+4,1.098e+4,2.458e-16,
219.012,1.297e+4,1.297e+4,2.467e-16,
219.022,1.381e+4,1.381e+4,2.477e-16,
219.032,1.325e+4,1.325e+4,2.486e-16,
219.042,1.145e+4,1.145e+4,2.496e-16,
219.052,8.914e+3,8.914e+3,2.505e-16,
219.062,6.254e+3,6.254e+3,2.515e-16,
219.072,3.953e+3,3.953e+3,2.524e-16,
219.082,2.252e+3,2.252e+3,2.534e-16,
219.092,1.156e+3,1.156e+3,2.543e-16,
219.102,5.344e+2,5.344e+2,2.553e-16,
219.112,2.226e+2,2.226e+2,2.562e-16,
219.122,8.358e+1,8.358e+1,2.572e-16,
219.132,2.827e+1,2.827e+1,2.581e-16,
219.142,8.616e+0,8.616e+0,2.591e-16,
219.152,2.366e+0,2.366e+0,2.600e-16,
219.162,5.854e-1,5.854e-1,2.610e-16,
219.171,1.523e-1,1.523e-1,2.618e-16,
219.181,3.092e-2,3.092e-2,2.628e-16,
219.191,5.655e-3,5.655e-3,2.637e-16,
219.201,9.318e-4,9.318e-4,2.647e-16,
219.211,1.383e-4,1.383e-4,2.656e-16,
219.221,1.851e-5,1.851e-5,2.666e-16,
219.231,2.230e-6,2.230e-6,2.675e-16,
219.241,2.422e-7,2.422e-7,2.685e-16,
219.251,2.370e-8,2.370e-8,2.694e-16,
219.261,2.090e-9,2.090e-9,2.704e-16,
219.271,1.660e-10,1.660e-10,2.713e-16,
219.281,1.188e-11,1.188e-11,2.723e-16,
219.291,7.662e-13,7.662e-13,2.732e-16,
219.301,4.452e-14,4.452e-14,2.742e-16,
219.311,2.331e-15,2.331e-15,2.751e-16,
219.321,1.100e-16,1.100e-16,2.761e-16,
219.43,2.350e-17,2.350e-17,2.864e-16,
219.44,5.251e-16,5.251e-16,2.874e-16,
219.45,1.058e-14,1.058e-14,2.883e-16,
219.46,1.922e-13,1.922e-13,2.893e-16,
219.47,3.148e-12,3.148e-12,2.902e-16,
219.48,4.648e-11,4.648e-11,2.912e-16,
219.49,6.189e-10,6.189e-10,2.921e-16,
219.5,7.430e-9,7.430e-9,2.931e-16,
219.51,8.042e-8,8.042e-8,2.940e-16,
219.52,7.848e-7,7.848e-7,2.950e-16,
219.53,6.906e-6,6.906e-6,2.959e-16,
219.54,5.479e-5,5.479e-5,2.969e-16,
219.55,3.919e-4,3.919e-4,2.978e-16,
219.56,2.527e-3,2.527e-3,2.988e-16,
219.57,1.470e-2,1.470e-2,2.997e-16,
219.58,7.705e-2,7.705e-2,3.007e-16,
219.59,3.642e-1,3.642e-1,3.016e-16,
219.6,1.552e+0,1.552e+0,3.026e-16,
219.609,5.239e+0,5.239e+0,3.035e-16,
219.619,1.834e+1,1.834e+1,3.044e-16,
219.629,5.789e+1,5.789e+1,3.054e-16,
219.639,1.648e+2,1.648e+2,3.063e-16,
219.649,4.228e+2,4.228e+2,3.073e-16,
219.659,9.781e+2,9.781e+2,3.082e-16,
219.669,2.040e+3,2.040e+3,3.092e-16,
219.679,3.837e+3,3.837e+3,3.101e-16,
219.689,6.507e+3,6.507e+3,3.111e-16,
219.699,9.949e+3,9.949e+3,3.120e-16,
219.709,1.371e+4,1.371e+4,3.130e-16,
219.719,1.705e+4,1.705e+4,3.139e-16,
219.729,1.910e+4,1.910e+4,3.149e-16,
219.739,1.930e+4,1.930e+4,3.158e-16,
219.749,1.758e+4,1.758e+4,3.168e-16,
219.759,1.444e+4,1.444e+4,3.177e-16,
219.769,1.070e+4,1.070e+4,3.187e-16,
219.779,7.143e+3,7.143e+3,3.196e-16,
219.789,4.300e+3,4.300e+3,3.206e-16,
219.799,2.334e+3,2.334e+3,3.215e-16,
219.809,1.142e+3,1.142e+3,3.225e-16,
219.818,5.497e+2,5.497e+2,3.233e-16,
