Wavelength (nm),Sum(calc),Ni I (2.4e-1),Ni II (7.6e-1),Ni III (2.5e-5)
547.411,1.126e+1,1.126e+1,,4.392e-25
547.421,1.777e+1,1.777e+1,,4.391e-25
547.431,2.760e+1,2.760e+1,,4.391e-25
547.441,4.214e+1,4.214e+1,,4.391e-25
547.451,6.330e+1,6.330e+1,,4.390e-25
547.461,9.349e+1,9.349e+1,,4.390e-25
547.471,1.358e+2,1.358e+2,,4.390e-25
547.481,1.940e+2,1.940e+2,,4.389e-25
547.491,2.726e+2,2.726e+2,,4.389e-25
547.501,3.767e+2,3.767e+2,,4.388e-25
547.511,5.119e+2,5.119e+2,,4.388e-25
547.521,6.841e+2,6.841e+2,,4.388e-25
547.531,8.992e+2,8.992e+2,,4.387e-25
547.54,1.134e+3,1.134e+3,,4.387e-25
547.55,1.444e+3,1.444e+3,,4.387e-25
547.56,1.808e+3,1.808e+3,,4.386e-25
547.57,2.227e+3,2.227e+3,,4.386e-25
547.58,2.697e+3,2.697e+3,,4.385e-25
547.59,3.213e+3,3.213e+3,,4.385e-25
547.6,3.765e+3,3.765e+3,,4.385e-25
547.61,4.338e+3,4.338e+3,,4.384e-25
547.62,4.915e+3,4.915e+3,,4.384e-25
547.63,5.478e+3,5.478e+3,,4.384e-25
547.64,6.004e+3,6.004e+3,,4.383e-25
547.65,6.471e+3,6.471e+3,,4.383e-25
547.66,6.860e+3,6.860e+3,,4.382e-25
547.67,7.152e+3,7.152e+3,,4.382e-25
547.68,7.333e+3,7.333e+3,,4.382e-25
547.69,7.394e+3,7.394e+3,,4.381e-25
547.7,7.333e+3,7.333e+3,,4.381e-25
547.71,7.152e+3,7.152e+3,,4.381e-25
547.72,6.860e+3,6.860e+3,,4.380e-25
547.73,6.471e+3,6.471e+3,,4.380e-25
547.74,6.004e+3,6.004e+3,,4.379e-25
547.749,5.532e+3,5.532e+3,,4.379e-25
547.759,4.972e+3,4.972e+3,,4.379e-25
547.769,4.395e+3,4.395e+3,,4.378e-25
547.779,3.821e+3,3.821e+3,,4.378e-25
547.789,3.267e+3,3.267e+3,,4.378e-25
547.799,2.747e+3,2.747e+3,,4.377e-25
547.809,2.272e+3,2.272e+3,,4.377e-25
547.819,1.847e+3,1.847e+3,,4.376e-25
547.829,1.478e+3,1.478e+3,,4.376e-25
547.839,1.162e+3,1.162e+3,,4.376e-25
547.849,8.992e+2,8.992e+2,,4.375e-25
547.859,6.841e+2,6.841e+2,,4.375e-25
547.869,5.119e+2,5.119e+2,,4.374e-25
547.879,3.767e+2,3.767e+2,,4.374e-25
547.889,2.726e+2,2.726e+2,,4.374e-25
547.899,1.940e+2,1.940e+2,,4.373e-25
547.909,1.358e+2,1.358e+2,,4.373e-25
547.919,9.349e+1,9.349e+1,,4.373e-25
547.929,6.330e+1,6.330e+1,,4.372e-25
547.939,4.214e+1,4.214e+1,,4.372e-25
547.949,2.760e+1,2.760e+1,,4.371e-25
547.959,1.777e+1,1.777e+1,,4.371e-25
547.968,1.179e+1,1.179e+1,,4.371e-25
547.978,7.357e+0,7.357e+0,,4.370e-25
547.988,4.514e+0,4.514e+0,,4.370e-25
547.998,2.724e+0,2.724e+0,,4.370e-25
548.008,1.617e+0,1.617e+0,,4.369e-25
548.018,9.437e-1,9.437e-1,,4.369e-25
548.028,5.417e-1,5.417e-1,,4.368e-25
548.038,3.058e-1,3.058e-1,,4.368e-25
548.048,1.698e-1,1.698e-1,,4.368e-25
548.058,9.272e-2,9.272e-2,,4.367e-25
548.068,4.979e-2,4.979e-2,,4.367e-25
548.078,2.630e-2,2.630e-2,,4.367e-25
548.088,1.366e-2,1.366e-2,,4.366e-25
548.098,6.977e-3,6.977e-3,,4.366e-25
548.108,3.505e-3,3.505e-3,,4.365e-25
548.118,1.732e-3,1.732e-3,,4.365e-25
548.128,8.414e-4,8.414e-4,,4.365e-25
548.138,4.021e-4,4.021e-4,,4.364e-25
548.148,1.890e-4,1.890e-4,,4.364e-25
548.158,8.734e-5,8.734e-5,,4.364e-25
548.168,3.970e-5,3.970e-5,,4.363e-25
548.178,1.775e-5,1.775e-5,,4.363e-25
548.187,8.478e-6,8.478e-6,,4.362e-25
548.197,3.672e-6,3.672e-6,,4.362e-25
548.207,1.564e-6,1.564e-6,,4.362e-25
548.217,6.552e-7,6.552e-7,,4.361e-25
548.227,2.699e-7,2.699e-7,,4.361e-25
548.237,1.094e-7,1.094e-7,,4.361e-25
548.247,4.358e-8,4.358e-8,,4.360e-25
548.257,1.708e-8,1.708e-8,,4.360e-25
548.267,6.582e-9,6.582e-9,,4.359e-25
548.277,2.495e-9,2.495e-9,,4.359e-25
548.287,9.301e-10,9.301e-10,,4.359e-25
548.297,3.410e-10,3.410e-10,,4.358e-25
548.307,1.229e-10,1.229e-10,,4.358e-25
548.317,4.359e-11,4.359e-11,,4.358e-25
548.327,1.520e-11,1.520e-11,,4.357e-25
548.337,5.214e-12,5.214e-12,,4.357e-25
548.347,1.759e-12,1.759e-12,,4.356e-25
548.357,5.834e-13,5.834e-13,,4.356e-25
548.367,1.903e-13,1.903e-13,,4.356e-25
548.377,6.106e-14,6.106e-14,,4.355e-25
548.387,1.927e-14,1.927e-14,,4.355e-25
599.253,2.431e-25,3.277e-14,,2.431e-25
599.262,6.305e-25,3.278e-14,,6.305e-25
599.272,1.794e-24,3.278e-14,,1.794e-24
599.282,5.035e-24,3.278e-14,,5.035e-24
599.292,1.393e-23,3.278e-14,,1.393e-23
599.302,3.803e-23,3.279e-14,,3.803e-23
599.312,1.024e-22,3.279e-14,,1.024e-22
599.322,2.718e-22,3.279e-14,,2.718e-22
599.332,7.115e-22,3.279e-14,,7.115e-22
599.342,1.837e-21,3.280e-14,,1.837e-21
599.352,4.678e-21,3.280e-14,,4.678e-21
599.362,1.175e-20,3.280e-14,,1.175e-20
599.372,2.909e-20,3.280e-14,,2.909e-20
599.382,7.106e-20,3.281e-14,,7.106e-20
599.392,1.712e-19,3.281e-14,,1.712e-19
599.402,4.066e-19,3.281e-14,,4.066e-19
599.412,9.526e-19,3.281e-14,,9.526e-19
599.422,2.201e-18,3.282e-14,,2.201e-18
599.432,5.015e-18,3.282e-14,,5.015e-18
599.442,1.127e-17,3.282e-14,,1.127e-17
599.452,2.497e-17,3.283e-14,,2.497e-17
599.462,5.459e-17,3.283e-14,,5.459e-17
599.471,1.090e-16,3.283e-14,,1.090e-16
599.481,2.321e-16,3.283e-14,,2.321e-16
599.491,4.872e-16,3.284e-14,,4.872e-16
599.501,1.009e-15,3.284e-14,,1.009e-15
599.511,2.060e-15,3.284e-14,,2.060e-15
599.521,4.147e-15,3.284e-14,,4.147e-15
599.531,8.236e-15,3.285e-14,,8.236e-15
599.541,1.613e-14,3.285e-14,,1.613e-14
599.551,3.116e-14,3.285e-14,,3.116e-14
599.561,5.935e-14,3.285e-14,,5.935e-14
599.571,1.115e-13,3.286e-14,,1.115e-13
599.581,2.066e-13,3.286e-14,,2.066e-13
599.591,3.774e-13,3.286e-14,,3.774e-13
599.601,6.800e-13,3.287e-14,,6.800e-13
599.611,1.208e-12,3.287e-14,,1.208e-12
599.621,2.118e-12,3.287e-14,,2.118e-12
599.631,3.661e-12,3.287e-14,,3.661e-12
599.641,6.240e-12,3.288e-14,,6.240e-12
599.651,1.049e-11,3.288e-14,,1.049e-11
599.661,1.739e-11,3.288e-14,,1.739e-11
599.671,2.843e-11,3.288e-14,,2.843e-11
599.681,4.584e-11,3.289e-14,,4.584e-11
599.69,6.964e-11,3.289e-14,,6.964e-11
599.7,1.094e-10,3.289e-14,,1.094e-10
599.71,1.694e-10,3.289e-14,,1.694e-10
599.72,2.587e-10,3.290e-14,,2.587e-10
599.73,3.897e-10,3.290e-14,,3.897e-10
599.74,5.790e-10,3.290e-14,,5.790e-10
599.75,8.482e-10,3.290e-14,,8.482e-10
599.76,1.226e-9,3.291e-14,,1.226e-9
599.77,1.746e-9,3.291e-14,,1.746e-9
599.78,2.454e-9,3.291e-14,,2.454e-9
599.79,3.401e-9,3.292e-14,,3.401e-9
599.8,4.649e-9,3.292e-14,,4.649e-9
599.81,6.267e-9,3.292e-14,,6.267e-9
599.82,8.331e-9,3.292e-14,,8.331e-9
599.83,1.092e-8,3.293e-14,,1.092e-8
599.84,1.412e-8,3.293e-14,,1.412e-8
599.85,1.801e-8,3.293e-14,,1.801e-8
599.86,2.264e-8,3.293e-14,,2.264e-8
599.87,2.808e-8,3.294e-14,,2.808e-8
599.88,3.435e-8,3.294e-14,,3.435e-8
599.89,4.143e-8,3.294e-14,,4.143e-8
599.9,4.929e-8,3.294e-14,,4.929e-8
599.909,5.694e-8,3.295e-14,,5.694e-8
599.919,6.597e-8,3.295e-14,,6.597e-8
599.929,7.538e-8,3.295e-14,,7.538e-8
599.939,8.494e-8,3.295e-14,,8.494e-8
599.949,9.440e-8,3.296e-14,,9.440e-8
599.959,1.035e-7,3.296e-14,,1.035e-7
599.969,1.118e-7,3.296e-14,,1.118e-7
599.979,1.192e-7,3.297e-14,,1.192e-7
599.989,1.253e-7,3.297e-14,,1.253e-7
599.999,1.299e-7,3.297e-14,,1.299e-7
600.009,1.328e-7,3.297e-14,,1.328e-7
600.019,1.340e-7,3.298e-14,,1.340e-7
600.029,1.332e-7,3.298e-14,,1.332e-7
600.039,1.306e-7,3.298e-14,,1.306e-7
600.049,1.264e-7,3.298e-14,,1.264e-7
600.059,1.205e-7,3.299e-14,,1.205e-7
600.069,1.134e-7,3.299e-14,,1.134e-7
600.079,1.052e-7,3.299e-14,,1.052e-7
600.089,9.625e-8,3.299e-14,,9.625e-8
600.099,8.685e-8,3.300e-14,,8.685e-8
600.109,7.729e-8,3.300e-14,,7.729e-8
600.119,6.783e-8,3.300e-14,,6.783e-8
600.128,5.960e-8,3.301e-14,,5.960e-8
600.138,5.094e-8,3.301e-14,,5.094e-8
600.148,4.294e-8,3.301e-14,,4.294e-8
600.158,3.570e-8,3.301e-14,,3.570e-8
600.168,2.927e-8,3.302e-14,,2.927e-8
600.178,2.367e-8,3.302e-14,,2.367e-8
600.188,1.887e-8,3.302e-14,,1.887e-8
600.198,1.484e-8,3.302e-14,,1.484e-8
600.208,1.151e-8,3.303e-14,,1.151e-8
600.218,8.804e-9,3.303e-14,,8.804e-9
600.228,6.641e-9,3.303e-14,,6.641e-9
600.238,4.941e-9,3.303e-14,,4.941e-9
600.248,3.625e-9,3.304e-14,,3.625e-9
600.258,2.623e-9,3.304e-14,,2.623e-9
600.268,1.871e-9,3.304e-14,,1.871e-9
600.278,1.317e-9,3.304e-14,,1.317e-9
600.288,9.140e-10,3.305e-14,,9.140e-10
600.298,6.256e-10,3.305e-14,,6.256e-10
600.308,4.223e-10,3.305e-14,,4.223e-10
600.318,2.811e-10,3.306e-14,,2.811e-10
600.328,1.846e-10,3.306e-14,,1.846e-10
600.338,1.195e-10,3.306e-14,,1.195e-10
600.347,7.985e-11,3.306e-14,,7.985e-11
600.357,5.036e-11,3.307e-14,,5.036e-11
600.367,3.132e-11,3.307e-14,,3.132e-11
600.377,1.921e-11,3.307e-14,,1.921e-11
600.387,1.162e-11,3.307e-14,,1.162e-11
600.397,6.930e-12,3.308e-14,,6.930e-12
600.407,4.077e-12,3.308e-14,,4.077e-12
600.417,2.365e-12,3.308e-14,,2.365e-12
600.427,1.353e-12,3.308e-14,,1.353e-12
600.437,7.638e-13,3.309e-14,,7.638e-13
600.447,4.250e-13,3.309e-14,,4.250e-13
600.457,2.333e-13,3.309e-14,,2.333e-13
600.467,1.263e-13,3.310e-14,,1.263e-13
600.477,6.740e-14,3.310e-14,,6.740e-14
600.487,3.548e-14,3.310e-14,,3.548e-14
600.497,1.842e-14,3.310e-14,,1.842e-14
600.507,9.432e-15,3.311e-14,,9.432e-15
600.517,4.763e-15,3.311e-14,,4.763e-15
600.527,2.372e-15,3.311e-14,,2.372e-15
600.537,1.165e-15,3.311e-14,,1.165e-15
600.547,5.642e-16,3.312e-14,,5.642e-16
600.557,2.695e-16,3.312e-14,,2.695e-16
600.566,1.370e-16,3.312e-14,,1.370e-16
600.576,6.372e-17,3.312e-14,,6.372e-17
600.586,2.923e-17,3.313e-14,,2.923e-17
600.596,1.323e-17,3.313e-14,,1.323e-17
600.606,5.903e-18,3.313e-14,,5.903e-18
600.616,2.598e-18,3.313e-14,,2.598e-18
600.626,1.128e-18,3.314e-14,,1.128e-18
600.636,4.826e-19,3.314e-14,,4.826e-19
600.646,2.037e-19,3.314e-14,,2.037e-19
600.656,8.481e-20,3.315e-14,,8.481e-20
600.666,3.482e-20,3.315e-14,,3.482e-20
600.676,1.410e-20,3.315e-14,,1.410e-20
600.686,5.630e-21,3.315e-14,,5.630e-21
600.696,2.217e-21,3.316e-14,,2.217e-21
600.706,8.611e-22,3.316e-14,,8.611e-22
600.716,3.298e-22,3.316e-14,,3.298e-22
600.726,1.246e-22,3.316e-14,,1.246e-22
600.736,4.641e-23,3.317e-14,,4.641e-23
600.746,1.705e-23,3.317e-14,,1.705e-23
600.756,6.178e-24,3.317e-14,,6.178e-24
600.766,2.208e-24,3.317e-14,,2.208e-24
600.775,8.641e-25,3.318e-14,,8.641e-25
639.338,1.857e-25,4.342e-14,,1.857e-25
639.348,4.971e-25,4.342e-14,,4.971e-25
639.358,1.315e-24,4.342e-14,,1.315e-24
639.368,3.434e-24,4.342e-14,,3.434e-24
639.378,8.862e-24,4.343e-14,,8.862e-24
639.388,2.259e-23,4.343e-14,,2.259e-23
639.398,5.690e-23,4.343e-14,,5.690e-23
639.408,1.416e-22,4.343e-14,,1.416e-22
639.418,3.479e-22,4.344e-14,,3.479e-22
639.428,8.447e-22,4.344e-14,,8.447e-22
639.438,2.026e-21,4.344e-14,,2.026e-21
639.448,4.800e-21,4.344e-14,,4.800e-21
639.457,1.033e-20,4.345e-14,,1.033e-20
639.467,2.391e-20,4.345e-14,,2.391e-20
639.477,5.467e-20,4.345e-14,,5.467e-20
639.487,1.235e-19,4.346e-14,,1.235e-19
639.497,2.757e-19,4.346e-14,,2.757e-19
639.507,6.078e-19,4.346e-14,,6.078e-19
639.517,1.324e-18,4.346e-14,,1.324e-18
639.527,2.849e-18,4.347e-14,,2.849e-18
639.537,6.055e-18,4.347e-14,,6.055e-18
639.547,1.271e-17,4.347e-14,,1.271e-17
639.557,2.637e-17,4.347e-14,,2.637e-17
639.567,5.404e-17,4.348e-14,,5.404e-17
639.577,1.094e-16,4.348e-14,,1.094e-16
639.587,2.188e-16,4.348e-14,,2.188e-16
639.597,4.322e-16,4.348e-14,,4.322e-16
639.607,8.435e-16,4.349e-14,,8.435e-16
639.617,1.626e-15,4.349e-14,,1.626e-15
639.627,3.097e-15,4.349e-14,,3.097e-15
639.637,5.827e-15,4.350e-14,,5.827e-15
639.647,1.083e-14,4.350e-14,,1.083e-14
639.657,1.988e-14,4.350e-14,,1.988e-14
639.667,3.606e-14,4.350e-14,,3.606e-14
639.676,6.099e-14,4.351e-14,,6.099e-14
639.686,1.081e-13,4.351e-14,,1.081e-13
639.696,1.892e-13,4.351e-14,,1.892e-13
639.706,3.273e-13,4.351e-14,,3.273e-13
639.716,5.592e-13,4.352e-14,,5.592e-13
639.726,9.438e-13,4.352e-14,,9.438e-13
639.736,1.574e-12,4.352e-14,,1.574e-12
639.746,2.592e-12,4.352e-14,,2.592e-12
639.756,4.218e-12,4.353e-14,,4.218e-12
639.766,6.780e-12,4.353e-14,,6.780e-12
639.776,1.077e-11,4.353e-14,,1.077e-11
639.786,1.689e-11,4.353e-14,,1.689e-11
639.796,2.617e-11,4.354e-14,,2.617e-11
639.806,4.006e-11,4.354e-14,,4.006e-11
639.816,6.059e-11,4.354e-14,,6.059e-11
639.826,9.051e-11,4.355e-14,,9.051e-11
639.836,1.336e-10,4.355e-14,,1.336e-10
639.846,1.948e-10,4.355e-14,,1.948e-10
639.856,2.805e-10,4.355e-14,,2.805e-10
639.866,3.991e-10,4.356e-14,,3.991e-10
639.876,5.609e-10,4.356e-14,,5.609e-10
639.886,7.788e-10,4.356e-14,,7.788e-10
639.895,1.036e-9,4.356e-14,,1.036e-9
639.905,1.405e-9,4.357e-14,,1.405e-9
639.915,1.883e-9,4.357e-14,,1.883e-9
639.925,2.493e-9,4.357e-14,,2.493e-9
639.935,3.261e-9,4.357e-14,,3.261e-9
639.945,4.213e-9,4.358e-14,,4.213e-9
639.955,5.377e-9,4.358e-14,,5.377e-9
639.965,6.780e-9,4.358e-14,,6.780e-9
639.975,8.446e-9,4.358e-14,,8.446e-9
639.985,1.039e-8,4.359e-14,,1.039e-8
639.995,1.263e-8,4.359e-14,,1.263e-8
640.005,1.517e-8,4.359e-14,,1.517e-8
640.015,1.800e-8,4.360e-14,,1.800e-8
640.025,2.109e-8,4.360e-14,,2.109e-8
640.035,2.441e-8,4.360e-14,,2.441e-8
640.045,2.792e-8,4.360e-14,,2.792e-8
640.055,3.154e-8,4.361e-14,,3.154e-8
640.065,3.521e-8,4.361e-14,,3.521e-8
640.075,3.882e-8,4.361e-14,,3.882e-8
640.085,4.228e-8,4.361e-14,,4.228e-8
640.095,4.549e-8,4.362e-14,,4.549e-8
640.105,4.835e-8,4.362e-14,,4.835e-8
640.114,5.055e-8,4.362e-14,,5.055e-8
640.124,5.250e-8,4.362e-14,,5.250e-8
640.134,5.386e-8,4.363e-14,,5.386e-8
640.144,5.459e-8,4.363e-14,,5.459e-8
640.154,5.465e-8,4.363e-14,,5.465e-8
640.164,5.406e-8,4.364e-14,,5.406e-8
640.174,5.282e-8,4.364e-14,,5.282e-8
640.184,5.098e-8,4.364e-14,,5.098e-8
640.194,4.861e-8,4.364e-14,,4.861e-8
640.204,4.579e-8,4.365e-14,,4.579e-8
640.214,4.261e-8,4.365e-14,,4.261e-8
640.224,3.917e-8,4.365e-14,,3.917e-8
640.234,3.557e-8,4.365e-14,,3.557e-8
640.244,3.191e-8,4.366e-14,,3.191e-8
640.254,2.828e-8,4.366e-14,,2.828e-8
640.264,2.476e-8,4.366e-14,,2.476e-8
640.274,2.141e-8,4.366e-14,,2.141e-8
640.284,1.829e-8,4.367e-14,,1.829e-8
640.294,1.544e-8,4.367e-14,,1.544e-8
640.304,1.287e-8,4.367e-14,,1.287e-8
640.314,1.060e-8,4.367e-14,,1.060e-8
640.324,8.627e-9,4.368e-14,,8.627e-9
640.333,7.092e-9,4.368e-14,,7.092e-9
640.343,5.638e-9,4.368e-14,,5.638e-9
640.353,4.428e-9,4.369e-14,,4.428e-9
640.363,3.436e-9,4.369e-14,,3.436e-9
640.373,2.633e-9,4.369e-14,,2.633e-9
640.383,1.994e-9,4.369e-14,,1.994e-9
640.393,1.491e-9,4.370e-14,,1.491e-9
640.403,1.102e-9,4.370e-14,,1.102e-9
640.413,8.043e-10,4.370e-14,,8.043e-10
640.423,5.800e-10,4.370e-14,,5.800e-10
640.433,4.131e-10,4.371e-14,,4.131e-10
640.443,2.907e-10,4.371e-14,,2.907e-10
640.453,2.021e-10,4.371e-14,,2.021e-10
640.463,1.388e-10,4.371e-14,,1.388e-10
640.473,9.416e-11,4.372e-14,,9.416e-11
640.483,6.310e-11,4.372e-14,,6.310e-11
640.493,4.178e-11,4.372e-14,,4.178e-11
640.503,2.732e-11,4.373e-14,,2.732e-11
640.513,1.765e-11,4.373e-14,,1.765e-11
640.523,1.127e-11,4.373e-14,,1.127e-11
640.533,7.105e-12,4.373e-14,,7.105e-12
640.543,4.425e-12,4.374e-14,,4.425e-12
640.552,2.860e-12,4.374e-14,,2.860e-12
640.562,1.741e-12,4.374e-14,,1.741e-12
640.572,1.046e-12,4.374e-14,,1.046e-12
640.582,6.215e-13,4.375e-14,,6.215e-13
640.592,3.647e-13,4.375e-14,,3.647e-13
640.602,2.114e-13,4.375e-14,,2.114e-13
640.612,1.210e-13,4.375e-14,,1.210e-13
640.622,6.846e-14,4.376e-14,,6.846e-14
640.632,3.825e-14,4.376e-14,,3.825e-14
640.642,2.112e-14,4.376e-14,,2.112e-14
640.652,1.151e-14,4.376e-14,,1.151e-14
640.662,6.203e-15,4.377e-14,,6.203e-15
640.672,3.301e-15,4.377e-14,,3.301e-15
640.682,1.735e-15,4.377e-14,,1.735e-15
640.692,9.012e-16,4.378e-14,,9.012e-16
640.702,4.623e-16,4.378e-14,,4.623e-16
640.712,2.343e-16,4.378e-14,,2.343e-16
640.722,1.173e-16,4.378e-14,,1.173e-16
640.732,5.802e-17,4.379e-14,,5.802e-17
640.742,2.835e-17,4.379e-14,,2.835e-17
640.752,1.368e-17,4.379e-14,,1.368e-17
640.761,7.030e-18,4.379e-14,,7.030e-18
640.771,3.315e-18,4.380e-14,,3.315e-18
640.781,1.545e-18,4.380e-14,,1.545e-18
640.791,7.109e-19,4.380e-14,,7.109e-19
640.801,3.232e-19,4.380e-14,,3.232e-19
640.811,1.452e-19,4.381e-14,,1.452e-19
640.821,6.441e-20,4.381e-14,,6.441e-20
640.831,2.823e-20,4.381e-14,,2.823e-20
640.841,1.223e-20,4.381e-14,,1.223e-20
640.851,5.229e-21,4.382e-14,,5.229e-21
640.861,2.210e-21,4.382e-14,,2.210e-21
640.871,9.225e-22,4.382e-14,,9.225e-22
640.881,3.804e-22,4.383e-14,,3.804e-22
640.891,1.550e-22,4.383e-14,,1.550e-22
640.901,6.236e-23,4.383e-14,,6.236e-23
640.911,2.479e-23,4.383e-14,,2.479e-23
640.921,9.737e-24,4.384e-14,,9.737e-24
640.931,3.778e-24,4.384e-14,,3.778e-24
640.941,1.448e-24,4.384e-14,,1.448e-24
640.951,5.482e-25,4.384e-14,,5.482e-25
652.557,1.607e-24,4.693e-14,,1.607e-24
652.567,4.190e-24,4.693e-14,,4.190e-24
652.577,1.079e-23,4.693e-14,,1.079e-23
652.587,2.748e-23,4.693e-14,,2.748e-23
652.597,6.917e-23,4.694e-14,,6.917e-23
652.607,1.720e-22,4.694e-14,,1.720e-22
652.617,4.229e-22,4.694e-14,,4.229e-22
652.627,1.028e-21,4.694e-14,,1.028e-21
652.637,2.468e-21,4.695e-14,,2.468e-21
652.647,5.857e-21,4.695e-14,,5.857e-21
652.657,1.374e-20,4.695e-14,,1.374e-20
652.667,3.186e-20,4.695e-14,,3.186e-20
652.677,7.300e-20,4.696e-14,,7.300e-20
652.687,1.653e-19,4.696e-14,,1.653e-19
652.697,3.701e-19,4.696e-14,,3.701e-19
652.707,8.188e-19,4.697e-14,,8.188e-19
652.716,1.657e-18,4.697e-14,,1.657e-18
652.726,3.584e-18,4.697e-14,,3.584e-18
652.736,7.666e-18,4.697e-14,,7.666e-18
652.746,1.620e-17,4.698e-14,,1.620e-17
652.756,3.385e-17,4.698e-14,,3.385e-17
652.766,6.988e-17,4.698e-14,,6.988e-17
652.776,1.426e-16,4.698e-14,,1.426e-16
652.786,2.876e-16,4.699e-14,,2.876e-16
652.796,5.734e-16,4.699e-14,,5.734e-16
652.806,1.130e-15,4.699e-14,,1.130e-15
652.816,2.200e-15,4.699e-14,,2.200e-15
652.826,4.233e-15,4.700e-14,,4.233e-15
652.836,8.053e-15,4.700e-14,,8.053e-15
652.846,1.514e-14,4.700e-14,,1.514e-14
652.856,2.813e-14,4.700e-14,,2.813e-14
652.866,5.166e-14,4.701e-14,,5.166e-14
652.876,9.378e-14,4.701e-14,,9.378e-14
652.886,1.682e-13,4.701e-14,,1.682e-13
652.896,2.983e-13,4.702e-14,,2.983e-13
652.906,5.227e-13,4.702e-14,,5.227e-13
652.916,9.054e-13,4.702e-14,,9.054e-13
652.926,1.550e-12,4.702e-14,,1.550e-12
652.935,2.489e-12,4.703e-14,,2.489e-12
652.945,4.168e-12,4.703e-14,,4.168e-12
652.955,6.896e-12,4.703e-14,,6.896e-12
652.965,1.128e-11,4.703e-14,,1.128e-11
652.975,1.823e-11,4.704e-14,,1.823e-11
652.985,2.913e-11,4.704e-14,,2.913e-11
652.995,4.599e-11,4.704e-14,,4.599e-11
653.005,7.177e-11,4.704e-14,,7.177e-11
653.015,1.107e-10,4.705e-14,,1.107e-10
653.025,1.688e-10,4.705e-14,,1.688e-10
653.035,2.543e-10,4.705e-14,,2.543e-10
653.045,3.786e-10,4.706e-14,,3.786e-10
653.055,5.573e-10,4.706e-14,,5.573e-10
653.065,8.107e-10,4.706e-14,,8.107e-10
653.075,1.166e-9,4.706e-14,,1.166e-9
653.085,1.656e-9,4.707e-14,,1.656e-9
653.095,2.326e-9,4.707e-14,,2.326e-9
653.105,3.229e-9,4.707e-14,,3.229e-9
653.115,4.430e-9,4.707e-14,,4.430e-9
653.125,6.007e-9,4.708e-14,,6.007e-9
653.135,8.050e-9,4.708e-14,,8.050e-9
653.145,1.066e-8,4.708e-14,,1.066e-8
653.154,1.360e-8,4.708e-14,,1.360e-8
653.164,1.761e-8,4.709e-14,,1.761e-8
653.174,2.255e-8,4.709e-14,,2.255e-8
653.184,2.854e-8,4.709e-14,,2.854e-8
653.194,3.569e-8,4.709e-14,,3.569e-8
653.204,4.412e-8,4.710e-14,,4.412e-8
653.214,5.390e-8,4.710e-14,,5.390e-8
653.224,6.508e-8,4.710e-14,,6.508e-8
653.234,7.768e-8,4.711e-14,,7.768e-8
653.244,9.162e-8,4.711e-14,,9.162e-8
653.254,1.068e-7,4.711e-14,,1.068e-7
653.264,1.231e-7,4.711e-14,,1.231e-7
653.274,1.402e-7,4.712e-14,,1.402e-7
653.284,1.578e-7,4.712e-14,,1.578e-7
653.294,1.755e-7,4.712e-14,,1.755e-7
653.304,1.930e-7,4.712e-14,,1.930e-7
653.314,2.097e-7,4.713e-14,,2.097e-7
653.324,2.252e-7,4.713e-14,,2.252e-7
653.334,2.391e-7,4.713e-14,,2.391e-7
653.344,2.509e-7,4.713e-14,,2.509e-7
653.354,2.601e-7,4.714e-14,,2.601e-7
653.364,2.666e-7,4.714e-14,,2.666e-7
653.373,2.699e-7,4.714e-14,,2.699e-7
653.383,2.705e-7,4.714e-14,,2.705e-7
653.393,2.680e-7,4.715e-14,,2.680e-7
653.403,2.624e-7,4.715e-14,,2.624e-7
653.413,2.539e-7,4.715e-14,,2.539e-7
653.423,2.429e-7,4.716e-14,,2.429e-7
653.433,2.296e-7,4.716e-14,,2.296e-7
653.443,2.145e-7,4.716e-14,,2.145e-7
653.453,1.981e-7,4.716e-14,,1.981e-7
653.463,1.808e-7,4.717e-14,,1.808e-7
653.473,1.631e-7,4.717e-14,,1.631e-7
653.483,1.454e-7,4.717e-14,,1.454e-7
653.493,1.281e-7,4.717e-14,,1.281e-7
653.503,1.116e-7,4.718e-14,,1.116e-7
653.513,9.606e-8,4.718e-14,,9.606e-8
653.523,8.172e-8,4.718e-14,,8.172e-8
653.533,6.871e-8,4.718e-14,,6.871e-8
653.543,5.711e-8,4.719e-14,,5.711e-8
653.553,4.691e-8,4.719e-14,,4.691e-8
653.563,3.808e-8,4.719e-14,,3.808e-8
653.573,3.055e-8,4.720e-14,,3.055e-8
653.583,2.423e-8,4.720e-14,,2.423e-8
653.592,1.947e-8,4.720e-14,,1.947e-8
653.602,1.510e-8,4.720e-14,,1.510e-8
653.612,1.157e-8,4.721e-14,,1.157e-8
653.622,8.769e-9,4.721e-14,,8.769e-9
653.632,6.566e-9,4.721e-14,,6.566e-9
653.642,4.860e-9,4.721e-14,,4.860e-9
653.652,3.555e-9,4.722e-14,,3.555e-9
653.662,2.570e-9,4.722e-14,,2.570e-9
653.672,1.836e-9,4.722e-14,,1.836e-9
653.682,1.297e-9,4.722e-14,,1.297e-9
653.692,9.051e-10,4.723e-14,,9.051e-10
653.702,6.244e-10,4.723e-14,,6.244e-10
653.712,4.257e-10,4.723e-14,,4.257e-10
653.722,2.869e-10,4.723e-14,,2.869e-10
653.732,1.911e-10,4.724e-14,,1.911e-10
653.742,1.258e-10,4.724e-14,,1.258e-10
