Wavelength (nm),Sum(calc),Al I (2.4e-2),Al II (4.8e-1),Al III (3.5e-4),Cr I (1.4e-2),Cr II (4.8e-1)
207.368,2.272e-5,,4.340e-6,1.838e-5,,8.763e-34
207.37,6.009e-5,,4.550e-5,1.459e-5,,8.786e-34
207.372,4.221e-4,,4.118e-4,1.032e-5,,8.810e-34
207.373,1.181e-3,,1.173e-3,8.307e-6,,8.821e-34
207.375,8.520e-3,,8.515e-3,4.911e-6,,8.845e-34
207.377,5.340e-2,,5.339e-2,2.561e-6,,8.869e-34
207.378,1.265e-1,,1.265e-1,1.762e-6,,8.880e-34
207.38,6.365e-1,,6.365e-1,7.552e-7,,8.904e-34
207.382,2.764e+0,,2.764e+0,2.826e-7,,8.927e-34
207.383,5.453e+0,,5.453e+0,1.641e-7,,8.939e-34
207.385,1.900e+1,,1.900e+1,4.982e-8,,8.963e-34
207.387,5.716e+1,,5.716e+1,1.312e-8,,8.986e-34
207.388,9.384e+1,,9.384e+1,6.383e-9,,8.998e-34
207.39,2.265e+2,,2.265e+2,1.356e-9,,9.022e-34
207.392,4.720e+2,,4.720e+2,2.491e-10,,9.045e-34
207.393,6.449e+2,,6.449e+2,1.011e-10,,9.057e-34
207.395,1.078e+3,,1.078e+3,1.493e-11,,9.081e-34
207.397,1.557e+3,,1.557e+3,1.906e-12,,9.104e-34
207.398,1.770e+3,,1.770e+3,6.444e-13,,9.116e-34
207.4,2.050e+3,,2.050e+3,6.603e-14,,9.139e-34
207.402,2.050e+3,,2.050e+3,5.844e-15,,9.163e-34
207.403,1.940e+3,,1.940e+3,1.645e-15,,9.175e-34
207.405,1.557e+3,,1.557e+3,1.169e-16,,9.198e-34
207.407,1.078e+3,,1.078e+3,7.166e-18,,9.222e-34
207.409,6.449e+2,,6.449e+2,3.795e-19,,9.245e-34
207.41,4.720e+2,,4.720e+2,8.264e-20,,9.257e-34
207.412,2.265e+2,,2.265e+2,3.511e-21,,9.281e-34
207.414,9.384e+1,,9.384e+1,1.288e-22,,9.304e-34
207.415,5.716e+1,,5.716e+1,2.334e-23,,9.316e-34
207.417,1.900e+1,,1.900e+1,6.868e-25,,9.340e-34
207.419,5.453e+0,,5.453e+0,1.745e-26,,9.363e-34
207.42,2.764e+0,,2.764e+0,2.632e-27,,9.375e-34
207.422,6.365e-1,,6.365e-1,5.365e-29,,9.399e-34
207.424,1.265e-1,,1.265e-1,9.441e-31,,9.422e-34
207.425,5.339e-2,,5.339e-2,1.185e-31,,9.434e-34
207.427,8.515e-3,,8.515e-3,1.673e-33,,9.457e-34
207.429,1.173e-3,,1.173e-3,2.039e-35,,9.481e-34
207.43,4.118e-4,,4.118e-4,2.131e-36,,9.493e-34
207.432,4.550e-5,,4.550e-5,2.084e-38,,9.516e-34
207.434,4.340e-6,,4.340e-6,1.759e-40,,9.540e-34
207.435,1.269e-6,,1.269e-6,1.529e-41,,9.552e-34
207.437,9.708e-8,,9.708e-8,1.036e-43,,9.575e-34
207.439,6.414e-9,,6.414e-9,6.056e-46,,9.599e-34
207.44,1.560e-9,,1.560e-9,4.383e-47,,9.611e-34
207.442,8.272e-11,,8.272e-11,2.056e-49,,9.634e-34
207.444,3.786e-12,,3.786e-12,2.138e-49,,9.658e-34
207.445,7.666e-13,,7.666e-13,2.179e-49,,9.669e-34
207.447,2.815e-14,,2.815e-14,2.261e-49,,9.693e-34
207.449,8.925e-16,,8.925e-16,2.343e-49,,9.717e-34
207.45,1.504e-16,,1.504e-16,2.385e-49,,9.728e-34
207.452,3.826e-18,,3.826e-18,2.467e-49,,9.752e-34
207.454,8.402e-20,,8.402e-20,2.549e-49,,9.775e-34
207.455,1.178e-20,,1.178e-20,2.590e-49,,9.787e-34
207.457,2.076e-22,,2.076e-22,2.672e-49,,9.811e-34
207.459,3.159e-24,,3.159e-24,2.754e-49,,9.834e-34
207.46,3.687e-25,,3.687e-25,2.795e-49,,9.846e-34
207.462,4.501e-27,,4.501e-27,2.877e-49,,9.870e-34
207.464,4.743e-29,,4.743e-29,2.960e-49,,9.893e-34
207.465,4.608e-30,,4.608e-30,3.001e-49,,9.905e-34
207.467,3.896e-32,,3.896e-32,3.083e-49,,9.929e-34
207.469,2.844e-34,,2.844e-34,3.165e-49,,9.952e-34
207.47,2.300e-35,,2.300e-35,3.206e-49,,9.964e-34
207.472,1.347e-37,,1.347e-37,3.288e-49,,9.987e-34
207.474,6.810e-40,,6.810e-40,3.370e-49,,1.001e-33
208.842,5.957e-48,,1.927e-40,5.957e-48,,2.612e-33
208.844,1.173e-45,,1.919e-40,1.173e-45,,2.615e-33
208.845,1.560e-44,,1.916e-40,1.560e-44,,2.616e-33
208.847,2.472e-42,,1.909e-40,2.472e-42,,2.618e-33
208.849,3.391e-40,,1.902e-40,3.391e-40,,2.620e-33
208.85,3.762e-39,,1.898e-40,3.762e-39,,2.622e-33
208.852,4.153e-37,,1.891e-40,4.153e-37,,2.624e-33
208.854,3.966e-35,,1.884e-40,3.966e-35,,2.626e-33
208.855,3.672e-34,,1.880e-40,3.672e-34,,2.628e-33
208.857,2.823e-32,,1.873e-40,2.823e-32,,2.630e-33
208.859,1.878e-30,,1.866e-40,1.878e-30,,2.632e-33
208.86,1.450e-29,,1.862e-40,1.450e-29,,2.633e-33
208.862,7.765e-28,,1.855e-40,7.765e-28,,2.636e-33
208.864,3.597e-26,,1.848e-40,3.597e-26,,2.638e-33
208.865,2.319e-25,,1.844e-40,2.319e-25,,2.639e-33
208.867,8.645e-24,,1.837e-40,8.645e-24,,2.642e-33
208.869,2.789e-22,,1.830e-40,2.789e-22,,2.644e-33
208.87,1.500e-21,,1.827e-40,1.500e-21,,2.645e-33
208.872,3.895e-20,,1.819e-40,3.895e-20,,2.648e-33
208.874,8.749e-19,,1.812e-40,8.749e-19,,2.650e-33
208.875,3.928e-18,,1.809e-40,3.928e-18,,2.651e-33
208.877,7.101e-17,,1.802e-40,7.101e-17,,2.653e-33
208.879,1.111e-15,,1.795e-40,1.111e-15,,2.656e-33
208.88,4.162e-15,,1.791e-40,4.162e-15,,2.657e-33
208.882,5.240e-14,,1.784e-40,5.240e-14,,2.659e-33
208.884,5.708e-13,,1.777e-40,5.708e-13,,2.662e-33
208.885,1.785e-12,,1.773e-40,1.785e-12,,2.663e-33
208.887,1.565e-11,,1.766e-40,1.565e-11,,2.665e-33
208.889,1.187e-10,,1.759e-40,1.187e-10,,2.668e-33
208.89,3.097e-10,,1.755e-40,3.097e-10,,2.669e-33
208.892,1.891e-9,,1.748e-40,1.891e-9,,2.671e-33
208.894,9.989e-9,,1.741e-40,9.989e-9,,2.673e-33
208.895,2.175e-8,,1.737e-40,2.175e-8,,2.675e-33
208.897,9.247e-8,,1.730e-40,9.247e-8,,2.677e-33
208.899,3.402e-7,,1.723e-40,3.402e-7,,2.679e-33
208.9,6.181e-7,,1.720e-40,6.181e-7,,2.681e-33
208.902,1.830e-6,,1.712e-40,1.830e-6,,2.683e-33
208.904,4.689e-6,,1.705e-40,4.689e-6,,2.685e-33
208.905,7.109e-6,,1.702e-40,7.109e-6,,2.686e-33
208.907,1.466e-5,,1.695e-40,1.466e-5,,2.689e-33
208.909,2.615e-5,,1.687e-40,2.615e-5,,2.691e-33
208.91,3.309e-5,,1.684e-40,3.309e-5,,2.692e-33
208.912,4.752e-5,,1.677e-40,4.752e-5,,2.695e-33
208.914,5.904e-5,,1.670e-40,5.904e-5,,2.697e-33
208.915,6.233e-5,,1.666e-40,6.233e-5,,2.698e-33
208.917,6.233e-5,,1.659e-40,6.233e-5,,2.701e-33
208.919,5.393e-5,,1.652e-40,5.393e-5,,2.703e-33
208.92,4.752e-5,,1.648e-40,4.752e-5,,2.704e-33
208.922,3.309e-5,,1.641e-40,3.309e-5,,2.706e-33
208.924,1.994e-5,,1.634e-40,1.994e-5,,2.709e-33
208.925,1.466e-5,,1.630e-40,1.466e-5,,2.710e-33
208.927,7.109e-6,,1.623e-40,7.109e-6,,2.712e-33
208.929,2.983e-6,,1.616e-40,2.983e-6,,2.715e-33
208.93,1.830e-6,,1.612e-40,1.830e-6,,2.716e-33
208.932,6.181e-7,,1.605e-40,6.181e-7,,2.718e-33
208.934,1.806e-7,,1.598e-40,1.806e-7,,2.721e-33
208.935,9.247e-8,,1.595e-40,9.247e-8,,2.722e-33
208.937,2.175e-8,,1.587e-40,2.175e-8,,2.724e-33
208.939,4.425e-9,,1.580e-40,4.425e-9,,2.726e-33
208.94,1.891e-9,,1.577e-40,1.891e-9,,2.728e-33
208.942,3.097e-10,,1.570e-40,3.097e-10,,2.730e-33
208.944,4.388e-11,,1.562e-40,4.388e-11,,2.732e-33
208.945,1.565e-11,,1.559e-40,1.565e-11,,2.734e-33
208.947,1.785e-12,,1.552e-40,1.785e-12,,2.736e-33
208.949,1.761e-13,,1.545e-40,1.761e-13,,2.738e-33
208.95,5.240e-14,,1.541e-40,5.240e-14,,2.739e-33
208.952,4.162e-15,,1.534e-40,4.162e-15,,2.742e-33
208.954,2.860e-16,,1.527e-40,2.860e-16,,2.744e-33
208.955,7.101e-17,,1.523e-40,7.101e-17,,2.745e-33
208.957,3.928e-18,,1.516e-40,3.928e-18,,2.748e-33
208.959,1.880e-19,,1.509e-40,1.880e-19,,2.750e-33
208.96,3.895e-20,,1.505e-40,3.895e-20,,2.751e-33
208.962,1.500e-21,,1.498e-40,1.500e-21,,2.754e-33
208.964,4.999e-23,,1.491e-40,4.999e-23,,2.756e-33
208.965,8.645e-24,,1.488e-40,8.645e-24,,2.757e-33
208.967,2.319e-25,,1.480e-40,2.319e-25,,2.759e-33
208.969,5.381e-27,,1.473e-40,5.381e-27,,2.762e-33
208.97,7.765e-28,,1.470e-40,7.765e-28,,2.763e-33
208.972,1.450e-29,,1.463e-40,1.450e-29,,2.765e-33
208.974,2.344e-31,,1.455e-40,2.344e-31,,2.768e-33
208.975,2.823e-32,,1.452e-40,2.823e-32,,2.769e-33
208.977,3.672e-34,,1.445e-40,3.672e-34,,2.771e-33
208.979,4.133e-36,,1.438e-40,4.133e-36,,2.774e-33
208.98,4.153e-37,,1.434e-40,4.153e-37,,2.775e-33
208.982,3.762e-39,,1.427e-40,3.762e-39,,2.777e-33
208.984,2.948e-41,,1.420e-40,2.948e-41,,2.779e-33
208.985,2.472e-42,,1.416e-40,2.472e-42,,2.781e-33
208.987,1.560e-44,,1.409e-40,1.560e-44,,2.783e-33
208.989,8.512e-47,,1.402e-40,8.512e-47,,2.785e-33
208.99,5.957e-48,,1.398e-40,5.957e-48,,2.787e-33
209.191,7.404e-50,,6.808e-41,7.404e-50,,3.023e-33
209.192,1.127e-48,,6.772e-41,1.127e-48,,3.024e-33
209.194,2.344e-46,,6.701e-41,2.344e-46,,3.027e-33
209.196,4.221e-44,,6.629e-41,4.221e-44,,3.029e-33
209.197,5.365e-43,,6.594e-41,5.365e-43,,3.030e-33
209.199,7.780e-41,,6.522e-41,7.780e-41,,3.033e-33
209.201,9.767e-39,,6.451e-41,9.767e-39,,3.035e-33
209.202,1.037e-37,,6.415e-41,1.037e-37,,3.036e-33
209.204,1.048e-35,,6.344e-41,1.048e-35,,3.039e-33
209.206,9.174e-34,,6.272e-41,9.174e-34,,3.041e-33
209.207,8.131e-33,,6.237e-41,8.131e-33,,3.042e-33
209.209,5.732e-31,,6.165e-41,5.732e-31,,3.044e-33
209.211,3.498e-29,,6.094e-41,3.498e-29,,3.047e-33
209.212,2.589e-28,,6.058e-41,2.589e-28,,3.048e-33
209.214,1.272e-26,,5.987e-41,1.272e-26,,3.050e-33
209.216,5.414e-25,,5.915e-41,5.414e-25,,3.053e-33
209.217,3.345e-24,,5.880e-41,3.345e-24,,3.054e-33
209.219,1.146e-22,,5.808e-41,1.146e-22,,3.056e-33
209.221,3.401e-21,,5.737e-41,3.401e-21,,3.059e-33
209.222,1.755e-20,,5.701e-41,1.755e-20,,3.060e-33
209.224,4.193e-19,,5.630e-41,4.193e-19,,3.062e-33
209.226,8.673e-18,,5.558e-41,8.673e-18,,3.065e-33
209.227,3.737e-17,,5.523e-41,3.737e-17,,3.066e-33
209.229,6.226e-16,,5.451e-41,6.226e-16,,3.068e-33
209.231,8.978e-15,,5.380e-41,8.978e-15,,3.070e-33
209.232,3.230e-14,,5.344e-41,3.230e-14,,3.072e-33
209.234,3.752e-13,,5.273e-41,3.752e-13,,3.074e-33
209.236,3.773e-12,,5.201e-41,3.773e-12,,3.076e-33
209.237,1.133e-11,,5.166e-41,1.133e-11,,3.077e-33
209.239,9.178e-11,,5.094e-41,9.178e-11,,3.080e-33
209.241,6.435e-10,,5.023e-41,6.435e-10,,3.082e-33
209.242,1.614e-9,,4.987e-41,1.614e-9,,3.083e-33
209.244,9.114e-9,,4.916e-41,9.114e-9,,3.086e-33
209.246,4.455e-8,,4.844e-41,4.455e-8,,3.088e-33
209.247,9.331e-8,,4.809e-41,9.331e-8,,3.089e-33
209.249,3.674e-7,,4.737e-41,3.674e-7,,3.092e-33
209.251,1.252e-6,,4.666e-41,1.252e-6,,3.094e-33
209.252,2.190e-6,,4.630e-41,2.190e-6,,3.095e-33
209.254,6.011e-6,,4.559e-41,6.011e-6,,3.097e-33
209.256,1.428e-5,,4.488e-41,1.428e-5,,3.100e-33
209.257,2.086e-5,,4.452e-41,2.086e-5,,3.101e-33
209.259,3.992e-5,,4.380e-41,3.992e-5,,3.103e-33
209.261,6.614e-5,,4.309e-41,6.614e-5,,3.106e-33
209.262,8.066e-5,,4.273e-41,8.066e-5,,3.107e-33
209.264,1.076e-4,,4.202e-41,1.076e-4,,3.109e-33
209.266,1.243e-4,,4.131e-41,1.243e-4,,3.112e-33
209.267,1.266e-4,,4.095e-41,1.266e-4,,3.113e-33
209.269,1.178e-4,,4.023e-41,1.178e-4,,3.115e-33
209.271,9.487e-5,,3.952e-41,9.487e-5,,3.117e-33
209.272,8.066e-5,,3.916e-41,8.066e-5,,3.119e-33
209.274,5.232e-5,,3.845e-41,5.232e-5,,3.121e-33
209.276,2.938e-5,,3.774e-41,2.938e-5,,3.123e-33
209.277,2.086e-5,,3.738e-41,2.086e-5,,3.125e-33
209.279,9.435e-6,,3.666e-41,9.435e-6,,3.127e-33
209.281,3.694e-6,,3.595e-41,3.694e-6,,3.129e-33
209.282,2.190e-6,,3.559e-41,2.190e-6,,3.130e-33
209.284,6.906e-7,,3.488e-41,6.906e-7,,3.133e-33
209.286,1.885e-7,,3.417e-41,1.885e-7,,3.135e-33
209.287,9.331e-8,,3.381e-41,9.331e-8,,3.136e-33
209.289,2.052e-8,,3.310e-41,2.052e-8,,3.139e-33
209.291,3.905e-9,,3.238e-41,3.905e-9,,3.141e-33
209.292,1.614e-9,,3.202e-41,1.614e-9,,3.142e-33
209.294,2.474e-10,,3.131e-41,2.474e-10,,3.145e-33
209.296,3.284e-11,,3.060e-41,3.284e-11,,3.147e-33
209.297,1.133e-11,,3.024e-41,1.133e-11,,3.148e-33
209.299,1.211e-12,,2.953e-41,1.211e-12,,3.150e-33
209.301,1.121e-13,,2.881e-41,1.121e-13,,3.153e-33
209.302,3.230e-14,,2.845e-41,3.230e-14,,3.154e-33
209.304,2.407e-15,,2.774e-41,2.407e-15,,3.156e-33
209.306,1.553e-16,,2.703e-41,1.553e-16,,3.159e-33
209.307,3.737e-17,,2.667e-41,3.737e-17,,3.160e-33
209.309,1.942e-18,,2.596e-41,1.942e-18,,3.162e-33
209.311,8.734e-20,,2.524e-41,8.734e-20,,3.165e-33
209.312,1.755e-20,,2.489e-41,1.755e-20,,3.166e-33
209.314,6.358e-22,,2.417e-41,6.358e-22,,3.168e-33
209.316,1.994e-23,,2.346e-41,1.994e-23,,3.170e-33
209.317,3.345e-24,,2.310e-41,3.345e-24,,3.172e-33
209.319,8.450e-26,,2.239e-41,8.450e-26,,3.174e-33
209.321,1.848e-27,,2.167e-41,1.848e-27,,3.176e-33
209.322,2.589e-28,,2.132e-41,2.589e-28,,3.178e-33
209.324,4.559e-30,,2.060e-41,4.559e-30,,3.180e-33
209.326,6.951e-32,,1.989e-41,6.951e-32,,3.182e-33
209.327,8.131e-33,,1.953e-41,8.131e-33,,3.183e-33
209.329,9.985e-35,,1.882e-41,9.985e-35,,3.186e-33
209.331,1.061e-36,,1.810e-41,1.061e-36,,3.188e-33
209.332,1.037e-37,,1.775e-41,1.037e-37,,3.189e-33
209.334,8.876e-40,,1.703e-41,8.876e-40,,3.192e-33
209.336,6.579e-42,,1.632e-41,6.579e-42,,3.194e-33
209.337,5.365e-43,,1.596e-41,5.365e-43,,3.195e-33
209.339,3.203e-45,,1.525e-41,3.203e-45,,3.198e-33
209.341,1.655e-47,,1.453e-41,1.655e-47,,3.200e-33
209.351,1.096e-41,,1.096e-41,1.654e-47,,3.212e-33
209.352,1.603e-40,,1.603e-40,1.654e-47,,3.213e-33
209.354,3.078e-38,,3.078e-38,1.654e-47,,3.215e-33
209.356,5.116e-36,,5.116e-36,1.654e-47,,3.218e-33
209.357,6.249e-35,,6.249e-35,1.654e-47,,3.219e-33
209.359,8.368e-33,,8.368e-33,1.654e-47,,3.221e-33
209.361,9.703e-31,,9.703e-31,1.654e-47,,3.223e-33
209.362,9.899e-30,,9.899e-30,1.654e-47,,3.225e-33
209.364,9.248e-28,,9.248e-28,1.654e-47,,3.227e-33
209.366,7.481e-26,,7.481e-26,1.653e-47,,3.229e-33
209.367,6.374e-25,,6.374e-25,1.653e-47,,3.231e-33
209.369,4.154e-23,,4.154e-23,1.653e-47,,3.233e-33
209.371,2.344e-21,,2.344e-21,1.653e-47,,3.235e-33
209.372,1.668e-20,,1.668e-20,1.653e-47,,3.236e-33
209.374,7.586e-19,,7.586e-19,1.653e-47,,3.239e-33
209.376,2.986e-17,,2.986e-17,1.653e-47,,3.241e-33
209.377,1.775e-16,,1.775e-16,1.653e-47,,3.242e-33
209.379,5.630e-15,,5.630e-15,1.653e-47,,3.245e-33
209.381,1.546e-13,,1.546e-13,1.653e-47,,3.247e-33
209.382,7.677e-13,,7.677e-13,1.652e-47,,3.248e-33
209.384,1.699e-11,,1.699e-11,1.652e-47,,3.251e-33
209.386,3.254e-10,,3.254e-10,1.652e-47,,3.253e-33
209.387,1.350e-9,,1.350e-9,1.652e-47,,3.254e-33
209.389,2.083e-8,,2.083e-8,1.652e-47,,3.256e-33
209.391,2.784e-7,,2.784e-7,1.652e-47,,3.259e-33
209.392,9.643e-7,,9.643e-7,1.652e-47,,3.260e-33
209.394,1.038e-5,,1.038e-5,1.652e-47,,3.262e-33
209.396,9.681e-5,,9.681e-5,1.652e-47,,3.265e-33
209.397,2.801e-4,,2.801e-4,1.651e-47,,3.266e-33
209.399,2.104e-3,,2.104e-3,1.651e-47,,3.268e-33
209.401,1.368e-2,,1.368e-2,1.651e-47,,3.271e-33
209.402,3.307e-2,,3.307e-2,1.651e-47,,3.272e-33
209.404,1.733e-1,,1.733e-1,1.651e-47,,3.274e-33
209.406,7.863e-1,,7.863e-1,1.651e-47,,3.276e-33
209.408,3.089e+0,,3.089e+0,1.651e-47,,3.279e-33
209.409,5.801e+0,,5.801e+0,1.651e-47,,3.280e-33
209.411,1.836e+1,,1.836e+1,1.651e-47,,3.282e-33
209.413,5.033e+1,,5.033e+1,1.650e-47,,3.285e-33
209.414,7.894e+1,,7.894e+1,1.650e-47,,3.286e-33
209.416,1.743e+2,,1.743e+2,1.650e-47,,3.288e-33
209.418,3.333e+2,,3.333e+2,1.650e-47,,3.291e-33
209.419,4.366e+2,,4.366e+2,1.650e-47,,3.292e-33
209.421,6.726e+2,,6.726e+2,1.650e-47,,3.294e-33
209.423,8.972e+2,,8.972e+2,1.650e-47,,3.297e-33
209.424,9.817e+2,,9.817e+2,1.650e-47,,3.298e-33
209.426,1.055e+3,,1.055e+3,1.650e-47,,3.300e-33
209.428,9.817e+2,,9.817e+2,1.649e-47,,3.302e-33
209.429,8.972e+2,,8.972e+2,1.649e-47,,3.304e-33
209.431,6.726e+2,,6.726e+2,1.649e-47,,3.306e-33
209.433,4.366e+2,,4.366e+2,1.649e-47,,3.308e-33
209.434,3.333e+2,,3.333e+2,1.649e-47,,3.309e-33
209.436,1.743e+2,,1.743e+2,1.649e-47,,3.312e-33
209.438,7.894e+1,,7.894e+1,1.649e-47,,3.314e-33
209.439,5.033e+1,,5.033e+1,1.649e-47,,3.315e-33
209.441,1.836e+1,,1.836e+1,1.649e-47,,3.318e-33
209.443,5.801e+0,,5.801e+0,1.648e-47,,3.320e-33
209.444,3.089e+0,,3.089e+0,1.648e-47,,3.321e-33
209.446,7.863e-1,,7.863e-1,1.648e-47,,3.324e-33
209.448,1.738e-1,,1.738e-1,1.648e-47,,3.326e-33
209.449,7.833e-2,,7.833e-2,1.648e-47,,3.327e-33
209.451,2.095e-2,,2.095e-2,1.648e-47,,3.329e-33
209.453,3.864e-2,,3.864e-2,1.648e-47,,3.332e-33
209.454,7.877e-2,,7.877e-2,1.648e-47,,3.333e-33
209.456,3.225e-1,,3.225e-1,1.648e-47,,3.335e-33
209.458,1.175e+0,,1.175e+0,1.648e-47,,3.338e-33
209.459,2.144e+0,,2.144e+0,1.647e-47,,3.339e-33
209.461,6.522e+0,,6.522e+0,1.647e-47,,3.341e-33
209.463,1.768e+1,,1.768e+1,1.647e-47,,3.344e-33
209.464,2.790e+1,,2.790e+1,1.647e-47,,3.345e-33
209.466,6.391e+1,,6.391e+1,1.647e-47,,3.347e-33
209.468,1.309e+2,,1.309e+2,1.647e-47,,3.350e-33
209.469,1.795e+2,,1.795e+2,1.647e-47,,3.351e-33
209.471,3.093e+2,,3.093e+2,1.647e-47,,3.353e-33
209.473,4.730e+2,,4.730e+2,1.647e-47,,3.355e-33
209.474,5.584e+2,,5.584e+2,1.646e-47,,3.357e-33
209.476,7.079e+2,,7.079e+2,1.646e-47,,3.359e-33
209.478,7.878e+2,,7.878e+2,1.646e-47,,3.361e-33
209.479,7.906e+2,,7.906e+2,1.646e-47,,3.362e-33
209.481,7.192e+2,,7.192e+2,1.646e-47,,3.365e-33
209.483,5.703e+2,,5.703e+2,1.646e-47,,3.367e-33
209.484,4.821e+2,,4.821e+2,1.646e-47,,3.368e-33
209.486,3.100e+2,,3.100e+2,1.646e-47,,3.371e-33
209.488,1.732e+2,,1.732e+2,1.646e-47,,3.373e-33
209.489,1.227e+2,,1.227e+2,1.646e-47,,3.374e-33
209.491,5.553e+1,,5.553e+1,1.645e-47,,3.377e-33
209.493,2.234e+1,,2.234e+1,1.645e-47,,3.379e-33
209.494,1.412e+1,,1.412e+1,1.645e-47,,3.380e-33
209.496,8.201e+0,,8.201e+0,1.645e-47,,3.382e-33
209.498,1.292e+1,,1.292e+1,1.645e-47,,3.385e-33
209.499,1.957e+1,,1.957e+1,1.645e-47,,3.386e-33
209.501,4.511e+1,,4.511e+1,1.645e-47,,3.388e-33
209.503,9.405e+1,,9.405e+1,1.645e-47,,3.391e-33
209.504,1.298e+2,,1.298e+2,1.645e-47,,3.392e-33
209.506,2.251e+2,,2.251e+2,1.644e-47,,3.394e-33
209.508,3.441e+2,,3.441e+2,1.644e-47,,3.397e-33
209.509,4.054e+2,,4.054e+2,1.644e-47,,3.398e-33
209.511,5.107e+2,,5.107e+2,1.644e-47,,3.400e-33
209.513,5.637e+2,,5.637e+2,1.644e-47,,3.403e-33
209.514,5.633e+2,,5.633e+2,1.644e-47,,3.404e-33
209.516,5.082e+2,,5.082e+2,1.644e-47,,3.406e-33
209.518,3.999e+2,,3.999e+2,1.644e-47,,3.408e-33
209.519,3.368e+2,,3.368e+2,1.644e-47,,3.410e-33
209.521,2.153e+2,,2.153e+2,1.643e-47,,3.412e-33
209.523,1.196e+2,,1.196e+2,1.643e-47,,3.414e-33
209.524,8.454e+1,,8.454e+1,1.643e-47,,3.415e-33
209.526,3.801e+1,,3.801e+1,1.643e-47,,3.418e-33
209.528,1.482e+1,,1.482e+1,1.643e-47,,3.420e-33
209.529,8.777e+0,,8.777e+0,1.643e-47,,3.421e-33
209.531,2.764e+0,,2.764e+0,1.643e-47,,3.424e-33
209.533,7.547e-1,,7.547e-1,1.643e-47,,3.426e-33
209.534,3.737e-1,,3.737e-1,1.643e-47,,3.427e-33
209.536,8.231e-2,,8.231e-2,1.642e-47,,3.430e-33
209.538,1.571e-2,,1.571e-2,1.642e-47,,3.432e-33
209.539,6.501e-3,,6.501e-3,1.642e-47,,3.433e-33
209.541,1.000e-3,,1.000e-3,1.642e-47,,3.435e-33
209.543,1.333e-4,,1.333e-4,1.642e-47,,3.438e-33
209.544,4.609e-5,,4.609e-5,1.642e-47,,3.439e-33
209.546,4.951e-6,,4.951e-6,1.642e-47,,3.441e-33
209.548,4.605e-7,,4.605e-7,1.642e-47,,3.444e-33
209.549,1.331e-7,,1.331e-7,1.642e-47,,3.445e-33
209.551,9.976e-9,,9.976e-9,1.641e-47,,3.447e-33
209.553,6.477e-10,,6.477e-10,1.641e-47,,3.450e-33
209.554,1.564e-10,,1.564e-10,1.641e-47,,3.451e-33
209.556,8.181e-12,,8.181e-12,1.641e-47,,3.453e-33
209.558,3.706e-13,,3.706e-13,1.641e-47,,3.456e-33
209.559,7.475e-14,,7.475e-14,1.641e-47,,3.457e-33
209.561,2.729e-15,,2.729e-15,1.641e-47,,3.459e-33
209.563,8.630e-17,,8.630e-17,1.641e-47,,3.461e-33
209.564,1.454e-17,,1.454e-17,1.641e-47,,3.463e-33
209.566,3.704e-19,,3.704e-19,1.641e-47,,3.465e-33
209.568,8.173e-21,,8.173e-21,1.640e-47,,3.467e-33
209.569,1.150e-21,,1.150e-21,1.640e-47,,3.468e-33
209.571,2.045e-23,,2.045e-23,1.640e-47,,3.471e-33
209.573,3.149e-25,,3.149e-25,1.640e-47,,3.473e-33
209.574,3.702e-26,,3.702e-26,1.640e-47,,3.474e-33
209.576,4.594e-28,,4.594e-28,1.640e-47,,3.477e-33
209.578,4.936e-30,,4.936e-30,1.640e-47,,3.479e-33
209.579,4.848e-31,,4.848e-31,1.640e-47,,3.480e-33
209.581,4.197e-33,,4.197e-33,1.640e-47,,3.483e-33
209.583,3.147e-35,,3.147e-35,1.639e-47,,3.485e-33
209.584,2.582e-36,,2.582e-36,1.639e-47,,3.486e-33
209.586,1.560e-38,,1.560e-38,1.639e-47,,3.488e-33
209.588,8.162e-41,,8.162e-41,1.639e-47,,3.491e-33
211.755,1.239e-41,1.239e-41,2.556e-39,1.498e-47,,6.043e-33
211.757,2.609e-39,2.609e-39,2.558e-39,1.498e-47,,6.045e-33
211.759,4.772e-37,4.772e-37,2.561e-39,1.498e-47,,6.048e-33
211.76,6.122e-36,6.122e-36,2.562e-39,1.498e-47,,6.049e-33
211.762,9.065e-34,9.065e-34,2.564e-39,1.498e-47,,6.051e-33
211.764,1.166e-31,1.166e-31,2.566e-39,1.498e-47,,6.054e-33
211.765,1.255e-30,1.255e-30,2.567e-39,1.498e-47,,6.055e-33
211.767,1.307e-28,1.307e-28,2.570e-39,1.498e-47,,6.057e-33
211.769,1.182e-26,1.182e-26,2.572e-39,1.497e-47,,6.059e-33
211.77,1.067e-25,1.067e-25,2.573e-39,1.497e-47,,6.061e-33
211.772,7.814e-24,7.814e-24,2.575e-39,1.497e-47,,6.063e-33
211.774,4.972e-22,4.972e-22,2.578e-39,1.497e-47,,6.065e-33
211.775,3.762e-21,3.762e-21,2.579e-39,1.497e-47,,6.067e-33
211.777,1.938e-19,1.938e-19,2.581e-39,1.497e-47,,6.069e-33
211.779,8.675e-18,8.675e-18,2.583e-39,1.497e-47,,6.071e-33
211.78,5.505e-17,5.505e-17,2.585e-39,1.497e-47,,6.072e-33
211.782,1.995e-15,1.995e-15,2.587e-39,1.497e-47,,6.075e-33
211.784,6.278e-14,6.278e-14,2.589e-39,1.496e-47,,6.077e-33
