Wavelength (nm),Sum(calc),Al I (2.4e-2),Al II (4.8e-1),Al III (3.5e-4),Cr I (1.4e-2),Cr II (4.8e-1)
763.639,3.236e-6,4.777e-19,3.232e-6,3.090e-9,,
763.64,2.418e-6,4.777e-19,2.416e-6,2.491e-9,,
763.642,1.340e-6,4.777e-19,1.338e-6,1.606e-9,,
763.644,7.345e-7,4.777e-19,7.335e-7,1.024e-9,,
763.645,5.416e-7,4.777e-19,5.408e-7,8.148e-10,,
763.647,2.921e-7,4.778e-19,2.916e-7,5.113e-10,,
763.649,1.558e-7,4.778e-19,1.555e-7,3.174e-10,,
763.65,1.134e-7,4.778e-19,1.131e-7,2.491e-10,,
763.652,5.952e-8,4.778e-19,5.937e-8,1.521e-10,,
763.654,3.091e-8,4.778e-19,3.082e-8,9.192e-11,,
763.655,2.219e-8,4.778e-19,2.212e-8,7.116e-11,,
763.657,1.134e-8,4.778e-19,1.130e-8,4.230e-11,,
763.659,5.732e-9,4.778e-19,5.707e-9,2.488e-11,,
763.66,4.060e-9,4.778e-19,4.041e-9,1.900e-11,,
763.662,2.020e-9,4.779e-19,2.009e-9,1.099e-11,,
763.664,9.940e-10,4.779e-19,9.877e-10,6.291e-12,,
763.665,6.946e-10,4.779e-19,6.898e-10,4.740e-12,,
763.667,3.364e-10,4.779e-19,3.338e-10,2.669e-12,,
763.669,1.612e-10,4.779e-19,1.597e-10,1.487e-12,,
763.67,1.112e-10,4.779e-19,1.101e-10,1.105e-12,,
763.672,5.244e-11,4.779e-19,5.183e-11,6.058e-13,,
763.674,2.447e-11,4.779e-19,2.414e-11,3.284e-13,,
763.675,1.665e-11,4.779e-19,1.641e-11,2.408e-13,,
763.677,7.650e-12,4.779e-19,7.521e-12,1.285e-13,,
763.679,3.478e-12,4.780e-19,3.410e-12,6.779e-14,,
763.68,2.336e-12,4.780e-19,2.287e-12,4.904e-14,,
763.682,1.045e-12,4.780e-19,1.020e-12,2.546e-14,,
763.684,4.632e-13,4.780e-19,4.501e-13,1.308e-14,,
763.685,3.071e-13,4.780e-19,2.978e-13,9.332e-15,,
763.687,1.340e-13,4.780e-19,1.293e-13,4.715e-15,,
763.689,5.787e-14,4.780e-19,5.552e-14,2.357e-15,,
763.69,3.789e-14,4.780e-19,3.623e-14,1.660e-15,,
763.692,1.613e-14,4.780e-19,1.531e-14,8.162e-16,,
763.694,6.796e-15,4.781e-19,6.399e-15,3.970e-16,,
763.695,4.396e-15,4.781e-19,4.121e-15,2.758e-16,,
763.697,1.827e-15,4.781e-19,1.695e-15,1.320e-16,,
763.699,7.519e-16,4.781e-19,6.894e-16,6.250e-17,,
763.7,4.807e-16,4.781e-19,4.379e-16,4.284e-17,,
763.702,1.952e-16,4.781e-19,1.753e-16,1.995e-17,,
763.704,7.859e-17,4.781e-19,6.940e-17,9.196e-18,,
763.705,4.971e-17,4.781e-19,4.349e-17,6.217e-18,,
763.707,1.976e-17,4.781e-19,1.694e-17,2.819e-18,,
763.709,7.793e-18,4.781e-19,6.528e-18,1.264e-18,,
763.71,4.879e-18,4.782e-19,4.036e-18,8.432e-19,,
763.712,1.902e-18,4.782e-19,1.530e-18,3.721e-19,,
763.714,7.364e-19,4.782e-19,5.739e-19,1.624e-19,,
763.715,4.570e-19,4.782e-19,3.501e-19,1.069e-19,,
763.717,1.751e-19,4.782e-19,1.292e-19,4.591e-20,,
763.719,6.666e-20,4.782e-19,4.715e-20,1.950e-20,,
763.72,4.104e-20,4.782e-19,2.837e-20,1.266e-20,,
763.722,1.548e-20,4.782e-19,1.019e-20,5.292e-21,,
763.724,5.809e-21,4.782e-19,3.620e-21,2.188e-21,,
763.726,2.168e-21,4.783e-19,1.272e-21,8.952e-22,,
763.727,5.702e-22,4.783e-19,1.272e-21,5.702e-22,,
763.729,2.295e-22,4.783e-19,1.272e-21,2.295e-22,,
763.731,9.136e-23,4.783e-19,1.272e-21,9.136e-23,,
763.732,5.741e-23,4.783e-19,1.271e-21,5.741e-23,,
763.734,2.249e-23,4.783e-19,1.271e-21,2.249e-23,,
763.736,8.713e-24,4.783e-19,1.271e-21,8.713e-24,,
763.737,5.402e-24,4.783e-19,1.271e-21,5.402e-24,,
763.739,2.059e-24,4.783e-19,1.270e-21,2.059e-24,,
763.741,7.766e-25,4.783e-19,1.270e-21,7.766e-25,,
763.742,4.750e-25,4.784e-19,1.270e-21,4.750e-25,,
763.744,1.762e-25,4.784e-19,1.269e-21,1.762e-25,,
763.746,6.469e-26,4.784e-19,1.269e-21,6.469e-26,,
763.747,3.903e-26,4.784e-19,1.269e-21,3.903e-26,,
763.749,1.410e-26,4.784e-19,1.268e-21,1.410e-26,,
763.751,5.035e-27,4.784e-19,1.268e-21,5.035e-27,,
763.752,2.997e-27,4.784e-19,1.268e-21,2.997e-27,,
763.754,1.053e-27,4.784e-19,1.268e-21,1.053e-27,,
765.831,8.075e-28,4.914e-19,9.118e-22,8.075e-28,,
765.833,2.294e-27,4.914e-19,9.115e-22,2.294e-27,,
765.835,6.450e-27,4.914e-19,9.112e-22,6.450e-27,,
765.836,1.077e-26,4.914e-19,9.110e-22,1.077e-26,,
765.838,2.979e-26,4.914e-19,9.107e-22,2.979e-26,,
765.84,8.151e-26,4.914e-19,9.103e-22,8.151e-26,,
765.841,1.343e-25,4.915e-19,9.101e-22,1.343e-25,,
765.843,3.616e-25,4.915e-19,9.098e-22,3.616e-25,,
765.845,9.631e-25,4.915e-19,9.095e-22,9.631e-25,,
765.846,1.565e-24,4.915e-19,9.093e-22,1.565e-24,,
765.848,4.103e-24,4.915e-19,9.089e-22,4.103e-24,,
765.85,1.064e-23,4.915e-19,9.086e-22,1.064e-23,,
765.851,1.706e-23,4.915e-19,9.084e-22,1.706e-23,,
765.853,4.353e-23,4.915e-19,9.081e-22,4.353e-23,,
765.855,1.099e-22,4.915e-19,9.077e-22,1.099e-22,,
765.856,1.739e-22,4.915e-19,9.076e-22,1.739e-22,,
765.858,4.318e-22,4.916e-19,9.072e-22,4.318e-22,,
765.86,1.061e-21,4.916e-19,9.069e-22,1.061e-21,,
765.861,1.656e-21,4.916e-19,9.067e-22,1.656e-21,,
765.863,4.004e-21,4.916e-19,9.064e-22,4.004e-21,,
765.865,9.577e-21,4.916e-19,9.060e-22,9.577e-21,,
765.866,1.475e-20,4.916e-19,9.059e-22,1.475e-20,,
765.868,3.472e-20,4.916e-19,9.055e-22,3.472e-20,,
765.87,8.083e-20,4.916e-19,9.052e-22,8.083e-20,,
765.871,1.228e-19,4.916e-19,9.050e-22,1.228e-19,,
765.873,2.814e-19,4.917e-19,9.047e-22,2.814e-19,,
765.875,6.378e-19,4.917e-19,9.043e-22,6.378e-19,,
765.876,9.563e-19,4.917e-19,9.041e-22,9.563e-19,,
765.878,2.133e-18,4.917e-19,9.038e-22,2.133e-18,,
765.88,4.705e-18,4.917e-19,9.035e-22,4.705e-18,,
765.881,6.961e-18,4.917e-19,9.033e-22,6.961e-18,,
765.883,1.511e-17,4.917e-19,9.029e-22,1.511e-17,,
765.885,3.245e-17,4.917e-19,9.026e-22,3.245e-17,,
765.886,4.737e-17,4.917e-19,9.024e-22,4.737e-17,,
765.888,1.001e-16,4.917e-19,9.021e-22,1.001e-16,,
765.89,2.093e-16,4.918e-19,9.017e-22,2.093e-16,,
765.891,3.014e-16,4.918e-19,9.016e-22,3.014e-16,,
765.893,6.200e-16,4.918e-19,9.012e-22,6.200e-16,,
765.895,1.262e-15,4.918e-19,9.009e-22,1.262e-15,,
765.896,1.793e-15,4.918e-19,9.007e-22,1.793e-15,,
765.898,3.590e-15,4.918e-19,9.004e-22,3.590e-15,,
765.9,7.111e-15,4.918e-19,9.000e-22,7.111e-15,,
765.901,9.969e-15,4.918e-19,8.999e-22,9.969e-15,,
765.903,1.943e-14,4.918e-19,8.995e-22,1.943e-14,,
765.905,3.747e-14,4.919e-19,8.992e-22,3.747e-14,,
765.906,5.183e-14,4.919e-19,8.990e-22,5.183e-14,,
765.908,9.835e-14,4.919e-19,8.987e-22,9.835e-14,,
765.91,1.846e-13,4.919e-19,8.983e-22,1.846e-13,,
765.911,2.519e-13,4.919e-19,8.981e-22,2.519e-13,,
765.913,4.654e-13,4.919e-19,8.978e-22,4.654e-13,,
765.915,8.504e-13,4.919e-19,8.975e-22,8.504e-13,,
765.916,1.145e-12,4.919e-19,8.973e-22,1.145e-12,,
765.918,2.059e-12,4.919e-19,8.969e-22,2.059e-12,,
765.92,3.662e-12,4.919e-19,8.966e-22,3.662e-12,,
765.921,4.865e-12,4.920e-19,8.964e-22,4.865e-12,,
765.923,8.515e-12,4.920e-19,8.961e-22,8.515e-12,,
765.925,1.475e-11,4.920e-19,8.957e-22,1.475e-11,,
765.926,1.933e-11,4.920e-19,8.956e-22,1.933e-11,,
765.928,3.293e-11,4.920e-19,8.952e-22,3.293e-11,,
765.93,5.550e-11,4.920e-19,8.949e-22,5.550e-11,,
765.931,7.177e-11,4.920e-19,8.947e-22,7.177e-11,,
765.933,1.190e-10,4.920e-19,8.944e-22,1.190e-10,,
765.935,1.953e-10,4.920e-19,8.940e-22,1.953e-10,,
765.936,2.492e-10,4.920e-19,8.939e-22,2.492e-10,,
765.938,4.024e-10,4.921e-19,8.935e-22,4.024e-10,,
765.94,6.427e-10,4.921e-19,8.932e-22,6.427e-10,,
765.941,8.090e-10,4.921e-19,8.930e-22,8.090e-10,,
765.943,1.272e-9,4.921e-19,8.927e-22,1.272e-9,,
765.945,1.977e-9,4.921e-19,8.923e-22,1.977e-9,,
765.946,2.455e-9,4.921e-19,8.922e-22,2.455e-9,,
765.948,3.757e-9,4.921e-19,8.918e-22,3.757e-9,,
765.95,5.686e-9,4.921e-19,8.915e-22,5.686e-9,,
765.951,6.967e-9,4.921e-19,8.913e-22,6.967e-9,,
765.953,1.038e-8,4.922e-19,8.910e-22,1.038e-8,,
765.955,1.529e-8,4.922e-19,8.906e-22,1.529e-8,,
765.956,1.848e-8,4.922e-19,8.904e-22,1.848e-8,,
765.958,2.680e-8,4.922e-19,8.901e-22,2.680e-8,,
765.96,3.843e-8,4.922e-19,8.898e-22,3.843e-8,,
765.961,4.584e-8,4.922e-19,8.896e-22,4.584e-8,,
765.963,6.470e-8,4.922e-19,8.892e-22,6.470e-8,,
765.965,9.033e-8,4.922e-19,8.889e-22,9.033e-8,,
765.966,1.063e-7,4.922e-19,8.887e-22,1.063e-7,,
765.968,1.460e-7,4.922e-19,8.884e-22,1.460e-7,,
765.97,1.985e-7,4.923e-19,8.880e-22,1.985e-7,,
765.971,2.305e-7,4.923e-19,8.879e-22,2.305e-7,,
765.973,3.082e-7,4.923e-19,8.875e-22,3.082e-7,,
765.975,4.078e-7,4.923e-19,8.872e-22,4.078e-7,,
765.976,4.671e-7,4.923e-19,8.870e-22,4.671e-7,,
765.978,6.081e-7,4.923e-19,8.867e-22,6.081e-7,,
765.98,7.832e-7,4.923e-19,8.863e-22,7.832e-7,,
765.981,8.852e-7,4.923e-19,8.862e-22,8.852e-7,,
765.983,1.122e-6,4.923e-19,8.858e-22,1.122e-6,,
765.985,1.406e-6,4.924e-19,8.855e-22,1.406e-6,,
765.986,1.568e-6,4.924e-19,8.853e-22,1.568e-6,,
765.988,1.935e-6,4.924e-19,8.850e-22,1.935e-6,,
765.99,2.361e-6,4.924e-19,8.846e-22,2.361e-6,,
765.991,2.598e-6,4.924e-19,8.844e-22,2.598e-6,,
765.993,3.119e-6,4.924e-19,8.841e-22,3.119e-6,,
765.995,3.706e-6,4.924e-19,8.838e-22,3.706e-6,,
765.996,4.023e-6,4.924e-19,8.836e-22,4.023e-6,,
765.998,4.703e-6,4.924e-19,8.832e-22,4.703e-6,,
766,5.438e-6,4.924e-19,8.829e-22,5.438e-6,,
766.001,5.825e-6,4.925e-19,8.827e-22,5.825e-6,,
766.003,6.628e-6,4.925e-19,8.824e-22,6.628e-6,,
766.005,7.461e-6,4.925e-19,8.820e-22,7.461e-6,,
766.006,7.884e-6,4.925e-19,8.819e-22,7.884e-6,,
766.008,8.733e-6,4.925e-19,8.815e-22,8.733e-6,,
766.01,9.570e-6,4.925e-19,8.812e-22,9.570e-6,,
766.012,1.037e-5,4.925e-19,8.808e-22,1.037e-5,,
766.013,1.076e-5,4.925e-19,8.807e-22,1.076e-5,,
766.015,1.148e-5,4.925e-19,8.803e-22,1.148e-5,,
766.017,1.211e-5,4.926e-19,8.800e-22,1.211e-5,,
766.018,1.239e-5,4.926e-19,8.798e-22,1.239e-5,,
766.02,1.287e-5,4.926e-19,8.795e-22,1.287e-5,,
766.022,1.322e-5,4.926e-19,8.791e-22,1.322e-5,,
766.023,1.334e-5,4.926e-19,8.790e-22,1.334e-5,,
766.025,1.349e-5,4.926e-19,8.786e-22,1.349e-5,,
766.027,1.349e-5,4.926e-19,8.783e-22,1.349e-5,,
766.028,1.343e-5,4.926e-19,8.781e-22,1.343e-5,,
766.03,1.322e-5,4.926e-19,8.778e-22,1.322e-5,,
766.032,1.287e-5,4.926e-19,8.774e-22,1.287e-5,,
766.033,1.264e-5,4.927e-19,8.773e-22,1.264e-5,,
766.035,1.211e-5,4.927e-19,8.769e-22,1.211e-5,,
766.037,1.148e-5,4.927e-19,8.766e-22,1.148e-5,,
766.038,1.113e-5,4.927e-19,8.764e-22,1.113e-5,,
766.04,1.037e-5,4.927e-19,8.761e-22,1.037e-5,,
766.042,9.570e-6,4.927e-19,8.757e-22,9.570e-6,,
766.043,9.155e-6,4.927e-19,8.755e-22,9.155e-6,,
766.045,8.309e-6,4.927e-19,8.752e-22,8.309e-6,,
766.047,7.461e-6,4.927e-19,8.749e-22,7.461e-6,,
766.048,7.042e-6,4.927e-19,8.747e-22,7.042e-6,,
766.05,6.222e-6,4.928e-19,8.743e-22,6.222e-6,,
766.052,5.438e-6,4.928e-19,8.740e-22,5.438e-6,,
766.053,5.064e-6,4.928e-19,8.738e-22,5.064e-6,,
766.055,4.355e-6,4.928e-19,8.735e-22,4.355e-6,,
766.057,3.706e-6,4.928e-19,8.731e-22,3.706e-6,,
766.058,3.405e-6,4.928e-19,8.730e-22,3.405e-6,,
766.06,2.851e-6,4.928e-19,8.726e-22,2.851e-6,,
766.062,2.361e-6,4.928e-19,8.723e-22,2.361e-6,,
766.063,2.140e-6,4.928e-19,8.721e-22,2.140e-6,,
766.065,1.744e-6,4.929e-19,8.718e-22,1.744e-6,,
766.067,1.406e-6,4.929e-19,8.714e-22,1.406e-6,,
766.068,1.258e-6,4.929e-19,8.713e-22,1.258e-6,,
766.07,9.978e-7,4.929e-19,8.709e-22,9.978e-7,,
766.072,7.832e-7,4.929e-19,8.706e-22,7.832e-7,,
766.073,6.910e-7,4.929e-19,8.704e-22,6.910e-7,,
766.075,5.337e-7,4.929e-19,8.701e-22,5.337e-7,,
766.077,4.078e-7,4.929e-19,8.697e-22,4.078e-7,,
766.078,3.550e-7,4.929e-19,8.695e-22,3.550e-7,,
766.08,2.669e-7,4.929e-19,8.692e-22,2.669e-7,,
766.082,1.985e-7,4.930e-19,8.689e-22,1.985e-7,,
766.083,1.705e-7,4.930e-19,8.687e-22,1.705e-7,,
766.085,1.248e-7,4.930e-19,8.683e-22,1.248e-7,,
766.087,9.033e-8,4.930e-19,8.680e-22,9.033e-8,,
766.088,7.655e-8,4.930e-19,8.678e-22,7.655e-8,,
766.09,5.453e-8,4.930e-19,8.675e-22,5.453e-8,,
766.092,3.843e-8,4.930e-19,8.671e-22,3.843e-8,,
766.093,3.214e-8,4.930e-19,8.670e-22,3.214e-8,,
766.095,2.229e-8,4.930e-19,8.666e-22,2.229e-8,,
766.097,1.529e-8,4.931e-19,8.663e-22,1.529e-8,,
766.098,1.261e-8,4.931e-19,8.661e-22,1.261e-8,,
766.1,8.514e-9,4.931e-19,8.658e-22,8.514e-9,,
766.102,5.686e-9,4.931e-19,8.654e-22,5.686e-9,,
766.103,4.628e-9,4.931e-19,8.653e-22,4.628e-9,,
766.105,3.041e-9,4.931e-19,8.649e-22,3.041e-9,,
766.107,1.977e-9,4.931e-19,8.646e-22,1.977e-9,,
766.108,1.588e-9,4.931e-19,8.644e-22,1.588e-9,,
766.11,1.016e-9,4.931e-19,8.641e-22,1.016e-9,,
766.112,6.427e-10,4.931e-19,8.637e-22,6.427e-10,,
766.113,5.092e-10,4.932e-19,8.635e-22,5.092e-10,,
766.115,3.171e-10,4.932e-19,8.632e-22,3.171e-10,,
766.117,1.953e-10,4.932e-19,8.629e-22,1.953e-10,,
766.118,1.527e-10,4.932e-19,8.627e-22,1.527e-10,,
766.12,9.256e-11,4.932e-19,8.624e-22,9.256e-11,,
766.122,5.550e-11,4.932e-19,8.620e-22,5.550e-11,,
766.123,4.281e-11,4.932e-19,8.618e-22,4.281e-11,,
766.125,2.526e-11,4.932e-19,8.615e-22,2.526e-11,,
766.127,1.475e-11,4.932e-19,8.612e-22,1.475e-11,,
766.128,1.122e-11,4.932e-19,8.610e-22,1.122e-11,,
766.13,6.445e-12,4.933e-19,8.606e-22,6.445e-12,,
766.132,3.662e-12,4.933e-19,8.603e-22,3.662e-12,,
766.133,2.750e-12,4.933e-19,8.601e-22,2.750e-12,,
766.135,1.537e-12,4.933e-19,8.598e-22,1.537e-12,,
766.137,8.504e-13,4.933e-19,8.594e-22,8.504e-13,,
766.138,6.300e-13,4.933e-19,8.593e-22,6.300e-13,,
766.14,3.429e-13,4.933e-19,8.589e-22,3.429e-13,,
766.142,1.846e-13,4.933e-19,8.586e-22,1.846e-13,,
766.143,1.349e-13,4.933e-19,8.584e-22,1.349e-13,,
766.145,7.149e-14,4.934e-19,8.581e-22,7.149e-14,,
766.147,3.747e-14,4.934e-19,8.577e-22,3.747e-14,,
766.148,2.702e-14,4.934e-19,8.576e-22,2.702e-14,,
766.15,1.394e-14,4.934e-19,8.572e-22,1.394e-14,,
766.152,7.111e-15,4.934e-19,8.569e-22,7.111e-15,,
766.153,5.059e-15,4.934e-19,8.567e-22,5.059e-15,,
766.155,2.540e-15,4.934e-19,8.564e-22,2.540e-15,,
766.157,1.262e-15,4.934e-19,8.560e-22,1.262e-15,,
766.158,8.856e-16,4.934e-19,8.558e-22,8.856e-16,,
766.16,4.328e-16,4.934e-19,8.555e-22,4.328e-16,,
766.162,2.093e-16,4.935e-19,8.552e-22,2.093e-16,,
766.163,1.449e-16,4.935e-19,8.550e-22,1.449e-16,,
766.165,6.895e-17,4.935e-19,8.546e-22,6.895e-17,,
766.167,3.245e-17,4.935e-19,8.543e-22,3.245e-17,,
766.168,2.218e-17,4.935e-19,8.541e-22,2.218e-17,,
766.17,1.027e-17,4.935e-19,8.538e-22,1.027e-17,,
766.172,4.705e-18,4.935e-19,8.534e-22,4.705e-18,,
766.173,3.172e-18,4.935e-19,8.533e-22,3.172e-18,,
766.175,1.430e-18,4.935e-19,8.529e-22,1.430e-18,,
766.177,6.378e-19,4.936e-19,8.526e-22,6.378e-19,,
766.178,4.242e-19,4.936e-19,8.524e-22,4.242e-19,,
766.18,1.862e-19,4.936e-19,8.521e-22,1.862e-19,,
766.182,8.083e-20,4.936e-19,8.517e-22,8.083e-20,,
766.183,5.305e-20,4.936e-19,8.516e-22,5.305e-20,,
766.185,2.266e-20,4.936e-19,8.512e-22,2.266e-20,,
766.187,9.577e-21,4.936e-19,8.509e-22,9.577e-21,,
766.188,6.201e-21,4.936e-19,8.507e-22,6.201e-21,,
766.19,2.579e-21,4.936e-19,8.504e-22,2.579e-21,,
766.192,1.061e-21,4.936e-19,8.500e-22,1.061e-21,,
766.193,6.777e-22,4.937e-19,8.498e-22,6.777e-22,,
766.195,2.744e-22,4.937e-19,8.495e-22,2.744e-22,,
766.197,1.099e-22,4.937e-19,8.492e-22,1.099e-22,,
766.198,6.925e-23,4.937e-19,8.490e-22,6.925e-23,,
766.2,2.729e-23,4.937e-19,8.486e-22,2.729e-23,,
766.202,1.064e-23,4.937e-19,8.483e-22,1.064e-23,,
766.203,6.616e-24,4.937e-19,8.481e-22,6.616e-24,,
766.205,2.538e-24,4.937e-19,8.478e-22,2.538e-24,,
766.207,9.631e-25,4.937e-19,8.474e-22,9.631e-25,,
766.208,5.909e-25,4.937e-19,8.473e-22,5.909e-25,,
766.21,2.206e-25,4.938e-19,8.469e-22,2.206e-25,,
766.212,8.151e-26,4.938e-19,8.466e-22,8.151e-26,,
766.213,4.934e-26,4.938e-19,8.464e-22,4.934e-26,,
766.215,1.794e-26,4.938e-19,8.461e-22,1.794e-26,,
766.217,6.450e-27,4.938e-19,8.457e-22,6.450e-27,,
766.218,3.852e-27,4.938e-19,8.456e-22,3.852e-27,,
768.002,2.150e-27,5.049e-19,5.400e-22,2.150e-27,,
768.004,6.072e-27,5.050e-19,5.397e-22,6.072e-27,,
768.005,1.016e-26,5.050e-19,5.395e-22,1.016e-26,,
768.007,2.825e-26,5.050e-19,5.392e-22,2.825e-26,,
768.009,7.770e-26,5.050e-19,5.388e-22,7.770e-26,,
768.01,1.283e-25,5.050e-19,5.386e-22,1.283e-25,,
768.012,3.473e-25,5.050e-19,5.383e-22,3.473e-25,,
768.014,9.299e-25,5.050e-19,5.380e-22,9.299e-25,,
768.016,2.463e-24,5.050e-19,5.376e-22,2.463e-24,,
768.017,3.993e-24,5.050e-19,5.374e-22,3.993e-24,,
768.019,1.041e-23,5.050e-19,5.371e-22,1.041e-23,,
768.021,2.685e-23,5.051e-19,5.368e-22,2.685e-23,,
768.022,4.294e-23,5.051e-19,5.366e-22,4.294e-23,,
768.024,1.090e-22,5.051e-19,5.362e-22,1.090e-22,,
768.026,2.736e-22,5.051e-19,5.359e-22,2.736e-22,,
768.027,4.318e-22,5.051e-19,5.357e-22,4.318e-22,,
768.029,1.067e-21,5.051e-19,5.354e-22,1.067e-21,,
768.031,2.608e-21,5.051e-19,5.350e-22,2.608e-21,,
768.032,4.062e-21,5.051e-19,5.349e-22,4.062e-21,,
768.034,9.772e-21,5.051e-19,5.345e-22,9.772e-21,,
768.036,2.326e-20,5.052e-19,5.342e-22,2.326e-20,,
768.037,3.573e-20,5.052e-19,5.340e-22,3.573e-20,,
768.039,8.369e-20,5.052e-19,5.337e-22,8.369e-20,,
768.041,1.939e-19,5.052e-19,5.333e-22,1.939e-19,,
768.042,2.940e-19,5.052e-19,5.332e-22,2.940e-19,,
768.044,6.705e-19,5.052e-19,5.328e-22,6.705e-19,,
768.046,1.513e-18,5.052e-19,5.325e-22,1.513e-18,,
768.047,2.263e-18,5.052e-19,5.323e-22,2.263e-18,,
768.049,5.023e-18,5.052e-19,5.320e-22,5.023e-18,,
768.051,1.103e-17,5.052e-19,5.316e-22,1.103e-17,,
768.052,1.629e-17,5.053e-19,5.314e-22,1.629e-17,,
768.054,3.520e-17,5.053e-19,5.311e-22,3.520e-17,,
768.056,7.527e-17,5.053e-19,5.308e-22,7.527e-17,,
768.057,1.096e-16,5.053e-19,5.306e-22,1.096e-16,,
768.059,2.307e-16,5.053e-19,5.302e-22,2.307e-16,,
768.061,4.803e-16,5.053e-19,5.299e-22,4.803e-16,,
768.062,6.903e-16,5.053e-19,5.297e-22,6.903e-16,,
768.064,1.414e-15,5.053e-19,5.294e-22,1.414e-15,,
768.066,2.867e-15,5.053e-19,5.290e-22,2.867e-15,,
768.067,4.065e-15,5.053e-19,5.289e-22,4.065e-15,,
768.069,8.108e-15,5.054e-19,5.285e-22,8.108e-15,,
768.071,1.600e-14,5.054e-19,5.282e-22,1.600e-14,,
768.072,2.239e-14,5.054e-19,5.280e-22,2.239e-14,,
768.074,4.347e-14,5.054e-19,5.277e-22,4.347e-14,,
768.076,8.353e-14,5.054e-19,5.273e-22,8.353e-14,,
768.077,1.153e-13,5.054e-19,5.272e-22,1.153e-13,,
768.079,2.180e-13,5.054e-19,5.268e-22,2.180e-13,,
768.081,4.078e-13,5.054e-19,5.265e-22,4.078e-13,,
768.082,5.556e-13,5.054e-19,5.263e-22,5.556e-13,,
768.084,1.023e-12,5.055e-19,5.260e-22,1.023e-12,,
768.086,1.862e-12,5.055e-19,5.256e-22,1.862e-12,,
768.087,2.503e-12,5.055e-19,5.255e-22,2.503e-12,,
768.089,4.486e-12,5.055e-19,5.251e-22,4.486e-12,,
768.091,7.955e-12,5.055e-19,5.248e-22,7.955e-12,,
768.092,1.055e-11,5.055e-19,5.246e-22,1.055e-11,,
768.094,1.841e-11,5.055e-19,5.243e-22,1.841e-11,,
768.096,3.178e-11,5.055e-19,5.239e-22,3.178e-11,,
768.097,4.158e-11,5.055e-19,5.237e-22,4.158e-11,,
768.099,7.064e-11,5.055e-19,5.234e-22,7.064e-11,,
768.101,1.187e-10,5.056e-19,5.231e-22,1.187e-10,,
768.102,1.533e-10,5.056e-19,5.229e-22,1.533e-10,,
768.104,2.535e-10,5.056e-19,5.225e-22,2.535e-10,,
768.106,4.149e-10,5.056e-19,5.222e-22,4.149e-10,,
768.107,5.285e-10,5.056e-19,5.220e-22,5.285e-10,,
768.109,8.511e-10,5.056e-19,5.217e-22,8.511e-10,,
768.111,1.356e-9,5.056e-19,5.213e-22,1.356e-9,,
768.112,1.704e-9,5.056e-19,5.212e-22,1.704e-9,,
768.114,2.672e-9,5.056e-19,5.208e-22,2.672e-9,,
768.116,4.144e-9,5.057e-19,5.205e-22,4.144e-9,,
768.117,5.141e-9,5.057e-19,5.203e-22,5.141e-9,,
768.119,7.846e-9,5.057e-19,5.200e-22,7.846e-9,,
768.121,1.185e-8,5.057e-19,5.196e-22,1.185e-8,,
768.122,1.450e-8,5.057e-19,5.195e-22,1.450e-8,,
768.124,2.155e-8,5.057e-19,5.191e-22,2.155e-8,,
768.126,3.168e-8,5.057e-19,5.188e-22,3.168e-8,,
768.127,3.826e-8,5.057e-19,5.186e-22,3.826e-8,,
768.129,5.535e-8,5.057e-19,5.183e-22,5.535e-8,,
768.131,7.923e-8,5.057e-19,5.179e-22,7.923e-8,,
768.132,9.441e-8,5.058e-19,5.177e-22,9.441e-8,,
768.134,1.330e-7,5.058e-19,5.174e-22,1.330e-7,,
768.136,1.853e-7,5.058e-19,5.171e-22,1.853e-7,,
768.137,2.179e-7,5.058e-19,5.169e-22,2.179e-7,,
768.139,2.988e-7,5.058e-19,5.165e-22,2.988e-7,,
768.141,4.054e-7,5.058e-19,5.162e-22,4.054e-7,,
768.142,4.703e-7,5.058e-19,5.160e-22,4.703e-7,,
768.144,6.279e-7,5.058e-19,5.157e-22,6.279e-7,,
768.146,8.294e-7,5.058e-19,5.153e-22,8.294e-7,,
768.147,9.495e-7,5.058e-19,5.152e-22,9.495e-7,,
768.149,1.234e-6,5.059e-19,5.148e-22,1.234e-6,,
768.151,1.587e-6,5.059e-19,5.145e-22,1.587e-6,,
768.152,1.793e-6,5.059e-19,5.143e-22,1.793e-6,,
768.154,2.269e-6,5.059e-19,5.140e-22,2.269e-6,,
768.156,2.841e-6,5.059e-19,5.136e-22,2.841e-6,,
768.157,3.166e-6,5.059e-19,5.135e-22,3.166e-6,,
768.159,3.901e-6,5.059e-19,5.131e-22,3.901e-6,,
768.161,4.755e-6,5.059e-19,5.128e-22,4.755e-6,,
768.162,5.229e-6,5.059e-19,5.126e-22,5.229e-6,,
768.164,6.273e-6,5.060e-19,5.123e-22,6.273e-6,,
768.166,7.445e-6,5.060e-19,5.119e-22,7.445e-6,,
768.167,8.078e-6,5.060e-19,5.117e-22,8.078e-6,,
768.169,9.435e-6,5.060e-19,5.114e-22,9.435e-6,,
768.171,1.090e-5,5.060e-19,5.111e-22,1.090e-5,,
768.172,1.167e-5,5.060e-19,5.109e-22,1.167e-5,,
768.174,1.327e-5,5.060e-19,5.105e-22,1.327e-5,,
768.176,1.493e-5,5.060e-19,5.102e-22,1.493e-5,,
768.177,1.577e-5,5.060e-19,5.100e-22,1.577e-5,,
