Wavelength (nm),Sum(calc),Zn I (3.9e-1),Zn II (6.1e-1)
334.529,4.773e+5,4.773e+5,9.781e-39
334.534,3.974e+5,3.974e+5,9.781e-39
334.539,3.301e+5,3.301e+5,9.782e-39
334.544,2.768e+5,2.768e+5,9.783e-39
334.549,2.358e+5,2.358e+5,9.783e-39
334.554,2.042e+5,2.042e+5,9.784e-39
334.559,1.787e+5,1.787e+5,9.785e-39
334.564,1.562e+5,1.562e+5,9.785e-39
334.569,1.349e+5,1.349e+5,9.786e-39
334.574,1.140e+5,1.140e+5,9.787e-39
334.579,9.342e+4,9.342e+4,9.787e-39
334.584,7.392e+4,7.392e+4,9.788e-39
334.589,5.627e+4,5.627e+4,9.788e-39
334.594,4.111e+4,4.111e+4,9.789e-39
334.599,2.878e+4,2.878e+4,9.790e-39
334.604,1.930e+4,1.930e+4,9.790e-39
334.609,1.239e+4,1.239e+4,9.791e-39
334.614,7.606e+3,7.606e+3,9.792e-39
334.619,4.468e+3,4.468e+3,9.792e-39
334.624,2.510e+3,2.510e+3,9.793e-39
334.629,1.349e+3,1.349e+3,9.794e-39
334.634,6.931e+2,6.931e+2,9.794e-39
334.639,3.407e+2,3.407e+2,9.795e-39
334.644,1.601e+2,1.601e+2,9.795e-39
334.649,7.197e+1,7.197e+1,9.796e-39
334.654,3.094e+1,3.094e+1,9.797e-39
334.659,1.272e+1,1.272e+1,9.797e-39
334.664,5.000e+0,5.000e+0,9.798e-39
334.669,1.880e+0,1.880e+0,9.799e-39
334.674,6.757e-1,6.757e-1,9.799e-39
334.679,2.323e-1,2.323e-1,9.800e-39
334.684,7.639e-2,7.639e-2,9.800e-39
334.689,2.402e-2,2.402e-2,9.801e-39
334.694,7.222e-3,7.222e-3,9.802e-39
334.699,2.077e-3,2.077e-3,9.802e-39
334.704,5.711e-4,5.711e-4,9.803e-39
334.709,1.502e-4,1.502e-4,9.804e-39
334.714,3.777e-5,3.777e-5,9.804e-39
334.719,9.085e-6,9.085e-6,9.805e-39
334.724,2.089e-6,2.089e-6,9.806e-39
334.729,4.596e-7,4.596e-7,9.806e-39
334.734,9.666e-8,9.666e-8,9.807e-39
334.739,1.944e-8,1.944e-8,9.807e-39
334.745,2.675e-9,2.675e-9,9.808e-39
334.75,4.878e-10,4.878e-10,9.809e-39
334.755,8.505e-11,8.505e-11,9.810e-39
334.76,1.418e-11,1.418e-11,9.810e-39
334.765,2.261e-12,2.261e-12,9.811e-39
334.77,3.448e-13,3.448e-13,9.811e-39
334.775,5.028e-14,5.028e-14,9.812e-39
334.78,7.012e-15,7.012e-15,9.813e-39
334.785,9.352e-16,9.352e-16,9.813e-39
334.79,1.193e-16,1.193e-16,9.814e-39
334.795,1.455e-17,1.455e-17,9.815e-39
334.8,1.697e-18,1.697e-18,9.815e-39
334.805,1.892e-19,1.892e-19,9.816e-39
334.81,2.019e-20,2.019e-20,9.816e-39
334.815,2.059e-21,2.059e-21,9.817e-39
334.82,2.009e-22,2.009e-22,9.818e-39
334.825,1.874e-23,1.874e-23,9.818e-39
334.83,1.672e-24,1.672e-24,9.819e-39
334.835,1.426e-25,1.426e-25,9.820e-39
334.84,1.164e-26,1.164e-26,9.820e-39
334.845,9.080e-28,9.080e-28,9.821e-39
334.85,6.775e-29,6.775e-29,9.822e-39
334.855,4.834e-30,4.834e-30,9.822e-39
334.86,3.299e-31,3.299e-31,9.823e-39
334.865,2.153e-32,2.153e-32,9.823e-39
334.87,1.343e-33,1.343e-33,9.824e-39
334.875,8.017e-35,8.017e-35,9.825e-39
334.88,4.576e-36,4.576e-36,9.825e-39
334.885,2.497e-37,2.497e-37,9.826e-39
334.89,1.303e-38,1.303e-38,9.827e-39
334.895,6.506e-40,6.506e-40,9.827e-39
334.9,3.106e-41,3.106e-41,9.828e-39
334.905,1.418e-42,1.418e-42,9.829e-39
334.91,6.188e-44,6.188e-44,9.829e-39
334.915,2.583e-45,2.583e-45,9.830e-39
334.92,1.031e-46,1.031e-46,9.830e-39
334.925,3.938e-48,3.938e-48,9.831e-39
334.93,1.438e-49,1.438e-49,9.832e-39
490.691,2.958e-38,1.383e-29,2.958e-38
490.696,2.054e-37,1.383e-29,2.054e-37
490.701,1.397e-36,1.383e-29,1.397e-36
490.706,9.309e-36,1.383e-29,9.309e-36
490.711,6.075e-35,1.383e-29,6.075e-35
490.716,3.883e-34,1.383e-29,3.883e-34
490.721,2.431e-33,1.383e-29,2.431e-33
490.726,1.491e-32,1.383e-29,1.491e-32
490.731,8.953e-32,1.383e-29,8.953e-32
490.736,5.267e-31,1.383e-29,5.267e-31
490.741,3.035e-30,1.383e-29,3.035e-30
490.746,1.713e-29,1.383e-29,1.713e-29
490.751,9.472e-29,1.383e-29,9.472e-29
490.756,5.129e-28,1.383e-29,5.129e-28
490.761,2.720e-27,1.383e-29,2.720e-27
490.766,1.413e-26,1.383e-29,1.413e-26
490.771,7.192e-26,1.383e-29,7.192e-26
490.776,3.585e-25,1.383e-29,3.585e-25
490.781,1.750e-24,1.383e-29,1.750e-24
490.786,8.369e-24,1.383e-29,8.369e-24
490.791,3.920e-23,1.383e-29,3.920e-23
490.796,1.798e-22,1.384e-29,1.798e-22
490.801,8.081e-22,1.384e-29,8.081e-22
490.806,3.557e-21,1.384e-29,3.557e-21
490.811,1.533e-20,1.384e-29,1.533e-20
490.816,6.475e-20,1.384e-29,6.475e-20
490.821,2.678e-19,1.384e-29,2.678e-19
490.826,1.085e-18,1.384e-29,1.085e-18
490.831,4.305e-18,1.384e-29,4.305e-18
490.836,1.673e-17,1.384e-29,1.673e-17
490.841,6.370e-17,1.384e-29,6.370e-17
490.846,2.375e-16,1.384e-29,2.375e-16
490.852,1.121e-15,1.384e-29,1.121e-15
490.857,3.995e-15,1.384e-29,3.995e-15
490.862,1.394e-14,1.384e-29,1.394e-14
490.867,4.766e-14,1.384e-29,4.766e-14
490.872,1.595e-13,1.384e-29,1.595e-13
490.877,5.232e-13,1.384e-29,5.232e-13
490.882,1.681e-12,1.384e-29,1.681e-12
490.887,5.287e-12,1.384e-29,5.287e-12
490.892,1.629e-11,1.384e-29,1.629e-11
490.897,4.918e-11,1.384e-29,4.918e-11
490.902,1.454e-10,1.384e-29,1.454e-10
490.907,4.210e-10,1.384e-29,4.210e-10
490.912,1.194e-9,1.385e-29,1.194e-9
490.917,3.318e-9,1.385e-29,3.318e-9
490.922,9.028e-9,1.385e-29,9.028e-9
490.927,2.406e-8,1.385e-29,2.406e-8
490.932,6.282e-8,1.385e-29,6.282e-8
490.937,1.606e-7,1.385e-29,1.606e-7
490.942,4.024e-7,1.385e-29,4.024e-7
490.947,9.872e-7,1.385e-29,9.872e-7
490.952,2.372e-6,1.385e-29,2.372e-6
490.957,5.583e-6,1.385e-29,5.583e-6
490.962,1.287e-5,1.385e-29,1.287e-5
490.967,2.907e-5,1.385e-29,2.907e-5
490.972,6.429e-5,1.385e-29,6.429e-5
490.977,1.393e-4,1.385e-29,1.393e-4
490.982,2.956e-4,1.385e-29,2.956e-4
490.987,6.143e-4,1.385e-29,6.143e-4
490.992,1.251e-3,1.385e-29,1.251e-3
490.997,2.494e-3,1.385e-29,2.494e-3
491.002,4.871e-3,1.385e-29,4.871e-3
491.007,9.319e-3,1.385e-29,9.319e-3
491.012,1.746e-2,1.385e-29,1.746e-2
491.017,3.205e-2,1.385e-29,3.205e-2
491.022,5.762e-2,1.386e-29,5.762e-2
491.027,1.015e-1,1.386e-29,1.015e-1
491.032,1.750e-1,1.386e-29,1.750e-1
491.037,2.957e-1,1.386e-29,2.957e-1
491.042,4.893e-1,1.386e-29,4.893e-1
491.047,7.930e-1,1.386e-29,7.930e-1
491.052,1.259e+0,1.386e-29,1.259e+0
491.057,1.958e+0,1.386e-29,1.958e+0
491.062,2.982e+0,1.386e-29,2.982e+0
491.067,4.448e+0,1.386e-29,4.448e+0
491.072,6.500e+0,1.386e-29,6.500e+0
491.077,9.303e+0,1.386e-29,9.303e+0
491.082,1.304e+1,1.386e-29,1.304e+1
491.088,1.903e+1,1.386e-29,1.903e+1
491.093,2.549e+1,1.386e-29,2.549e+1
491.098,3.345e+1,1.386e-29,3.345e+1
491.103,4.298e+1,1.386e-29,4.298e+1
491.108,5.410e+1,1.386e-29,5.410e+1
491.113,6.670e+1,1.386e-29,6.670e+1
491.118,8.054e+1,1.386e-29,8.054e+1
491.123,9.526e+1,1.386e-29,9.526e+1
491.128,1.104e+2,1.386e-29,1.104e+2
491.133,1.252e+2,1.387e-29,1.252e+2
491.138,1.392e+2,1.387e-29,1.392e+2
491.143,1.516e+2,1.387e-29,1.516e+2
491.148,1.616e+2,1.387e-29,1.616e+2
491.153,1.688e+2,1.387e-29,1.688e+2
491.158,1.727e+2,1.387e-29,1.727e+2
491.163,1.730e+2,1.387e-29,1.730e+2
491.168,1.699e+2,1.387e-29,1.699e+2
491.173,1.633e+2,1.387e-29,1.633e+2
491.178,1.538e+2,1.387e-29,1.538e+2
491.183,1.418e+2,1.387e-29,1.418e+2
491.188,1.281e+2,1.387e-29,1.281e+2
491.193,1.134e+2,1.387e-29,1.134e+2
491.198,9.827e+1,1.387e-29,9.827e+1
491.203,8.343e+1,1.387e-29,8.343e+1
491.208,6.938e+1,1.387e-29,6.938e+1
491.213,5.651e+1,1.387e-29,5.651e+1
491.218,4.508e+1,1.387e-29,4.508e+1
491.223,3.523e+1,1.387e-29,3.523e+1
491.228,2.696e+1,1.387e-29,2.696e+1
491.233,2.021e+1,1.387e-29,2.021e+1
491.238,1.484e+1,1.387e-29,1.484e+1
491.243,1.068e+1,1.387e-29,1.068e+1
491.248,7.521e+0,1.388e-29,7.521e+0
491.253,5.190e+0,1.388e-29,5.190e+0
491.258,3.508e+0,1.388e-29,3.508e+0
491.263,2.322e+0,1.388e-29,2.322e+0
491.268,1.506e+0,1.388e-29,1.506e+0
491.273,9.564e-1,1.388e-29,9.564e-1
491.278,5.950e-1,1.388e-29,5.950e-1
491.283,3.626e-1,1.388e-29,3.626e-1
491.288,2.164e-1,1.388e-29,2.164e-1
491.293,1.265e-1,1.388e-29,1.265e-1
491.298,7.244e-2,1.388e-29,7.244e-2
491.303,4.063e-2,1.388e-29,4.063e-2
491.308,2.232e-2,1.388e-29,2.232e-2
491.313,1.201e-2,1.388e-29,1.201e-2
491.318,6.330e-3,1.388e-29,6.330e-3
491.324,2.856e-3,1.388e-29,2.856e-3
491.329,1.438e-3,1.388e-29,1.438e-3
491.334,7.094e-4,1.388e-29,7.094e-4
491.339,3.427e-4,1.388e-29,3.427e-4
491.344,1.622e-4,1.388e-29,1.622e-4
491.349,7.517e-5,1.388e-29,7.517e-5
491.354,3.413e-5,1.388e-29,3.413e-5
491.359,1.517e-5,1.389e-29,1.517e-5
491.364,6.610e-6,1.389e-29,6.610e-6
491.369,2.820e-6,1.389e-29,2.820e-6
491.374,1.178e-6,1.389e-29,1.178e-6
491.379,4.823e-7,1.389e-29,4.823e-7
491.384,1.934e-7,1.389e-29,1.934e-7
491.389,7.593e-8,1.389e-29,7.593e-8
491.394,2.920e-8,1.389e-29,2.920e-8
491.399,1.100e-8,1.389e-29,1.100e-8
491.404,4.060e-9,1.389e-29,4.060e-9
491.409,1.467e-9,1.389e-29,1.467e-9
491.414,5.195e-10,1.389e-29,5.195e-10
491.419,1.801e-10,1.389e-29,1.801e-10
491.424,6.118e-11,1.389e-29,6.118e-11
491.429,2.035e-11,1.389e-29,2.035e-11
491.434,6.633e-12,1.389e-29,6.633e-12
491.439,2.117e-12,1.389e-29,2.117e-12
491.444,6.618e-13,1.389e-29,6.618e-13
491.449,2.027e-13,1.389e-29,2.027e-13
491.454,6.078e-14,1.389e-29,6.078e-14
491.459,1.786e-14,1.389e-29,1.786e-14
491.464,5.138e-15,1.389e-29,5.138e-15
491.469,1.448e-15,1.389e-29,1.448e-15
491.474,3.998e-16,1.390e-29,3.998e-16
491.479,1.081e-16,1.390e-29,1.081e-16
491.484,2.864e-17,1.390e-29,2.864e-17
491.489,7.429e-18,1.390e-29,7.429e-18
491.494,1.888e-18,1.390e-29,1.888e-18
491.499,4.698e-19,1.390e-29,4.698e-19
491.504,1.145e-19,1.390e-29,1.145e-19
491.509,2.735e-20,1.390e-29,2.735e-20
491.514,6.397e-21,1.390e-29,6.397e-21
491.519,1.465e-21,1.390e-29,1.465e-21
491.524,3.288e-22,1.390e-29,3.288e-22
491.529,7.227e-23,1.390e-29,7.227e-23
491.534,1.556e-23,1.390e-29,1.556e-23
491.539,3.281e-24,1.390e-29,3.281e-24
491.544,6.776e-25,1.390e-29,6.776e-25
491.549,1.371e-25,1.390e-29,1.371e-25
491.554,2.716e-26,1.390e-29,2.716e-26
491.56,3.789e-27,1.390e-29,3.789e-27
491.565,7.173e-28,1.390e-29,7.173e-28
491.57,1.330e-28,1.390e-29,1.330e-28
491.575,2.416e-29,1.390e-29,2.416e-29
491.58,4.298e-30,1.390e-29,4.298e-30
491.585,7.489e-31,1.391e-29,7.489e-31
491.59,1.278e-31,1.391e-29,1.278e-31
491.595,2.137e-32,1.391e-29,2.137e-32
491.6,3.499e-33,1.391e-29,3.499e-33
491.605,5.613e-34,1.391e-29,5.613e-34
491.61,8.818e-35,1.391e-29,8.818e-35
491.615,1.357e-35,1.391e-29,1.357e-35
491.62,2.045e-36,1.391e-29,2.045e-36
491.625,3.019e-37,1.391e-29,3.019e-37
491.63,4.366e-38,1.391e-29,4.366e-38
491.931,9.321e-38,1.394e-29,9.321e-38
491.936,6.410e-37,1.394e-29,6.410e-37
491.941,4.318e-36,1.394e-29,4.318e-36
491.946,2.849e-35,1.394e-29,2.849e-35
491.951,1.842e-34,1.394e-29,1.842e-34
491.956,1.166e-33,1.394e-29,1.166e-33
491.961,7.235e-33,1.394e-29,7.235e-33
491.966,4.396e-32,1.394e-29,4.396e-32
491.971,2.617e-31,1.394e-29,2.617e-31
491.976,1.526e-30,1.394e-29,1.526e-30
491.981,8.716e-30,1.394e-29,8.716e-30
491.986,4.877e-29,1.394e-29,4.877e-29
491.991,2.673e-28,1.394e-29,2.673e-28
491.996,1.435e-27,1.394e-29,1.435e-27
492.001,7.549e-27,1.394e-29,7.549e-27
492.006,3.890e-26,1.394e-29,3.890e-26
492.011,1.963e-25,1.394e-29,1.963e-25
492.016,9.706e-25,1.394e-29,9.706e-25
492.021,4.701e-24,1.394e-29,4.701e-24
492.026,2.230e-23,1.394e-29,2.230e-23
492.032,1.406e-22,1.394e-29,1.406e-22
492.037,6.375e-22,1.395e-29,6.375e-22
492.042,2.831e-21,1.395e-29,2.831e-21
492.047,1.232e-20,1.395e-29,1.232e-20
492.052,5.250e-20,1.395e-29,5.250e-20
492.057,2.192e-19,1.395e-29,2.192e-19
492.062,8.964e-19,1.395e-29,8.964e-19
492.067,3.591e-18,1.395e-29,3.591e-18
492.072,1.409e-17,1.395e-29,1.409e-17
492.077,5.418e-17,1.395e-29,5.418e-17
492.082,2.040e-16,1.395e-29,2.040e-16
492.087,7.528e-16,1.395e-29,7.528e-16
492.092,2.720e-15,1.395e-29,2.720e-15
492.097,9.630e-15,1.395e-29,9.630e-15
492.102,3.339e-14,1.395e-29,3.339e-14
492.107,1.134e-13,1.395e-29,1.134e-13
492.112,3.775e-13,1.395e-29,3.775e-13
492.117,1.231e-12,1.395e-29,1.231e-12
492.122,3.929e-12,1.395e-29,3.929e-12
492.127,1.229e-11,1.395e-29,1.229e-11
492.132,3.766e-11,1.395e-29,3.766e-11
492.137,1.130e-10,1.395e-29,1.130e-10
492.142,3.324e-10,1.395e-29,3.324e-10
492.147,9.574e-10,1.396e-29,9.574e-10
492.152,2.701e-9,1.396e-29,2.701e-9
492.157,7.467e-9,1.396e-29,7.467e-9
492.162,2.022e-8,1.396e-29,2.022e-8
492.167,5.362e-8,1.396e-29,5.362e-8
492.172,1.393e-7,1.396e-29,1.393e-7
492.177,3.546e-7,1.396e-29,3.546e-7
492.182,8.840e-7,1.396e-29,8.840e-7
492.187,2.159e-6,1.396e-29,2.159e-6
492.192,5.165e-6,1.396e-29,5.165e-6
492.197,1.211e-5,1.396e-29,1.211e-5
492.202,2.779e-5,1.396e-29,2.779e-5
492.207,6.250e-5,1.396e-29,6.250e-5
492.212,1.377e-4,1.396e-29,1.377e-4
492.217,2.971e-4,1.396e-29,2.971e-4
492.222,6.281e-4,1.396e-29,6.281e-4
492.227,1.301e-3,1.396e-29,1.301e-3
492.232,2.639e-3,1.396e-29,2.639e-3
492.237,5.244e-3,1.396e-29,5.244e-3
492.242,1.021e-2,1.396e-29,1.021e-2
492.247,1.946e-2,1.396e-29,1.946e-2
492.252,3.636e-2,1.396e-29,3.636e-2
492.257,6.653e-2,1.396e-29,6.653e-2
492.262,1.193e-1,1.397e-29,1.193e-1
492.268,2.338e-1,1.397e-29,2.338e-1
492.273,4.005e-1,1.397e-29,4.005e-1
492.278,6.720e-1,1.397e-29,6.720e-1
492.283,1.105e+0,1.397e-29,1.105e+0
492.288,1.779e+0,1.397e-29,1.779e+0
492.293,2.805e+0,1.397e-29,2.805e+0
492.298,4.335e+0,1.397e-29,4.335e+0
492.303,6.561e+0,1.397e-29,6.561e+0
492.308,9.729e+0,1.397e-29,9.729e+0
492.313,1.413e+1,1.397e-29,1.413e+1
492.318,2.010e+1,1.397e-29,2.010e+1
492.323,2.802e+1,1.397e-29,2.802e+1
492.328,3.826e+1,1.397e-29,3.826e+1
492.333,5.117e+1,1.397e-29,5.117e+1
492.338,6.704e+1,1.397e-29,6.704e+1
492.343,8.604e+1,1.397e-29,8.604e+1
492.348,1.082e+2,1.397e-29,1.082e+2
492.353,1.332e+2,1.397e-29,1.332e+2
492.358,1.607e+2,1.397e-29,1.607e+2
492.363,1.899e+2,1.397e-29,1.899e+2
492.368,2.199e+2,1.397e-29,2.199e+2
492.373,2.494e+2,1.398e-29,2.494e+2
492.378,2.770e+2,1.398e-29,2.770e+2
492.383,3.015e+2,1.398e-29,3.015e+2
492.388,3.214e+2,1.398e-29,3.214e+2
492.393,3.356e+2,1.398e-29,3.356e+2
492.398,3.433e+2,1.398e-29,3.433e+2
492.403,3.440e+2,1.398e-29,3.440e+2
492.408,3.377e+2,1.398e-29,3.377e+2
492.413,3.247e+2,1.398e-29,3.247e+2
492.418,3.058e+2,1.398e-29,3.058e+2
492.423,2.822e+2,1.398e-29,2.822e+2
492.428,2.551e+2,1.398e-29,2.551e+2
492.433,2.259e+2,1.398e-29,2.259e+2
492.438,1.959e+2,1.398e-29,1.959e+2
492.443,1.665e+2,1.398e-29,1.665e+2
492.448,1.385e+2,1.398e-29,1.385e+2
492.453,1.130e+2,1.398e-29,1.130e+2
492.458,9.022e+1,1.398e-29,9.022e+1
492.463,7.059e+1,1.398e-29,7.059e+1
492.468,5.410e+1,1.398e-29,5.410e+1
492.473,4.062e+1,1.398e-29,4.062e+1
492.478,2.987e+1,1.398e-29,2.987e+1
492.483,2.152e+1,1.398e-29,2.152e+1
492.488,1.519e+1,1.399e-29,1.519e+1
492.493,1.050e+1,1.399e-29,1.050e+1
492.498,7.111e+0,1.399e-29,7.111e+0
492.504,4.335e+0,1.399e-29,4.335e+0
492.509,2.805e+0,1.399e-29,2.805e+0
492.514,1.779e+0,1.399e-29,1.779e+0
492.519,1.105e+0,1.399e-29,1.105e+0
492.524,6.720e-1,1.399e-29,6.720e-1
492.529,4.005e-1,1.399e-29,4.005e-1
492.534,2.338e-1,1.399e-29,2.338e-1
492.539,1.337e-1,1.399e-29,1.337e-1
492.544,7.489e-2,1.399e-29,7.489e-2
492.549,4.110e-2,1.399e-29,4.110e-2
492.554,2.209e-2,1.399e-29,2.209e-2
492.559,1.163e-2,1.399e-29,1.163e-2
492.564,6.001e-3,1.399e-29,6.001e-3
492.569,3.032e-3,1.399e-29,3.032e-3
492.574,1.501e-3,1.399e-29,1.501e-3
492.579,7.278e-4,1.399e-29,7.278e-4
492.584,3.457e-4,1.399e-29,3.457e-4
492.589,1.608e-4,1.399e-29,1.608e-4
492.594,7.331e-5,1.399e-29,7.331e-5
492.599,3.273e-5,1.400e-29,3.273e-5
492.604,1.432e-5,1.400e-29,1.432e-5
492.609,6.134e-6,1.400e-29,6.134e-6
492.614,2.575e-6,1.400e-29,2.575e-6
492.619,1.059e-6,1.400e-29,1.059e-6
492.624,4.263e-7,1.400e-29,4.263e-7
492.629,1.682e-7,1.400e-29,1.682e-7
492.634,6.501e-8,1.400e-29,6.501e-8
492.639,2.461e-8,1.400e-29,2.461e-8
492.644,9.127e-9,1.400e-29,9.127e-9
492.649,3.316e-9,1.400e-29,3.316e-9
492.654,1.180e-9,1.400e-29,1.180e-9
492.659,4.114e-10,1.400e-29,4.114e-10
492.664,1.405e-10,1.400e-29,1.405e-10
492.669,4.700e-11,1.400e-29,4.700e-11
492.674,1.540e-11,1.400e-29,1.540e-11
492.679,4.944e-12,1.400e-29,4.944e-12
492.684,1.555e-12,1.400e-29,1.555e-12
492.689,4.789e-13,1.400e-29,4.789e-13
492.694,1.445e-13,1.400e-29,1.445e-13
492.699,4.272e-14,1.400e-29,4.272e-14
492.704,1.237e-14,1.400e-29,1.237e-14
492.709,3.509e-15,1.400e-29,3.509e-15
492.714,9.749e-16,1.401e-29,9.749e-16
492.719,2.654e-16,1.401e-29,2.654e-16
492.724,7.075e-17,1.401e-29,7.075e-17
492.729,1.848e-17,1.401e-29,1.848e-17
492.734,4.728e-18,1.401e-29,4.728e-18
492.74,8.964e-19,1.401e-29,8.964e-19
492.745,2.192e-19,1.401e-29,2.192e-19
492.75,5.250e-20,1.401e-29,5.250e-20
492.755,1.232e-20,1.401e-29,1.232e-20
492.76,2.831e-21,1.401e-29,2.831e-21
492.765,6.375e-22,1.401e-29,6.375e-22
492.77,1.406e-22,1.401e-29,1.406e-22
492.775,3.038e-23,1.401e-29,3.038e-23
492.78,6.429e-24,1.401e-29,6.429e-24
492.785,1.333e-24,1.401e-29,1.333e-24
492.79,2.707e-25,1.401e-29,2.707e-25
492.795,5.386e-26,1.401e-29,5.386e-26
492.8,1.050e-26,1.401e-29,1.050e-26
492.805,2.004e-27,1.401e-29,2.004e-27
492.81,3.747e-28,1.401e-29,3.747e-28
492.815,6.865e-29,1.401e-29,6.865e-29
492.82,1.232e-29,1.401e-29,1.232e-29
492.825,2.166e-30,1.402e-29,2.166e-30
492.83,3.730e-31,1.402e-29,3.730e-31
492.835,6.292e-32,1.402e-29,6.292e-32
492.84,1.040e-32,1.402e-29,1.040e-32
492.845,1.683e-33,1.402e-29,1.683e-33
492.85,2.669e-34,1.402e-29,2.669e-34
492.855,4.145e-35,1.402e-29,4.145e-35
492.86,6.308e-36,1.402e-29,6.308e-36
492.865,9.402e-37,1.402e-29,9.402e-37
492.87,1.373e-37,1.402e-29,1.373e-37
601.581,5.544e-34,2.367e-29,5.544e-34
601.586,2.435e-33,2.367e-29,2.435e-33
601.591,1.055e-32,2.367e-29,1.055e-32
601.596,4.507e-32,2.367e-29,4.507e-32
601.601,1.899e-31,2.367e-29,1.899e-31
601.606,7.894e-31,2.367e-29,7.894e-31
601.611,3.236e-30,2.367e-29,3.236e-30
601.616,1.308e-29,2.367e-29,1.308e-29
601.621,5.218e-29,2.367e-29,5.218e-29
601.626,2.052e-28,2.367e-29,2.052e-28
601.631,7.962e-28,2.367e-29,7.962e-28
601.636,3.046e-27,2.367e-29,3.046e-27
601.641,1.150e-26,2.367e-29,1.150e-26
601.646,4.279e-26,2.367e-29,4.279e-26
601.651,1.571e-25,2.367e-29,1.571e-25
601.656,5.689e-25,2.368e-29,5.689e-25
601.661,2.032e-24,2.368e-29,2.032e-24
601.666,7.156e-24,2.368e-29,7.156e-24
601.671,2.486e-23,2.368e-29,2.486e-23
601.676,8.519e-23,2.368e-29,8.519e-23
601.681,2.879e-22,2.368e-29,2.879e-22
601.687,1.219e-21,2.368e-29,1.219e-21
601.692,3.996e-21,2.368e-29,3.996e-21
601.697,1.292e-20,2.368e-29,1.292e-20
601.702,4.122e-20,2.368e-29,4.122e-20
601.707,1.297e-19,2.368e-29,1.297e-19
601.712,4.023e-19,2.368e-29,4.023e-19
601.717,1.231e-18,2.368e-29,1.231e-18
601.722,3.716e-18,2.368e-29,3.716e-18
601.727,1.106e-17,2.368e-29,1.106e-17
601.732,3.248e-17,2.368e-29,3.248e-17
601.737,9.406e-17,2.368e-29,9.406e-17
601.742,2.686e-16,2.368e-29,2.686e-16
601.747,7.568e-16,2.368e-29,7.568e-16
601.752,2.103e-15,2.368e-29,2.103e-15
601.757,5.763e-15,2.368e-29,5.763e-15
601.762,1.558e-14,2.368e-29,1.558e-14
601.767,4.153e-14,2.369e-29,4.153e-14
601.772,1.092e-13,2.369e-29,1.092e-13
601.777,2.832e-13,2.369e-29,2.832e-13
601.782,7.244e-13,2.369e-29,7.244e-13
601.787,1.827e-12,2.369e-29,1.827e-12
601.792,4.547e-12,2.369e-29,4.547e-12
601.797,1.116e-11,2.369e-29,1.116e-11
601.802,2.701e-11,2.369e-29,2.701e-11
601.807,6.449e-11,2.369e-29,6.449e-11
601.812,1.519e-10,2.369e-29,1.519e-10
601.817,3.527e-10,2.369e-29,3.527e-10
601.822,8.080e-10,2.369e-29,8.080e-10
601.827,1.825e-9,2.369e-29,1.825e-9
601.832,4.068e-9,2.369e-29,4.068e-9
601.837,8.940e-9,2.369e-29,8.940e-9
601.842,1.938e-8,2.369e-29,1.938e-8
601.847,4.144e-8,2.369e-29,4.144e-8
601.852,8.738e-8,2.369e-29,8.738e-8
601.857,1.817e-7,2.369e-29,1.817e-7
601.862,3.728e-7,2.369e-29,3.728e-7
601.867,7.543e-7,2.369e-29,7.543e-7
601.872,1.505e-6,2.369e-29,1.505e-6
601.877,2.963e-6,2.369e-29,2.963e-6
601.882,5.752e-6,2.370e-29,5.752e-6
601.887,1.101e-5,2.370e-29,1.101e-5
601.892,2.080e-5,2.370e-29,2.080e-5
601.897,3.874e-5,2.370e-29,3.874e-5
601.902,7.117e-5,2.370e-29,7.117e-5
601.907,1.290e-4,2.370e-29,1.290e-4
601.912,2.305e-4,2.370e-29,2.305e-4
601.917,4.062e-4,2.370e-29,4.062e-4
601.923,7.875e-4,2.370e-29,7.875e-4
601.928,1.347e-3,2.370e-29,1.347e-3
601.933,2.271e-3,2.370e-29,2.271e-3
601.938,3.778e-3,2.370e-29,3.778e-3
601.943,6.198e-3,2.370e-29,6.198e-3
601.948,1.003e-2,2.370e-29,1.003e-2
601.953,1.601e-2,2.370e-29,1.601e-2
601.958,2.520e-2,2.370e-29,2.520e-2
601.963,3.913e-2,2.370e-29,3.913e-2
601.968,5.992e-2,2.370e-29,5.992e-2
601.973,9.050e-2,2.370e-29,9.050e-2
601.978,1.348e-1,2.370e-29,1.348e-1
601.983,1.981e-1,2.370e-29,1.981e-1
601.988,2.870e-1,2.370e-29,2.870e-1
601.993,4.103e-1,2.371e-29,4.103e-1
601.998,5.784e-1,2.371e-29,5.784e-1
602.003,8.042e-1,2.371e-29,8.042e-1
602.008,1.103e+0,2.371e-29,1.103e+0
602.013,1.492e+0,2.371e-29,1.492e+0
602.018,1.990e+0,2.371e-29,1.990e+0
602.023,2.619e+0,2.371e-29,2.619e+0
602.028,3.398e+0,2.371e-29,3.398e+0
602.033,4.350e+0,2.371e-29,4.350e+0
602.038,5.492e+0,2.371e-29,5.492e+0
602.043,6.838e+0,2.371e-29,6.838e+0
602.048,8.398e+0,2.371e-29,8.398e+0
602.053,1.017e+1,2.371e-29,1.017e+1
602.058,1.215e+1,2.371e-29,1.215e+1
602.063,1.432e+1,2.371e-29,1.432e+1
602.068,1.664e+1,2.371e-29,1.664e+1
602.073,1.908e+1,2.371e-29,1.908e+1
602.078,2.157e+1,2.371e-29,2.157e+1
602.083,2.405e+1,2.371e-29,2.405e+1
