Wavelength (nm),Sum(calc),Cr I (8.9e-2),Cr II (9.1e-1)
527.109,2.084e-8,2.084e-8,
527.11,3.745e-8,3.745e-8,
527.112,1.186e-7,1.186e-7,
527.114,3.660e-7,3.660e-7,
527.115,6.367e-7,6.367e-7,
527.117,1.890e-6,1.890e-6,
527.119,5.467e-6,5.467e-6,
527.121,1.541e-5,1.541e-5,
527.122,2.562e-5,2.562e-5,
527.124,6.945e-5,6.945e-5,
527.126,1.835e-4,1.835e-4,
527.127,2.953e-4,2.953e-4,
527.129,7.504e-4,7.504e-4,
527.131,1.858e-3,1.858e-3,
527.133,4.483e-3,4.483e-3,
527.134,6.896e-3,6.896e-3,
527.136,1.600e-2,1.600e-2,
527.138,3.619e-2,3.619e-2,
527.139,5.390e-2,5.390e-2,
527.141,1.173e-1,1.173e-1,
527.143,2.485e-1,2.485e-1,
527.144,3.583e-1,3.583e-1,
527.146,7.306e-1,7.306e-1,
527.148,1.451e+0,1.451e+0,
527.15,2.810e+0,2.810e+0,
527.151,3.872e+0,3.872e+0,
527.153,7.210e+0,7.210e+0,
527.155,1.308e+1,1.308e+1,
527.156,1.745e+1,1.745e+1,
527.158,3.046e+1,3.046e+1,
527.16,5.180e+1,5.180e+1,
527.162,8.585e+1,8.585e+1,
527.163,1.094e+2,1.094e+2,
527.165,1.745e+2,1.745e+2,
527.167,2.710e+2,2.710e+2,
527.168,3.345e+2,3.345e+2,
527.17,4.998e+2,4.998e+2,
527.172,7.276e+2,7.276e+2,
527.174,1.032e+3,1.032e+3,
527.175,1.218e+3,1.218e+3,
527.177,1.661e+3,1.661e+3,
527.179,2.209e+3,2.209e+3,
527.18,2.523e+3,2.523e+3,
527.182,3.227e+3,3.227e+3,
527.184,4.022e+3,4.022e+3,
527.186,4.884e+3,4.884e+3,
527.187,5.330e+3,5.330e+3,
527.189,6.227e+3,6.227e+3,
527.191,7.088e+3,7.088e+3,
527.192,7.489e+3,7.489e+3,
527.194,8.200e+3,8.200e+3,
527.196,8.748e+3,8.748e+3,
527.198,9.095e+3,9.095e+3,
527.199,9.184e+3,9.184e+3,
527.201,9.184e+3,9.184e+3,
527.203,8.949e+3,8.949e+3,
527.204,8.748e+3,8.748e+3,
527.206,8.200e+3,8.200e+3,
527.208,7.489e+3,7.489e+3,
527.21,6.665e+3,6.665e+3,
527.211,6.227e+3,6.227e+3,
527.213,5.330e+3,5.330e+3,
527.215,4.446e+3,4.446e+3,
527.216,4.022e+3,4.022e+3,
527.218,3.227e+3,3.227e+3,
527.22,2.523e+3,2.523e+3,
527.221,2.209e+3,2.209e+3,
527.223,1.661e+3,1.661e+3,
527.225,1.218e+3,1.218e+3,
527.227,8.694e+2,8.694e+2,
527.228,7.276e+2,7.276e+2,
527.23,4.998e+2,4.998e+2,
527.232,3.345e+2,3.345e+2,
527.233,2.710e+2,2.710e+2,
527.235,1.745e+2,1.745e+2,
527.237,1.094e+2,1.094e+2,
527.239,6.690e+1,6.690e+1,
527.24,5.180e+1,5.180e+1,
527.242,3.046e+1,3.046e+1,
527.244,1.745e+1,1.745e+1,
527.245,1.308e+1,1.308e+1,
527.247,7.210e+0,7.210e+0,
527.249,3.872e+0,3.872e+0,
527.251,2.026e+0,2.026e+0,
527.252,1.451e+0,1.451e+0,
527.254,7.306e-1,7.306e-1,
527.256,3.583e-1,3.583e-1,
527.257,2.485e-1,2.485e-1,
527.259,1.173e-1,1.173e-1,
527.261,5.390e-2,5.390e-2,
527.263,2.415e-2,2.415e-2,
527.264,1.600e-2,1.600e-2,
527.266,6.896e-3,6.896e-3,
527.268,2.895e-3,2.895e-3,
527.269,1.858e-3,1.858e-3,
527.271,7.504e-4,7.504e-4,
527.273,2.953e-4,2.953e-4,
527.275,1.132e-4,1.132e-4,
527.276,6.945e-5,6.945e-5,
527.278,2.562e-5,2.562e-5,
527.28,9.208e-6,9.208e-6,
527.281,5.467e-6,5.467e-6,
527.283,1.890e-6,1.890e-6,
527.285,6.367e-7,6.367e-7,
527.287,2.090e-7,2.090e-7,
527.288,1.186e-7,1.186e-7,
527.29,3.745e-8,3.745e-8,
527.292,1.152e-8,1.152e-8,
527.293,6.330e-9,6.330e-9,
527.295,1.873e-9,1.873e-9,
527.297,5.403e-10,5.403e-10,
527.299,1.518e-10,1.518e-10,
527.3,7.971e-11,7.971e-11,
527.302,2.154e-11,2.154e-11,
527.304,5.675e-12,5.675e-12,
527.305,2.884e-12,2.884e-12,
527.307,7.307e-13,7.307e-13,
527.309,1.804e-13,1.804e-13,
527.31,8.877e-14,8.877e-14,
529.624,5.353e-14,5.353e-14,
529.626,2.281e-13,2.281e-13,
529.628,9.476e-13,9.476e-13,
529.629,1.913e-12,1.913e-12,
529.631,7.645e-12,7.645e-12,
529.633,2.978e-11,2.978e-11,
529.635,1.131e-10,1.131e-10,
529.636,2.182e-10,2.182e-10,
529.638,7.973e-10,7.973e-10,
529.64,2.839e-9,2.839e-9,
529.641,5.306e-9,5.306e-9,
529.643,1.818e-8,1.818e-8,
529.645,6.072e-8,6.072e-8,
529.647,1.977e-7,1.977e-7,
529.648,3.532e-7,3.532e-7,
529.65,1.106e-6,1.106e-6,
529.652,3.378e-6,3.378e-6,
529.653,5.845e-6,5.845e-6,
529.655,1.717e-5,1.717e-5,
529.657,4.916e-5,4.916e-5,
529.658,8.239e-5,8.239e-5,
529.66,2.270e-4,2.270e-4,
529.662,6.096e-4,6.096e-4,
529.664,1.595e-3,1.595e-3,
529.665,2.556e-3,2.556e-3,
529.667,6.438e-3,6.438e-3,
529.669,1.580e-2,1.580e-2,
529.67,2.452e-2,2.452e-2,
529.672,5.793e-2,5.793e-2,
529.674,1.334e-1,1.334e-1,
529.676,2.992e-1,2.992e-1,
529.677,4.440e-1,4.440e-1,
529.679,9.586e-1,9.586e-1,
529.681,2.017e+0,2.017e+0,
529.682,2.898e+0,2.898e+0,
529.684,5.869e+0,5.869e+0,
529.686,1.158e+1,1.158e+1,
529.688,2.228e+1,2.228e+1,
529.689,3.061e+1,3.061e+1,
529.691,5.667e+1,5.667e+1,
529.693,1.022e+2,1.022e+2,
529.694,1.360e+2,1.360e+2,
529.696,2.361e+2,2.361e+2,
529.698,3.996e+2,3.996e+2,
529.7,6.590e+2,6.590e+2,
529.701,8.382e+2,8.382e+2,
529.703,1.330e+3,1.330e+3,
529.705,2.057e+3,2.057e+3,
529.706,2.534e+3,2.534e+3,
529.708,3.772e+3,3.772e+3,
529.71,5.472e+3,5.472e+3,
529.712,7.737e+3,7.737e+3,
529.713,9.112e+3,9.112e+3,
529.715,1.240e+4,1.240e+4,
529.717,1.644e+4,1.644e+4,
529.718,1.875e+4,1.875e+4,
529.72,2.393e+4,2.393e+4,
529.722,2.976e+4,2.976e+4,
529.724,3.607e+4,3.607e+4,
529.725,3.933e+4,3.933e+4,
529.727,4.588e+4,4.588e+4,
529.729,5.216e+4,5.216e+4,
529.73,5.508e+4,5.508e+4,
529.732,6.026e+4,6.026e+4,
529.734,6.425e+4,6.425e+4,
529.736,6.677e+4,6.677e+4,
529.737,6.741e+4,6.741e+4,
529.739,6.741e+4,6.741e+4,
529.741,6.571e+4,6.571e+4,
529.742,6.425e+4,6.425e+4,
529.744,6.026e+4,6.026e+4,
529.746,5.508e+4,5.508e+4,
529.747,5.216e+4,5.216e+4,
529.749,4.589e+4,4.589e+4,
529.751,3.935e+4,3.935e+4,
529.753,3.289e+4,3.289e+4,
529.754,2.979e+4,2.979e+4,
529.756,2.399e+4,2.399e+4,
529.758,1.886e+4,1.886e+4,
529.759,1.658e+4,1.658e+4,
529.761,1.264e+4,1.264e+4,
529.763,9.509e+3,9.509e+3,
529.765,7.166e+3,7.166e+3,
529.766,6.273e+3,6.273e+3,
529.768,5.011e+3,5.011e+3,
529.77,4.402e+3,4.402e+3,
529.771,4.329e+3,4.329e+3,
529.773,4.626e+3,4.626e+3,
529.775,5.500e+3,5.500e+3,
529.777,6.941e+3,6.941e+3,
529.778,7.873e+3,7.873e+3,
529.78,1.015e+4,1.015e+4,
529.782,1.297e+4,1.297e+4,
529.783,1.456e+4,1.456e+4,
529.785,1.806e+4,1.806e+4,
529.787,2.191e+4,2.191e+4,
529.789,2.594e+4,2.594e+4,
529.79,2.798e+4,2.798e+4,
529.792,3.197e+4,3.197e+4,
529.794,3.567e+4,3.567e+4,
529.795,3.736e+4,3.736e+4,
529.797,4.030e+4,4.030e+4,
529.799,4.257e+4,4.257e+4,
529.801,4.408e+4,4.408e+4,
529.802,4.455e+4,4.455e+4,
529.804,4.497e+4,4.497e+4,
529.806,4.477e+4,4.477e+4,
529.807,4.448e+4,4.448e+4,
529.809,4.364e+4,4.364e+4,
529.811,4.259e+4,4.259e+4,
529.813,4.147e+4,4.147e+4,
529.814,4.093e+4,4.093e+4,
529.816,3.991e+4,3.991e+4,
529.818,3.900e+4,3.900e+4,
529.819,3.858e+4,3.858e+4,
529.821,3.773e+4,3.773e+4,
529.823,3.682e+4,3.682e+4,
529.824,3.630e+4,3.630e+4,
529.826,3.508e+4,3.508e+4,
529.828,3.352e+4,3.352e+4,
529.83,3.159e+4,3.159e+4,
529.831,3.047e+4,3.047e+4,
529.833,2.798e+4,2.798e+4,
529.835,2.518e+4,2.518e+4,
529.836,2.370e+4,2.370e+4,
529.838,2.065e+4,2.065e+4,
529.84,1.758e+4,1.758e+4,
529.842,1.462e+4,1.462e+4,
529.843,1.321e+4,1.321e+4,
529.845,1.059e+4,1.059e+4,
529.847,8.280e+3,8.280e+3,
529.848,7.254e+3,7.254e+3,
529.85,5.464e+3,5.464e+3,
529.852,4.012e+3,4.012e+3,
529.854,2.873e+3,2.873e+3,
529.855,2.408e+3,2.408e+3,
529.857,1.659e+3,1.659e+3,
529.859,1.115e+3,1.115e+3,
529.86,9.048e+2,9.048e+2,
529.862,5.849e+2,5.849e+2,
529.864,3.686e+2,3.686e+2,
529.866,2.264e+2,2.264e+2,
529.867,1.757e+2,1.757e+2,
529.869,1.039e+2,1.039e+2,
529.871,5.984e+1,5.984e+1,
529.872,4.498e+1,4.498e+1,
529.874,2.494e+1,2.494e+1,
529.876,1.347e+1,1.347e+1,
529.878,7.096e+0,7.096e+0,
529.879,5.100e+0,5.100e+0,
529.881,2.585e+0,2.585e+0,
529.883,1.277e+0,1.277e+0,
529.884,8.887e-1,8.887e-1,
529.886,4.224e-1,4.224e-1,
529.888,1.957e-1,1.957e-1,
529.89,8.835e-2,8.835e-2,
529.891,5.880e-2,5.880e-2,
529.893,2.555e-2,2.555e-2,
529.895,1.082e-2,1.082e-2,
529.896,6.974e-3,6.974e-3,
529.898,2.842e-3,2.842e-3,
529.9,1.129e-3,1.129e-3,
529.902,4.370e-4,4.370e-4,
529.903,2.693e-4,2.693e-4,
529.905,1.003e-4,1.003e-4,
529.907,3.642e-5,3.642e-5,
529.908,2.174e-5,2.174e-5,
529.91,7.594e-6,7.594e-6,
529.912,2.586e-6,2.586e-6,
529.913,1.495e-6,1.495e-6,
529.915,4.898e-7,4.898e-7,
529.917,1.564e-7,1.564e-7,
529.919,4.869e-8,4.869e-8,
529.92,2.691e-8,2.691e-8,
529.922,8.060e-9,8.060e-9,
529.924,2.353e-9,2.353e-9,
529.925,1.259e-9,1.259e-9,
529.927,3.538e-10,3.538e-10,
529.929,9.688e-11,9.688e-11,
529.931,2.586e-11,2.586e-11,
529.932,1.323e-11,1.323e-11,
529.934,3.398e-12,3.398e-12,
529.936,8.505e-13,8.505e-13,
529.937,4.215e-13,4.215e-13,
529.939,1.015e-13,1.015e-13,
530.304,4.273e-15,4.273e-15,
530.305,8.832e-15,8.832e-15,
530.307,3.702e-14,3.702e-14,
530.309,1.513e-13,1.513e-13,
530.311,6.025e-13,6.025e-13,
530.312,1.191e-12,1.191e-12,
530.314,4.564e-12,4.564e-12,
530.316,1.705e-11,1.705e-11,
530.317,3.264e-11,3.264e-11,
530.319,1.173e-10,1.173e-10,
530.321,4.112e-10,4.112e-10,
530.323,1.405e-9,1.405e-9,
530.324,2.571e-9,2.571e-9,
530.326,8.451e-9,8.451e-9,
530.328,2.708e-8,2.708e-8,
530.329,4.801e-8,4.801e-8,
530.331,1.480e-7,1.480e-7,
530.333,4.449e-7,4.449e-7,
530.334,7.639e-7,7.639e-7,
530.336,2.209e-6,2.209e-6,
530.338,6.229e-6,6.229e-6,
530.34,1.712e-5,1.712e-5,
530.341,2.810e-5,2.810e-5,
530.343,7.432e-5,7.432e-5,
530.345,1.916e-4,1.916e-4,
530.346,3.046e-4,3.046e-4,
530.348,7.557e-4,7.557e-4,
530.35,1.827e-3,1.827e-3,
530.352,4.306e-3,4.306e-3,
530.353,6.548e-3,6.548e-3,
530.355,1.485e-2,1.485e-2,
530.357,3.283e-2,3.283e-2,
530.358,4.835e-2,4.835e-2,
530.36,1.029e-1,1.029e-1,
530.362,2.133e-1,2.133e-1,
530.364,4.312e-1,4.312e-1,
530.365,6.072e-1,6.072e-1,
530.367,1.181e+0,1.181e+0,
530.369,2.239e+0,2.239e+0,
530.37,3.054e+0,3.054e+0,
530.372,5.573e+0,5.573e+0,
530.374,9.912e+0,9.912e+0,
530.376,1.718e+1,1.718e+1,
530.377,2.241e+1,2.241e+1,
530.379,3.739e+1,3.739e+1,
530.381,6.080e+1,6.080e+1,
530.382,7.679e+1,7.679e+1,
530.384,1.202e+2,1.202e+2,
530.386,1.833e+2,1.833e+2,
530.388,2.726e+2,2.726e+2,
530.389,3.292e+2,3.292e+2,
530.391,4.710e+2,4.710e+2,
530.393,6.569e+2,6.569e+2,
530.394,7.684e+2,7.684e+2,
530.396,1.031e+3,1.031e+3,
530.398,1.349e+3,1.349e+3,
530.4,1.721e+3,1.721e+3,
530.401,1.924e+3,1.924e+3,
530.403,2.362e+3,2.362e+3,
530.405,2.825e+3,2.825e+3,
530.406,3.060e+3,3.060e+3,
530.408,3.523e+3,3.523e+3,
530.41,3.953e+3,3.953e+3,
530.411,4.147e+3,4.147e+3,
530.413,4.478e+3,4.478e+3,
530.415,4.713e+3,4.713e+3,
530.417,4.835e+3,4.835e+3,
530.418,4.851e+3,4.851e+3,
530.42,4.789e+3,4.789e+3,
530.422,4.609e+3,4.609e+3,
530.423,4.478e+3,4.478e+3,
530.425,4.147e+3,4.147e+3,
530.427,3.744e+3,3.744e+3,
530.429,3.294e+3,3.294e+3,
530.43,3.060e+3,3.060e+3,
530.432,2.591e+3,2.591e+3,
530.434,2.139e+3,2.139e+3,
530.435,1.924e+3,1.924e+3,
530.437,1.529e+3,1.529e+3,
530.439,1.183e+3,1.183e+3,
530.441,8.931e+2,8.931e+2,
530.442,7.684e+2,7.684e+2,
530.444,5.580e+2,5.580e+2,
530.446,3.950e+2,3.950e+2,
530.447,3.292e+2,3.292e+2,
530.449,2.242e+2,2.242e+2,
530.451,1.489e+2,1.489e+2,
530.453,9.637e+1,9.637e+1,
530.454,7.679e+1,7.679e+1,
530.456,4.783e+1,4.783e+1,
530.458,2.904e+1,2.904e+1,
530.459,2.241e+1,2.241e+1,
530.461,1.309e+1,1.309e+1,
530.463,7.456e+0,7.456e+0,
530.465,4.139e+0,4.139e+0,
530.466,3.054e+0,3.054e+0,
530.468,1.632e+0,1.632e+0,
530.47,8.496e-1,8.496e-1,
530.471,6.072e-1,6.072e-1,
530.473,3.043e-1,3.043e-1,
530.475,1.486e-1,1.486e-1,
530.477,7.075e-2,7.075e-2,
530.478,4.835e-2,4.835e-2,
530.48,2.215e-2,2.215e-2,
530.482,9.893e-3,9.893e-3,
530.483,6.548e-3,6.548e-3,
530.485,2.814e-3,2.814e-3,
530.487,1.179e-3,1.179e-3,
530.489,4.813e-4,4.813e-4,
530.49,3.046e-4,3.046e-4,
530.492,1.197e-4,1.197e-4,
530.494,4.585e-5,4.585e-5,
530.495,2.810e-5,2.810e-5,
530.497,1.036e-5,1.036e-5,
530.499,3.722e-6,3.722e-6,
530.5,2.209e-6,2.209e-6,
530.502,7.639e-7,7.639e-7,
530.504,2.574e-7,2.574e-7,
530.506,8.457e-8,8.457e-8,
530.507,4.801e-8,4.801e-8,
530.509,1.518e-8,1.518e-8,
530.511,4.676e-9,4.676e-9,
530.512,2.571e-9,2.571e-9,
530.514,7.624e-10,7.624e-10,
530.516,2.204e-10,2.204e-10,
530.518,6.209e-11,6.209e-11,
530.519,3.264e-11,3.264e-11,
530.521,8.850e-12,8.850e-12,
530.523,2.339e-12,2.339e-12,
530.524,1.191e-12,1.191e-12,
530.526,3.029e-13,3.029e-13,
530.528,7.508e-14,7.508e-14,
530.53,1.814e-14,1.814e-14,
531.173,1.385e-14,1.385e-14,
531.175,5.779e-14,5.779e-14,
531.176,1.169e-13,1.169e-13,
531.178,4.695e-13,4.695e-13,
531.18,1.838e-12,1.838e-12,
531.182,7.013e-12,7.013e-12,
531.183,1.357e-11,1.357e-11,
531.185,4.983e-11,4.983e-11,
531.187,1.784e-10,1.784e-10,
531.188,3.344e-10,3.344e-10,
531.19,1.152e-9,1.152e-9,
531.192,3.870e-9,3.870e-9,
531.194,1.267e-8,1.267e-8,
531.195,2.271e-8,2.271e-8,
531.197,7.157e-8,7.157e-8,
531.199,2.199e-7,2.199e-7,
531.2,3.817e-7,3.817e-7,
531.202,1.129e-6,1.129e-6,
531.204,3.253e-6,3.253e-6,
531.206,9.140e-6,9.140e-6,
531.207,1.518e-5,1.518e-5,
531.209,4.104e-5,4.104e-5,
531.211,1.082e-4,1.082e-4,
531.212,1.740e-4,1.740e-4,
531.214,4.414e-4,4.414e-4,
531.216,1.092e-3,1.092e-3,
531.218,2.632e-3,2.632e-3,
531.219,4.048e-3,4.048e-3,
531.221,9.393e-3,9.393e-3,
531.223,2.125e-2,2.125e-2,
531.224,3.165e-2,3.165e-2,
531.226,6.891e-2,6.891e-2,
531.228,1.462e-1,1.462e-1,
531.23,3.025e-1,3.025e-1,
531.231,4.310e-1,4.310e-1,
531.233,8.582e-1,8.582e-1,
531.235,1.666e+0,1.666e+0,
531.236,2.299e+0,2.299e+0,
531.238,4.294e+0,4.294e+0,
531.24,7.820e+0,7.820e+0,
531.242,1.388e+1,1.388e+1,
531.243,1.832e+1,1.832e+1,
531.245,3.130e+1,3.130e+1,
531.247,5.214e+1,5.214e+1,
531.248,6.665e+1,6.665e+1,
531.25,1.068e+2,1.068e+2,
531.252,1.669e+2,1.669e+2,
531.253,2.067e+2,2.067e+2,
531.255,3.109e+2,3.109e+2,
531.257,4.558e+2,4.558e+2,
531.259,6.514e+2,6.514e+2,
531.26,7.714e+2,7.714e+2,
531.262,1.061e+3,1.061e+3,
531.264,1.423e+3,1.423e+3,
531.265,1.632e+3,1.632e+3,
531.267,2.106e+3,2.106e+3,
531.269,2.649e+3,2.649e+3,
531.271,3.249e+3,3.249e+3,
531.272,3.564e+3,3.564e+3,
531.274,4.207e+3,4.207e+3,
531.276,4.840e+3,4.840e+3,
531.277,5.143e+3,5.143e+3,
531.279,5.695e+3,5.695e+3,
531.281,6.148e+3,6.148e+3,
531.283,6.470e+3,6.470e+3,
531.284,6.574e+3,6.574e+3,
531.286,6.658e+3,6.658e+3,
531.288,6.574e+3,6.574e+3,
531.289,6.470e+3,6.470e+3,
531.291,6.148e+3,6.148e+3,
531.293,5.695e+3,5.695e+3,
531.295,5.143e+3,5.143e+3,
531.296,4.840e+3,4.840e+3,
531.298,4.207e+3,4.207e+3,
531.3,3.564e+3,3.564e+3,
531.301,3.249e+3,3.249e+3,
531.303,2.649e+3,2.649e+3,
531.305,2.106e+3,2.106e+3,
531.307,1.632e+3,1.632e+3,
531.308,1.423e+3,1.423e+3,
531.31,1.061e+3,1.061e+3,
531.312,7.714e+2,7.714e+2,
531.313,6.514e+2,6.514e+2,
531.315,4.558e+2,4.558e+2,
531.317,3.109e+2,3.109e+2,
531.319,2.067e+2,2.067e+2,
531.32,1.669e+2,1.669e+2,
531.322,1.068e+2,1.068e+2,
531.324,6.665e+1,6.665e+1,
531.325,5.214e+1,5.214e+1,
531.327,3.130e+1,3.130e+1,
531.329,1.832e+1,1.832e+1,
531.331,1.045e+1,1.045e+1,
531.332,7.820e+0,7.820e+0,
531.334,4.294e+0,4.294e+0,
531.336,2.299e+0,2.299e+0,
531.337,1.666e+0,1.666e+0,
531.339,8.582e-1,8.582e-1,
531.341,4.310e-1,4.310e-1,
531.342,3.025e-1,3.025e-1,
531.344,1.462e-1,1.462e-1,
531.346,6.891e-2,6.891e-2,
531.348,3.165e-2,3.165e-2,
531.349,2.125e-2,2.125e-2,
531.351,9.393e-3,9.393e-3,
531.353,4.048e-3,4.048e-3,
531.354,2.632e-3,2.632e-3,
531.356,1.092e-3,1.092e-3,
531.358,4.414e-4,4.414e-4,
531.36,1.740e-4,1.740e-4,
531.361,1.082e-4,1.082e-4,
531.363,4.104e-5,4.104e-5,
531.365,1.518e-5,1.518e-5,
531.366,9.140e-6,9.140e-6,
531.368,3.253e-6,3.253e-6,
531.37,1.129e-6,1.129e-6,
531.372,3.817e-7,3.817e-7,
531.373,2.199e-7,2.199e-7,
531.375,7.157e-8,7.157e-8,
531.377,2.271e-8,2.271e-8,
531.378,1.267e-8,1.267e-8,
531.38,3.870e-9,3.870e-9,
531.382,1.152e-9,1.152e-9,
531.384,3.344e-10,3.344e-10,
531.385,1.784e-10,1.784e-10,
531.387,4.983e-11,4.983e-11,
531.389,1.357e-11,1.357e-11,
531.39,7.013e-12,7.013e-12,
531.392,1.838e-12,1.838e-12,
531.394,4.695e-13,4.695e-13,
531.396,1.169e-13,1.169e-13,
531.397,5.779e-14,5.779e-14,
531.763,5.577e-15,5.577e-15,
531.765,2.349e-14,2.349e-14,
531.767,9.647e-14,9.647e-14,
531.769,3.862e-13,3.862e-13,
531.77,7.653e-13,7.653e-13,
531.772,2.949e-12,2.949e-12,
531.774,1.108e-11,1.108e-11,
531.775,2.127e-11,2.127e-11,
531.777,7.689e-11,7.689e-11,
531.779,2.710e-10,2.710e-10,
531.781,9.313e-10,9.313e-10,
531.782,1.710e-9,1.710e-9,
531.784,5.656e-9,5.656e-9,
531.786,1.824e-8,1.824e-8,
531.787,3.244e-8,3.244e-8,
531.789,1.007e-7,1.007e-7,
531.791,3.046e-7,3.046e-7,
531.793,8.985e-7,8.985e-7,
531.794,1.528e-6,1.528e-6,
531.796,4.340e-6,4.340e-6,
531.798,1.201e-5,1.201e-5,
531.799,1.979e-5,1.979e-5,
531.801,5.273e-5,5.273e-5,
531.803,1.369e-4,1.369e-4,
531.805,3.467e-4,3.467e-4,
531.806,5.465e-4,5.465e-4,
531.808,1.332e-3,1.332e-3,
531.81,3.164e-3,3.164e-3,
531.811,4.831e-3,4.831e-3,
531.813,1.105e-2,1.105e-2,
531.815,2.463e-2,2.463e-2,
531.817,5.353e-2,5.353e-2,
531.818,7.816e-2,7.816e-2,
531.82,1.635e-1,1.635e-1,
531.822,3.334e-1,3.334e-1,
531.823,4.717e-1,4.717e-1,
531.825,9.259e-1,9.259e-1,
531.827,1.772e+0,1.772e+0,
531.829,3.305e+0,3.305e+0,
531.83,4.472e+0,4.472e+0,
531.832,8.030e+0,8.030e+0,
531.834,1.406e+1,1.406e+1,
531.835,1.842e+1,1.842e+1,
531.837,3.104e+1,3.104e+1,
531.839,5.099e+1,5.099e+1,
531.84,6.473e+1,6.473e+1,
531.842,1.023e+2,1.023e+2,
531.844,1.577e+2,1.577e+2,
531.846,2.370e+2,2.370e+2,
531.847,2.878e+2,2.878e+2,
531.849,4.162e+2,4.162e+2,
531.851,5.869e+2,5.869e+2,
531.852,6.903e+2,6.903e+2,
531.854,9.369e+2,9.369e+2,
531.856,1.240e+3,1.240e+3,
531.858,1.599e+3,1.599e+3,
531.859,1.799e+3,1.799e+3,
531.861,2.233e+3,2.233e+3,
531.863,2.703e+3,2.703e+3,
531.864,2.945e+3,2.945e+3,
531.866,3.431e+3,3.431e+3,
531.868,3.896e+3,3.896e+3,
531.87,4.314e+3,4.314e+3,
531.871,4.496e+3,4.496e+3,
531.873,4.792e+3,4.792e+3,
531.875,4.978e+3,4.978e+3,
531.876,5.026e+3,5.026e+3,
531.878,5.026e+3,5.026e+3,
531.88,4.899e+3,4.899e+3,
531.882,4.656e+3,4.656e+3,
531.883,4.496e+3,4.496e+3,
531.885,4.113e+3,4.113e+3,
531.887,3.668e+3,3.668e+3,
531.888,3.431e+3,3.431e+3,
531.89,2.945e+3,2.945e+3,
531.892,2.464e+3,2.464e+3,
531.894,2.010e+3,2.010e+3,
531.895,1.799e+3,1.799e+3,
531.897,1.412e+3,1.412e+3,
531.899,1.081e+3,1.081e+3,
531.9,9.369e+2,9.369e+2,
531.902,6.903e+2,6.903e+2,
531.904,4.958e+2,4.958e+2,
531.906,3.472e+2,3.472e+2,
531.907,2.878e+2,2.878e+2,
531.909,1.940e+2,1.940e+2,
531.911,1.275e+2,1.275e+2,
531.912,1.023e+2,1.023e+2,
531.914,6.473e+1,6.473e+1,
531.916,3.991e+1,3.991e+1,
531.918,2.399e+1,2.399e+1,
531.919,1.842e+1,1.842e+1,
531.921,1.066e+1,1.066e+1,
531.923,6.011e+0,6.011e+0,
531.924,4.472e+0,4.472e+0,
531.926,2.428e+0,2.428e+0,
531.928,1.285e+0,1.285e+0,
531.929,9.259e-1,9.259e-1,
531.931,4.717e-1,4.717e-1,
531.933,2.342e-1,2.342e-1,
531.935,1.134e-1,1.134e-1,
531.936,7.816e-2,7.816e-2,
531.938,3.642e-2,3.642e-2,
531.94,1.655e-2,1.655e-2,
531.941,1.105e-2,1.105e-2,
531.943,4.831e-3,4.831e-3,
531.945,2.059e-3,2.059e-3,
531.947,8.559e-4,8.559e-4,
531.948,5.465e-4,5.465e-4,
531.95,2.186e-4,2.186e-4,
531.952,8.525e-5,8.525e-5,
531.953,5.273e-5,5.273e-5,
531.955,1.979e-5,1.979e-5,
531.957,7.243e-6,7.243e-6,
531.959,2.584e-6,2.584e-6,
531.96,1.528e-6,1.528e-6,
531.962,5.248e-7,5.248e-7,
531.964,1.757e-7,1.757e-7,
531.965,1.007e-7,1.007e-7,
531.967,3.244e-8,3.244e-8,
531.969,1.019e-8,1.019e-8,
531.971,3.120e-9,3.120e-9,
531.972,1.710e-9,1.710e-9,
531.974,5.040e-10,5.040e-10,
531.976,1.448e-10,1.448e-10,
531.977,7.689e-11,7.689e-11,
531.979,2.127e-11,2.127e-11,
531.981,5.734e-12,5.734e-12,
531.983,1.507e-12,1.507e-12,
531.984,7.653e-13,7.653e-13,
531.986,1.936e-13,1.936e-13,
531.988,4.776e-14,4.776e-14,
531.989,2.349e-14,2.349e-14,
531.991,5.577e-15,5.577e-15,
532.718,1.684e-13,1.684e-13,
532.72,7.056e-13,7.056e-13,
532.722,2.883e-12,2.883e-12,
532.724,1.148e-11,1.148e-11,
532.725,2.270e-11,2.270e-11,
532.727,8.706e-11,8.706e-11,
532.729,3.255e-10,3.255e-10,
532.73,6.234e-10,6.234e-10,
532.732,2.244e-9,2.244e-9,
532.734,7.873e-9,7.873e-9,
532.736,2.693e-8,2.693e-8,
532.737,4.935e-8,4.935e-8,
532.739,1.625e-7,1.625e-7,
532.741,5.218e-7,5.218e-7,
532.742,9.262e-7,9.262e-7,
532.744,2.863e-6,2.863e-6,
532.746,8.628e-6,8.628e-6,
532.748,2.535e-5,2.535e-5,
532.749,4.304e-5,4.304e-5,
532.751,1.218e-4,1.218e-4,
532.753,3.358e-4,3.358e-4,
532.754,5.523e-4,5.523e-4,
532.756,1.466e-3,1.466e-3,
532.758,3.795e-3,3.795e-3,
532.76,9.577e-3,9.577e-3,
532.761,1.507e-2,1.507e-2,
532.763,3.661e-2,3.661e-2,
532.765,8.671e-2,8.671e-2,
532.766,1.322e-1,1.322e-1,
532.768,3.014e-1,3.014e-1,
532.77,6.699e-1,6.699e-1,
