Wavelength (nm),Sum(calc),Cr I (8.9e-2),Cr II (9.1e-1)
238.605,1.942e-3,1.942e-3,7.010e-16
238.607,2.408e-4,2.408e-4,7.010e-16
238.608,8.089e-5,8.089e-5,7.010e-16
238.61,8.298e-6,8.298e-6,7.010e-16
238.612,7.502e-7,7.502e-7,7.011e-16
238.614,5.976e-8,5.976e-8,7.011e-16
238.615,1.608e-8,1.608e-8,7.011e-16
238.617,1.060e-9,1.060e-9,7.012e-16
238.619,6.154e-11,6.154e-11,7.012e-16
238.62,1.414e-11,1.414e-11,7.012e-16
238.622,6.791e-13,6.791e-13,7.012e-16
238.624,2.874e-14,2.874e-14,7.013e-16
238.626,1.072e-15,1.072e-15,7.013e-16
238.627,1.974e-16,1.974e-16,7.013e-16
238.867,3.294e-17,3.294e-17,7.052e-16
238.869,9.925e-16,9.925e-16,7.052e-16
238.87,5.196e-15,5.196e-15,7.053e-16
238.872,1.296e-13,1.296e-13,7.053e-16
238.874,2.848e-12,2.848e-12,7.053e-16
238.875,1.274e-11,1.274e-11,7.053e-16
238.877,2.317e-10,2.317e-10,7.054e-16
238.879,3.716e-9,3.716e-9,7.054e-16
238.881,5.253e-8,5.253e-8,7.054e-16
238.882,1.884e-7,1.884e-7,7.054e-16
238.884,2.204e-6,2.204e-6,7.055e-16
238.886,2.273e-5,2.273e-5,7.055e-16
238.887,6.962e-5,6.962e-5,7.055e-16
238.889,5.942e-4,5.942e-4,7.056e-16
238.891,4.471e-3,4.471e-3,7.056e-16
238.893,2.965e-2,2.965e-2,7.056e-16
238.894,7.284e-2,7.284e-2,7.056e-16
238.896,3.998e-1,3.998e-1,7.057e-16
238.898,1.935e+0,1.935e+0,7.057e-16
238.899,4.059e+0,4.059e+0,7.057e-16
238.901,1.625e+1,1.625e+1,7.058e-16
238.903,5.738e+1,5.738e+1,7.058e-16
238.904,1.028e+2,1.028e+2,7.058e-16
238.906,3.004e+2,3.004e+2,7.058e-16
238.908,7.736e+2,7.736e+2,7.059e-16
238.91,1.756e+3,1.756e+3,7.059e-16
238.911,2.524e+3,2.524e+3,7.059e-16
238.913,4.742e+3,4.742e+3,7.059e-16
238.915,7.854e+3,7.854e+3,7.060e-16
238.916,9.641e+3,9.641e+3,7.060e-16
238.918,1.321e+4,1.321e+4,7.060e-16
238.92,1.597e+4,1.597e+4,7.061e-16
238.922,1.701e+4,1.701e+4,7.061e-16
238.923,1.674e+4,1.674e+4,7.061e-16
238.925,1.476e+4,1.476e+4,7.061e-16
238.927,1.147e+4,1.147e+4,7.062e-16
238.928,9.641e+3,9.641e+3,7.062e-16
238.93,6.200e+3,6.200e+3,7.062e-16
238.932,3.515e+3,3.515e+3,7.063e-16
238.934,1.756e+3,1.756e+3,7.063e-16
238.935,1.184e+3,1.184e+3,7.063e-16
238.937,4.898e+2,4.898e+2,7.063e-16
238.939,1.785e+2,1.785e+2,7.064e-16
238.94,1.028e+2,1.028e+2,7.064e-16
238.942,3.102e+1,3.102e+1,7.064e-16
238.944,8.252e+0,8.252e+0,7.064e-16
238.946,1.935e+0,1.935e+0,7.065e-16
238.947,8.935e-1,8.935e-1,7.065e-16
238.949,1.734e-1,1.734e-1,7.065e-16
238.951,2.965e-2,2.965e-2,7.066e-16
238.952,1.170e-2,1.170e-2,7.066e-16
238.954,1.656e-3,1.656e-3,7.066e-16
238.956,2.066e-4,2.066e-4,7.066e-16
238.958,2.273e-5,2.273e-5,7.067e-16
238.959,7.190e-6,7.190e-6,7.067e-16
238.961,6.546e-7,6.546e-7,7.067e-16
238.963,5.253e-8,5.253e-8,7.068e-16
238.964,1.419e-8,1.419e-8,7.068e-16
238.966,9.427e-10,9.427e-10,7.068e-16
238.968,5.519e-11,5.519e-11,7.068e-16
238.97,2.848e-12,2.848e-12,7.069e-16
238.971,6.172e-13,6.172e-13,7.069e-16
238.973,2.636e-14,2.636e-14,7.069e-16
238.975,9.925e-16,9.925e-16,7.070e-16
238.976,1.837e-16,1.837e-16,7.070e-16
240.806,5.003e-17,5.003e-17,7.366e-16
240.808,1.519e-15,1.519e-15,7.366e-16
240.809,7.987e-15,7.987e-15,7.367e-16
240.811,2.012e-13,2.012e-13,7.367e-16
240.813,4.479e-12,4.479e-12,7.367e-16
240.814,2.017e-11,2.017e-11,7.367e-16
240.816,3.727e-10,3.727e-10,7.368e-16
240.818,6.082e-9,6.082e-9,7.368e-16
240.82,8.768e-8,8.768e-8,7.368e-16
240.821,3.178e-7,3.178e-7,7.368e-16
240.823,3.802e-6,3.802e-6,7.369e-16
240.825,4.019e-5,4.019e-5,7.369e-16
240.826,1.247e-4,1.247e-4,7.369e-16
240.828,1.094e-3,1.094e-3,7.370e-16
240.83,8.483e-3,8.483e-3,7.370e-16
240.831,2.254e-2,2.254e-2,7.370e-16
240.833,1.450e-1,1.450e-1,7.370e-16
240.835,8.242e-1,8.242e-1,7.371e-16
240.837,4.137e+0,4.137e+0,7.371e-16
240.838,8.848e+0,8.848e+0,7.371e-16
240.84,3.687e+1,3.687e+1,7.372e-16
240.842,1.357e+2,1.357e+2,7.372e-16
240.843,2.485e+2,2.485e+2,7.372e-16
240.845,7.594e+2,7.594e+2,7.372e-16
240.847,2.050e+3,2.050e+3,7.373e-16
240.849,4.887e+3,4.887e+3,7.373e-16
240.85,7.202e+3,7.202e+3,7.373e-16
240.852,1.426e+4,1.426e+4,7.373e-16
240.854,2.493e+4,2.493e+4,7.374e-16
240.855,3.148e+4,3.148e+4,7.374e-16
240.857,4.576e+4,4.576e+4,7.374e-16
240.859,5.887e+4,5.887e+4,7.375e-16
240.861,6.722e+4,6.722e+4,7.375e-16
240.862,6.879e+4,6.879e+4,7.375e-16
240.864,6.647e+4,6.647e+4,7.375e-16
240.866,5.856e+4,5.856e+4,7.376e-16
240.867,5.356e+4,5.356e+4,7.376e-16
240.869,4.370e+4,4.370e+4,7.376e-16
240.871,3.586e+4,3.586e+4,7.377e-16
240.873,3.044e+4,3.044e+4,7.377e-16
240.874,2.831e+4,2.831e+4,7.377e-16
240.876,2.432e+4,2.432e+4,7.377e-16
240.878,1.991e+4,1.991e+4,7.378e-16
240.879,1.749e+4,1.749e+4,7.378e-16
240.881,1.251e+4,1.251e+4,7.378e-16
240.883,8.016e+3,8.016e+3,7.378e-16
240.885,4.563e+3,4.563e+3,7.379e-16
240.886,3.290e+3,3.290e+3,7.379e-16
240.888,1.560e+3,1.560e+3,7.379e-16
240.89,6.541e+2,6.541e+2,7.380e-16
240.891,4.043e+2,4.043e+2,7.380e-16
240.893,1.408e+2,1.408e+2,7.380e-16
240.895,4.331e+1,4.331e+1,7.380e-16
240.897,1.177e+1,1.177e+1,7.381e-16
240.898,5.855e+0,5.855e+0,7.381e-16
240.9,1.321e+0,1.321e+0,7.381e-16
240.902,2.631e-1,2.631e-1,7.382e-16
240.903,1.121e-1,1.121e-1,7.382e-16
240.905,1.854e-2,1.854e-2,7.382e-16
240.907,2.709e-3,2.709e-3,7.382e-16
240.909,3.496e-4,3.496e-4,7.383e-16
240.91,1.199e-4,1.199e-4,7.383e-16
240.912,1.284e-5,1.284e-5,7.383e-16
240.914,1.215e-6,1.215e-6,7.384e-16
240.915,3.569e-7,3.569e-7,7.384e-16
240.917,2.804e-8,2.804e-8,7.384e-16
240.919,1.946e-9,1.946e-9,7.384e-16
240.92,4.892e-10,4.892e-10,7.384e-16
240.922,2.818e-11,2.818e-11,7.385e-16
240.924,1.434e-12,1.434e-12,7.385e-16
240.926,6.444e-14,6.444e-14,7.385e-16
240.927,1.304e-14,1.304e-14,7.386e-16
240.929,4.866e-16,4.866e-16,7.386e-16
240.931,1.604e-17,1.604e-17,7.386e-16
247.857,1.362e-16,1.362e-16,8.508e-16
247.858,6.922e-16,6.922e-16,8.508e-16
247.86,1.636e-14,1.636e-14,8.508e-16
247.862,3.441e-13,3.441e-13,8.509e-16
247.864,6.436e-12,6.436e-12,8.509e-16
247.865,2.664e-11,2.664e-11,8.509e-16
247.867,4.179e-10,4.179e-10,8.509e-16
247.869,5.832e-9,5.832e-9,8.510e-16
247.87,2.085e-8,2.085e-8,8.510e-16
247.872,2.440e-7,2.440e-7,8.510e-16
247.874,2.541e-6,2.541e-6,8.511e-16
247.876,2.353e-5,2.353e-5,8.511e-16
247.877,6.853e-5,6.853e-5,8.511e-16
247.879,5.324e-4,5.324e-4,8.511e-16
247.881,3.679e-3,3.679e-3,8.512e-16
247.882,9.255e-3,9.255e-3,8.512e-16
247.884,5.364e-2,5.364e-2,8.512e-16
247.886,2.765e-1,2.765e-1,8.513e-16
247.887,6.009e-1,6.009e-1,8.513e-16
247.889,2.599e+0,2.599e+0,8.513e-16
247.891,9.997e+0,9.997e+0,8.513e-16
247.893,3.420e+1,3.420e+1,8.514e-16
247.894,6.055e+1,6.055e+1,8.514e-16
247.896,1.738e+2,1.738e+2,8.514e-16
247.898,4.436e+2,4.436e+2,8.514e-16
247.899,6.783e+2,6.783e+2,8.515e-16
247.901,1.452e+3,1.452e+3,8.515e-16
247.903,2.767e+3,2.767e+3,8.515e-16
247.905,4.687e+3,4.687e+3,8.516e-16
247.906,5.838e+3,5.838e+3,8.516e-16
247.908,8.297e+3,8.297e+3,8.516e-16
247.91,1.049e+4,1.049e+4,8.516e-16
247.911,1.128e+4,1.128e+4,8.517e-16
247.913,1.196e+4,1.196e+4,8.517e-16
247.915,1.128e+4,1.128e+4,8.517e-16
247.917,9.465e+3,9.465e+3,8.518e-16
247.918,8.297e+3,8.297e+3,8.518e-16
247.92,5.838e+3,5.838e+3,8.518e-16
247.922,3.654e+3,3.654e+3,8.518e-16
247.923,2.767e+3,2.767e+3,8.519e-16
247.925,1.452e+3,1.452e+3,8.519e-16
247.927,6.783e+2,6.783e+2,8.519e-16
247.929,2.817e+2,2.817e+2,8.519e-16
247.93,1.738e+2,1.738e+2,8.520e-16
247.932,6.055e+1,6.055e+1,8.520e-16
247.934,1.876e+1,1.876e+1,8.520e-16
247.935,9.997e+0,9.997e+0,8.520e-16
247.937,2.599e+0,2.599e+0,8.521e-16
247.939,6.009e-1,6.009e-1,8.521e-16
247.941,1.236e-1,1.236e-1,8.521e-16
247.942,5.364e-2,5.364e-2,8.522e-16
247.944,9.255e-3,9.255e-3,8.522e-16
247.946,1.420e-3,1.420e-3,8.522e-16
247.947,5.324e-4,5.324e-4,8.522e-16
247.949,6.853e-5,6.853e-5,8.523e-16
247.951,7.847e-6,7.847e-6,8.523e-16
247.953,7.991e-7,7.991e-7,8.523e-16
247.954,2.440e-7,2.440e-7,8.524e-16
247.956,2.085e-8,2.085e-8,8.524e-16
247.958,1.584e-9,1.584e-9,8.524e-16
247.959,4.179e-10,4.179e-10,8.524e-16
247.961,2.664e-11,2.664e-11,8.525e-16
247.963,1.510e-12,1.510e-12,8.525e-16
247.965,7.615e-14,7.615e-14,8.525e-16
247.966,1.636e-14,1.636e-14,8.525e-16
247.968,6.922e-16,6.922e-16,8.526e-16
247.97,2.604e-17,2.604e-17,8.526e-16
249.2,1.487e-16,1.487e-16,8.725e-16
249.202,3.815e-15,3.815e-15,8.726e-16
249.204,8.717e-14,8.717e-14,8.726e-16
249.205,3.990e-13,3.990e-13,8.726e-16
249.207,7.662e-12,7.662e-12,8.726e-16
249.209,1.310e-10,1.310e-10,8.727e-16
249.21,5.189e-10,5.189e-10,8.727e-16
249.212,7.459e-9,7.459e-9,8.727e-16
249.214,9.548e-8,9.548e-8,8.728e-16
249.216,1.089e-6,1.089e-6,8.728e-16
249.217,3.519e-6,3.519e-6,8.728e-16
249.219,3.372e-5,3.372e-5,8.728e-16
249.221,2.877e-4,2.877e-4,8.729e-16
249.222,8.047e-4,8.047e-4,8.729e-16
249.224,5.771e-3,5.771e-3,8.729e-16
249.226,3.685e-2,3.685e-2,8.730e-16
249.227,8.918e-2,8.918e-2,8.730e-16
249.229,4.787e-1,4.787e-1,8.730e-16
249.231,2.288e+0,2.288e+0,8.730e-16
249.233,9.741e+0,9.741e+0,8.731e-16
249.234,1.924e+1,1.924e+1,8.731e-16
249.236,6.885e+1,6.885e+1,8.731e-16
249.238,2.194e+2,2.194e+2,8.731e-16
249.239,3.749e+2,3.749e+2,8.732e-16
249.241,1.004e+3,1.004e+3,8.732e-16
249.243,2.395e+3,2.395e+3,8.732e-16
249.245,5.086e+3,5.086e+3,8.733e-16
249.246,7.097e+3,7.097e+3,8.733e-16
249.248,1.267e+4,1.267e+4,8.733e-16
249.25,2.014e+4,2.014e+4,8.733e-16
249.251,2.431e+4,2.431e+4,8.734e-16
249.253,3.248e+4,3.248e+4,8.734e-16
249.255,3.865e+4,3.865e+4,8.734e-16
249.257,4.096e+4,4.096e+4,8.735e-16
249.258,4.037e+4,4.037e+4,8.735e-16
249.26,3.595e+4,3.595e+4,8.735e-16
249.262,2.851e+4,2.851e+4,8.735e-16
249.263,2.431e+4,2.431e+4,8.736e-16
249.265,1.621e+4,1.621e+4,8.736e-16
249.267,9.620e+3,9.620e+3,8.736e-16
249.269,5.086e+3,5.086e+3,8.736e-16
249.27,3.541e+3,3.541e+3,8.737e-16
249.272,1.573e+3,1.573e+3,8.737e-16
249.274,6.225e+2,6.225e+2,8.737e-16
249.275,3.749e+2,3.749e+2,8.737e-16
249.277,1.247e+2,1.247e+2,8.738e-16
249.279,3.693e+1,3.693e+1,8.738e-16
249.281,9.741e+0,9.741e+0,8.738e-16
249.282,4.790e+0,4.790e+0,8.739e-16
249.284,1.062e+0,1.062e+0,8.739e-16
249.286,2.096e-1,2.096e-1,8.739e-16
249.287,8.918e-2,8.918e-2,8.739e-16
249.289,1.480e-2,1.480e-2,8.740e-16
249.291,2.186e-3,2.186e-3,8.740e-16
249.293,2.877e-4,2.877e-4,8.740e-16
249.294,9.993e-5,9.993e-5,8.741e-16
249.296,1.105e-5,1.105e-5,8.741e-16
249.298,1.089e-6,1.089e-6,8.741e-16
249.299,3.271e-7,3.271e-7,8.741e-16
249.301,2.708e-8,2.708e-8,8.742e-16
249.303,1.996e-9,1.996e-9,8.742e-16
249.305,1.310e-10,1.310e-10,8.742e-16
249.306,3.215e-11,3.215e-11,8.742e-16
249.308,1.774e-12,1.774e-12,8.743e-16
249.31,8.717e-14,8.717e-14,8.743e-16
249.311,1.850e-14,1.850e-14,8.743e-16
249.313,7.641e-16,7.641e-16,8.744e-16
249.45,1.121e-17,1.121e-17,8.766e-16
249.452,3.028e-16,3.028e-16,8.766e-16
249.453,1.507e-15,1.507e-15,8.766e-16
249.455,3.422e-14,3.422e-14,8.767e-16
249.457,6.922e-13,6.922e-13,8.767e-16
249.459,1.247e-11,1.247e-11,8.767e-16
249.46,5.069e-11,5.069e-11,8.767e-16
249.462,7.679e-10,7.679e-10,8.768e-16
249.464,1.036e-8,1.036e-8,8.768e-16
249.465,3.645e-8,3.645e-8,8.768e-16
249.467,4.135e-7,4.135e-7,8.769e-16
249.469,4.179e-6,4.179e-6,8.769e-16
249.471,3.762e-5,3.762e-5,8.769e-16
249.472,1.081e-4,1.081e-4,8.769e-16
249.474,8.179e-4,8.179e-4,8.770e-16
249.476,5.514e-3,5.514e-3,8.770e-16
249.477,1.371e-2,1.371e-2,8.770e-16
249.479,7.771e-2,7.771e-2,8.770e-16
249.481,3.923e-1,3.923e-1,8.771e-16
249.482,8.441e-1,8.441e-1,8.771e-16
249.484,3.583e+0,3.583e+0,8.771e-16
249.486,1.355e+1,1.355e+1,8.772e-16
249.488,4.563e+1,4.563e+1,8.772e-16
249.489,8.020e+1,8.020e+1,8.772e-16
249.491,2.271e+2,2.271e+2,8.772e-16
249.493,5.728e+2,5.728e+2,8.773e-16
249.494,8.712e+2,8.712e+2,8.773e-16
249.496,1.848e+3,1.848e+3,8.773e-16
249.498,3.490e+3,3.490e+3,8.774e-16
249.5,5.873e+3,5.873e+3,8.774e-16
249.501,7.296e+3,7.296e+3,8.774e-16
249.503,1.032e+4,1.032e+4,8.774e-16
249.505,1.301e+4,1.301e+4,8.775e-16
249.506,1.398e+4,1.398e+4,8.775e-16
249.508,1.482e+4,1.482e+4,8.775e-16
249.51,1.398e+4,1.398e+4,8.776e-16
249.512,1.176e+4,1.176e+4,8.776e-16
249.513,1.032e+4,1.032e+4,8.776e-16
249.515,7.296e+3,7.296e+3,8.776e-16
249.517,4.593e+3,4.593e+3,8.777e-16
249.518,3.490e+3,3.490e+3,8.777e-16
249.52,1.848e+3,1.848e+3,8.777e-16
249.522,8.712e+2,8.712e+2,8.777e-16
249.524,3.659e+2,3.659e+2,8.778e-16
249.525,2.271e+2,2.271e+2,8.778e-16
249.527,8.020e+1,8.020e+1,8.778e-16
249.529,2.523e+1,2.523e+1,8.779e-16
249.53,1.355e+1,1.355e+1,8.779e-16
249.532,3.583e+0,3.583e+0,8.779e-16
249.534,8.441e-1,8.441e-1,8.779e-16
249.536,1.771e-1,1.771e-1,8.780e-16
249.537,7.771e-2,7.771e-2,8.780e-16
249.539,1.371e-2,1.371e-2,8.780e-16
249.541,2.155e-3,2.155e-3,8.781e-16
249.542,8.179e-4,8.179e-4,8.781e-16
249.544,1.081e-4,1.081e-4,8.781e-16
249.546,1.272e-5,1.272e-5,8.781e-16
249.548,1.334e-6,1.334e-6,8.782e-16
249.549,4.135e-7,4.135e-7,8.782e-16
249.551,3.645e-8,3.645e-8,8.782e-16
249.553,2.862e-9,2.862e-9,8.782e-16
249.554,7.679e-10,7.679e-10,8.783e-16
249.556,5.069e-11,5.069e-11,8.783e-16
249.558,2.981e-12,2.981e-12,8.783e-16
249.56,1.562e-13,1.562e-13,8.784e-16
249.561,3.422e-14,3.422e-14,8.784e-16
249.563,1.507e-15,1.507e-15,8.784e-16
249.565,5.912e-17,5.912e-17,8.784e-16
249.573,5.610e-17,5.610e-17,8.786e-16
249.575,1.510e-15,1.510e-15,8.786e-16
249.577,3.623e-14,3.623e-14,8.786e-16
249.578,1.699e-13,1.699e-13,8.787e-16
249.58,3.426e-12,3.426e-12,8.787e-16
249.582,6.156e-11,6.156e-11,8.787e-16
249.583,2.499e-10,2.499e-10,8.787e-16
249.585,3.775e-9,3.775e-9,8.788e-16
249.587,5.081e-8,5.081e-8,8.788e-16
249.589,6.092e-7,6.092e-7,8.788e-16
249.59,2.020e-6,2.020e-6,8.788e-16
249.592,2.037e-5,2.037e-5,8.789e-16
249.594,1.830e-4,1.830e-4,8.789e-16
249.595,5.251e-4,5.251e-4,8.789e-16
249.597,3.966e-3,3.966e-3,8.790e-16
249.599,2.669e-2,2.669e-2,8.790e-16
249.601,1.600e-1,1.600e-1,8.790e-16
249.602,3.751e-1,3.751e-1,8.790e-16
249.604,1.891e+0,1.891e+0,8.791e-16
249.606,8.492e+0,8.492e+0,8.791e-16
249.607,1.723e+1,1.723e+1,8.791e-16
249.609,6.507e+1,6.507e+1,8.792e-16
249.611,2.189e+2,2.189e+2,8.792e-16
249.613,6.561e+2,6.561e+2,8.792e-16
249.614,1.088e+3,1.088e+3,8.792e-16
249.616,2.741e+3,2.741e+3,8.793e-16
249.618,6.154e+3,6.154e+3,8.793e-16
249.619,8.831e+3,8.831e+3,8.793e-16
249.621,1.667e+4,1.667e+4,8.793e-16
249.623,2.804e+4,2.804e+4,8.794e-16
249.625,4.202e+4,4.202e+4,8.794e-16
249.626,4.925e+4,4.925e+4,8.794e-16
249.628,6.205e+4,6.205e+4,8.795e-16
249.63,6.965e+4,6.965e+4,8.795e-16
249.631,7.067e+4,7.067e+4,8.795e-16
249.633,6.670e+4,6.670e+4,8.795e-16
249.635,5.609e+4,5.609e+4,8.796e-16
249.637,4.202e+4,4.202e+4,8.796e-16
249.638,3.482e+4,3.482e+4,8.796e-16
249.64,2.194e+4,2.194e+4,8.797e-16
249.642,1.231e+4,1.231e+4,8.797e-16
249.643,8.831e+3,8.831e+3,8.797e-16
249.645,4.167e+3,4.167e+3,8.797e-16
249.647,1.752e+3,1.752e+3,8.798e-16
249.648,1.088e+3,1.088e+3,8.798e-16
249.65,3.845e+2,3.845e+2,8.798e-16
249.652,1.211e+2,1.211e+2,8.799e-16
249.654,3.397e+1,3.397e+1,8.799e-16
249.655,1.723e+1,1.723e+1,8.799e-16
249.657,4.065e+0,4.065e+0,8.799e-16
249.659,8.545e-1,8.545e-1,8.800e-16
249.66,3.751e-1,3.751e-1,8.800e-16
249.662,6.630e-2,6.630e-2,8.800e-16
249.664,1.044e-2,1.044e-2,8.800e-16
249.666,1.464e-3,1.464e-3,8.801e-16
249.667,5.251e-4,5.251e-4,8.801e-16
249.669,6.193e-5,6.193e-5,8.801e-16
249.671,6.508e-6,6.508e-6,8.802e-16
249.672,2.020e-6,2.020e-6,8.802e-16
249.674,1.785e-7,1.785e-7,8.802e-16
249.676,1.405e-8,1.405e-8,8.802e-16
249.678,9.853e-10,9.853e-10,8.803e-16
249.679,2.499e-10,2.499e-10,8.803e-16
249.681,1.473e-11,1.473e-11,8.803e-16
249.683,7.740e-13,7.740e-13,8.804e-16
249.684,1.699e-13,1.699e-13,8.804e-16
249.686,7.505e-15,7.505e-15,8.804e-16
249.688,2.953e-16,2.953e-16,8.804e-16
249.926,1.322e-17,1.322e-17,8.843e-16
249.927,6.929e-17,6.929e-17,8.843e-16
249.929,1.745e-15,1.745e-15,8.843e-16
249.931,3.915e-14,3.915e-14,8.844e-16
249.933,7.828e-13,7.828e-13,8.844e-16
249.934,3.353e-12,3.353e-12,8.844e-16
249.936,5.640e-11,5.640e-11,8.844e-16
249.938,8.456e-10,8.456e-10,8.845e-16
249.939,3.136e-9,3.136e-9,8.845e-16
249.941,3.955e-8,3.955e-8,8.845e-16
249.943,4.445e-7,4.445e-7,8.846e-16
249.945,4.453e-6,4.453e-6,8.846e-16
249.946,1.350e-5,1.350e-5,8.846e-16
249.948,1.138e-4,1.138e-4,8.846e-16
249.95,8.543e-4,8.543e-4,8.847e-16
249.951,2.242e-3,2.242e-3,8.847e-16
249.953,1.417e-2,1.417e-2,8.847e-16
249.955,7.976e-2,7.976e-2,8.848e-16
249.957,4.002e-1,4.002e-1,8.848e-16
249.958,8.587e-1,8.587e-1,8.848e-16
249.96,3.625e+0,3.625e+0,8.848e-16
249.962,1.364e+1,1.364e+1,8.849e-16
249.963,2.533e+1,2.533e+1,8.849e-16
249.965,8.017e+1,8.017e+1,8.849e-16
249.967,2.261e+2,2.261e+2,8.850e-16
249.969,5.684e+2,5.684e+2,8.850e-16
249.97,8.631e+2,8.631e+2,8.850e-16
249.972,1.825e+3,1.825e+3,8.850e-16
249.974,3.439e+3,3.439e+3,8.851e-16
249.975,4.522e+3,4.522e+3,8.851e-16
249.977,7.169e+3,7.169e+3,8.851e-16
249.979,1.013e+4,1.013e+4,8.851e-16
249.981,1.275e+4,1.275e+4,8.852e-16
249.982,1.371e+4,1.371e+4,8.852e-16
249.984,1.452e+4,1.452e+4,8.852e-16
249.986,1.371e+4,1.371e+4,8.853e-16
249.987,1.275e+4,1.275e+4,8.853e-16
249.989,1.013e+4,1.013e+4,8.853e-16
249.991,7.169e+3,7.169e+3,8.853e-16
249.992,5.776e+3,5.776e+3,8.854e-16
249.994,3.439e+3,3.439e+3,8.854e-16
249.996,1.825e+3,1.825e+3,8.854e-16
249.998,8.631e+2,8.631e+2,8.855e-16
249.999,5.684e+2,5.684e+2,8.855e-16
250.001,2.261e+2,2.261e+2,8.855e-16
250.003,8.017e+1,8.017e+1,8.855e-16
250.004,4.572e+1,4.572e+1,8.856e-16
250.006,1.364e+1,1.364e+1,8.856e-16
250.008,3.625e+0,3.625e+0,8.856e-16
250.01,8.587e-1,8.587e-1,8.856e-16
250.011,4.002e-1,4.002e-1,8.857e-16
250.013,7.976e-2,7.976e-2,8.857e-16
250.015,1.417e-2,1.417e-2,8.857e-16
250.016,5.718e-3,5.718e-3,8.857e-16
250.018,8.543e-4,8.543e-4,8.858e-16
250.02,1.138e-4,1.138e-4,8.858e-16
250.022,1.350e-5,1.350e-5,8.858e-16
250.023,4.453e-6,4.453e-6,8.859e-16
250.025,4.445e-7,4.445e-7,8.859e-16
250.027,3.955e-8,3.955e-8,8.859e-16
250.028,1.130e-8,1.130e-8,8.859e-16
250.03,8.456e-10,8.456e-10,8.860e-16
250.032,5.640e-11,5.640e-11,8.860e-16
250.034,3.353e-12,3.353e-12,8.860e-16
250.035,7.828e-13,7.828e-13,8.861e-16
250.037,3.915e-14,3.915e-14,8.861e-16
250.039,1.745e-15,1.745e-15,8.861e-16
250.04,3.527e-16,3.527e-16,8.861e-16
250.042,1.322e-17,1.322e-17,8.862e-16
250.196,1.860e-16,1.860e-16,8.887e-16
250.198,4.652e-15,4.652e-15,8.887e-16
250.2,1.037e-13,1.037e-13,8.887e-16
250.201,4.688e-13,4.688e-13,8.887e-16
250.203,8.795e-12,8.795e-12,8.888e-16
250.205,1.471e-10,1.471e-10,8.888e-16
250.206,5.760e-10,5.760e-10,8.888e-16
250.208,8.106e-9,8.106e-9,8.889e-16
250.21,1.017e-7,1.017e-7,8.889e-16
250.212,1.137e-6,1.137e-6,8.889e-16
250.213,3.642e-6,3.642e-6,8.889e-16
250.215,3.427e-5,3.427e-5,8.890e-16
250.217,2.875e-4,2.875e-4,8.890e-16
250.218,7.976e-4,7.976e-4,8.890e-16
250.22,5.631e-3,5.631e-3,8.890e-16
250.222,3.544e-2,3.544e-2,8.891e-16
250.224,1.988e-1,1.988e-1,8.891e-16
250.225,4.510e-1,4.510e-1,8.891e-16
250.227,2.129e+0,2.129e+0,8.892e-16
250.229,8.960e+0,8.960e+0,8.892e-16
250.23,1.761e+1,1.761e+1,8.892e-16
250.232,6.236e+1,6.236e+1,8.892e-16
250.234,1.969e+2,1.969e+2,8.893e-16
250.235,3.350e+2,3.350e+2,8.893e-16
250.237,8.902e+2,8.902e+2,8.893e-16
250.239,2.109e+3,2.109e+3,8.894e-16
250.241,4.452e+3,4.452e+3,8.894e-16
250.242,6.195e+3,6.195e+3,8.894e-16
250.244,1.101e+4,1.101e+4,8.894e-16
250.246,1.744e+4,1.744e+4,8.895e-16
250.247,2.102e+4,2.102e+4,8.895e-16
250.249,2.802e+4,2.802e+4,8.895e-16
250.251,3.329e+4,3.329e+4,8.896e-16
250.253,3.526e+4,3.526e+4,8.896e-16
250.254,3.475e+4,3.475e+4,8.896e-16
250.256,3.098e+4,3.098e+4,8.896e-16
250.258,2.462e+4,2.462e+4,8.897e-16
250.259,2.102e+4,2.102e+4,8.897e-16
250.261,1.405e+4,1.405e+4,8.897e-16
250.263,8.378e+3,8.378e+3,8.897e-16
250.265,4.452e+3,4.452e+3,8.898e-16
250.266,3.108e+3,3.108e+3,8.898e-16
250.268,1.390e+3,1.390e+3,8.898e-16
250.27,5.540e+2,5.540e+2,8.899e-16
250.271,3.350e+2,3.350e+2,8.899e-16
250.273,1.124e+2,1.124e+2,8.899e-16
250.275,3.361e+1,3.361e+1,8.899e-16
250.277,8.960e+0,8.960e+0,8.900e-16
250.278,4.431e+0,4.431e+0,8.900e-16
250.28,9.941e-1,9.941e-1,8.900e-16
250.282,1.988e-1,1.988e-1,8.901e-16
250.283,8.515e-2,8.515e-2,8.901e-16
250.285,1.433e-2,1.433e-2,8.901e-16
250.287,2.150e-3,2.150e-3,8.901e-16
250.289,2.875e-4,2.875e-4,8.902e-16
250.29,1.007e-4,1.007e-4,8.902e-16
250.292,1.133e-5,1.133e-5,8.902e-16
250.294,1.137e-6,1.137e-6,8.902e-16
250.295,3.450e-7,3.450e-7,8.903e-16
250.297,2.913e-8,2.913e-8,8.903e-16
250.299,2.192e-9,2.192e-9,8.903e-16
250.301,1.471e-10,1.471e-10,8.904e-16
250.302,3.649e-11,3.649e-11,8.904e-16
250.304,2.060e-12,2.060e-12,8.904e-16
250.306,1.037e-13,1.037e-13,8.904e-16
250.307,2.228e-14,2.228e-14,8.905e-16
