Wavelength (nm),Sum(calc),Li I (4.0e-2),Li II (9.6e-1),Li III (5.9e-34)
233.0073,1.140e-204,,1.140e-204,2.385e-252
233.0076,3.278e-209,,3.278e-209,2.385e-252
233.0079,8.255e-214,,8.255e-214,2.385e-252
233.0081,6.589e-217,,6.589e-217,2.385e-252
233.0084,1.330e-221,,1.330e-221,2.385e-252
233.0086,9.164e-225,,9.164e-225,2.385e-252
233.0089,1.483e-229,,1.483e-229,2.385e-252
233.0092,2.102e-234,,2.102e-234,2.385e-252
233.0094,1.144e-237,,1.144e-237,2.385e-252
233.0097,1.300e-242,,1.300e-242,2.385e-252
233.0099,6.103e-246,,6.103e-246,2.385e-252
233.0102,5.560e-251,,5.560e-251,2.385e-252
233.0105,4.436e-256,,4.436e-256,2.385e-252
235.793,4.730e-256,,4.730e-256,2.653e-252
235.7933,5.097e-251,,5.097e-251,2.653e-252
235.7935,1.074e-247,,1.074e-247,2.653e-252
235.7938,9.327e-243,,9.327e-243,2.653e-252
235.794,1.702e-239,,1.702e-239,2.653e-252
235.7943,1.191e-234,,1.191e-234,2.654e-252
235.7946,7.324e-230,,7.324e-230,2.654e-252
235.7948,1.062e-226,,1.062e-226,2.654e-252
235.7951,5.262e-222,,5.262e-222,2.654e-252
235.7953,6.606e-219,,6.606e-219,2.654e-252
235.7956,2.638e-214,,2.638e-214,2.654e-252
235.7959,9.256e-210,,9.256e-210,2.654e-252
235.7961,9.231e-207,,9.231e-207,2.654e-252
235.7964,2.610e-202,,2.610e-202,2.654e-252
235.7966,2.254e-199,,2.254e-199,2.654e-252
235.7969,5.137e-195,,5.137e-195,2.654e-252
235.7972,1.029e-190,,1.029e-190,2.654e-252
235.7974,7.057e-188,,7.057e-188,2.654e-252
235.7977,1.139e-183,,1.139e-183,2.654e-252
235.7979,6.766e-181,,6.766e-181,2.654e-252
235.7982,8.797e-177,,8.797e-177,2.654e-252
235.7985,1.005e-172,,1.005e-172,2.654e-252
235.7987,4.744e-170,,4.744e-170,2.654e-252
235.799,4.368e-166,,4.368e-166,2.654e-252
235.7992,1.785e-163,,1.785e-163,2.654e-252
235.7995,1.325e-159,,1.325e-159,2.654e-252
235.7998,8.635e-156,,8.635e-156,2.654e-252
235.8,2.804e-153,,2.804e-153,2.654e-252
235.8003,1.473e-149,,1.473e-149,2.654e-252
235.8005,4.143e-147,,4.143e-147,2.654e-252
235.8008,1.754e-143,,1.754e-143,2.654e-252
235.8011,6.525e-140,,6.525e-140,2.654e-252
235.8013,1.458e-137,,1.458e-137,2.654e-252
235.8016,4.370e-134,,4.370e-134,2.654e-252
235.8018,8.454e-132,,8.454e-132,2.654e-252
235.8021,2.042e-128,,2.042e-128,2.654e-252
235.8024,4.335e-125,,4.335e-125,2.654e-252
235.8026,6.662e-123,,6.662e-123,2.654e-252
235.8029,1.140e-119,,1.140e-119,2.654e-252
235.8031,1.517e-117,,1.517e-117,2.654e-252
235.8034,2.091e-114,,2.091e-114,2.654e-252
235.8037,2.533e-111,,2.533e-111,2.654e-252
235.8039,2.678e-109,,2.678e-109,2.654e-252
235.8042,2.614e-106,,2.614e-106,2.654e-252
235.8044,2.393e-104,,2.393e-104,2.654e-252
235.8047,1.883e-101,,1.883e-101,2.655e-252
235.805,1.301e-98,,1.301e-98,2.655e-252
235.8052,9.464e-97,,9.464e-97,2.655e-252
235.8055,5.271e-94,,5.271e-94,2.655e-252
235.8057,3.321e-92,,3.321e-92,2.655e-252
235.806,1.490e-89,,1.490e-89,2.655e-252
235.8063,5.877e-87,,5.877e-87,2.655e-252
235.8065,2.941e-85,,2.941e-85,2.655e-252
235.8068,9.348e-83,,9.348e-83,2.655e-252
235.807,4.051e-81,,4.051e-81,2.655e-252
235.8073,1.038e-78,,1.038e-78,2.655e-252
235.8076,2.335e-76,,2.335e-76,2.655e-252
235.8078,8.038e-75,,8.038e-75,2.655e-252
235.8081,1.458e-72,,1.458e-72,2.655e-252
235.8083,4.346e-71,,4.346e-71,2.655e-252
235.8086,6.352e-69,,6.352e-69,2.655e-252
235.8089,8.155e-67,,8.155e-67,2.655e-252
235.8091,1.932e-65,,1.932e-65,2.655e-252
235.8094,1.999e-63,,1.999e-63,2.655e-252
235.8097,1.817e-61,,1.817e-61,2.655e-252
235.8099,3.419e-60,,3.419e-60,2.655e-252
235.8102,2.505e-58,,2.505e-58,2.655e-252
235.8104,4.082e-57,,4.082e-57,2.655e-252
235.8107,2.410e-55,,2.410e-55,2.655e-252
235.811,1.250e-53,,1.250e-53,2.655e-252
235.8112,1.618e-52,,1.618e-52,2.655e-252
235.8115,6.766e-51,,6.766e-51,2.655e-252
235.8117,7.584e-50,,7.584e-50,2.655e-252
235.812,2.555e-48,,2.555e-48,2.655e-252
235.8123,7.564e-47,,7.564e-47,2.655e-252
235.8125,6.736e-46,,6.736e-46,2.655e-252
235.8128,1.607e-44,,1.607e-44,2.655e-252
235.813,1.239e-43,,1.239e-43,2.655e-252
235.8133,2.382e-42,,2.382e-42,2.655e-252
235.8136,4.024e-41,,4.024e-41,2.655e-252
235.8138,2.465e-40,,2.465e-40,2.655e-252
235.8141,3.356e-39,,3.356e-39,2.655e-252
235.8143,1.780e-38,,1.780e-38,2.655e-252
235.8146,1.953e-37,,1.953e-37,2.655e-252
235.8149,1.883e-36,,1.883e-36,2.655e-252
235.8151,7.935e-36,,7.935e-36,2.656e-252
235.8154,6.163e-35,,6.163e-35,2.656e-252
235.8156,2.250e-34,,2.250e-34,2.656e-252
235.8159,1.408e-33,,1.408e-33,2.656e-252
235.8162,7.745e-33,,7.745e-33,2.656e-252
235.8164,2.246e-32,,2.246e-32,2.656e-252
235.8167,9.953e-32,,9.953e-32,2.656e-252
235.8169,2.499e-31,,2.499e-31,2.656e-252
235.8172,8.927e-31,,8.927e-31,2.656e-252
235.8175,2.801e-30,,2.801e-30,2.656e-252
235.8177,5.588e-30,,5.588e-30,2.656e-252
235.818,1.413e-29,,1.413e-29,2.656e-252
235.8182,2.441e-29,,2.441e-29,2.656e-252
235.8185,4.976e-29,,4.976e-29,2.656e-252
235.8188,8.911e-29,,8.911e-29,2.656e-252
235.819,1.223e-28,,1.223e-28,2.656e-252
235.8193,1.765e-28,,1.765e-28,2.656e-252
235.8195,2.097e-28,,2.097e-28,2.656e-252
235.8198,2.439e-28,,2.439e-28,2.656e-252
235.8201,2.493e-28,,2.493e-28,2.656e-252
235.8203,2.353e-28,,2.353e-28,2.656e-252
235.8206,1.938e-28,,1.938e-28,2.656e-252
235.8208,1.584e-28,,1.584e-28,2.656e-252
235.8211,1.051e-28,,1.051e-28,2.656e-252
235.8214,6.131e-29,,6.131e-29,2.656e-252
235.8216,3.982e-29,,3.982e-29,2.656e-252
235.8219,1.871e-29,,1.871e-29,2.656e-252
235.8221,1.052e-29,,1.052e-29,2.656e-252
235.8224,3.985e-30,,3.985e-30,2.656e-252
235.8227,1.326e-30,,1.326e-30,2.656e-252
235.8229,5.924e-31,,5.924e-31,2.656e-252
235.8232,1.589e-31,,1.589e-31,2.656e-252
235.8234,6.147e-32,,6.147e-32,2.656e-252
235.8237,1.328e-32,,1.328e-32,2.656e-252
235.824,2.522e-33,,2.522e-33,2.656e-252
235.8242,7.751e-34,,7.751e-34,2.656e-252
235.8245,1.186e-34,,1.186e-34,2.656e-252
235.8247,3.157e-35,,3.157e-35,2.656e-252
235.825,3.893e-36,,3.893e-36,2.656e-252
235.8253,4.217e-37,,4.217e-37,2.656e-252
235.8255,8.918e-38,,8.918e-38,2.657e-252
235.8258,7.786e-39,,7.786e-39,2.657e-252
235.826,1.426e-39,,1.426e-39,2.657e-252
235.8263,1.003e-40,,1.003e-40,2.657e-252
235.8266,6.202e-42,,6.202e-42,2.657e-252
235.8268,9.022e-43,,9.022e-43,2.657e-252
235.8271,4.495e-44,,4.495e-44,2.657e-252
235.8273,5.663e-45,,5.663e-45,2.657e-252
235.8276,2.274e-46,,2.274e-46,2.657e-252
235.8279,8.019e-48,,8.019e-48,2.657e-252
235.8281,8.026e-49,,8.026e-49,2.657e-252
235.8284,2.282e-50,,2.282e-50,2.657e-252
235.8286,1.978e-51,,1.978e-51,2.657e-252
235.8289,4.531e-53,,4.531e-53,2.657e-252
235.8292,9.119e-55,,9.119e-55,2.657e-252
235.8294,6.279e-56,,6.279e-56,2.657e-252
235.8297,1.018e-57,,1.018e-57,2.657e-252
235.8299,6.073e-59,,6.073e-59,2.657e-252
235.8302,7.939e-61,,7.939e-61,2.657e-252
235.8305,9.118e-63,,9.118e-63,2.657e-252
235.8307,4.319e-64,,4.319e-64,2.657e-252
235.831,3.998e-66,,3.998e-66,2.657e-252
235.8312,1.640e-67,,1.640e-67,2.657e-252
235.8315,1.223e-69,,1.223e-69,2.657e-252
235.8318,8.017e-72,,8.017e-72,2.657e-252
235.832,2.613e-73,,2.613e-73,2.657e-252
235.8323,1.380e-75,,1.380e-75,2.657e-252
235.8325,3.894e-77,,3.894e-77,2.657e-252
235.8328,1.657e-79,,1.657e-79,2.657e-252
235.8331,6.198e-82,,6.198e-82,2.657e-252
235.8333,1.390e-83,,1.390e-83,2.657e-252
235.8336,4.188e-86,,4.188e-86,2.657e-252
235.8338,8.131e-88,,8.131e-88,2.657e-252
235.8341,1.975e-90,,1.975e-90,2.657e-252
235.8344,4.214e-93,,4.214e-93,2.657e-252
235.8346,6.499e-95,,6.499e-95,2.657e-252
235.8349,1.118e-97,,1.118e-97,2.657e-252
235.8351,1.493e-99,,1.493e-99,2.657e-252
235.8354,2.069e-102,,2.069e-102,2.657e-252
235.8357,2.519e-105,,2.519e-105,2.658e-252
235.8359,2.673e-107,,2.673e-107,2.658e-252
235.8362,2.623e-110,,2.623e-110,2.658e-252
235.8364,2.410e-112,,2.410e-112,2.658e-252
235.8367,1.906e-115,,1.906e-115,2.658e-252
235.837,1.324e-118,,1.324e-118,2.658e-252
235.8372,9.667e-121,,9.667e-121,2.658e-252
235.8375,5.413e-124,,5.413e-124,2.658e-252
235.8377,3.422e-126,,3.422e-126,2.658e-252
235.838,1.544e-129,,1.544e-129,2.658e-252
235.8383,6.122e-133,,6.122e-133,2.658e-252
235.8385,3.074e-135,,3.074e-135,2.658e-252
235.8388,9.823e-139,,9.823e-139,2.658e-252
235.839,4.272e-141,,4.272e-141,2.658e-252
235.8393,1.100e-144,,1.100e-144,2.658e-252
235.8396,2.488e-148,,2.488e-148,2.658e-252
235.8398,8.597e-151,,8.597e-151,2.658e-252
235.8401,1.567e-154,,1.567e-154,2.658e-252
235.8403,4.690e-157,,4.690e-157,2.658e-252
235.8406,6.890e-161,,6.890e-161,2.658e-252
235.8409,8.894e-165,,8.894e-165,2.658e-252
235.8411,2.114e-167,,2.114e-167,2.658e-252
235.8414,2.199e-171,,2.199e-171,2.658e-252
235.8416,4.527e-174,,4.527e-174,2.658e-252
235.8419,3.795e-178,,3.795e-178,2.658e-252
235.8422,2.796e-182,,2.796e-182,2.658e-252
235.8424,4.571e-185,,4.571e-185,2.658e-252
235.8427,2.714e-189,,2.714e-189,2.658e-252
235.8429,3.843e-192,,3.843e-192,2.658e-252
235.8432,1.838e-196,,1.838e-196,2.658e-252
235.8435,7.727e-201,,7.727e-201,2.658e-252
235.8437,8.692e-204,,8.692e-204,2.658e-252
235.844,2.944e-208,,2.944e-208,2.658e-252
235.8442,2.868e-211,,2.868e-211,2.658e-252
235.8445,7.830e-216,,7.830e-216,2.658e-252
235.8448,1.878e-220,,1.878e-220,2.658e-252
235.845,1.453e-223,,1.453e-223,2.658e-252
235.8453,2.809e-228,,2.809e-228,2.658e-252
235.8456,4.770e-233,,4.770e-233,2.658e-252
235.8458,2.932e-236,,2.932e-236,2.658e-252
235.8461,4.013e-241,,4.013e-241,2.659e-252
235.8463,2.137e-244,,2.137e-244,2.659e-252
235.8466,2.356e-249,,2.356e-249,2.659e-252
235.8469,2.283e-254,,2.283e-254,2.659e-252
240.203,2.791e-247,,2.791e-247,3.079e-252
240.2033,1.973e-242,,1.973e-242,3.079e-252
240.2036,1.231e-237,,1.231e-237,3.079e-252
240.2038,1.808e-234,,1.808e-234,3.079e-252
240.2041,9.162e-230,,9.162e-230,3.079e-252
240.2043,1.171e-226,,1.171e-226,3.079e-252
240.2046,4.820e-222,,4.820e-222,3.079e-252
240.2049,1.752e-217,,1.752e-217,3.079e-252
240.2051,1.793e-214,,1.793e-214,3.079e-252
240.2054,5.293e-210,,5.293e-210,3.079e-252
240.2056,4.717e-207,,4.717e-207,3.079e-252
240.2059,1.131e-202,,1.131e-202,3.079e-252
240.2062,2.393e-198,,2.393e-198,3.079e-252
240.2064,1.709e-195,,1.709e-195,3.079e-252
240.2067,2.937e-191,,2.937e-191,3.079e-252
240.2069,1.826e-188,,1.826e-188,3.079e-252
240.2072,2.549e-184,,2.549e-184,3.079e-252
240.2075,3.142e-180,,3.142e-180,3.079e-252
240.2077,1.564e-177,,1.564e-177,3.079e-252
240.208,1.566e-173,,1.566e-173,3.079e-252
240.2082,6.787e-171,,6.787e-171,3.079e-252
240.2085,5.520e-167,,5.520e-167,3.079e-252
240.2088,3.962e-163,,3.962e-163,3.079e-252
240.209,1.376e-160,,1.376e-160,3.079e-252
240.2093,8.021e-157,,8.021e-157,3.079e-252
240.2095,2.424e-154,,2.424e-154,3.079e-252
240.2098,1.148e-150,,1.148e-150,3.079e-252
240.2101,4.800e-147,,4.800e-147,3.079e-252
240.2103,1.162e-144,,1.162e-144,3.079e-252
240.2106,3.946e-141,,3.946e-141,3.079e-252
240.2108,8.318e-139,,8.318e-139,3.079e-252
240.2111,2.294e-135,,2.294e-135,3.079e-252
240.2114,5.586e-132,,5.586e-132,3.079e-252
240.2116,9.432e-130,,9.432e-130,3.079e-252
240.2119,1.865e-126,,1.865e-126,3.079e-252
240.2121,2.742e-124,,2.742e-124,3.079e-252
240.2124,4.404e-121,,4.404e-121,3.079e-252
240.2127,6.244e-118,,6.244e-118,3.079e-252
240.2129,7.353e-116,,7.353e-116,3.080e-252
240.2132,8.469e-113,,8.469e-113,3.080e-252
240.2134,8.682e-111,,8.682e-111,3.080e-252
240.2137,8.122e-108,,8.122e-108,3.080e-252
240.214,6.706e-105,,6.706e-105,3.080e-252
240.2142,5.507e-103,,5.507e-103,3.080e-252
240.2145,3.694e-100,,3.694e-100,3.080e-252
240.2147,2.641e-98,,2.641e-98,3.080e-252
240.215,1.439e-95,,1.439e-95,3.080e-252
240.2153,6.919e-93,,6.919e-93,3.080e-252
240.2155,3.963e-91,,3.963e-91,3.080e-252
240.2158,1.548e-88,,1.548e-88,3.080e-252
240.216,7.717e-87,,7.717e-87,3.080e-252
240.2163,2.448e-84,,2.448e-84,3.080e-252
240.2166,6.857e-82,,6.857e-82,3.080e-252
240.2168,2.739e-80,,2.739e-80,3.080e-252
240.2171,6.230e-78,,6.230e-78,3.080e-252
240.2173,2.166e-76,,2.166e-76,3.080e-252
240.2176,4.003e-74,,4.003e-74,3.080e-252
240.2179,6.529e-72,,6.529e-72,3.080e-252
240.2181,1.819e-70,,1.819e-70,3.080e-252
240.2184,2.409e-68,,2.409e-68,3.080e-252
240.2186,5.842e-67,,5.842e-67,3.080e-252
240.2189,6.287e-65,,6.287e-65,3.080e-252
240.2192,5.972e-63,,5.972e-63,3.080e-252
240.2194,1.160e-61,,1.160e-61,3.080e-252
240.2197,8.950e-60,,8.950e-60,3.080e-252
240.2199,1.513e-58,,1.513e-58,3.080e-252
240.2202,9.485e-57,,9.485e-57,3.080e-252
240.2205,5.247e-55,,5.247e-55,3.080e-252
240.2207,7.108e-54,,7.108e-54,3.080e-252
240.221,3.194e-52,,3.194e-52,3.080e-252
240.2212,3.766e-51,,3.766e-51,3.080e-252
240.2215,1.375e-49,,1.375e-49,3.080e-252
240.2218,4.429e-48,,4.429e-48,3.080e-252
240.222,4.184e-47,,4.184e-47,3.080e-252
240.2223,1.095e-45,,1.095e-45,3.080e-252
240.2225,9.005e-45,,9.005e-45,3.080e-252
240.2228,1.914e-43,,1.914e-43,3.080e-252
240.2231,3.591e-42,,3.591e-42,3.080e-252
240.2233,2.366e-41,,2.366e-41,3.081e-252
240.2236,3.606e-40,,3.606e-40,3.081e-252
240.2238,2.068e-39,,2.068e-39,3.081e-252
240.2241,2.560e-38,,2.560e-38,3.081e-252
240.2244,2.797e-37,,2.797e-37,3.081e-252
240.2246,1.285e-36,,1.285e-36,3.081e-252
240.2249,1.141e-35,,1.141e-35,3.081e-252
240.2251,4.563e-35,,4.563e-35,3.081e-252
240.2254,3.289e-34,,3.289e-34,3.081e-252
240.2257,2.093e-33,,2.093e-33,3.081e-252
240.2259,6.707e-33,,6.707e-33,3.081e-252
240.2262,3.467e-32,,3.467e-32,3.081e-252
240.2264,9.671e-32,,9.671e-32,3.081e-252
240.2267,4.060e-31,,4.060e-31,3.081e-252
240.227,1.505e-30,,1.505e-30,3.081e-252
240.2272,3.363e-30,,3.363e-30,3.081e-252
240.2275,1.012e-29,,1.012e-29,3.081e-252
240.2277,1.969e-29,,1.969e-29,3.081e-252
240.228,4.817e-29,,4.817e-29,3.081e-252
240.2283,1.040e-28,,1.040e-28,3.081e-252
240.2285,1.623e-28,,1.623e-28,3.081e-252
240.2288,2.853e-28,,2.853e-28,3.081e-252
240.229,3.884e-28,,3.884e-28,3.081e-252
240.2293,5.593e-28,,5.593e-28,3.081e-252
240.2296,7.207e-28,,7.207e-28,3.081e-252
240.2298,8.084e-28,,8.084e-28,3.081e-252
240.2301,9.037e-28,,9.037e-28,3.081e-252
240.2303,9.523e-28,,9.523e-28,3.081e-252
240.2306,1.036e-27,,1.036e-27,3.081e-252
240.2309,1.172e-27,,1.172e-27,3.081e-252
240.2311,1.300e-27,,1.300e-27,3.081e-252
240.2314,1.518e-27,,1.518e-27,3.081e-252
240.2316,1.647e-27,,1.647e-27,3.081e-252
240.2319,1.746e-27,,1.746e-27,3.081e-252
240.2322,1.675e-27,,1.675e-27,3.081e-252
240.2324,1.531e-27,,1.531e-27,3.081e-252
240.2327,1.212e-27,,1.212e-27,3.081e-252
240.2329,9.692e-28,,9.692e-28,3.081e-252
240.2332,6.263e-28,,6.263e-28,3.081e-252
240.2335,3.598e-28,,3.598e-28,3.081e-252
240.2337,2.353e-28,,2.353e-28,3.082e-252
240.234,1.220e-28,,1.220e-28,3.082e-252
240.2342,8.636e-29,,8.636e-29,3.082e-252
240.2345,7.625e-29,,7.625e-29,3.082e-252
240.2348,1.020e-28,,1.020e-28,3.082e-252
240.235,1.317e-28,,1.317e-28,3.082e-252
240.2353,1.837e-28,,1.837e-28,3.082e-252
240.2355,2.162e-28,,2.162e-28,3.082e-252
240.2358,2.498e-28,,2.498e-28,3.082e-252
240.2361,2.550e-28,,2.550e-28,3.082e-252
240.2363,2.412e-28,,2.412e-28,3.082e-252
240.2366,2.000e-28,,2.000e-28,3.082e-252
240.2368,1.648e-28,,1.648e-28,3.082e-252
240.2371,1.110e-28,,1.110e-28,3.082e-252
240.2374,6.599e-29,,6.599e-29,3.082e-252
240.2376,4.354e-29,,4.354e-29,3.082e-252
240.2379,2.103e-29,,2.103e-29,3.082e-252
240.2382,8.967e-30,,8.967e-30,3.082e-252
240.2384,4.739e-30,,4.739e-30,3.082e-252
240.2387,1.641e-30,,1.641e-30,3.082e-252
240.2389,7.552e-31,,7.552e-31,3.082e-252
240.2392,2.127e-31,,2.127e-31,3.082e-252
240.2395,5.443e-32,,5.443e-32,3.082e-252
240.2397,2.468e-32,,2.468e-32,3.082e-252
240.24,2.987e-32,,2.987e-32,3.082e-252
240.2402,7.164e-32,,7.164e-32,3.082e-252
240.2405,2.836e-31,,2.836e-31,3.082e-252
240.2408,1.007e-30,,1.007e-30,3.082e-252
240.241,2.189e-30,,2.189e-30,3.082e-252
240.2413,6.321e-30,,6.321e-30,3.082e-252
240.2415,1.196e-29,,1.196e-29,3.082e-252
240.2418,2.805e-29,,2.805e-29,3.082e-252
240.2421,5.807e-29,,5.807e-29,3.082e-252
240.2423,8.801e-29,,8.801e-29,3.082e-252
240.2426,1.480e-28,,1.480e-28,3.082e-252
240.2428,1.953e-28,,1.953e-28,3.082e-252
240.2431,2.668e-28,,2.668e-28,3.082e-252
240.2434,3.216e-28,,3.216e-28,3.082e-252
240.2436,3.400e-28,,3.400e-28,3.082e-252
240.2439,3.330e-28,,3.330e-28,3.082e-252
240.2441,3.064e-28,,3.064e-28,3.083e-252
240.2444,2.438e-28,,2.438e-28,3.083e-252
240.2447,1.712e-28,,1.712e-28,3.083e-252
240.2449,1.262e-28,,1.262e-28,3.083e-252
240.2452,7.199e-29,,7.199e-29,3.083e-252
240.2454,4.620e-29,,4.620e-29,3.083e-252
240.2457,2.141e-29,,2.141e-29,3.083e-252
240.246,8.755e-30,,8.755e-30,3.083e-252
240.2462,4.501e-30,,4.501e-30,3.083e-252
240.2465,1.495e-30,,1.495e-30,3.083e-252
240.2467,6.693e-31,,6.693e-31,3.083e-252
240.247,1.806e-31,,1.806e-31,3.083e-252
240.2473,4.303e-32,,4.303e-32,3.083e-252
240.2475,1.543e-32,,1.543e-32,3.083e-252
240.2478,2.985e-33,,2.985e-33,3.083e-252
240.248,9.318e-34,,9.318e-34,3.083e-252
240.2483,1.465e-34,,1.465e-34,3.083e-252
240.2486,2.032e-35,,2.032e-35,3.083e-252
240.2488,5.081e-36,,5.081e-36,3.083e-252
240.2491,5.726e-37,,5.726e-37,3.083e-252
240.2493,1.246e-37,,1.246e-37,3.083e-252
240.2496,1.141e-38,,1.141e-38,3.083e-252
240.2499,9.220e-40,,9.220e-40,3.083e-252
240.2501,1.608e-40,,1.608e-40,3.083e-252
240.2504,1.055e-41,,1.055e-41,3.083e-252
240.2506,1.602e-42,,1.602e-42,3.083e-252
240.2509,8.542e-44,,8.542e-44,3.083e-252
240.2512,4.020e-45,,4.020e-45,3.083e-252
240.2514,4.889e-46,,4.889e-46,3.083e-252
240.2517,1.869e-47,,1.869e-47,3.083e-252
240.2519,1.979e-48,,1.979e-48,3.083e-252
240.2522,6.145e-50,,6.145e-50,3.083e-252
240.2525,1.684e-51,,1.684e-51,3.083e-252
240.2527,1.429e-52,,1.429e-52,3.083e-252
240.253,3.181e-54,,3.181e-54,3.083e-252
240.2532,2.349e-55,,2.349e-55,3.083e-252
240.2535,4.248e-57,,4.248e-57,3.083e-252
240.2538,6.781e-59,,6.781e-59,3.083e-252
240.254,4.012e-60,,4.012e-60,3.083e-252
240.2543,5.202e-62,,5.202e-62,3.084e-252
240.2545,2.679e-63,,2.679e-63,3.084e-252
240.2548,2.822e-65,,2.822e-65,3.084e-252
240.2551,2.623e-67,,2.623e-67,3.084e-252
240.2553,1.082e-68,,1.082e-68,3.084e-252
240.2556,8.174e-71,,8.174e-71,3.084e-252
240.2558,2.936e-72,,2.936e-72,3.084e-252
240.2561,1.801e-74,,1.801e-74,3.084e-252
240.2564,9.752e-77,,9.752e-77,3.084e-252
240.2566,2.806e-78,,2.806e-78,3.084e-252
240.2569,1.234e-80,,1.234e-80,3.084e-252
240.2571,3.092e-82,,3.092e-82,3.084e-252
240.2574,1.105e-84,,1.105e-84,3.084e-252
240.2577,3.484e-87,,3.484e-87,3.084e-252
240.2579,6.990e-89,,6.990e-89,3.084e-252
240.2582,1.791e-91,,1.791e-91,3.084e-252
240.2584,3.128e-93,,3.128e-93,3.084e-252
240.2587,6.510e-96,,6.510e-96,3.084e-252
240.259,1.196e-98,,1.196e-98,3.084e-252
240.2592,1.673e-100,,1.673e-100,3.084e-252
240.2595,2.497e-103,,2.497e-103,3.084e-252
240.2597,3.042e-105,,3.042e-105,3.084e-252
240.26,3.686e-108,,3.686e-108,3.084e-252
240.2603,3.944e-111,,3.944e-111,3.084e-252
240.2605,3.849e-113,,3.849e-113,3.084e-252
240.2608,3.345e-116,,3.345e-116,3.084e-252
240.261,2.842e-118,,2.842e-118,3.084e-252
240.2613,2.006e-121,,2.006e-121,3.084e-252
240.2616,1.250e-124,,1.250e-124,3.084e-252
240.2618,8.508e-127,,8.508e-127,3.084e-252
240.2621,4.306e-130,,4.306e-130,3.084e-252
240.2623,2.551e-132,,2.551e-132,3.084e-252
240.2626,1.049e-135,,1.049e-135,3.084e-252
240.2629,3.807e-139,,3.807e-139,3.084e-252
240.2631,1.807e-141,,1.807e-141,3.084e-252
240.2634,5.326e-145,,5.326e-145,3.084e-252
240.2636,2.201e-147,,2.201e-147,3.084e-252
240.2639,5.270e-151,,5.270e-151,3.084e-252
240.2642,1.114e-154,,1.114e-154,3.084e-252
240.2644,3.688e-157,,3.688e-157,3.084e-252
240.2647,6.331e-161,,6.331e-161,3.085e-252
240.2649,1.825e-163,,1.825e-163,3.085e-252
240.2652,2.545e-167,,2.545e-167,3.085e-252
240.2655,3.132e-171,,3.132e-171,3.085e-252
240.2657,7.232e-174,,7.232e-174,3.085e-252
240.266,7.231e-178,,7.231e-178,3.085e-252
240.2662,1.454e-180,,1.454e-180,3.085e-252
240.2665,1.181e-184,,1.181e-184,3.085e-252
240.2668,8.464e-189,,8.464e-189,3.085e-252
240.267,1.363e-191,,1.363e-191,3.085e-252
240.2673,7.936e-196,,7.936e-196,3.085e-252
240.2675,1.113e-198,,1.113e-198,3.085e-252
240.2678,5.263e-203,,5.263e-203,3.085e-252
240.2681,2.197e-207,,2.197e-207,3.085e-252
240.2683,2.468e-210,,2.468e-210,3.085e-252
240.2686,8.370e-215,,8.370e-215,3.085e-252
240.2688,8.183e-218,,8.183e-218,3.085e-252
240.2691,2.254e-222,,2.254e-222,3.085e-252
240.2694,5.482e-227,,5.482e-227,3.085e-252
240.2696,4.294e-230,,4.294e-230,3.085e-252
240.2699,8.482e-235,,8.482e-235,3.085e-252
240.2701,5.783e-238,,5.783e-238,3.085e-252
240.2704,9.280e-243,,9.280e-243,3.085e-252
240.2707,1.314e-247,,1.314e-247,3.085e-252
250.6667,1.013e-233,,1.013e-233,4.087e-252
250.667,3.224e-229,,3.224e-229,4.087e-252
250.6672,3.038e-226,,3.038e-226,4.087e-252
250.6675,7.987e-222,,7.987e-222,4.087e-252
250.6677,6.627e-219,,6.627e-219,4.087e-252
250.668,1.439e-214,,1.439e-214,4.087e-252
250.6683,2.788e-210,,2.788e-210,4.088e-252
250.6685,1.887e-207,,1.887e-207,4.088e-252
250.6688,3.020e-203,,3.020e-203,4.088e-252
250.669,1.800e-200,,1.800e-200,4.088e-252
250.6693,2.380e-196,,2.380e-196,4.088e-252
250.6696,2.806e-192,,2.806e-192,4.088e-252
250.6698,1.364e-189,,1.364e-189,4.088e-252
250.6701,1.329e-185,,1.329e-185,4.088e-252
250.6703,5.686e-183,,5.686e-183,4.088e-252
250.6706,4.576e-179,,4.576e-179,4.088e-252
250.6709,3.284e-175,,3.284e-175,4.088e-252
250.6711,1.147e-172,,1.147e-172,4.088e-252
250.6714,6.799e-169,,6.799e-169,4.088e-252
250.6716,2.090e-166,,2.090e-166,4.088e-252
250.6719,1.024e-162,,1.024e-162,4.088e-252
250.6722,4.473e-159,,4.473e-159,4.088e-252
250.6724,1.122e-156,,1.122e-156,4.088e-252
250.6727,4.048e-153,,4.048e-153,4.088e-252
250.6729,8.938e-151,,8.938e-151,4.088e-252
250.6732,2.665e-147,,2.665e-147,4.088e-252
250.6735,7.087e-144,,7.087e-144,4.088e-252
250.6737,1.276e-141,,1.276e-141,4.088e-252
250.674,2.804e-138,,2.804e-138,4.088e-252
250.6743,5.494e-135,,5.494e-135,4.088e-252
250.6745,8.072e-133,,8.072e-133,4.088e-252
250.6748,1.306e-129,,1.306e-129,4.088e-252
250.675,1.690e-127,,1.690e-127,4.088e-252
250.6753,2.260e-124,,2.260e-124,4.088e-252
250.6756,2.695e-121,,2.695e-121,4.088e-252
250.6758,2.844e-119,,2.844e-119,4.088e-252
