Wavelength (nm),Sum(calc),Cr I (1.8e-2),Cr II (1.8e-1),Fe I (1.1e-1),Fe II (6.0e-1),Fe III (8.0e-5),Ni I (2.3e-2),Ni II (7.1e-2),Ni III (2.4e-6)
772.1,2.818e-1,,,1.178e-15,2.179e-17,2.756e-28,2.818e-1,,8.008e-26
772.11,3.433e-1,,,1.178e-15,1.336e-17,2.756e-28,3.433e-1,,8.009e-26
772.13,5.050e-1,,,1.178e-15,4.971e-18,2.756e-28,5.050e-1,,8.011e-26
772.15,7.339e-1,,,1.178e-15,4.972e-18,2.755e-28,7.339e-1,,8.013e-26
772.16,8.807e-1,,,1.178e-15,4.973e-18,2.755e-28,8.807e-1,,8.014e-26
772.18,1.257e+0,,,1.178e-15,4.974e-18,2.754e-28,1.257e+0,,8.016e-26
772.2,1.772e+0,,,1.178e-15,4.976e-18,2.754e-28,1.772e+0,,8.018e-26
772.21,2.095e+0,,,1.178e-15,4.977e-18,2.753e-28,2.095e+0,,8.019e-26
772.23,2.901e+0,,,1.178e-15,4.978e-18,2.753e-28,2.901e+0,,8.021e-26
772.25,3.969e+0,,,1.178e-15,4.979e-18,2.752e-28,3.969e+0,,8.022e-26
772.26,4.622e+0,,,1.178e-15,4.980e-18,2.752e-28,4.622e+0,,8.023e-26
772.28,6.210e+0,,,1.178e-15,4.982e-18,2.752e-28,6.210e+0,,8.025e-26
772.3,8.244e+0,,,1.178e-15,4.983e-18,2.751e-28,8.244e+0,,8.027e-26
772.31,9.456e+0,,,1.177e-15,4.984e-18,2.751e-28,9.456e+0,,8.028e-26
772.33,1.233e+1,,,1.177e-15,4.985e-18,2.750e-28,1.233e+1,,8.030e-26
772.34,1.401e+1,,,1.177e-15,4.986e-18,2.750e-28,1.401e+1,,8.031e-26
772.36,1.794e+1,,,1.177e-15,4.987e-18,2.749e-28,1.794e+1,,8.033e-26
772.38,2.270e+1,,,1.177e-15,4.989e-18,2.749e-28,2.270e+1,,8.035e-26
772.39,2.541e+1,,,1.177e-15,4.990e-18,2.749e-28,2.541e+1,,8.035e-26
772.41,3.157e+1,,,1.177e-15,4.991e-18,2.748e-28,3.157e+1,,8.037e-26
772.43,3.876e+1,,,1.177e-15,4.993e-18,2.748e-28,3.876e+1,,8.039e-26
772.44,4.275e+1,,,1.177e-15,4.993e-18,2.747e-28,4.275e+1,,8.040e-26
772.46,5.153e+1,,,1.177e-15,4.995e-18,2.747e-28,5.153e+1,,8.042e-26
772.48,6.137e+1,,,1.177e-15,4.996e-18,2.746e-28,6.137e+1,,8.044e-26
772.49,6.668e+1,,,1.177e-15,4.997e-18,2.746e-28,6.668e+1,,8.045e-26
772.51,7.799e+1,,,1.177e-15,4.998e-18,2.746e-28,7.799e+1,,8.047e-26
772.53,9.014e+1,,,1.176e-15,5.000e-18,2.745e-28,9.014e+1,,8.049e-26
772.54,9.646e+1,,,1.176e-15,5.001e-18,2.745e-28,9.646e+1,,8.050e-26
772.56,1.095e+2,,,1.176e-15,5.002e-18,2.744e-28,1.095e+2,,8.051e-26
772.58,1.228e+2,,,1.176e-15,5.003e-18,2.744e-28,1.228e+2,,8.053e-26
772.59,1.294e+2,,,1.176e-15,5.004e-18,2.743e-28,1.294e+2,,8.054e-26
772.61,1.425e+2,,,1.176e-15,5.006e-18,2.743e-28,1.425e+2,,8.056e-26
772.63,1.551e+2,,,1.176e-15,5.007e-18,2.742e-28,1.551e+2,,8.058e-26
772.64,1.610e+2,,,1.176e-15,5.008e-18,2.742e-28,1.610e+2,,8.059e-26
772.66,1.721e+2,,,1.176e-15,5.009e-18,2.742e-28,1.721e+2,,8.061e-26
772.68,1.817e+2,,,1.176e-15,5.011e-18,2.741e-28,1.817e+2,,8.063e-26
772.69,1.858e+2,,,1.176e-15,5.011e-18,2.741e-28,1.858e+2,,8.064e-26
772.71,1.927e+2,,,1.176e-15,5.013e-18,2.740e-28,1.927e+2,,8.065e-26
772.72,1.953e+2,,,1.176e-15,5.014e-18,2.740e-28,1.953e+2,,8.066e-26
772.74,1.989e+2,,,1.176e-15,5.015e-18,2.739e-28,1.989e+2,,8.068e-26
772.76,2.001e+2,,,1.175e-15,5.017e-18,2.739e-28,2.001e+2,,8.070e-26
772.77,1.998e+2,,,1.175e-15,5.017e-18,2.739e-28,1.998e+2,,8.071e-26
772.79,1.974e+2,,,1.175e-15,5.019e-18,2.738e-28,1.974e+2,,8.073e-26
772.81,1.927e+2,,,1.175e-15,5.020e-18,2.738e-28,1.927e+2,,8.075e-26
772.82,1.895e+2,,,1.175e-15,5.021e-18,2.737e-28,1.895e+2,,8.076e-26
772.84,1.817e+2,,,1.175e-15,5.022e-18,2.737e-28,1.817e+2,,8.078e-26
772.86,1.721e+2,,,1.175e-15,5.024e-18,2.736e-28,1.721e+2,,8.079e-26
772.87,1.667e+2,,,1.175e-15,5.025e-18,2.736e-28,1.667e+2,,8.080e-26
772.89,1.551e+2,,,1.175e-15,5.026e-18,2.735e-28,1.551e+2,,8.082e-26
772.91,1.425e+2,,,1.175e-15,5.028e-18,2.735e-28,1.425e+2,,8.084e-26
772.92,1.360e+2,,,1.175e-15,5.028e-18,2.735e-28,1.360e+2,,8.085e-26
772.94,1.228e+2,,,1.175e-15,5.030e-18,2.734e-28,1.228e+2,,8.087e-26
772.96,1.095e+2,,,1.175e-15,5.031e-18,2.734e-28,1.095e+2,,8.089e-26
772.97,1.029e+2,,,1.174e-15,5.032e-18,2.733e-28,1.029e+2,,8.090e-26
772.99,9.014e+1,,,1.174e-15,5.033e-18,2.733e-28,9.014e+1,,8.092e-26
773.01,7.799e+1,,,1.174e-15,5.035e-18,2.732e-28,7.799e+1,,8.093e-26
773.02,7.222e+1,,,1.174e-15,5.036e-18,2.732e-28,7.222e+1,,8.094e-26
773.04,6.137e+1,,,1.174e-15,5.037e-18,2.731e-28,6.137e+1,,8.096e-26
773.06,5.153e+1,,,1.174e-15,5.038e-18,2.731e-28,5.153e+1,,8.098e-26
773.07,4.700e+1,,,1.174e-15,5.039e-18,2.731e-28,4.700e+1,,8.099e-26
773.09,3.876e+1,,,1.174e-15,5.041e-18,2.730e-28,3.876e+1,,8.101e-26
773.1,3.503e+1,,,1.174e-15,5.041e-18,2.730e-28,3.503e+1,,8.102e-26
773.12,2.837e+1,,,1.174e-15,5.043e-18,2.729e-28,2.837e+1,,8.104e-26
773.14,2.270e+1,,,1.174e-15,5.044e-18,2.729e-28,2.270e+1,,8.106e-26
773.15,2.021e+1,,,1.174e-15,5.045e-18,2.729e-28,2.021e+1,,8.107e-26
773.17,1.588e+1,,,1.174e-15,5.046e-18,2.728e-28,1.588e+1,,8.108e-26
773.19,1.233e+1,,,1.173e-15,5.048e-18,2.728e-28,1.233e+1,,8.110e-26
773.2,1.081e+1,,,1.173e-15,5.049e-18,2.727e-28,1.081e+1,,8.111e-26
773.22,8.244e+0,,,1.173e-15,5.050e-18,2.727e-28,8.244e+0,,8.113e-26
773.24,6.210e+0,,,1.173e-15,5.052e-18,2.726e-28,6.210e+0,,8.115e-26
773.25,5.365e+0,,,1.173e-15,5.052e-18,2.726e-28,5.365e+0,,8.116e-26
773.27,3.969e+0,,,1.173e-15,5.054e-18,2.725e-28,3.969e+0,,8.118e-26
773.29,2.901e+0,,,1.173e-15,5.055e-18,2.725e-28,2.901e+0,,8.120e-26
773.3,2.469e+0,,,1.173e-15,5.056e-18,2.725e-28,2.469e+0,,8.121e-26
773.32,1.772e+0,,,1.173e-15,5.057e-18,2.724e-28,1.772e+0,,8.122e-26
773.34,1.257e+0,,,1.173e-15,5.059e-18,2.724e-28,1.257e+0,,8.124e-26
773.35,1.054e+0,,,1.173e-15,5.060e-18,2.723e-28,1.054e+0,,8.125e-26
773.37,7.339e-1,,,1.173e-15,5.061e-18,2.723e-28,7.339e-1,,8.127e-26
773.39,5.050e-1,,,1.173e-15,5.062e-18,2.722e-28,5.050e-1,,8.129e-26
773.4,4.170e-1,,,1.172e-15,5.063e-18,2.722e-28,4.170e-1,,8.130e-26
773.42,2.818e-1,,,1.172e-15,5.065e-18,2.721e-28,2.818e-1,,8.132e-26
773.44,1.882e-1,,,1.172e-15,5.066e-18,2.721e-28,1.882e-1,,8.134e-26
773.45,1.531e-1,,,1.172e-15,5.067e-18,2.721e-28,1.531e-1,,8.135e-26
773.47,1.004e-1,,,1.172e-15,5.068e-18,2.720e-28,1.004e-1,,8.136e-26
773.48,8.091e-2,,,1.172e-15,5.069e-18,2.720e-28,8.091e-2,,8.137e-26
773.5,5.211e-2,,,1.172e-15,5.071e-18,2.719e-28,5.211e-2,,8.139e-26
773.52,3.315e-2,,,1.172e-15,5.072e-18,2.719e-28,3.315e-2,,8.141e-26
773.53,2.633e-2,,,1.172e-15,5.073e-18,2.719e-28,2.633e-2,,8.142e-26
773.55,1.645e-2,,,1.172e-15,5.074e-18,2.718e-28,1.645e-2,,8.144e-26
773.57,1.016e-2,,,1.172e-15,5.076e-18,2.717e-28,1.016e-2,,8.146e-26
773.58,7.944e-3,,,1.172e-15,5.076e-18,2.717e-28,7.944e-3,,8.147e-26
773.6,4.816e-3,,,1.172e-15,5.078e-18,2.717e-28,4.816e-3,,8.149e-26
773.62,2.885e-3,,,1.171e-15,5.079e-18,2.716e-28,2.885e-3,,8.151e-26
773.63,2.223e-3,,,1.171e-15,5.080e-18,2.716e-28,2.223e-3,,8.151e-26
773.65,1.308e-3,,,1.171e-15,5.081e-18,2.715e-28,1.308e-3,,8.153e-26
773.67,7.602e-4,,,1.171e-15,5.083e-18,2.715e-28,7.602e-4,,8.155e-26
773.68,5.769e-4,,,1.171e-15,5.084e-18,2.715e-28,5.769e-4,,8.156e-26
773.7,3.293e-4,,,1.171e-15,5.085e-18,2.714e-28,3.293e-4,,8.158e-26
773.72,1.857e-4,,,1.171e-15,5.087e-18,2.713e-28,1.857e-4,,8.160e-26
773.73,1.389e-4,,,1.171e-15,5.087e-18,2.713e-28,1.389e-4,,8.161e-26
773.75,7.692e-5,,,1.171e-15,5.089e-18,2.713e-28,7.692e-5,,8.163e-26
773.77,4.209e-5,,,1.171e-15,5.090e-18,2.712e-28,4.209e-5,,8.165e-26
773.78,3.100e-5,,,1.171e-15,5.091e-18,2.712e-28,3.100e-5,,8.165e-26
773.8,1.666e-5,,,1.171e-15,5.092e-18,2.711e-28,1.666e-5,,8.167e-26
773.82,8.846e-6,,,1.171e-15,5.094e-18,2.711e-28,8.846e-6,,8.169e-26
773.83,6.417e-6,,,1.170e-15,5.095e-18,2.711e-28,6.417e-6,,8.170e-26
773.85,3.346e-6,,,1.170e-15,5.096e-18,2.710e-28,3.346e-6,,8.172e-26
773.86,2.406e-6,,,1.170e-15,5.097e-18,2.710e-28,2.406e-6,,8.173e-26
773.88,1.232e-6,,,1.170e-15,5.098e-18,2.709e-28,1.232e-6,,8.175e-26
773.9,6.234e-7,,,1.170e-15,5.100e-18,2.709e-28,6.234e-7,,8.177e-26
773.91,4.414e-7,,,1.170e-15,5.100e-18,2.708e-28,4.414e-7,,8.178e-26
773.93,2.194e-7,,,1.170e-15,5.102e-18,2.708e-28,2.194e-7,,8.179e-26
773.95,1.077e-7,,,1.170e-15,5.103e-18,2.707e-28,1.077e-7,,8.181e-26
773.96,7.513e-8,,,1.170e-15,5.104e-18,2.707e-28,7.513e-8,,8.182e-26
773.98,3.622e-8,,,1.170e-15,5.105e-18,2.707e-28,3.622e-8,,8.184e-26
774,1.726e-8,,,1.170e-15,5.107e-18,2.706e-28,1.726e-8,,8.186e-26
774.01,1.186e-8,,,1.170e-15,5.108e-18,2.706e-28,1.186e-8,,8.187e-26
774.03,5.548e-9,,,1.170e-15,5.109e-18,2.705e-28,5.548e-9,,8.189e-26
774.05,2.564e-9,,,1.169e-15,5.111e-18,2.705e-28,2.564e-9,,8.191e-26
774.06,1.736e-9,,,1.169e-15,5.111e-18,2.704e-28,1.736e-9,,8.192e-26
774.08,7.879e-10,,,1.169e-15,5.113e-18,2.704e-28,7.879e-10,,8.194e-26
774.1,3.534e-10,,,1.169e-15,5.114e-18,2.703e-28,3.534e-10,,8.195e-26
774.11,2.356e-10,,,1.169e-15,5.115e-18,2.703e-28,2.356e-10,,8.196e-26
774.13,1.038e-10,,,1.169e-15,5.116e-18,2.703e-28,1.038e-10,,8.198e-26
774.15,4.517e-11,,,1.169e-15,5.118e-18,2.702e-28,4.517e-11,,8.200e-26
774.16,2.966e-11,,,1.169e-15,5.119e-18,2.702e-28,2.966e-11,,8.201e-26
774.18,1.268e-11,,,1.169e-15,5.120e-18,2.701e-28,1.268e-11,,8.203e-26
774.2,5.354e-12,,,1.169e-15,5.122e-18,2.701e-28,5.354e-12,,8.205e-26
774.21,3.463e-12,,,1.169e-15,5.122e-18,2.701e-28,3.463e-12,,8.206e-26
774.23,1.436e-12,,,1.169e-15,5.124e-18,2.700e-28,1.436e-12,,8.208e-26
774.25,5.885e-13,,,1.169e-15,5.125e-18,2.699e-28,5.885e-13,,8.209e-26
774.26,3.750e-13,,,1.169e-15,5.126e-18,2.699e-28,3.750e-13,,8.210e-26
774.28,1.509e-13,,,1.168e-15,5.127e-18,2.699e-28,1.509e-13,,8.212e-26
774.29,9.529e-14,,,1.168e-15,5.128e-18,2.698e-28,9.529e-14,,8.213e-26
774.31,3.766e-14,,,1.168e-15,5.130e-18,2.698e-28,3.766e-14,,8.215e-26
774.33,1.470e-14,,,1.168e-15,5.131e-18,2.697e-28,1.470e-14,,8.217e-26
774.34,9.147e-15,,,1.168e-15,5.132e-18,2.697e-28,9.147e-15,,8.218e-26
774.36,3.507e-15,,,1.168e-15,5.133e-18,2.697e-28,3.507e-15,,8.220e-26
774.38,1.329e-15,,,1.168e-15,5.135e-18,2.696e-28,1.329e-15,,8.222e-26
774.39,8.142e-16,,,1.168e-15,5.135e-18,2.696e-28,8.142e-16,,8.223e-26
787.3,9.430e-26,,,1.109e-15,6.076e-18,2.354e-28,,,9.430e-26
787.32,2.491e-25,,,1.108e-15,6.077e-18,2.353e-28,,,2.491e-25
787.33,4.032e-25,,,1.108e-15,6.078e-18,2.353e-28,,,4.032e-25
787.35,1.047e-24,,,1.108e-15,6.080e-18,2.353e-28,,,1.047e-24
787.37,2.687e-24,,,1.108e-15,6.081e-18,2.352e-28,,,2.687e-24
787.38,4.287e-24,,,1.108e-15,6.082e-18,2.352e-28,,,4.287e-24
787.4,1.081e-23,,,1.108e-15,6.083e-18,2.351e-28,,,1.081e-23
787.42,2.697e-23,,,1.108e-15,6.085e-18,2.351e-28,,,2.697e-23
787.43,4.240e-23,,,1.108e-15,6.085e-18,2.350e-28,,,4.240e-23
787.45,1.039e-22,,,1.108e-15,6.087e-18,2.350e-28,,,1.039e-22
787.47,2.517e-22,,,1.108e-15,6.088e-18,2.349e-28,,,2.517e-22
787.48,3.901e-22,,,1.108e-15,6.089e-18,2.349e-28,,,3.901e-22
787.5,9.287e-22,,,1.108e-15,6.091e-18,2.349e-28,,,9.287e-22
787.51,1.427e-21,,,1.108e-15,6.091e-18,2.348e-28,,,1.427e-21
787.53,3.339e-21,,,1.107e-15,6.093e-18,2.348e-28,,,3.339e-21
787.55,7.722e-21,,,1.107e-15,6.094e-18,2.347e-28,,,7.722e-21
787.56,1.169e-20,,,1.107e-15,6.095e-18,2.347e-28,,,1.169e-20
787.58,2.658e-20,,,1.107e-15,6.096e-18,2.347e-28,,,2.658e-20
787.6,5.973e-20,,,1.107e-15,6.098e-18,2.346e-28,,,5.973e-20
787.61,8.915e-20,,,1.107e-15,6.099e-18,2.346e-28,,,8.915e-20
787.63,1.969e-19,,,1.107e-15,6.100e-18,2.345e-28,,,1.969e-19
787.65,4.298e-19,,,1.107e-15,6.101e-18,2.345e-28,,,4.298e-19
787.66,6.323e-19,,,1.107e-15,6.102e-18,2.344e-28,,,6.323e-19
787.68,1.357e-18,,,1.107e-15,6.104e-18,2.344e-28,,,1.357e-18
787.7,2.877e-18,,,1.107e-15,6.105e-18,2.343e-28,,,2.877e-18
787.71,4.172e-18,,,1.107e-15,6.106e-18,2.343e-28,,,4.172e-18
787.73,8.695e-18,,,1.107e-15,6.107e-18,2.343e-28,,,8.695e-18
787.75,1.792e-17,,,1.106e-15,6.109e-18,2.342e-28,,,1.792e-17
787.76,2.561e-17,,,1.106e-15,6.109e-18,2.342e-28,,,2.561e-17
787.78,5.185e-17,,,1.106e-15,6.111e-18,2.341e-28,,,5.185e-17
787.8,1.038e-16,,,1.106e-15,6.112e-18,2.341e-28,,,1.038e-16
787.81,1.462e-16,,,1.106e-15,6.113e-18,2.340e-28,,,1.462e-16
787.83,2.876e-16,,,1.106e-15,6.115e-18,2.340e-28,,,2.876e-16
787.85,5.593e-16,,,1.106e-15,6.116e-18,2.339e-28,,,5.593e-16
787.86,7.765e-16,,,1.106e-15,6.117e-18,2.339e-28,,,7.765e-16
787.88,1.484e-15,,,1.106e-15,6.118e-18,2.339e-28,,,1.484e-15
787.89,2.043e-15,,,1.106e-15,6.119e-18,2.338e-28,,,2.043e-15
787.91,3.837e-15,,,1.106e-15,6.120e-18,2.338e-28,,,3.837e-15
787.93,7.124e-15,,,1.106e-15,6.122e-18,2.337e-28,,,7.124e-15
787.94,9.665e-15,,,1.106e-15,6.123e-18,2.337e-28,,,9.665e-15
787.96,1.764e-14,,,1.105e-15,6.124e-18,2.336e-28,,,1.764e-14
787.98,3.181e-14,,,1.105e-15,6.125e-18,2.336e-28,,,3.181e-14
787.99,4.254e-14,,,1.105e-15,6.126e-18,2.336e-28,,,4.254e-14
788.01,7.541e-14,,,1.105e-15,6.128e-18,2.335e-28,,,7.541e-14
788.03,1.321e-13,,,1.105e-15,6.129e-18,2.335e-28,,,1.321e-13
788.04,1.742e-13,,,1.105e-15,6.130e-18,2.334e-28,,,1.742e-13
788.06,3.000e-13,,,1.105e-15,6.131e-18,2.334e-28,,,3.000e-13
788.08,5.106e-13,,,1.105e-15,6.133e-18,2.333e-28,,,5.106e-13
788.09,6.634e-13,,,1.105e-15,6.133e-18,2.333e-28,,,6.634e-13
788.11,1.110e-12,,,1.105e-15,6.135e-18,2.332e-28,,,1.110e-12
788.13,1.836e-12,,,1.105e-15,6.136e-18,2.332e-28,,,1.836e-12
788.14,2.351e-12,,,1.105e-15,6.137e-18,2.332e-28,,,2.351e-12
788.16,3.821e-12,,,1.105e-15,6.139e-18,2.331e-28,,,3.821e-12
788.18,6.139e-12,,,1.104e-15,6.140e-18,2.331e-28,,,6.139e-12
788.19,7.748e-12,,,1.104e-15,6.141e-18,2.330e-28,,,7.748e-12
788.21,1.223e-11,,,1.104e-15,6.142e-18,2.330e-28,,,1.223e-11
788.23,1.910e-11,,,1.104e-15,6.144e-18,2.329e-28,,,1.910e-11
788.24,2.376e-11,,,1.104e-15,6.144e-18,2.329e-28,,,2.376e-11
788.26,3.645e-11,,,1.104e-15,6.146e-18,2.329e-28,,,3.645e-11
788.27,4.495e-11,,,1.104e-15,6.147e-18,2.328e-28,,,4.495e-11
788.29,6.777e-11,,,1.104e-15,6.148e-18,2.328e-28,,,6.777e-11
788.31,1.010e-10,,,1.104e-15,6.150e-18,2.327e-28,,,1.010e-10
788.32,1.228e-10,,,1.104e-15,6.150e-18,2.327e-28,,,1.228e-10
788.34,1.798e-10,,,1.104e-15,6.152e-18,2.326e-28,,,1.798e-10
788.36,2.604e-10,,,1.104e-15,6.153e-18,2.326e-28,,,2.604e-10
788.37,3.119e-10,,,1.104e-15,6.154e-18,2.326e-28,,,3.119e-10
788.39,4.439e-10,,,1.103e-15,6.155e-18,2.325e-28,,,4.439e-10
788.41,6.244e-10,,,1.103e-15,6.157e-18,2.325e-28,,,6.244e-10
788.42,7.373e-10,,,1.103e-15,6.158e-18,2.324e-28,,,7.373e-10
788.44,1.019e-9,,,1.103e-15,6.159e-18,2.324e-28,,,1.019e-9
788.46,1.393e-9,,,1.103e-15,6.160e-18,2.323e-28,,,1.393e-9
788.47,1.621e-9,,,1.103e-15,6.161e-18,2.323e-28,,,1.621e-9
788.49,2.177e-9,,,1.103e-15,6.163e-18,2.322e-28,,,2.177e-9
788.51,2.891e-9,,,1.103e-15,6.164e-18,2.322e-28,,,2.891e-9
788.52,3.316e-9,,,1.103e-15,6.165e-18,2.322e-28,,,3.316e-9
788.54,4.327e-9,,,1.103e-15,6.166e-18,2.321e-28,,,4.327e-9
788.56,5.581e-9,,,1.103e-15,6.168e-18,2.321e-28,,,5.581e-9
788.57,6.311e-9,,,1.103e-15,6.168e-18,2.320e-28,,,6.311e-9
788.59,7.999e-9,,,1.103e-15,6.170e-18,2.320e-28,,,7.999e-9
788.61,1.002e-8,,,1.102e-15,6.171e-18,2.319e-28,,,1.002e-8
788.62,1.117e-8,,,1.102e-15,6.172e-18,2.319e-28,,,1.117e-8
788.64,1.376e-8,,,1.102e-15,6.174e-18,2.318e-28,,,1.376e-8
788.65,1.520e-8,,,1.102e-15,6.174e-18,2.318e-28,,,1.520e-8
788.67,1.840e-8,,,1.102e-15,6.176e-18,2.318e-28,,,1.840e-8
788.69,2.201e-8,,,1.102e-15,6.177e-18,2.317e-28,,,2.201e-8
788.7,2.397e-8,,,1.102e-15,6.178e-18,2.317e-28,,,2.397e-8
788.72,2.818e-8,,,1.102e-15,6.179e-18,2.316e-28,,,2.818e-8
788.74,3.275e-8,,,1.102e-15,6.181e-18,2.316e-28,,,3.275e-8
788.75,3.516e-8,,,1.102e-15,6.182e-18,2.316e-28,,,3.516e-8
788.77,4.016e-8,,,1.102e-15,6.183e-18,2.315e-28,,,4.016e-8
788.79,4.534e-8,,,1.102e-15,6.184e-18,2.314e-28,,,4.534e-8
788.8,4.797e-8,,,1.102e-15,6.185e-18,2.314e-28,,,4.797e-8
788.82,5.324e-8,,,1.102e-15,6.187e-18,2.314e-28,,,5.324e-8
788.84,5.840e-8,,,1.101e-15,6.188e-18,2.313e-28,,,5.840e-8
788.85,6.090e-8,,,1.101e-15,6.189e-18,2.313e-28,,,6.090e-8
788.87,6.565e-8,,,1.101e-15,6.190e-18,2.312e-28,,,6.565e-8
788.89,6.997e-8,,,1.101e-15,6.192e-18,2.312e-28,,,6.997e-8
788.9,7.191e-8,,,1.101e-15,6.193e-18,2.312e-28,,,7.191e-8
788.92,7.532e-8,,,1.101e-15,6.194e-18,2.311e-28,,,7.532e-8
788.94,7.798e-8,,,1.101e-15,6.195e-18,2.311e-28,,,7.798e-8
788.95,7.900e-8,,,1.101e-15,6.196e-18,2.310e-28,,,7.900e-8
788.97,8.038e-8,,,1.101e-15,6.198e-18,2.310e-28,,,8.038e-8
788.99,8.085e-8,,,1.101e-15,6.199e-18,2.309e-28,,,8.085e-8
789,8.073e-8,,,1.101e-15,6.200e-18,2.309e-28,,,8.073e-8
789.02,7.980e-8,,,1.101e-15,6.201e-18,2.308e-28,,,7.980e-8
789.03,7.900e-8,,,1.101e-15,6.202e-18,2.308e-28,,,7.900e-8
789.05,7.675e-8,,,1.100e-15,6.203e-18,2.308e-28,,,7.675e-8
789.07,7.370e-8,,,1.100e-15,6.205e-18,2.307e-28,,,7.370e-8
789.08,7.191e-8,,,1.100e-15,6.206e-18,2.307e-28,,,7.191e-8
789.1,6.787e-8,,,1.100e-15,6.207e-18,2.306e-28,,,6.787e-8
789.12,6.332e-8,,,1.100e-15,6.209e-18,2.306e-28,,,6.332e-8
789.13,6.090e-8,,,1.100e-15,6.209e-18,2.305e-28,,,6.090e-8
789.15,5.584e-8,,,1.100e-15,6.211e-18,2.305e-28,,,5.584e-8
789.17,5.061e-8,,,1.100e-15,6.212e-18,2.304e-28,,,5.061e-8
789.18,4.797e-8,,,1.100e-15,6.213e-18,2.304e-28,,,4.797e-8
789.2,4.273e-8,,,1.100e-15,6.214e-18,2.304e-28,,,4.273e-8
789.22,3.763e-8,,,1.100e-15,6.216e-18,2.303e-28,,,3.763e-8
789.23,3.516e-8,,,1.100e-15,6.217e-18,2.303e-28,,,3.516e-8
789.25,3.042e-8,,,1.100e-15,6.218e-18,2.302e-28,,,3.042e-8
789.27,2.603e-8,,,1.099e-15,6.219e-18,2.302e-28,,,2.603e-8
789.28,2.397e-8,,,1.099e-15,6.220e-18,2.302e-28,,,2.397e-8
789.3,2.015e-8,,,1.099e-15,6.222e-18,2.301e-28,,,2.015e-8
789.32,1.675e-8,,,1.099e-15,6.223e-18,2.300e-28,,,1.675e-8
789.33,1.520e-8,,,1.099e-15,6.224e-18,2.300e-28,,,1.520e-8
789.35,1.241e-8,,,1.099e-15,6.225e-18,2.300e-28,,,1.241e-8
789.37,1.002e-8,,,1.099e-15,6.227e-18,2.299e-28,,,1.002e-8
789.38,8.967e-9,,,1.099e-15,6.227e-18,2.299e-28,,,8.967e-9
789.4,7.115e-9,,,1.099e-15,6.229e-18,2.298e-28,,,7.115e-9
789.41,6.311e-9,,,1.099e-15,6.230e-18,2.298e-28,,,6.311e-9
789.43,4.921e-9,,,1.099e-15,6.231e-18,2.298e-28,,,4.921e-9
789.45,3.794e-9,,,1.099e-15,6.233e-18,2.297e-28,,,3.794e-9
789.46,3.316e-9,,,1.099e-15,6.233e-18,2.297e-28,,,3.316e-9
789.48,2.513e-9,,,1.098e-15,6.235e-18,2.296e-28,,,2.513e-9
789.5,1.882e-9,,,1.098e-15,6.236e-18,2.296e-28,,,1.882e-9
789.51,1.621e-9,,,1.098e-15,6.237e-18,2.295e-28,,,1.621e-9
789.53,1.193e-9,,,1.098e-15,6.238e-18,2.295e-28,,,1.193e-9
789.55,8.682e-10,,,1.098e-15,6.240e-18,2.294e-28,,,8.682e-10
789.56,7.373e-10,,,1.098e-15,6.241e-18,2.294e-28,,,7.373e-10
789.58,5.272e-10,,,1.098e-15,6.242e-18,2.294e-28,,,5.272e-10
789.6,3.726e-10,,,1.098e-15,6.244e-18,2.293e-28,,,3.726e-10
789.61,3.119e-10,,,1.098e-15,6.244e-18,2.293e-28,,,3.119e-10
789.63,2.167e-10,,,1.098e-15,6.246e-18,2.292e-28,,,2.167e-10
789.65,1.488e-10,,,1.098e-15,6.247e-18,2.292e-28,,,1.488e-10
789.66,1.228e-10,,,1.098e-15,6.248e-18,2.291e-28,,,1.228e-10
789.68,8.285e-11,,,1.098e-15,6.249e-18,2.291e-28,,,8.285e-11
789.7,5.527e-11,,,1.097e-15,6.251e-18,2.290e-28,,,5.527e-11
789.71,4.495e-11,,,1.097e-15,6.252e-18,2.290e-28,,,4.495e-11
789.73,2.947e-11,,,1.097e-15,6.253e-18,2.290e-28,,,2.947e-11
789.75,1.910e-11,,,1.097e-15,6.254e-18,2.289e-28,,,1.910e-11
789.76,1.531e-11,,,1.097e-15,6.255e-18,2.289e-28,,,1.531e-11
789.78,9.750e-12,,,1.097e-15,6.257e-18,2.288e-28,,,9.750e-12
789.8,6.139e-12,,,1.097e-15,6.258e-18,2.288e-28,,,6.139e-12
789.81,4.850e-12,,,1.097e-15,6.259e-18,2.287e-28,,,4.850e-12
789.83,3.001e-12,,,1.097e-15,6.260e-18,2.287e-28,,,3.001e-12
789.84,2.351e-12,,,1.097e-15,6.261e-18,2.287e-28,,,2.351e-12
789.86,1.429e-12,,,1.097e-15,6.262e-18,2.286e-28,,,1.429e-12
789.88,8.593e-13,,,1.097e-15,6.264e-18,2.286e-28,,,8.593e-13
789.89,6.634e-13,,,1.097e-15,6.265e-18,2.285e-28,,,6.634e-13
789.91,3.919e-13,,,1.097e-15,6.266e-18,2.285e-28,,,3.919e-13
789.93,2.289e-13,,,1.096e-15,6.268e-18,2.284e-28,,,2.289e-13
789.94,1.742e-13,,,1.096e-15,6.268e-18,2.284e-28,,,1.742e-13
789.96,9.997e-14,,,1.096e-15,6.270e-18,2.284e-28,,,9.997e-14
789.98,5.672e-14,,,1.096e-15,6.271e-18,2.283e-28,,,5.672e-14
