Wavelength (nm),Sum(calc),Ti I (5.4e-2),Ti II (9.4e-1),Ti III (1.9e-3)
748.05,4.052e-8,1.174e-13,,4.052e-8
748.08,4.799e-8,1.173e-13,,4.799e-8
748.1,5.334e-8,1.173e-13,,5.334e-8
748.12,5.895e-8,1.173e-13,,5.895e-8
748.15,6.776e-8,1.173e-13,,6.776e-8
748.17,7.382e-8,1.172e-13,,7.382e-8
748.2,8.305e-8,1.172e-13,,8.305e-8
748.22,8.920e-8,1.172e-13,,8.920e-8
748.25,9.823e-8,1.172e-13,,9.823e-8
748.27,1.040e-7,1.171e-13,,1.040e-7
748.3,1.121e-7,1.171e-13,,1.121e-7
748.32,1.170e-7,1.171e-13,,1.170e-7
748.35,1.235e-7,1.170e-13,,1.235e-7
748.37,1.270e-7,1.170e-13,,1.270e-7
748.4,1.312e-7,1.170e-13,,1.312e-7
748.42,1.331e-7,1.170e-13,,1.331e-7
748.45,1.345e-7,1.169e-13,,1.345e-7
748.47,1.346e-7,1.169e-13,,1.346e-7
748.49,1.338e-7,1.169e-13,,1.338e-7
748.52,1.314e-7,1.169e-13,,1.314e-7
748.54,1.288e-7,1.168e-13,,1.288e-7
748.57,1.238e-7,1.168e-13,,1.238e-7
748.59,1.198e-7,1.168e-13,,1.198e-7
748.62,1.128e-7,1.168e-13,,1.128e-7
748.64,1.077e-7,1.167e-13,,1.077e-7
748.67,9.955e-8,1.167e-13,,9.955e-8
748.69,9.392e-8,1.167e-13,,9.392e-8
748.72,8.541e-8,1.167e-13,,8.541e-8
748.74,7.984e-8,1.166e-13,,7.984e-8
748.77,7.183e-8,1.166e-13,,7.183e-8
748.79,6.685e-8,1.166e-13,,6.685e-8
748.82,6.012e-8,1.165e-13,,6.012e-8
748.84,5.621e-8,1.165e-13,,5.621e-8
748.86,5.285e-8,1.165e-13,,5.285e-8
748.89,4.895e-8,1.165e-13,,4.895e-8
748.91,4.718e-8,1.164e-13,,4.718e-8
748.94,4.585e-8,1.164e-13,,4.585e-8
748.96,4.589e-8,1.164e-13,,4.589e-8
748.99,4.741e-8,1.164e-13,,4.741e-8
749.01,4.940e-8,1.163e-13,,4.940e-8
749.04,5.386e-8,1.163e-13,,5.386e-8
749.06,5.780e-8,1.163e-13,,5.780e-8
749.09,6.512e-8,1.163e-13,,6.512e-8
749.11,7.089e-8,1.162e-13,,7.089e-8
749.14,8.075e-8,1.162e-13,,8.075e-8
749.16,8.805e-8,1.162e-13,,8.805e-8
749.19,9.990e-8,1.161e-13,,9.990e-8
749.21,1.083e-7,1.161e-13,,1.083e-7
749.23,1.169e-7,1.161e-13,,1.169e-7
749.26,1.301e-7,1.161e-13,,1.301e-7
749.28,1.390e-7,1.161e-13,,1.390e-7
749.31,1.519e-7,1.160e-13,,1.519e-7
749.33,1.601e-7,1.160e-13,,1.601e-7
749.36,1.716e-7,1.160e-13,,1.716e-7
749.38,1.784e-7,1.159e-13,,1.784e-7
749.41,1.873e-7,1.159e-13,,1.873e-7
749.43,1.921e-7,1.159e-13,,1.921e-7
749.46,1.975e-7,1.159e-13,,1.975e-7
749.48,1.997e-7,1.158e-13,,1.997e-7
749.51,2.010e-7,1.158e-13,,2.010e-7
749.53,2.004e-7,1.158e-13,,2.004e-7
749.56,1.975e-7,1.158e-13,,1.975e-7
749.58,1.941e-7,1.157e-13,,1.941e-7
749.61,1.873e-7,1.157e-13,,1.873e-7
749.63,1.816e-7,1.157e-13,,1.816e-7
749.65,1.750e-7,1.157e-13,,1.750e-7
749.68,1.640e-7,1.156e-13,,1.640e-7
749.7,1.560e-7,1.156e-13,,1.560e-7
749.73,1.433e-7,1.156e-13,,1.433e-7
749.75,1.346e-7,1.155e-13,,1.346e-7
749.78,1.214e-7,1.155e-13,,1.214e-7
749.8,1.128e-7,1.155e-13,,1.128e-7
749.83,1.004e-7,1.155e-13,,1.004e-7
749.85,9.270e-8,1.154e-13,,9.270e-8
749.88,8.217e-8,1.154e-13,,8.217e-8
749.9,7.603e-8,1.154e-13,,7.603e-8
749.93,6.835e-8,1.154e-13,,6.835e-8
749.95,6.440e-8,1.153e-13,,6.440e-8
749.98,6.044e-8,1.153e-13,,6.044e-8
750,5.924e-8,1.153e-13,,5.924e-8
750.02,5.929e-8,1.153e-13,,5.929e-8
750.05,6.189e-8,1.152e-13,,6.189e-8
750.07,6.542e-8,1.152e-13,,6.542e-8
750.1,7.363e-8,1.152e-13,,7.363e-8
750.12,8.114e-8,1.152e-13,,8.114e-8
750.15,9.567e-8,1.151e-13,,9.567e-8
750.17,1.076e-7,1.151e-13,,1.076e-7
750.2,1.290e-7,1.151e-13,,1.290e-7
750.22,1.456e-7,1.150e-13,,1.456e-7
750.25,1.741e-7,1.150e-13,,1.741e-7
750.27,1.954e-7,1.150e-13,,1.954e-7
750.3,2.306e-7,1.150e-13,,2.306e-7
750.32,2.561e-7,1.149e-13,,2.561e-7
750.35,2.971e-7,1.149e-13,,2.971e-7
750.37,3.258e-7,1.149e-13,,3.258e-7
750.39,3.555e-7,1.149e-13,,3.555e-7
750.42,4.010e-7,1.148e-13,,4.010e-7
750.44,4.316e-7,1.148e-13,,4.316e-7
750.47,4.768e-7,1.148e-13,,4.768e-7
750.49,5.060e-7,1.148e-13,,5.060e-7
750.52,5.474e-7,1.147e-13,,5.474e-7
750.54,5.728e-7,1.147e-13,,5.728e-7
750.57,6.067e-7,1.147e-13,,6.067e-7
750.59,6.259e-7,1.146e-13,,6.259e-7
750.62,6.490e-7,1.146e-13,,6.490e-7
750.64,6.602e-7,1.146e-13,,6.602e-7
750.67,6.702e-7,1.146e-13,,6.702e-7
750.69,6.722e-7,1.145e-13,,6.722e-7
750.72,6.681e-7,1.145e-13,,6.681e-7
750.74,6.607e-7,1.145e-13,,6.607e-7
750.76,6.497e-7,1.145e-13,,6.497e-7
750.79,6.270e-7,1.144e-13,,6.270e-7
750.81,6.080e-7,1.144e-13,,6.080e-7
750.84,5.747e-7,1.144e-13,,5.747e-7
750.86,5.497e-7,1.144e-13,,5.497e-7
750.89,5.091e-7,1.143e-13,,5.091e-7
750.91,4.806e-7,1.143e-13,,4.806e-7
750.94,4.366e-7,1.143e-13,,4.366e-7
750.96,4.070e-7,1.143e-13,,4.070e-7
750.99,3.632e-7,1.142e-13,,3.632e-7
751.01,3.349e-7,1.142e-13,,3.349e-7
751.04,2.945e-7,1.142e-13,,2.945e-7
751.06,2.693e-7,1.141e-13,,2.693e-7
751.09,2.347e-7,1.141e-13,,2.347e-7
751.11,2.138e-7,1.141e-13,,2.138e-7
751.14,1.862e-7,1.141e-13,,1.862e-7
751.16,1.703e-7,1.140e-13,,1.703e-7
751.18,1.563e-7,1.140e-13,,1.563e-7
751.21,1.391e-7,1.140e-13,,1.391e-7
751.23,1.299e-7,1.140e-13,,1.299e-7
751.26,1.194e-7,1.139e-13,,1.194e-7
751.28,1.144e-7,1.139e-13,,1.144e-7
751.31,1.095e-7,1.139e-13,,1.095e-7
751.33,1.077e-7,1.139e-13,,1.077e-7
751.36,1.069e-7,1.138e-13,,1.069e-7
751.38,1.074e-7,1.138e-13,,1.074e-7
751.41,1.091e-7,1.138e-13,,1.091e-7
751.43,1.108e-7,1.137e-13,,1.108e-7
751.46,1.136e-7,1.137e-13,,1.136e-7
751.48,1.155e-7,1.137e-13,,1.155e-7
751.51,1.180e-7,1.137e-13,,1.180e-7
751.53,1.194e-7,1.136e-13,,1.194e-7
751.55,1.204e-7,1.136e-13,,1.204e-7
751.58,1.211e-7,1.136e-13,,1.211e-7
751.6,1.209e-7,1.136e-13,,1.209e-7
751.63,1.195e-7,1.135e-13,,1.195e-7
751.65,1.179e-7,1.135e-13,,1.179e-7
751.68,1.144e-7,1.135e-13,,1.144e-7
751.7,1.113e-7,1.135e-13,,1.113e-7
751.73,1.059e-7,1.134e-13,,1.059e-7
751.75,1.017e-7,1.134e-13,,1.017e-7
751.78,9.475e-8,1.134e-13,,9.475e-8
751.8,8.975e-8,1.134e-13,,8.975e-8
751.83,8.189e-8,1.133e-13,,8.189e-8
751.85,7.649e-8,1.133e-13,,7.649e-8
751.88,6.833e-8,1.133e-13,,6.833e-8
751.9,6.294e-8,1.132e-13,,6.294e-8
751.92,5.764e-8,1.132e-13,,5.764e-8
751.95,4.999e-8,1.132e-13,,4.999e-8
751.97,4.514e-8,1.132e-13,,4.514e-8
752,3.833e-8,1.131e-13,,3.833e-8
752.02,3.413e-8,1.131e-13,,3.413e-8
752.05,2.837e-8,1.131e-13,,2.837e-8
752.07,2.490e-8,1.131e-13,,2.490e-8
752.1,2.027e-8,1.130e-13,,2.027e-8
752.12,1.754e-8,1.130e-13,,1.754e-8
752.15,1.397e-8,1.130e-13,,1.397e-8
752.17,1.192e-8,1.130e-13,,1.192e-8
752.2,9.300e-9,1.129e-13,,9.300e-9
752.22,7.824e-9,1.129e-13,,7.824e-9
752.25,5.974e-9,1.129e-13,,5.974e-9
752.27,4.955e-9,1.128e-13,,4.955e-9
752.3,3.704e-9,1.128e-13,,3.704e-9
752.32,3.029e-9,1.128e-13,,3.029e-9
752.34,2.464e-9,1.128e-13,,2.464e-9
752.37,1.788e-9,1.127e-13,,1.788e-9
752.39,1.433e-9,1.127e-13,,1.433e-9
752.42,1.018e-9,1.127e-13,,1.018e-9
752.44,8.048e-10,1.127e-13,,8.048e-10
752.47,5.597e-10,1.126e-13,,5.597e-10
752.49,4.362e-10,1.126e-13,,4.362e-10
752.52,2.970e-10,1.126e-13,,2.970e-10
752.54,2.282e-10,1.126e-13,,2.282e-10
752.57,1.521e-10,1.125e-13,,1.521e-10
752.59,1.152e-10,1.125e-13,,1.152e-10
752.62,7.518e-11,1.125e-13,,7.518e-11
752.64,5.616e-11,1.125e-13,,5.616e-11
752.67,3.587e-11,1.124e-13,,3.587e-11
752.69,2.642e-11,1.124e-13,,2.642e-11
752.71,1.935e-11,1.124e-13,,1.935e-11
752.74,1.200e-11,1.123e-13,,1.200e-11
752.76,8.662e-12,1.123e-13,,8.662e-12
752.79,5.260e-12,1.123e-13,,5.260e-12
752.81,3.747e-12,1.123e-13,,3.747e-12
752.84,2.234e-12,1.122e-13,,2.234e-12
752.86,1.576e-12,1.122e-13,,1.576e-12
752.89,9.368e-13,1.122e-13,,9.368e-13
752.91,6.726e-13,1.122e-13,,6.726e-13
752.94,4.413e-13,1.121e-13,,4.413e-13
752.96,3.706e-13,1.121e-13,,3.706e-13
752.99,3.696e-13,1.121e-13,,3.696e-13
753.01,4.406e-13,1.121e-13,,4.406e-13
753.04,6.811e-13,1.120e-13,,6.811e-13
753.06,9.633e-13,1.120e-13,,9.633e-13
753.08,1.385e-12,1.120e-13,,1.385e-12
753.11,2.405e-12,1.119e-13,,2.405e-12
753.13,3.467e-12,1.119e-13,,3.467e-12
753.16,5.952e-12,1.119e-13,,5.952e-12
753.18,8.478e-12,1.119e-13,,8.478e-12
753.21,1.427e-11,1.118e-13,,1.427e-11
753.23,2.005e-11,1.118e-13,,2.005e-11
753.26,3.304e-11,1.118e-13,,3.304e-11
753.28,4.578e-11,1.118e-13,,4.578e-11
753.31,7.388e-11,1.117e-13,,7.388e-11
753.33,1.009e-10,1.117e-13,,1.009e-10
753.36,1.595e-10,1.117e-13,,1.595e-10
753.38,2.149e-10,1.117e-13,,2.149e-10
753.41,3.324e-10,1.116e-13,,3.324e-10
753.43,4.416e-10,1.116e-13,,4.416e-10
753.45,5.833e-10,1.116e-13,,5.833e-10
753.48,8.762e-10,1.116e-13,,8.762e-10
753.5,1.141e-9,1.115e-13,,1.141e-9
753.53,1.678e-9,1.115e-13,,1.678e-9
753.55,2.156e-9,1.115e-13,,2.156e-9
753.58,3.104e-9,1.114e-13,,3.104e-9
753.6,3.931e-9,1.114e-13,,3.931e-9
753.63,5.543e-9,1.114e-13,,5.543e-9
753.65,6.922e-9,1.114e-13,,6.922e-9
753.68,9.557e-9,1.113e-13,,9.557e-9
753.7,1.177e-8,1.113e-13,,1.177e-8
753.73,1.591e-8,1.113e-13,,1.591e-8
753.75,1.931e-8,1.113e-13,,1.931e-8
753.78,2.556e-8,1.112e-13,,2.556e-8
753.8,3.060e-8,1.112e-13,,3.060e-8
753.83,3.966e-8,1.112e-13,,3.966e-8
753.85,4.682e-8,1.112e-13,,4.682e-8
753.87,5.495e-8,1.111e-13,,5.495e-8
753.9,6.915e-8,1.111e-13,,6.915e-8
753.92,8.004e-8,1.111e-13,,8.004e-8
753.95,9.861e-8,1.110e-13,,9.861e-8
753.97,1.125e-7,1.110e-13,,1.125e-7
754,1.358e-7,1.110e-13,,1.358e-7
754.02,1.528e-7,1.110e-13,,1.528e-7
754.05,1.805e-7,1.109e-13,,1.805e-7
754.07,2.003e-7,1.109e-13,,2.003e-7
754.1,2.316e-7,1.109e-13,,2.316e-7
754.12,2.534e-7,1.109e-13,,2.534e-7
754.15,2.870e-7,1.108e-13,,2.870e-7
754.17,3.096e-7,1.108e-13,,3.096e-7
754.2,3.433e-7,1.108e-13,,3.433e-7
754.22,3.652e-7,1.108e-13,,3.652e-7
754.24,3.863e-7,1.107e-13,,3.863e-7
754.27,4.159e-7,1.107e-13,,4.159e-7
754.29,4.338e-7,1.107e-13,,4.338e-7
754.32,4.573e-7,1.106e-13,,4.573e-7
754.34,4.704e-7,1.106e-13,,4.704e-7
754.37,4.855e-7,1.106e-13,,4.855e-7
754.39,4.923e-7,1.106e-13,,4.923e-7
754.42,4.976e-7,1.105e-13,,4.976e-7
754.44,4.976e-7,1.105e-13,,4.976e-7
754.47,4.923e-7,1.105e-13,,4.923e-7
754.49,4.855e-7,1.105e-13,,4.855e-7
754.52,4.704e-7,1.104e-13,,4.704e-7
754.54,4.573e-7,1.104e-13,,4.573e-7
754.57,4.338e-7,1.104e-13,,4.338e-7
754.59,4.159e-7,1.104e-13,,4.159e-7
754.61,3.965e-7,1.103e-13,,3.965e-7
754.64,3.652e-7,1.103e-13,,3.652e-7
754.66,3.433e-7,1.103e-13,,3.433e-7
754.69,3.096e-7,1.103e-13,,3.096e-7
754.71,2.870e-7,1.102e-13,,2.870e-7
754.74,2.534e-7,1.102e-13,,2.534e-7
754.76,2.316e-7,1.102e-13,,2.316e-7
754.79,2.003e-7,1.101e-13,,2.003e-7
754.81,1.805e-7,1.101e-13,,1.805e-7
754.84,1.528e-7,1.101e-13,,1.528e-7
754.86,1.358e-7,1.101e-13,,1.358e-7
754.89,1.125e-7,1.100e-13,,1.125e-7
754.91,9.861e-8,1.100e-13,,9.861e-8
754.94,8.004e-8,1.100e-13,,8.004e-8
754.96,6.915e-8,1.100e-13,,6.915e-8
754.98,5.941e-8,1.099e-13,,5.941e-8
755.01,4.682e-8,1.099e-13,,4.682e-8
755.03,3.966e-8,1.099e-13,,3.966e-8
755.06,3.060e-8,1.099e-13,,3.060e-8
755.08,2.556e-8,1.098e-13,,2.556e-8
755.11,1.931e-8,1.098e-13,,1.931e-8
755.13,1.591e-8,1.098e-13,,1.591e-8
755.16,1.177e-8,1.097e-13,,1.177e-8
755.18,9.557e-9,1.097e-13,,9.557e-9
755.21,6.922e-9,1.097e-13,,6.922e-9
755.23,5.543e-9,1.097e-13,,5.543e-9
755.26,3.931e-9,1.096e-13,,3.931e-9
755.28,3.104e-9,1.096e-13,,3.104e-9
755.31,2.156e-9,1.096e-13,,2.156e-9
755.33,1.678e-9,1.096e-13,,1.678e-9
755.36,1.141e-9,1.095e-13,,1.141e-9
755.38,8.762e-10,1.095e-13,,8.762e-10
755.4,6.689e-10,1.095e-13,,6.689e-10
755.43,4.416e-10,1.095e-13,,4.416e-10
755.45,3.324e-10,1.094e-13,,3.324e-10
755.48,2.149e-10,1.094e-13,,2.149e-10
755.5,1.595e-10,1.094e-13,,1.595e-10
755.53,1.009e-10,1.094e-13,,1.009e-10
755.55,7.388e-11,1.093e-13,,7.388e-11
755.58,4.578e-11,1.093e-13,,4.578e-11
755.6,3.304e-11,1.093e-13,,3.304e-11
755.63,2.005e-11,1.092e-13,,2.005e-11
755.65,1.427e-11,1.092e-13,,1.427e-11
755.68,8.476e-12,1.092e-13,,8.476e-12
755.7,5.948e-12,1.092e-13,,5.948e-12
755.73,3.460e-12,1.091e-13,,3.460e-12
755.75,2.394e-12,1.091e-13,,2.394e-12
755.77,1.647e-12,1.091e-13,,1.647e-12
755.8,9.302e-13,1.091e-13,,9.302e-13
755.82,6.311e-13,1.090e-13,,6.311e-13
755.85,3.490e-13,1.090e-13,,3.490e-13
755.87,2.335e-13,1.090e-13,,2.335e-13
755.9,1.264e-13,1.090e-13,,1.264e-13
755.92,8.338e-14,1.089e-13,,8.338e-14
755.95,4.421e-14,1.089e-13,,4.421e-14
755.97,2.875e-14,1.089e-13,,2.875e-14
756,1.493e-14,1.088e-13,,1.493e-14
756.02,9.572e-15,1.088e-13,,9.572e-15
756.05,4.865e-15,1.088e-13,,4.865e-15
756.07,3.077e-15,1.088e-13,,3.077e-15
756.1,1.531e-15,1.087e-13,,1.531e-15
756.12,9.548e-16,1.087e-13,,9.548e-16
756.14,5.921e-16,1.087e-13,,5.921e-16
756.17,2.861e-16,1.087e-13,,2.861e-16
756.19,1.749e-16,1.086e-13,,1.749e-16
756.22,8.275e-17,1.086e-13,,8.275e-17
756.24,4.989e-17,1.086e-13,,4.989e-17
756.27,2.311e-17,1.086e-13,,2.311e-17
756.29,1.374e-17,1.085e-13,,1.374e-17
756.32,6.231e-18,1.085e-13,,6.231e-18
756.34,3.653e-18,1.085e-13,,3.653e-18
756.37,1.622e-18,1.085e-13,,1.622e-18
756.39,9.376e-19,1.084e-13,,9.376e-19
756.42,4.077e-19,1.084e-13,,4.077e-19
756.44,2.324e-19,1.084e-13,,2.324e-19
756.47,9.893e-20,1.083e-13,,9.893e-20
756.49,5.560e-20,1.083e-13,,5.560e-20
756.52,2.318e-20,1.083e-13,,2.318e-20
756.54,1.284e-20,1.083e-13,,1.284e-20
756.56,7.077e-21,1.082e-13,,7.077e-21
756.59,2.865e-21,1.082e-13,,2.865e-21
756.61,1.556e-21,1.082e-13,,1.556e-21
756.64,6.168e-22,1.082e-13,,6.168e-22
756.66,3.305e-22,1.081e-13,,3.305e-22
756.69,1.282e-22,1.081e-13,,1.282e-22
831.34,2.941e-23,2.809e-14,,2.941e-23
831.36,5.228e-23,2.807e-14,,5.228e-23
831.39,1.229e-22,2.804e-14,,1.229e-22
831.41,2.159e-22,2.802e-14,,2.159e-22
831.44,4.986e-22,2.799e-14,,4.986e-22
831.46,8.661e-22,2.796e-14,,8.661e-22
831.49,1.966e-21,2.793e-14,,1.966e-21
831.51,3.377e-21,2.791e-14,,3.377e-21
831.54,7.533e-21,2.788e-14,,7.533e-21
831.56,1.279e-20,2.786e-14,,1.279e-20
831.59,2.805e-20,2.782e-14,,2.805e-20
831.61,4.707e-20,2.780e-14,,4.707e-20
831.64,1.015e-19,2.777e-14,,1.015e-19
831.66,1.683e-19,2.775e-14,,1.683e-19
831.69,3.566e-19,2.772e-14,,3.566e-19
831.71,5.849e-19,2.770e-14,,5.849e-19
831.73,9.548e-19,2.767e-14,,9.548e-19
831.76,1.975e-18,2.764e-14,,1.975e-18
831.78,3.187e-18,2.762e-14,,3.187e-18
831.81,6.477e-18,2.759e-14,,6.477e-18
831.83,1.033e-17,2.757e-14,,1.033e-17
831.86,2.064e-17,2.754e-14,,2.064e-17
831.88,3.256e-17,2.751e-14,,3.256e-17
831.91,6.394e-17,2.748e-14,,6.394e-17
831.93,9.968e-17,2.746e-14,,9.968e-17
831.96,1.924e-16,2.743e-14,,1.924e-16
831.98,2.965e-16,2.741e-14,,2.965e-16
832.01,5.625e-16,2.737e-14,,5.625e-16
832.03,8.571e-16,2.735e-14,,8.571e-16
832.06,1.598e-15,2.732e-14,,1.598e-15
832.08,2.407e-15,2.730e-14,,2.407e-15
832.1,3.609e-15,2.728e-14,,3.609e-15
832.13,6.569e-15,2.725e-14,,6.569e-15
832.15,9.736e-15,2.722e-14,,9.736e-15
832.18,1.742e-14,2.719e-14,,1.742e-14
832.2,2.552e-14,2.717e-14,,2.552e-14
832.23,4.487e-14,2.714e-14,,4.487e-14
832.25,6.499e-14,2.712e-14,,6.499e-14
832.28,1.123e-13,2.709e-14,,1.123e-13
832.3,1.608e-13,2.706e-14,,1.608e-13
832.33,2.732e-13,2.703e-14,,2.732e-13
832.35,3.867e-13,2.701e-14,,3.867e-13
832.38,6.456e-13,2.698e-14,,6.456e-13
832.4,9.034e-13,2.696e-14,,9.034e-13
832.43,1.482e-12,2.692e-14,,1.482e-12
832.45,2.051e-12,2.690e-14,,2.051e-12
832.48,3.308e-12,2.687e-14,,3.308e-12
832.5,4.523e-12,2.685e-14,,4.523e-12
832.52,6.157e-12,2.683e-14,,6.157e-12
832.55,9.693e-12,2.680e-14,,9.693e-12
832.57,1.304e-11,2.677e-14,,1.304e-11
832.6,2.018e-11,2.674e-14,,2.018e-11
832.62,2.685e-11,2.672e-14,,2.685e-11
832.65,4.084e-11,2.669e-14,,4.084e-11
832.67,5.370e-11,2.667e-14,,5.370e-11
832.7,8.028e-11,2.664e-14,,8.028e-11
832.72,1.044e-10,2.661e-14,,1.044e-10
832.75,1.534e-10,2.658e-14,,1.534e-10
832.77,1.971e-10,2.656e-14,,1.971e-10
832.8,2.846e-10,2.653e-14,,2.846e-10
832.82,3.616e-10,2.651e-14,,3.616e-10
832.85,5.133e-10,2.647e-14,,5.133e-10
832.87,6.446e-10,2.645e-14,,6.446e-10
832.89,8.058e-10,2.643e-14,,8.058e-10
832.92,1.117e-9,2.640e-14,,1.117e-9
832.94,1.380e-9,2.638e-14,,1.380e-9
832.97,1.879e-9,2.635e-14,,1.879e-9
832.99,2.296e-9,2.632e-14,,2.296e-9
833.02,3.073e-9,2.629e-14,,3.073e-9
833.04,3.712e-9,2.627e-14,,3.712e-9
833.07,4.884e-9,2.624e-14,,4.884e-9
833.09,5.830e-9,2.622e-14,,5.830e-9
833.12,7.540e-9,2.618e-14,,7.540e-9
833.14,8.899e-9,2.616e-14,,8.899e-9
833.17,1.131e-8,2.613e-14,,1.131e-8
833.19,1.320e-8,2.611e-14,,1.320e-8
833.22,1.649e-8,2.608e-14,,1.649e-8
833.24,1.902e-8,2.606e-14,,1.902e-8
833.26,2.183e-8,2.603e-14,,2.183e-8
833.29,2.662e-8,2.600e-14,,2.662e-8
833.31,3.022e-8,2.598e-14,,3.022e-8
833.34,3.622e-8,2.595e-14,,3.622e-8
833.36,4.064e-8,2.593e-14,,4.064e-8
833.39,4.788e-8,2.590e-14,,4.788e-8
833.41,5.310e-8,2.587e-14,,5.310e-8
833.44,6.149e-8,2.584e-14,,6.149e-8
833.46,6.742e-8,2.582e-14,,6.742e-8
833.49,7.673e-8,2.579e-14,,7.673e-8
833.51,8.317e-8,2.577e-14,,8.317e-8
833.54,9.304e-8,2.573e-14,,9.304e-8
833.56,9.969e-8,2.571e-14,,9.969e-8
833.59,1.096e-7,2.568e-14,,1.096e-7
833.61,1.161e-7,2.566e-14,,1.161e-7
833.63,1.224e-7,2.564e-14,,1.224e-7
833.66,1.314e-7,2.561e-14,,1.314e-7
833.68,1.370e-7,2.558e-14,,1.370e-7
833.71,1.445e-7,2.555e-14,,1.445e-7
833.73,1.489e-7,2.553e-14,,1.489e-7
833.76,1.544e-7,2.550e-14,,1.544e-7
833.78,1.572e-7,2.548e-14,,1.572e-7
833.81,1.602e-7,2.545e-14,,1.602e-7
833.83,1.614e-7,2.542e-14,,1.614e-7
833.86,1.616e-7,2.539e-14,,1.616e-7
833.88,1.609e-7,2.537e-14,,1.609e-7
833.91,1.584e-7,2.534e-14,,1.584e-7
833.93,1.559e-7,4.488e-14,,1.559e-7
833.96,1.509e-7,1.049e-13,,1.509e-7
833.98,1.467e-7,1.837e-13,,1.467e-7
834.01,1.396e-7,4.221e-13,,1.396e-7
834.03,1.342e-7,7.309e-13,,1.342e-7
834.05,1.285e-7,1.260e-12,,1.285e-7
834.08,1.193e-7,2.825e-12,,1.193e-7
834.1,1.129e-7,4.814e-12,,1.129e-7
834.13,1.030e-7,1.061e-11,,1.030e-7
834.15,9.638e-8,1.788e-11,,9.637e-8
834.18,8.648e-8,3.876e-11,,8.644e-8
834.2,8.000e-8,6.454e-11,,7.993e-8
834.23,7.061e-8,1.375e-10,,7.047e-8
834.25,6.465e-8,2.264e-10,,6.442e-8
834.28,5.630e-8,4.742e-10,,5.582e-8
834.3,5.122e-8,7.718e-10,,5.045e-8
834.33,4.456e-8,1.589e-9,,4.297e-8
834.35,4.094e-8,2.557e-9,,3.839e-8
834.38,3.731e-8,5.174e-9,,3.213e-8
834.4,3.661e-8,8.231e-9,,2.838e-8
834.42,3.798e-8,1.304e-8,,2.495e-8
834.45,4.614e-8,2.575e-8,,2.039e-8
834.47,5.804e-8,4.032e-8,,1.772e-8
834.5,9.254e-8,7.831e-8,,1.423e-8
834.52,1.334e-7,1.212e-7,,1.222e-8
834.55,2.410e-7,2.314e-7,,9.651e-9
834.57,3.623e-7,3.541e-7,,8.196e-9
834.6,6.708e-7,6.645e-7,,6.359e-9
834.62,1.011e-6,1.005e-6,,5.339e-9
834.65,1.858e-6,1.854e-6,,4.072e-9
834.67,2.777e-6,2.773e-6,,3.379e-9
834.7,5.032e-6,5.029e-6,,2.533e-9
834.72,7.438e-6,7.436e-6,,2.078e-9
834.75,1.326e-5,1.326e-5,,1.531e-9
834.77,1.938e-5,1.938e-5,,1.242e-9
834.79,2.819e-5,2.819e-5,,1.003e-9
834.82,4.906e-5,4.906e-5,,7.211e-10
834.84,7.058e-5,7.058e-5,,5.756e-10
834.87,1.207e-4,1.207e-4,,4.068e-10
834.89,1.717e-4,1.717e-4,,3.210e-10
834.92,2.887e-4,2.887e-4,,2.230e-10
834.94,4.060e-4,4.060e-4,,1.739e-10
834.97,6.711e-4,6.711e-4,,1.188e-10
834.99,9.328e-4,9.328e-4,,9.159e-11
835.02,1.516e-3,1.516e-3,,6.148e-11
835.04,2.083e-3,2.083e-3,,4.686e-11
835.07,3.327e-3,3.327e-3,,3.091e-11
835.09,4.520e-3,4.520e-3,,2.329e-11
835.12,7.097e-3,7.097e-3,,1.510e-11
835.14,9.532e-3,9.532e-3,,1.125e-11
835.16,1.274e-2,1.274e-2,,8.342e-12
835.19,1.953e-2,1.953e-2,,5.280e-12
835.21,2.582e-2,2.582e-2,,3.870e-12
835.24,3.891e-2,3.891e-2,,2.408e-12
835.26,5.084e-2,5.084e-2,,1.745e-12
835.29,7.530e-2,7.530e-2,,1.067e-12
835.31,9.729e-2,9.729e-2,,7.641e-13
835.34,1.416e-1,1.416e-1,,4.593e-13
835.36,1.809e-1,1.809e-1,,3.252e-13
835.39,2.589e-1,2.589e-1,,1.921e-13
835.41,3.269e-1,3.269e-1,,1.345e-13
835.44,4.599e-1,4.599e-1,,7.808e-14
835.46,5.742e-1,5.742e-1,,5.403e-14
835.49,7.940e-1,7.940e-1,,3.084e-14
835.51,9.800e-1,9.800e-1,,2.109e-14
835.54,1.332e+0,1.332e+0,,1.183e-14
835.56,1.625e+0,1.625e+0,,8.001e-15
835.58,1.974e+0,1.974e+0,,5.386e-15
835.61,2.620e+0,2.620e+0,,2.949e-15
835.63,3.146e+0,3.146e+0,,1.962e-15
835.66,4.104e+0,4.104e+0,,1.056e-15
835.68,4.872e+0,4.872e+0,,6.948e-16
835.71,6.248e+0,6.248e+0,,3.675e-16
835.73,7.333e+0,7.333e+0,,2.390e-16
835.76,9.243e+0,9.243e+0,,1.243e-16
835.78,1.072e+1,1.072e+1,,7.988e-17
835.81,1.329e+1,1.329e+1,,4.082e-17
835.83,1.524e+1,1.524e+1,,2.594e-17
835.86,1.857e+1,1.857e+1,,1.303e-17
835.88,2.106e+1,2.106e+1,,8.186e-18
