Wavelength (nm),Sum(calc),Ti I (5.4e-2),Ti II (9.4e-1),Ti III (1.9e-3)
835.91,2.521e+1,2.521e+1,,4.041e-18
835.93,2.827e+1,2.827e+1,,2.510e-18
835.95,3.155e+1,3.155e+1,,1.552e-18
835.98,3.688e+1,3.688e+1,,7.477e-19
836,4.069e+1,4.069e+1,,4.569e-19
836.03,4.675e+1,4.675e+1,,2.164e-19
836.05,5.099e+1,5.099e+1,,1.308e-19
836.08,5.760e+1,5.760e+1,,6.087e-20
836.1,6.211e+1,6.211e+1,,3.635e-20
836.13,6.897e+1,6.897e+1,,1.664e-20
836.15,7.353e+1,7.353e+1,,9.821e-21
836.18,8.025e+1,8.025e+1,,4.417e-21
836.2,8.458e+1,8.458e+1,,2.578e-21
836.23,9.074e+1,9.074e+1,,1.140e-21
836.25,9.456e+1,9.456e+1,,6.575e-22
836.28,9.972e+1,9.972e+1,,2.857e-22
836.3,1.027e+2,1.027e+2,,1.629e-22
836.32,1.053e+2,1.053e+2,,9.251e-23
836.35,1.085e+2,1.085e+2,,3.924e-23
836.37,1.100e+2,1.100e+2,,3.938e-23
836.4,1.113e+2,1.113e+2,,3.958e-23
836.42,1.116e+2,1.116e+2,,3.972e-23
836.45,1.110e+2,1.110e+2,,3.993e-23
836.47,1.100e+2,1.100e+2,,4.007e-23
836.5,1.076e+2,1.076e+2,,4.028e-23
836.52,1.054e+2,1.054e+2,,4.042e-23
836.55,1.013e+2,1.013e+2,,4.062e-23
836.57,9.811e+1,9.811e+1,,4.076e-23
836.6,9.273e+1,9.273e+1,,4.097e-23
836.62,8.880e+1,8.880e+1,,4.111e-23
836.65,8.252e+1,8.252e+1,,4.132e-23
836.67,7.815e+1,7.815e+1,,4.146e-23
836.7,7.142e+1,7.142e+1,,4.166e-23
836.72,6.690e+1,6.690e+1,,4.180e-23
836.74,6.239e+1,6.239e+1,,4.194e-23
836.77,5.576e+1,5.576e+1,,4.215e-23
836.79,5.149e+1,5.149e+1,,4.229e-23
836.82,4.538e+1,4.538e+1,,4.250e-23
836.84,4.155e+1,4.155e+1,,4.264e-23
836.87,3.624e+1,3.624e+1,,4.284e-23
836.89,3.301e+1,3.301e+1,,4.298e-23
836.92,2.870e+1,2.870e+1,,1.012e-22
836.94,2.619e+1,2.619e+1,,1.782e-22
836.97,2.301e+1,2.301e+1,,4.126e-22
836.99,2.128e+1,2.128e+1,,7.180e-22
837.02,1.932e+1,1.932e+1,,1.634e-21
837.04,1.843e+1,1.843e+1,,2.812e-21
837.07,1.774e+1,1.774e+1,,6.293e-21
837.09,1.773e+1,1.773e+1,,1.071e-20
837.11,1.807e+1,1.807e+1,,1.813e-20
837.14,1.926e+1,1.926e+1,,3.962e-20
837.16,2.052e+1,2.052e+1,,6.634e-20
837.19,2.313e+1,2.313e+1,,1.425e-19
837.21,2.535e+1,2.535e+1,,2.359e-19
837.24,2.943e+1,2.943e+1,,4.983e-19
837.26,3.265e+1,3.265e+1,,8.156e-19
837.29,3.823e+1,3.823e+1,,1.693e-18
837.31,4.246e+1,4.246e+1,,2.741e-18
837.34,4.955e+1,4.955e+1,,5.594e-18
837.36,5.478e+1,5.478e+1,,8.951e-18
837.39,6.333e+1,6.333e+1,,1.796e-17
837.41,6.950e+1,6.950e+1,,2.842e-17
837.44,7.939e+1,7.939e+1,,5.606e-17
837.46,8.639e+1,8.639e+1,,8.769e-17
837.48,9.367e+1,9.367e+1,,1.365e-16
837.51,1.051e+2,1.051e+2,,2.630e-16
837.53,1.130e+2,1.130e+2,,4.049e-16
837.56,1.252e+2,1.252e+2,,7.669e-16
837.58,1.335e+2,1.335e+2,,1.167e-15
837.61,1.461e+2,1.461e+2,,2.173e-15
837.63,1.546e+2,1.546e+2,,3.271e-15
837.66,1.674e+2,1.674e+2,,5.987e-15
837.68,1.759e+2,1.759e+2,,8.908e-15
837.71,1.885e+2,1.885e+2,,1.603e-14
837.73,1.969e+2,1.969e+2,,2.358e-14
837.76,2.092e+2,2.092e+2,,4.172e-14
837.78,2.172e+2,2.172e+2,,6.069e-14
837.81,2.290e+2,2.290e+2,,1.056e-13
837.83,2.366e+2,2.366e+2,,1.518e-13
837.85,2.440e+2,2.440e+2,,2.173e-13
837.88,2.548e+2,2.548e+2,,3.690e-13
837.9,2.616e+2,2.616e+2,,5.224e-13
837.93,2.714e+2,2.714e+2,,8.721e-13
837.95,2.776e+2,2.776e+2,,1.221e-12
837.98,2.862e+2,2.862e+2,,2.003e-12
838,2.914e+2,2.914e+2,,2.772e-12
838.03,2.985e+2,2.985e+2,,4.473e-12
838.05,3.026e+2,3.026e+2,,6.119e-12
838.08,3.076e+2,3.076e+2,,9.708e-12
838.1,3.102e+2,3.102e+2,,1.313e-11
838.13,3.129e+2,3.129e+2,,2.048e-11
838.15,3.137e+2,3.137e+2,,2.739e-11
838.18,3.135e+2,3.135e+2,,4.200e-11
838.2,3.122e+2,3.122e+2,,5.553e-11
838.23,3.088e+2,3.088e+2,,8.371e-11
838.25,3.054e+2,3.054e+2,,1.094e-10
838.27,3.010e+2,3.010e+2,,1.424e-10
838.3,2.929e+2,2.929e+2,,2.096e-10
838.32,2.864e+2,2.864e+2,,2.697e-10
838.35,2.751e+2,2.751e+2,,3.903e-10
838.37,2.666e+2,2.666e+2,,4.965e-10
838.4,2.526e+2,2.526e+2,,7.063e-10
838.42,2.426e+2,2.426e+2,,8.884e-10
838.45,2.266e+2,2.266e+2,,1.243e-9
838.47,2.155e+2,2.155e+2,,1.545e-9
838.5,1.983e+2,1.983e+2,,2.125e-9
838.52,1.867e+2,1.867e+2,,2.612e-9
838.55,1.692e+2,1.692e+2,,3.531e-9
838.57,1.576e+2,1.576e+2,,4.293e-9
838.6,1.406e+2,1.406e+2,,5.705e-9
838.62,1.296e+2,1.296e+2,,6.857e-9
838.64,1.190e+2,1.190e+2,,8.205e-9
838.67,1.038e+2,1.038e+2,,1.065e-8
838.69,9.425e+1,9.425e+1,,1.259e-8
838.72,8.089e+1,8.089e+1,,1.607e-8
838.74,7.265e+1,7.265e+1,,1.879e-8
838.77,6.133e+1,6.133e+1,,2.357e-8
838.79,5.447e+1,5.447e+1,,2.726e-8
838.82,4.523e+1,4.523e+1,,3.361e-8
838.84,3.973e+1,3.973e+1,,3.843e-8
838.87,3.244e+1,3.244e+1,,4.658e-8
838.89,2.818e+1,2.818e+1,,5.266e-8
838.92,2.263e+1,2.263e+1,,6.276e-8
838.94,1.944e+1,1.944e+1,,7.014e-8
838.97,1.534e+1,1.534e+1,,8.218e-8
838.99,1.303e+1,1.303e+1,,9.081e-8
839.01,1.102e+1,1.102e+1,,9.990e-8
839.04,8.498e+0,8.498e+0,,1.143e-7
839.06,7.105e+0,7.105e+0,,1.243e-7
839.09,5.386e+0,5.386e+0,,1.398e-7
839.11,4.453e+0,4.453e+0,,1.503e-7
839.14,3.319e+0,3.319e+0,,1.662e-7
839.16,2.713e+0,2.713e+0,,1.767e-7
839.19,1.988e+0,1.988e+0,,1.921e-7
839.21,1.607e+0,1.607e+0,,2.020e-7
839.24,1.158e+0,1.158e+0,,2.158e-7
839.26,9.250e-1,9.250e-1,,2.243e-7
839.29,6.552e-1,6.552e-1,,2.357e-7
839.31,5.176e-1,5.176e-1,,2.422e-7
839.34,3.605e-1,3.605e-1,,2.502e-7
839.36,2.816e-1,2.816e-1,,2.542e-7
839.38,2.190e-1,2.190e-1,,2.571e-7
839.41,1.489e-1,1.489e-1,,2.593e-7
839.43,1.145e-1,1.145e-1,,2.593e-7
839.46,7.654e-2,7.653e-2,,2.571e-7
839.48,5.819e-2,5.819e-2,,2.542e-7
839.51,3.825e-2,3.825e-2,,2.479e-7
839.53,2.875e-2,2.875e-2,,2.423e-7
839.56,1.860e-2,1.860e-2,,2.323e-7
839.58,1.384e-2,1.384e-2,,2.246e-7
839.61,8.836e-3,8.836e-3,,2.117e-7
839.63,6.543e-3,6.542e-3,,2.024e-7
839.66,4.197e-3,4.197e-3,,1.877e-7
839.68,3.172e-3,3.172e-3,,1.775e-7
839.71,2.217e-3,2.216e-3,,1.620e-7
839.73,1.885e-3,1.884e-3,,1.516e-7
839.76,1.767e-3,1.767e-3,,1.363e-7
839.78,1.932e-3,1.932e-3,,1.264e-7
839.8,2.306e-3,2.305e-3,,1.168e-7
839.83,3.335e-3,3.335e-3,,1.032e-7
839.85,4.422e-3,4.422e-3,,9.480e-8
839.88,6.886e-3,6.886e-3,,8.317e-8
839.9,9.282e-3,9.282e-3,,7.618e-8
839.93,1.448e-2,1.448e-2,,6.690e-8
839.95,1.941e-2,1.941e-2,,6.155e-8
839.98,2.988e-2,2.988e-2,,5.481e-8
840,3.963e-2,3.963e-2,,5.117e-8
840.03,6.004e-2,6.004e-2,,4.698e-8
840.05,7.874e-2,7.874e-2,,4.500e-8
840.08,1.173e-1,1.173e-1,,4.324e-8
840.1,1.521e-1,1.521e-1,,4.282e-8
840.13,2.228e-1,2.228e-1,,4.325e-8
840.15,2.857e-1,2.857e-1,,4.421e-8
840.17,3.647e-1,3.647e-1,,4.565e-8
840.2,5.216e-1,5.216e-1,,4.864e-8
840.22,6.583e-1,6.583e-1,,5.113e-8
840.25,9.257e-1,9.257e-1,,5.548e-8
840.27,1.155e+0,1.155e+0,,5.872e-8
840.3,1.597e+0,1.597e+0,,6.398e-8
840.32,1.971e+0,1.971e+0,,6.767e-8
840.35,2.679e+0,2.679e+0,,7.334e-8
840.37,3.269e+0,3.269e+0,,7.713e-8
840.4,4.368e+0,4.368e+0,,8.270e-8
840.42,5.270e+0,5.270e+0,,8.626e-8
840.45,6.924e+0,6.924e+0,,9.122e-8
840.47,8.260e+0,8.260e+0,,9.422e-8
840.5,1.067e+1,1.067e+1,,9.813e-8
840.52,1.258e+1,1.258e+1,,1.003e-7
840.54,1.478e+1,1.478e+1,,1.021e-7
840.57,1.864e+1,1.864e+1,,1.039e-7
840.59,2.164e+1,2.164e+1,,1.046e-7
840.62,2.684e+1,2.684e+1,,1.047e-7
840.64,3.081e+1,3.081e+1,,1.042e-7
840.67,3.757e+1,3.757e+1,,1.026e-7
840.69,4.264e+1,4.264e+1,,1.010e-7
840.72,5.112e+1,5.112e+1,,9.781e-8
840.74,5.737e+1,5.737e+1,,9.518e-8
840.77,6.763e+1,6.763e+1,,9.060e-8
840.79,7.504e+1,7.504e+1,,8.718e-8
840.82,8.697e+1,8.697e+1,,8.159e-8
840.84,9.542e+1,9.542e+1,,7.763e-8
840.87,1.087e+2,1.087e+2,,7.143e-8
840.89,1.179e+2,1.179e+2,,6.719e-8
840.92,1.321e+2,1.321e+2,,6.078e-8
840.94,1.417e+2,1.417e+2,,5.654e-8
840.96,1.513e+2,1.513e+2,,5.235e-8
840.99,1.656e+2,1.656e+2,,4.624e-8
841.01,1.748e+2,1.748e+2,,4.233e-8
841.04,1.880e+2,1.880e+2,,3.677e-8
841.06,1.963e+2,1.963e+2,,3.328e-8
841.09,2.076e+2,2.076e+2,,2.842e-8
841.11,2.142e+2,2.142e+2,,2.544e-8
841.14,2.228e+2,2.228e+2,,2.135e-8
841.16,2.273e+2,2.273e+2,,1.890e-8
841.19,2.324e+2,2.324e+2,,1.560e-8
841.21,2.345e+2,2.345e+2,,1.365e-8
841.24,2.357e+2,2.357e+2,,1.107e-8
841.26,2.352e+2,2.352e+2,,9.580e-9
841.29,2.324e+2,2.324e+2,,7.643e-9
841.31,2.293e+2,2.293e+2,,6.538e-9
841.33,2.252e+2,2.252e+2,,5.567e-9
841.36,2.173e+2,2.173e+2,,4.337e-9
841.38,2.110e+2,2.110e+2,,3.651e-9
841.41,2.003e+2,2.003e+2,,2.797e-9
841.43,1.923e+2,1.923e+2,,2.328e-9
841.46,1.794e+2,1.794e+2,,1.753e-9
841.48,1.704e+2,1.704e+2,,1.443e-9
841.51,1.564e+2,1.564e+2,,1.068e-9
841.53,1.468e+2,1.468e+2,,8.695e-10
841.56,1.326e+2,1.326e+2,,6.329e-10
841.58,1.232e+2,1.232e+2,,5.093e-10
841.61,1.095e+2,1.095e+2,,3.645e-10
841.63,1.008e+2,1.008e+2,,2.900e-10
841.66,8.843e+1,8.843e+1,,2.040e-10
841.68,8.074e+1,8.074e+1,,1.605e-10
841.7,7.354e+1,7.354e+1,,1.257e-10
841.73,6.378e+1,6.378e+1,,8.634e-11
841.75,5.800e+1,5.800e+1,,6.685e-11
841.78,5.049e+1,5.049e+1,,4.516e-11
841.8,4.629e+1,4.629e+1,,3.457e-11
841.83,4.123e+1,4.123e+1,,2.296e-11
841.85,3.870e+1,3.870e+1,,1.738e-11
841.88,3.623e+1,3.623e+1,,1.135e-11
841.9,3.547e+1,3.547e+1,,8.492e-12
841.93,3.569e+1,3.569e+1,,5.452e-12
841.95,3.677e+1,3.677e+1,,4.034e-12
841.98,3.982e+1,3.982e+1,,2.546e-12
842,4.283e+1,4.283e+1,,1.863e-12
842.03,4.885e+1,4.885e+1,,1.156e-12
842.05,5.388e+1,5.388e+1,,8.362e-13
842.07,5.974e+1,5.974e+1,,6.022e-13
842.1,7.011e+1,7.011e+1,,3.649e-13
842.12,7.808e+1,7.808e+1,,2.598e-13
842.15,9.159e+1,9.159e+1,,1.548e-13
842.17,1.016e+2,1.016e+2,,1.090e-13
842.2,1.182e+2,1.182e+2,,6.382e-14
842.22,1.301e+2,1.301e+2,,4.443e-14
842.25,1.493e+2,1.493e+2,,2.558e-14
842.27,1.628e+2,1.628e+2,,1.761e-14
842.3,1.840e+2,1.840e+2,,9.968e-15
842.32,1.986e+2,1.986e+2,,6.783e-15
842.35,2.209e+2,2.209e+2,,3.776e-15
842.37,2.359e+2,2.359e+2,,2.541e-15
842.4,2.583e+2,2.583e+2,,1.390e-15
842.42,2.729e+2,2.729e+2,,9.249e-16
842.45,2.939e+2,2.939e+2,,4.976e-16
842.47,3.073e+2,3.073e+2,,3.273e-16
842.49,3.199e+2,3.199e+2,,2.143e-16
842.52,3.371e+2,3.371e+2,,1.126e-16
842.54,3.474e+2,3.474e+2,,7.291e-17
842.57,3.609e+2,3.609e+2,,3.766e-17
842.59,3.685e+2,3.685e+2,,2.411e-17
842.62,3.777e+2,3.777e+2,,1.224e-17
842.64,3.824e+2,3.824e+2,,7.749e-18
842.67,3.876e+2,3.876e+2,,3.869e-18
842.69,3.899e+2,3.899e+2,,2.421e-18
842.72,3.920e+2,3.920e+2,,1.189e-18
842.74,3.927e+2,3.927e+2,,7.355e-19
842.77,3.933e+2,3.933e+2,,3.549e-19
842.79,3.937e+2,3.937e+2,,2.172e-19
842.82,3.951e+2,3.951e+2,,1.030e-19
842.84,3.970e+2,3.970e+2,,6.233e-20
842.86,3.999e+2,3.999e+2,,3.753e-20
842.89,4.069e+2,4.069e+2,,1.739e-20
842.91,4.137e+2,4.137e+2,,1.035e-20
842.94,4.280e+2,4.280e+2,,4.717e-21
842.96,4.406e+2,4.406e+2,,2.777e-21
842.99,4.646e+2,4.646e+2,,1.244e-21
843.01,4.842e+2,4.842e+2,,7.239e-22
843.04,5.194e+2,5.194e+2,,3.188e-22
843.06,5.467e+2,5.467e+2,,1.835e-22
843.09,5.937e+2,5.937e+2,,7.942e-23
843.11,6.287e+2,6.287e+2,,4.519e-23
843.14,6.866e+2,6.866e+2,,4.519e-23
843.16,7.283e+2,7.283e+2,,4.519e-23
843.19,7.948e+2,7.948e+2,,4.519e-23
843.21,8.412e+2,8.412e+2,,4.519e-23
843.23,8.887e+2,8.887e+2,,4.519e-23
843.26,9.610e+2,9.610e+2,,4.519e-23
843.28,1.009e+3,1.009e+3,,4.519e-23
843.31,1.080e+3,1.080e+3,,4.518e-23
843.33,1.125e+3,1.125e+3,,4.518e-23
843.36,1.188e+3,1.188e+3,,4.518e-23
843.38,1.226e+3,1.226e+3,,4.518e-23
843.41,1.277e+3,1.277e+3,,4.518e-23
843.43,1.305e+3,1.305e+3,,4.518e-23
843.46,1.338e+3,1.338e+3,,4.518e-23
843.48,1.354e+3,1.354e+3,,4.517e-23
843.51,1.367e+3,1.367e+3,,4.517e-23
843.53,1.368e+3,1.368e+3,,4.517e-23
843.56,1.359e+3,1.359e+3,,4.517e-23
843.58,1.345e+3,1.345e+3,,4.517e-23
843.6,1.326e+3,1.326e+3,,4.517e-23
843.63,1.288e+3,1.288e+3,,4.517e-23
843.65,1.256e+3,1.256e+3,,4.516e-23
843.68,1.199e+3,1.199e+3,,4.516e-23
843.7,1.157e+3,1.157e+3,,4.516e-23
843.73,1.087e+3,1.087e+3,,4.516e-23
843.75,1.037e+3,1.037e+3,,4.516e-23
843.78,9.578e+2,9.578e+2,,4.516e-23
843.8,9.036e+2,9.036e+2,,4.516e-23
843.83,8.212e+2,8.212e+2,,4.515e-23
843.85,7.662e+2,7.662e+2,,4.515e-23
843.88,6.848e+2,6.848e+2,,4.515e-23
843.9,6.319e+2,6.319e+2,,4.515e-23
843.93,5.555e+2,5.555e+2,,4.515e-23
843.95,5.069e+2,5.069e+2,,4.515e-23
843.98,4.383e+2,4.383e+2,,4.515e-23
844,3.955e+2,3.955e+2,,4.514e-23
844.02,3.554e+2,3.554e+2,,4.514e-23
844.05,3.002e+2,3.002e+2,,4.514e-23
844.07,2.668e+2,2.668e+2,,4.514e-23
844.1,2.216e+2,2.216e+2,,4.514e-23
844.12,1.948e+2,1.948e+2,,4.514e-23
844.15,1.591e+2,1.591e+2,,4.514e-23
844.17,1.383e+2,1.383e+2,,4.513e-23
844.2,1.111e+2,1.111e+2,,4.513e-23
844.22,9.552e+1,9.552e+1,,4.513e-23
844.25,7.549e+1,7.549e+1,,4.513e-23
844.27,6.417e+1,6.417e+1,,4.513e-23
844.3,4.988e+1,4.988e+1,,4.513e-23
844.32,4.193e+1,4.193e+1,,4.513e-23
844.35,3.206e+1,3.206e+1,,4.512e-23
844.37,2.665e+1,2.665e+1,,4.512e-23
844.39,2.206e+1,2.206e+1,,4.512e-23
844.42,1.648e+1,1.648e+1,,4.512e-23
844.44,1.349e+1,1.349e+1,,4.512e-23
844.47,9.907e+0,9.907e+0,,4.512e-23
844.49,8.021e+0,8.021e+0,,4.512e-23
844.52,5.794e+0,5.794e+0,,4.512e-23
844.54,4.639e+0,4.639e+0,,4.511e-23
844.57,3.296e+0,3.296e+0,,4.511e-23
844.59,2.610e+0,2.610e+0,,4.511e-23
844.62,1.824e+0,1.824e+0,,4.511e-23
844.64,1.428e+0,1.428e+0,,4.511e-23
844.67,9.815e-1,9.815e-1,,4.511e-23
844.69,7.601e-1,7.601e-1,,4.511e-23
844.72,5.137e-1,5.137e-1,,4.510e-23
844.74,3.935e-1,3.935e-1,,4.510e-23
844.76,3.000e-1,3.000e-1,,4.510e-23
844.79,1.981e-1,1.981e-1,,4.510e-23
844.81,1.494e-1,1.494e-1,,4.510e-23
844.84,9.702e-2,9.702e-2,,4.510e-23
844.86,7.236e-2,7.236e-2,,4.510e-23
844.89,4.621e-2,4.621e-2,,4.509e-23
844.91,3.408e-2,3.408e-2,,4.509e-23
844.94,2.141e-2,2.141e-2,,4.509e-23
844.96,1.562e-2,1.562e-2,,4.509e-23
844.99,9.647e-3,9.647e-3,,4.509e-23
845.01,6.959e-3,6.959e-3,,4.509e-23
845.04,4.228e-3,4.228e-3,,4.509e-23
845.06,3.016e-3,3.016e-3,,4.508e-23
845.09,1.802e-3,1.802e-3,,4.508e-23
845.11,1.271e-3,1.271e-3,,4.508e-23
845.14,7.471e-4,7.471e-4,,4.508e-23
845.16,5.213e-4,5.213e-4,,4.508e-23
845.18,3.621e-4,3.621e-4,,4.508e-23
845.21,2.079e-4,2.079e-4,,4.508e-23
845.23,1.428e-4,1.428e-4,,4.507e-23
845.26,8.062e-5,8.062e-5,,4.507e-23
845.28,5.477e-5,5.477e-5,,4.507e-23
845.31,3.041e-5,3.041e-5,,4.507e-23
845.33,2.043e-5,2.043e-5,,4.507e-23
845.36,1.116e-5,1.116e-5,,4.507e-23
845.38,7.412e-6,7.412e-6,,4.507e-23
845.41,3.981e-6,3.981e-6,,4.506e-23
845.43,2.615e-6,2.615e-6,,4.506e-23
845.46,1.381e-6,1.381e-6,,4.506e-23
845.48,8.975e-7,8.975e-7,,4.506e-23
845.51,4.662e-7,4.662e-7,,4.506e-23
845.53,2.996e-7,2.996e-7,,4.506e-23
845.55,1.916e-7,1.916e-7,,4.506e-23
845.58,9.724e-8,9.724e-8,,4.506e-23
845.6,6.152e-8,6.152e-8,,4.505e-23
845.63,3.070e-8,3.070e-8,,4.505e-23
845.65,1.921e-8,1.921e-8,,4.505e-23
845.68,9.426e-9,9.426e-9,,4.505e-23
845.7,5.832e-9,5.832e-9,,4.505e-23
845.73,2.815e-9,2.815e-9,,4.505e-23
845.75,1.722e-9,1.722e-9,,4.505e-23
845.78,8.174e-10,8.174e-10,,4.504e-23
845.8,4.946e-10,4.946e-10,,4.504e-23
845.83,2.309e-10,2.309e-10,,4.504e-23
845.85,1.381e-10,1.381e-10,,4.504e-23
845.88,6.341e-11,6.341e-11,,4.504e-23
845.9,3.752e-11,3.752e-11,,4.504e-23
845.92,2.210e-11,2.210e-11,,4.504e-23
845.95,9.912e-12,9.912e-12,,4.503e-23
845.97,5.774e-12,5.774e-12,,4.503e-23
846,2.546e-12,2.546e-12,,4.503e-23
846.02,1.467e-12,1.467e-12,,4.503e-23
846.05,5.261e-13,5.261e-13,,4.503e-23
846.07,3.006e-13,3.006e-13,,4.503e-23
846.1,1.287e-13,1.287e-13,,4.503e-23
864.93,2.865e-14,2.865e-14,,4.396e-23
864.95,4.979e-14,4.979e-14,,4.396e-23
864.98,1.132e-13,1.132e-13,,4.396e-23
865,1.946e-13,1.946e-13,,4.396e-23
865.03,4.354e-13,4.354e-13,,4.395e-23
865.05,7.408e-13,7.408e-13,,4.395e-23
865.08,1.631e-12,1.631e-12,,4.395e-23
865.1,2.746e-12,2.746e-12,,4.395e-23
865.12,4.603e-12,4.603e-12,,4.395e-23
865.15,9.910e-12,9.910e-12,,4.395e-23
865.17,1.644e-11,1.644e-11,,4.395e-23
865.2,3.483e-11,3.483e-11,,4.394e-23
865.22,5.716e-11,5.716e-11,,4.394e-23
865.25,1.192e-10,1.192e-10,,4.394e-23
865.27,1.936e-10,1.936e-10,,4.394e-23
865.3,3.973e-10,3.973e-10,,4.394e-23
865.32,6.383e-10,6.383e-10,,4.394e-23
865.35,1.289e-9,1.289e-9,,4.394e-23
865.37,2.049e-9,2.049e-9,,4.393e-23
865.4,4.075e-9,4.075e-9,,4.393e-23
865.42,6.408e-9,6.408e-9,,4.393e-23
865.45,1.254e-8,1.254e-8,,4.393e-23
865.47,1.951e-8,1.951e-8,,4.393e-23
865.49,3.023e-8,3.023e-8,,4.393e-23
865.52,5.785e-8,5.785e-8,,4.393e-23
865.54,8.870e-8,8.870e-8,,4.393e-23
865.57,1.670e-7,1.670e-7,,4.392e-23
865.59,2.534e-7,2.534e-7,,4.392e-23
865.62,4.696e-7,4.696e-7,,4.392e-23
865.64,7.048e-7,7.048e-7,,4.392e-23
865.67,1.286e-6,1.286e-6,,4.392e-23
865.69,1.909e-6,1.909e-6,,4.392e-23
865.72,3.428e-6,3.428e-6,,4.391e-23
865.74,5.036e-6,5.036e-6,,4.391e-23
865.77,8.899e-6,8.899e-6,,4.391e-23
865.79,1.294e-5,1.294e-5,,4.391e-23
865.82,2.250e-5,2.250e-5,,4.391e-23
865.84,3.236e-5,3.236e-5,,4.391e-23
865.86,4.635e-5,4.635e-5,,4.391e-23
865.89,7.881e-5,7.881e-5,,4.391e-23
865.91,1.117e-4,1.117e-4,,4.390e-23
865.94,1.869e-4,1.869e-4,,4.390e-23
865.96,2.621e-4,2.621e-4,,4.390e-23
865.99,4.317e-4,4.317e-4,,4.390e-23
866.01,5.990e-4,5.990e-4,,4.390e-23
866.04,9.710e-4,9.710e-4,,4.390e-23
866.06,1.333e-3,1.333e-3,,4.390e-23
866.09,2.126e-3,2.126e-3,,4.389e-23
866.11,2.888e-3,2.888e-3,,4.389e-23
866.14,4.535e-3,4.535e-3,,4.389e-23
866.16,6.094e-3,6.094e-3,,4.389e-23
866.19,9.418e-3,9.418e-3,,4.389e-23
866.21,1.252e-2,1.252e-2,,4.389e-23
866.24,1.905e-2,1.905e-2,,4.389e-23
866.26,2.505e-2,2.505e-2,,4.388e-23
866.28,3.282e-2,3.282e-2,,4.388e-23
866.31,4.882e-2,4.882e-2,,4.388e-23
866.33,6.327e-2,6.327e-2,,4.388e-23
866.36,9.262e-2,9.262e-2,,4.388e-23
866.38,1.188e-1,1.188e-1,,4.388e-23
866.41,1.711e-1,1.711e-1,,4.388e-23
866.43,2.171e-1,2.171e-1,,4.387e-23
866.46,3.079e-1,3.079e-1,,4.387e-23
866.48,3.865e-1,3.865e-1,,4.387e-23
866.51,5.393e-1,5.393e-1,,4.387e-23
866.53,6.699e-1,6.699e-1,,4.387e-23
866.56,9.201e-1,9.201e-1,,4.387e-23
866.58,1.131e+0,1.131e+0,,4.387e-23
866.61,1.528e+0,1.528e+0,,4.386e-23
866.63,1.859e+0,1.859e+0,,4.386e-23
866.65,2.251e+0,2.251e+0,,4.386e-23
866.68,2.975e+0,2.975e+0,,4.386e-23
866.7,3.564e+0,3.564e+0,,4.386e-23
866.73,4.637e+0,4.637e+0,,4.386e-23
866.75,5.496e+0,5.496e+0,,4.386e-23
866.78,7.037e+0,7.037e+0,,4.385e-23
866.8,8.254e+0,8.254e+0,,4.385e-23
866.83,1.040e+1,1.040e+1,,4.385e-23
866.85,1.207e+1,1.207e+1,,4.385e-23
866.88,1.497e+1,1.497e+1,,4.385e-23
866.9,1.719e+1,1.719e+1,,4.385e-23
866.93,2.098e+1,2.098e+1,,4.385e-23
866.95,2.384e+1,2.384e+1,,4.385e-23
866.98,2.863e+1,2.863e+1,,4.384e-23
867,3.219e+1,3.219e+1,,4.384e-23
867.02,3.603e+1,3.603e+1,,4.384e-23
867.05,4.233e+1,4.233e+1,,4.384e-23
867.07,4.688e+1,4.688e+1,,4.384e-23
867.1,5.421e+1,5.421e+1,,4.384e-23
867.12,5.940e+1,5.940e+1,,4.384e-23
867.15,6.761e+1,6.761e+1,,4.383e-23
867.17,7.331e+1,7.331e+1,,4.383e-23
867.2,8.213e+1,8.213e+1,,4.383e-23
867.22,8.813e+1,8.813e+1,,4.383e-23
867.25,9.718e+1,9.718e+1,,4.383e-23
867.27,1.032e+2,1.032e+2,,4.383e-23
867.3,1.120e+2,1.120e+2,,4.383e-23
867.32,1.177e+2,1.177e+2,,4.382e-23
867.35,1.258e+2,1.258e+2,,4.382e-23
867.37,1.309e+2,1.309e+2,,4.382e-23
867.39,1.355e+2,1.355e+2,,4.382e-23
867.42,1.418e+2,1.418e+2,,4.382e-23
867.44,1.454e+2,1.454e+2,,4.382e-23
867.47,1.499e+2,1.499e+2,,4.382e-23
867.49,1.522e+2,1.522e+2,,4.381e-23
867.52,1.546e+2,1.546e+2,,4.381e-23
867.54,1.556e+2,1.556e+2,,4.381e-23
867.57,1.559e+2,1.559e+2,,4.381e-23
867.59,1.555e+2,1.555e+2,,4.381e-23
867.62,1.539e+2,1.539e+2,,4.381e-23
867.64,1.522e+2,1.522e+2,,4.381e-23
867.67,1.490e+2,1.490e+2,,4.380e-23
867.69,1.464e+2,1.464e+2,,4.380e-23
867.72,1.420e+2,1.420e+2,,4.380e-23
867.74,1.388e+2,1.388e+2,,4.380e-23
867.77,1.337e+2,1.337e+2,,4.380e-23
867.79,1.303e+2,1.303e+2,,4.380e-23
867.81,1.269e+2,1.269e+2,,4.380e-23
867.84,1.218e+2,1.218e+2,,4.379e-23
867.86,1.186e+2,1.186e+2,,4.379e-23
867.89,1.142e+2,1.142e+2,,4.379e-23
867.91,1.115e+2,1.115e+2,,4.379e-23
867.94,1.079e+2,1.079e+2,,4.379e-23
