Wavelength (nm),Sum(calc),Mn I (1.1e-1),Mn II (8.9e-1)
531.65,7.286e-11,5.875e-14,7.286e-11
531.68,2.140e-11,5.878e-14,2.140e-11
531.7,9.325e-12,5.880e-14,9.325e-12
531.73,2.625e-12,5.883e-14,2.625e-12
531.75,1.112e-12,5.885e-14,1.112e-12
531.78,2.998e-13,5.888e-14,2.998e-13
531.8,1.234e-13,5.890e-14,1.234e-13
531.83,3.189e-14,5.893e-14,3.189e-14
531.85,1.276e-14,5.895e-14,1.276e-14
599.5,1.293e-13,1.293e-13,6.033e-15
599.53,4.369e-13,4.369e-13,6.030e-15
599.55,9.731e-13,9.731e-13,6.028e-15
599.58,3.182e-12,3.182e-12,6.025e-15
599.6,6.932e-12,6.932e-12,6.023e-15
599.63,2.192e-11,2.192e-11,6.020e-15
599.65,4.672e-11,4.672e-11,6.018e-15
599.68,1.429e-10,1.429e-10,6.015e-15
599.7,2.980e-10,2.980e-10,6.013e-15
599.73,8.819e-10,8.819e-10,6.010e-15
599.75,1.798e-9,1.798e-9,6.008e-15
599.78,5.148e-9,5.148e-9,6.005e-15
599.8,1.027e-8,1.027e-8,6.003e-15
599.82,2.029e-8,2.029e-8,6.001e-15
599.85,5.546e-8,5.546e-8,5.998e-15
599.87,1.072e-7,1.072e-7,5.996e-15
599.9,2.835e-7,2.835e-7,5.993e-15
599.92,5.361e-7,5.361e-7,5.991e-15
599.95,1.371e-6,1.371e-6,5.988e-15
599.97,2.536e-6,2.536e-6,5.986e-15
600,6.275e-6,6.275e-6,5.983e-15
600.02,1.135e-5,1.135e-5,5.981e-15
600.05,2.717e-5,2.717e-5,5.978e-15
600.07,4.808e-5,4.808e-5,5.976e-15
600.1,1.113e-4,1.113e-4,5.973e-15
600.12,1.927e-4,1.927e-4,5.971e-15
600.15,4.316e-4,4.316e-4,5.968e-15
600.17,7.307e-4,7.307e-4,5.966e-15
600.19,1.226e-3,1.226e-3,5.964e-15
600.22,2.622e-3,2.622e-3,5.961e-15
600.24,4.303e-3,4.303e-3,5.959e-15
600.27,8.900e-3,8.900e-3,5.956e-15
600.29,1.429e-2,1.429e-2,5.954e-15
600.32,2.859e-2,2.859e-2,5.951e-15
600.34,4.490e-2,4.490e-2,5.949e-15
600.37,8.689e-2,8.689e-2,5.946e-15
600.39,1.335e-1,1.335e-1,5.944e-15
600.42,2.499e-1,2.499e-1,5.941e-15
600.44,3.754e-1,3.754e-1,5.939e-15
600.47,6.800e-1,6.800e-1,5.936e-15
600.49,9.993e-1,9.993e-1,5.934e-15
600.52,1.751e+0,1.751e+0,5.931e-15
600.54,2.517e+0,2.517e+0,5.929e-15
600.56,3.585e+0,3.585e+0,5.927e-15
600.59,5.997e+0,5.997e+0,5.924e-15
600.61,8.356e+0,8.356e+0,5.922e-15
600.64,1.352e+1,1.352e+1,5.919e-15
600.66,1.843e+1,1.843e+1,5.917e-15
600.69,2.884e+1,2.884e+1,5.914e-15
600.71,3.845e+1,3.845e+1,5.912e-15
600.74,5.822e+1,5.822e+1,5.909e-15
600.76,7.592e+1,7.592e+1,5.907e-15
600.79,1.112e+2,1.112e+2,5.904e-15
600.81,1.418e+2,1.418e+2,5.902e-15
600.84,2.010e+2,2.010e+2,5.899e-15
600.86,2.507e+2,2.507e+2,5.897e-15
600.89,3.436e+2,3.436e+2,5.894e-15
600.91,4.193e+2,4.193e+2,5.892e-15
600.94,5.560e+2,5.560e+2,5.890e-15
600.96,6.636e+2,6.636e+2,5.888e-15
600.98,7.852e+2,7.852e+2,5.886e-15
601.01,9.937e+2,9.937e+2,5.883e-15
601.03,1.150e+3,1.150e+3,5.881e-15
601.06,1.408e+3,1.408e+3,5.878e-15
601.08,1.594e+3,1.594e+3,5.876e-15
601.11,1.888e+3,1.888e+3,5.873e-15
601.13,2.090e+3,2.090e+3,5.871e-15
601.16,2.394e+3,2.394e+3,5.868e-15
601.18,2.593e+3,2.593e+3,5.866e-15
601.21,2.874e+3,2.874e+3,5.863e-15
601.23,3.044e+3,3.044e+3,5.861e-15
601.26,3.264e+3,3.264e+3,5.858e-15
601.28,3.382e+3,3.382e+3,5.856e-15
601.31,3.508e+3,3.508e+3,5.853e-15
601.33,3.556e+3,3.556e+3,5.851e-15
601.35,3.573e+3,3.573e+3,5.849e-15
601.38,3.540e+3,3.540e+3,5.846e-15
601.4,3.480e+3,3.480e+3,5.844e-15
601.43,3.339e+3,3.339e+3,5.841e-15
601.45,3.215e+3,3.215e+3,5.839e-15
601.48,2.992e+3,2.992e+3,5.836e-15
601.5,2.825e+3,2.825e+3,5.834e-15
601.53,2.559e+3,2.559e+3,5.831e-15
601.55,2.380e+3,2.380e+3,5.829e-15
601.58,2.118e+3,2.118e+3,5.826e-15
601.6,1.956e+3,1.956e+3,5.824e-15
601.63,1.744e+3,1.744e+3,5.821e-15
601.65,1.629e+3,1.629e+3,5.819e-15
601.68,1.507e+3,1.507e+3,5.816e-15
601.7,1.463e+3,1.463e+3,5.814e-15
601.72,1.452e+3,1.452e+3,5.812e-15
601.75,1.503e+3,1.503e+3,5.809e-15
601.77,1.584e+3,1.584e+3,5.807e-15
601.8,1.779e+3,1.779e+3,5.804e-15
601.82,1.957e+3,1.957e+3,5.802e-15
601.85,2.294e+3,2.294e+3,5.799e-15
601.87,2.563e+3,2.563e+3,5.797e-15
601.9,3.023e+3,3.023e+3,5.794e-15
601.92,3.362e+3,3.362e+3,5.792e-15
601.95,3.905e+3,3.905e+3,5.789e-15
601.97,4.281e+3,4.281e+3,5.787e-15
602,4.846e+3,4.846e+3,5.784e-15
602.02,5.213e+3,5.213e+3,5.782e-15
602.05,5.726e+3,5.726e+3,5.779e-15
602.07,6.032e+3,6.032e+3,5.777e-15
602.1,6.418e+3,6.418e+3,5.774e-15
602.12,6.618e+3,6.618e+3,5.772e-15
602.14,6.764e+3,6.764e+3,5.770e-15
602.17,6.875e+3,6.875e+3,5.767e-15
602.19,6.874e+3,6.874e+3,5.765e-15
602.22,6.761e+3,6.761e+3,5.762e-15
602.24,6.613e+3,6.613e+3,5.760e-15
602.27,6.293e+3,6.293e+3,5.757e-15
602.29,6.021e+3,6.021e+3,5.755e-15
602.32,5.543e+3,5.543e+3,5.752e-15
602.34,5.188e+3,5.188e+3,5.750e-15
602.37,4.620e+3,4.620e+3,5.747e-15
602.39,4.230e+3,4.230e+3,5.745e-15
602.42,3.645e+3,3.645e+3,5.742e-15
602.44,3.264e+3,3.264e+3,5.740e-15
602.47,2.721e+3,2.721e+3,5.737e-15
602.49,2.384e+3,2.384e+3,5.735e-15
602.51,2.070e+3,2.070e+3,5.733e-15
602.54,1.647e+3,1.647e+3,5.730e-15
602.56,1.399e+3,1.399e+3,5.728e-15
602.59,1.077e+3,1.077e+3,5.726e-15
602.61,8.950e+2,8.950e+2,5.724e-15
602.64,6.667e+2,6.667e+2,5.721e-15
602.66,5.418e+2,5.418e+2,5.719e-15
602.69,3.905e+2,3.905e+2,5.716e-15
602.71,3.104e+2,3.104e+2,5.714e-15
602.74,2.164e+2,2.164e+2,5.711e-15
602.76,1.683e+2,1.683e+2,5.709e-15
602.79,1.135e+2,1.135e+2,5.706e-15
602.81,8.634e+1,8.634e+1,5.704e-15
602.84,5.634e+1,5.634e+1,5.701e-15
602.86,4.192e+1,4.192e+1,5.699e-15
602.89,2.647e+1,2.647e+1,5.696e-15
602.91,1.926e+1,1.926e+1,5.694e-15
602.93,1.390e+1,1.390e+1,5.692e-15
602.96,8.376e+0,8.376e+0,5.689e-15
602.98,5.911e+0,5.911e+0,5.687e-15
603.01,3.446e+0,3.446e+0,5.684e-15
603.03,2.379e+0,2.379e+0,5.682e-15
603.06,1.342e+0,1.342e+0,5.679e-15
603.08,9.062e-1,9.062e-1,5.677e-15
603.11,4.946e-1,4.946e-1,5.674e-15
603.13,3.267e-1,3.267e-1,5.672e-15
603.16,1.725e-1,1.725e-1,5.669e-15
603.18,1.114e-1,1.114e-1,5.667e-15
603.21,5.692e-2,5.692e-2,5.664e-15
603.23,3.597e-2,3.597e-2,5.662e-15
603.26,1.778e-2,1.778e-2,5.659e-15
603.28,1.099e-2,1.099e-2,5.657e-15
603.3,6.734e-3,6.734e-3,5.655e-15
603.33,3.177e-3,3.177e-3,5.652e-15
603.35,1.904e-3,1.904e-3,5.650e-15
603.38,8.693e-4,8.693e-4,5.647e-15
603.4,5.097e-4,5.097e-4,5.645e-15
603.43,2.251e-4,2.251e-4,5.642e-15
603.45,1.291e-4,1.291e-4,5.640e-15
603.48,5.515e-5,5.515e-5,5.637e-15
603.5,3.094e-5,3.094e-5,5.635e-15
603.53,1.279e-5,1.279e-5,5.632e-15
603.55,7.017e-6,7.017e-6,5.630e-15
603.58,2.806e-6,2.806e-6,5.627e-15
603.6,1.506e-6,1.506e-6,5.625e-15
603.63,5.826e-7,5.826e-7,5.622e-15
603.65,3.059e-7,3.059e-7,5.620e-15
603.67,1.592e-7,1.592e-7,5.618e-15
603.7,5.881e-8,5.881e-8,5.615e-15
603.72,2.994e-8,2.994e-8,5.613e-15
603.75,1.070e-8,1.070e-8,5.610e-15
603.77,5.328e-9,5.328e-9,5.608e-15
603.8,1.842e-9,1.842e-9,5.605e-15
603.82,8.971e-10,8.971e-10,5.603e-15
603.85,3.000e-10,3.000e-10,5.600e-15
603.87,1.430e-10,1.430e-10,5.598e-15
603.9,4.625e-11,4.625e-11,5.595e-15
603.92,2.156e-11,2.156e-11,5.593e-15
603.95,6.748e-12,6.748e-12,5.590e-15
603.97,3.077e-12,3.077e-12,5.588e-15
604,9.317e-13,9.317e-13,5.585e-15
604.02,4.155e-13,4.155e-13,5.583e-15
610.36,4.953e-15,,4.953e-15
610.39,1.635e-14,,1.635e-14
610.41,3.690e-14,,3.690e-14
610.44,1.180e-13,,1.180e-13
610.46,2.535e-13,,2.535e-13
610.49,7.855e-13,,7.855e-13
610.51,1.652e-12,,1.652e-12
610.54,4.956e-12,,4.956e-12
610.56,1.020e-11,,1.020e-11
610.59,2.965e-11,,2.965e-11
610.61,5.974e-11,,5.974e-11
610.64,1.682e-10,,1.682e-10
610.66,3.317e-10,,3.317e-10
610.68,6.487e-10,,6.487e-10
610.71,1.746e-9,,1.746e-9
610.73,3.343e-9,,3.343e-9
610.76,8.714e-9,,8.714e-9
610.78,1.633e-8,,1.633e-8
610.81,4.123e-8,,4.123e-8
610.83,7.564e-8,,7.564e-8
610.86,1.850e-7,,1.850e-7
610.88,3.322e-7,,3.322e-7
610.91,7.868e-7,,7.868e-7
610.93,1.383e-6,,1.383e-6
610.96,3.173e-6,,3.173e-6
610.98,5.460e-6,,5.460e-6
611.01,1.213e-5,,1.213e-5
611.03,2.044e-5,,2.044e-5
611.05,3.414e-5,,3.414e-5
611.08,7.252e-5,,7.252e-5
611.1,1.186e-4,,1.186e-4
611.13,2.440e-4,,2.440e-4
611.15,3.906e-4,,3.906e-4
611.18,7.784e-4,,7.784e-4
611.2,1.220e-3,,1.220e-3
611.23,2.354e-3,,2.354e-3
611.25,3.612e-3,,3.612e-3
611.28,6.752e-3,,6.752e-3
611.3,1.014e-2,,1.014e-2
611.33,1.836e-2,,1.836e-2
611.35,2.699e-2,,2.699e-2
611.38,4.734e-2,,4.734e-2
611.4,6.812e-2,,6.812e-2
611.43,1.157e-1,,1.157e-1
611.45,1.630e-1,,1.630e-1
611.47,2.277e-1,,2.277e-1
611.5,3.699e-1,,3.699e-1
611.52,5.058e-1,,5.058e-1
611.55,7.960e-1,,7.960e-1
611.57,1.066e+0,,1.066e+0
611.6,1.624e+0,,1.624e+0
611.62,2.129e+0,,2.129e+0
611.65,3.144e+0,,3.144e+0
611.67,4.034e+0,,4.034e+0
611.7,5.771e+0,,5.771e+0
611.72,7.250e+0,,7.250e+0
611.75,1.005e+1,,1.005e+1
611.77,1.236e+1,,1.236e+1
611.8,1.660e+1,,1.660e+1
611.82,2.000e+1,,2.000e+1
611.84,2.390e+1,,2.390e+1
611.87,3.073e+1,,3.073e+1
611.89,3.596e+1,,3.596e+1
611.92,4.484e+1,,4.484e+1
611.94,5.142e+1,,5.142e+1
611.97,6.220e+1,,6.220e+1
611.99,6.992e+1,,6.992e+1
612.02,8.212e+1,,8.212e+1
612.04,9.054e+1,,9.054e+1
612.07,1.033e+2,,1.033e+2
612.09,1.118e+2,,1.118e+2
612.12,1.243e+2,,1.243e+2
612.14,1.321e+2,,1.321e+2
612.17,1.431e+2,,1.431e+2
612.19,1.498e+2,,1.498e+2
612.21,1.559e+2,,1.559e+2
612.24,1.637e+2,,1.637e+2
612.26,1.681e+2,,1.681e+2
612.29,1.734e+2,,1.734e+2
612.31,1.762e+2,,1.762e+2
612.34,1.792e+2,,1.792e+2
612.36,1.806e+2,,1.806e+2
612.39,1.819e+2,,1.819e+2
612.41,1.823e+2,,1.823e+2
612.44,1.824e+2,,1.824e+2
612.46,1.823e+2,,1.823e+2
612.49,1.818e+2,,1.818e+2
612.51,1.814e+2,,1.814e+2
612.54,1.806e+2,,1.806e+2
612.56,1.800e+2,,1.800e+2
612.59,1.789e+2,,1.789e+2
612.61,1.782e+2,,1.782e+2
612.63,1.774e+2,,1.774e+2
612.66,1.759e+2,,1.759e+2
612.68,1.749e+2,,1.749e+2
612.71,1.731e+2,,1.731e+2
612.73,1.717e+2,,1.717e+2
612.76,1.695e+2,,1.695e+2
612.78,1.678e+2,,1.678e+2
612.81,1.650e+2,,1.650e+2
612.83,1.629e+2,,1.629e+2
612.86,1.594e+2,,1.594e+2
612.88,1.568e+2,,1.568e+2
612.91,1.525e+2,,1.525e+2
612.93,1.494e+2,,1.494e+2
612.96,1.442e+2,,1.442e+2
612.98,1.404e+2,,1.404e+2
613,1.364e+2,,1.364e+2
613.03,1.298e+2,,1.298e+2
613.05,1.250e+2,,1.250e+2
613.08,1.175e+2,,1.175e+2
613.1,1.121e+2,,1.121e+2
613.13,1.037e+2,,1.037e+2
613.15,9.794e+1,,9.794e+1
613.18,8.907e+1,,8.907e+1
613.2,8.309e+1,,8.309e+1
613.23,7.413e+1,,7.413e+1
613.25,6.823e+1,,6.823e+1
613.28,5.962e+1,,5.962e+1
613.3,5.409e+1,,5.409e+1
613.33,4.622e+1,,4.622e+1
613.35,4.130e+1,,4.130e+1
613.37,3.667e+1,,3.667e+1
613.4,3.030e+1,,3.030e+1
613.42,2.647e+1,,2.647e+1
613.45,2.133e+1,,2.133e+1
613.47,1.831e+1,,1.831e+1
613.5,1.438e+1,,1.438e+1
613.52,1.213e+1,,1.213e+1
613.55,9.271e+0,,9.271e+0
613.57,7.680e+0,,7.680e+0
613.6,5.711e+0,,5.711e+0
613.62,4.645e+0,,4.645e+0
613.65,3.359e+0,,3.359e+0
613.67,2.680e+0,,2.680e+0
613.7,1.884e+0,,1.884e+0
613.72,1.475e+0,,1.475e+0
613.75,1.007e+0,,1.007e+0
613.77,7.736e-1,,7.736e-1
613.79,5.895e-1,,5.895e-1
613.82,3.865e-1,,3.865e-1
613.84,2.888e-1,,2.888e-1
613.87,1.838e-1,,1.838e-1
613.89,1.347e-1,,1.347e-1
613.92,8.321e-2,,8.321e-2
613.94,5.976e-2,,5.976e-2
613.97,3.584e-2,,3.584e-2
613.99,2.523e-2,,2.523e-2
614.02,1.468e-2,,1.468e-2
614.04,1.013e-2,,1.013e-2
614.07,5.721e-3,,5.721e-3
614.09,3.869e-3,,3.869e-3
614.12,2.120e-3,,2.120e-3
614.14,1.405e-3,,1.405e-3
614.16,9.234e-4,,9.234e-4
614.19,4.847e-4,,4.847e-4
614.21,3.122e-4,,3.122e-4
614.24,1.590e-4,,1.590e-4
614.26,1.003e-4,,1.003e-4
614.29,4.953e-5,,4.953e-5
614.31,3.063e-5,,3.063e-5
614.34,1.466e-5,,1.466e-5
614.36,8.882e-6,,8.882e-6
614.39,4.123e-6,,4.123e-6
614.41,2.447e-6,,2.447e-6
614.44,1.101e-6,,1.101e-6
614.46,6.401e-7,,6.401e-7
614.49,2.793e-7,,2.793e-7
614.51,1.590e-7,,1.590e-7
614.53,8.980e-8,,8.980e-8
614.56,3.751e-8,,3.751e-8
614.58,2.075e-8,,2.075e-8
614.61,8.401e-9,,8.401e-9
614.63,4.551e-9,,4.551e-9
614.66,1.786e-9,,1.786e-9
614.68,9.474e-10,,9.474e-10
614.71,3.604e-10,,3.604e-10
614.73,1.872e-10,,1.872e-10
614.76,6.902e-11,,6.902e-11
614.78,3.511e-11,,3.511e-11
614.81,1.254e-11,,1.254e-11
614.83,6.250e-12,,6.250e-12
614.86,2.164e-12,,2.164e-12
614.88,1.056e-12,,1.056e-12
614.91,3.541e-13,,3.541e-13
614.93,1.692e-13,,1.692e-13
614.95,7.801e-14,,7.801e-14
614.98,2.437e-14,,2.437e-14
615,1.133e-14,,1.133e-14
615.03,3.534e-15,,3.534e-15
615.05,1.608e-15,,1.608e-15
644.28,6.336e-17,,6.336e-17
644.3,1.938e-16,,1.938e-16
644.33,5.922e-16,,5.922e-16
644.35,1.355e-15,,1.355e-15
644.38,4.143e-15,,4.143e-15
644.4,8.506e-15,,8.506e-15
644.42,1.733e-14,,1.733e-14
644.45,4.970e-14,,4.970e-14
644.47,9.936e-14,,9.936e-14
644.5,2.769e-13,,2.769e-13
644.52,5.434e-13,,5.434e-13
644.55,1.472e-12,,1.472e-12
644.57,2.835e-12,,2.835e-12
644.6,7.466e-12,,7.466e-12
644.62,1.411e-11,,1.411e-11
644.65,3.612e-11,,3.612e-11
644.67,6.697e-11,,6.697e-11
644.7,1.667e-10,,1.667e-10
644.72,3.033e-10,,3.033e-10
644.75,7.339e-10,,7.339e-10
644.77,1.310e-9,,1.310e-9
644.8,3.083e-9,,3.083e-9
644.82,5.402e-9,,5.402e-9
644.84,9.396e-9,,9.396e-9
644.87,2.125e-8,,2.125e-8
644.89,3.627e-8,,3.627e-8
644.92,7.974e-8,,7.974e-8
644.94,1.336e-7,,1.336e-7
644.97,2.855e-7,,2.855e-7
644.99,4.694e-7,,4.694e-7
645.02,9.756e-7,,9.756e-7
645.04,1.574e-6,,1.574e-6
645.07,3.181e-6,,3.181e-6
645.09,5.037e-6,,5.037e-6
645.12,9.897e-6,,9.897e-6
645.14,1.538e-5,,1.538e-5
645.17,2.939e-5,,2.939e-5
645.19,4.482e-5,,4.482e-5
645.21,6.786e-5,,6.786e-5
645.24,1.247e-4,,1.247e-4
645.26,1.852e-4,,1.852e-4
645.29,3.309e-4,,3.309e-4
645.31,4.826e-4,,4.826e-4
645.34,8.383e-4,,8.383e-4
645.36,1.200e-3,,1.200e-3
645.39,2.027e-3,,2.027e-3
645.41,2.848e-3,,2.848e-3
645.44,4.678e-3,,4.678e-3
645.46,6.452e-3,,6.452e-3
645.49,1.031e-2,,1.031e-2
645.51,1.395e-2,,1.395e-2
645.54,2.167e-2,,2.167e-2
645.56,2.879e-2,,2.879e-2
645.59,4.350e-2,,4.350e-2
645.61,5.673e-2,,5.673e-2
645.63,7.345e-2,,7.345e-2
645.66,1.067e-1,,1.067e-1
645.68,1.356e-1,,1.356e-1
645.71,1.916e-1,,1.916e-1
645.73,2.390e-1,,2.390e-1
645.76,3.284e-1,,3.284e-1
645.78,4.022e-1,,4.022e-1
645.81,5.374e-1,,5.374e-1
645.83,6.460e-1,,6.460e-1
645.86,8.396e-1,,8.396e-1
645.88,9.906e-1,,9.906e-1
645.91,1.252e+0,,1.252e+0
645.93,1.450e+0,,1.450e+0
645.96,1.783e+0,,1.783e+0
645.98,2.027e+0,,2.027e+0
646,2.288e+0,,2.288e+0
646.03,2.705e+0,,2.705e+0
646.05,2.997e+0,,2.997e+0
646.08,3.446e+0,,3.446e+0
646.1,3.748e+0,,3.748e+0
646.13,4.192e+0,,4.192e+0
646.15,4.475e+0,,4.475e+0
646.18,4.867e+0,,4.867e+0
646.2,5.101e+0,,5.101e+0
646.23,5.396e+0,,5.396e+0
646.25,5.550e+0,,5.550e+0
646.28,5.711e+0,,5.711e+0
646.3,5.766e+0,,5.766e+0
646.33,5.770e+0,,5.770e+0
646.35,5.719e+0,,5.719e+0
646.37,5.627e+0,,5.627e+0
646.4,5.415e+0,,5.415e+0
646.42,5.229e+0,,5.229e+0
646.45,4.894e+0,,4.894e+0
646.47,4.640e+0,,4.640e+0
646.5,4.223e+0,,4.223e+0
646.52,3.930e+0,,3.930e+0
646.55,3.478e+0,,3.478e+0
646.57,3.177e+0,,3.177e+0
646.6,2.735e+0,,2.735e+0
646.62,2.452e+0,,2.452e+0
646.65,2.052e+0,,2.052e+0
646.67,1.806e+0,,1.806e+0
646.7,1.470e+0,,1.470e+0
646.72,1.270e+0,,1.270e+0
646.75,1.005e+0,,1.005e+0
646.77,8.520e-1,,8.520e-1
646.79,7.169e-1,,7.169e-1
646.82,5.457e-1,,5.457e-1
646.84,4.507e-1,,4.507e-1
646.87,3.336e-1,,3.336e-1
646.89,2.704e-1,,2.704e-1
646.92,1.946e-1,,1.946e-1
646.94,1.548e-1,,1.548e-1
646.97,1.083e-1,,1.083e-1
646.99,8.458e-2,,8.458e-2
647.02,5.755e-2,,5.755e-2
647.04,4.410e-2,,4.410e-2
647.07,2.917e-2,,2.917e-2
647.09,2.194e-2,,2.194e-2
647.12,1.411e-2,,1.411e-2
647.14,1.042e-2,,1.042e-2
647.16,7.631e-3,,7.631e-3
647.19,4.718e-3,,4.718e-3
647.21,3.392e-3,,3.392e-3
647.24,2.039e-3,,2.039e-3
647.26,1.439e-3,,1.439e-3
647.29,8.409e-4,,8.409e-4
647.31,5.823e-4,,5.823e-4
647.34,3.308e-4,,3.308e-4
647.36,2.248e-4,,2.248e-4
647.39,1.242e-4,,1.242e-4
647.41,8.280e-5,,8.280e-5
647.44,4.446e-5,,4.446e-5
647.46,2.910e-5,,2.910e-5
647.49,1.519e-5,,1.519e-5
647.51,9.753e-6,,9.753e-6
647.53,6.216e-6,,6.216e-6
647.56,3.118e-6,,3.118e-6
647.58,1.950e-6,,1.950e-6
647.61,9.511e-7,,9.511e-7
647.63,5.838e-7,,5.838e-7
647.66,2.767e-7,,2.767e-7
647.68,1.667e-7,,1.667e-7
647.71,7.679e-8,,7.679e-8
647.73,4.538e-8,,4.538e-8
647.76,2.033e-8,,2.033e-8
647.78,1.179e-8,,1.179e-8
647.81,5.132e-9,,5.132e-9
647.83,2.920e-9,,2.920e-9
647.86,1.236e-9,,1.236e-9
647.88,6.899e-10,,6.899e-10
647.91,2.838e-10,,2.838e-10
647.93,1.555e-10,,1.555e-10
647.95,8.453e-11,,8.453e-11
647.98,3.341e-11,,3.341e-11
648,1.782e-11,,1.782e-11
648.03,6.848e-12,,6.848e-12
648.05,3.585e-12,,3.585e-12
648.08,1.338e-12,,1.338e-12
648.1,6.875e-13,,6.875e-13
648.13,2.495e-13,,2.495e-13
648.15,1.257e-13,,1.257e-13
648.18,4.435e-14,,4.435e-14
648.2,2.193e-14,,2.193e-14
648.23,7.518e-15,,7.518e-15
648.25,3.627e-15,,3.627e-15
648.28,1.181e-15,,1.181e-15
648.3,5.627e-16,,5.627e-16
648.32,2.280e-16,,2.280e-16
711.91,3.800e-16,,3.800e-16
711.93,7.531e-16,,7.531e-16
711.96,2.077e-15,,2.077e-15
711.98,4.051e-15,,4.051e-15
712,7.854e-15,,7.854e-15
712.03,2.095e-14,,2.095e-14
712.05,3.999e-14,,3.999e-14
712.08,1.060e-13,,1.060e-13
712.1,1.992e-13,,1.992e-13
712.13,5.077e-13,,5.077e-13
712.15,9.406e-13,,9.406e-13
712.18,2.342e-12,,2.342e-12
712.2,4.268e-12,,4.268e-12
712.23,1.038e-11,,1.038e-11
712.25,1.863e-11,,1.863e-11
712.28,4.425e-11,,4.425e-11
712.3,7.818e-11,,7.818e-11
712.33,1.815e-10,,1.815e-10
712.35,3.157e-10,,3.157e-10
712.37,5.457e-10,,5.457e-10
712.4,1.226e-9,,1.226e-9
712.42,2.087e-9,,2.087e-9
712.45,4.580e-9,,4.580e-9
712.47,7.676e-9,,7.676e-9
712.5,1.646e-8,,1.646e-8
712.52,2.717e-8,,2.717e-8
712.55,5.692e-8,,5.692e-8
712.57,9.249e-8,,9.249e-8
712.6,1.894e-7,,1.894e-7
712.62,3.030e-7,,3.030e-7
712.65,6.062e-7,,6.062e-7
712.67,9.551e-7,,9.551e-7
712.7,1.867e-6,,1.867e-6
712.72,2.897e-6,,2.897e-6
712.75,5.536e-6,,5.536e-6
712.77,8.458e-6,,8.458e-6
712.79,1.285e-5,,1.285e-5
712.82,2.377e-5,,2.377e-5
712.84,3.555e-5,,3.555e-5
712.87,6.428e-5,,6.428e-5
712.89,9.469e-5,,9.469e-5
712.92,1.674e-4,,1.674e-4
712.94,2.429e-4,,2.429e-4
712.97,4.197e-4,,4.197e-4
712.99,5.998e-4,,5.998e-4
713.02,1.013e-3,,1.013e-3
713.04,1.427e-3,,1.427e-3
713.07,2.356e-3,,2.356e-3
713.09,3.268e-3,,3.268e-3
713.12,5.279e-3,,5.279e-3
713.14,7.213e-3,,7.213e-3
713.16,9.798e-3,,9.798e-3
713.19,1.534e-2,,1.534e-2
713.21,2.053e-2,,2.053e-2
713.24,3.144e-2,,3.144e-2
713.26,4.147e-2,,4.147e-2
713.29,6.212e-2,,6.212e-2
713.31,8.074e-2,,8.074e-2
713.34,1.183e-1,,1.183e-1
713.36,1.516e-1,,1.516e-1
713.39,2.174e-1,,2.174e-1
713.41,2.745e-1,,2.745e-1
713.44,3.854e-1,,3.854e-1
713.46,4.797e-1,,4.797e-1
713.49,6.590e-1,,6.590e-1
713.51,8.087e-1,,8.087e-1
713.53,9.868e-1,,9.868e-1
713.56,1.316e+0,,1.316e+0
713.58,1.583e+0,,1.583e+0
713.61,2.068e+0,,2.068e+0
713.63,2.453e+0,,2.453e+0
713.66,3.137e+0,,3.137e+0
713.68,3.670e+0,,3.670e+0
713.71,4.596e+0,,4.596e+0
713.73,5.303e+0,,5.303e+0
713.76,6.506e+0,,6.506e+0
713.78,7.404e+0,,7.404e+0
713.81,8.897e+0,,8.897e+0
713.83,9.987e+0,,9.987e+0
713.86,1.176e+1,,1.176e+1
713.88,1.302e+1,,1.302e+1
713.91,1.501e+1,,1.501e+1
713.93,1.640e+1,,1.640e+1
713.95,1.781e+1,,1.781e+1
713.98,1.996e+1,,1.996e+1
714,2.139e+1,,2.139e+1
714.03,2.348e+1,,2.348e+1
714.05,2.482e+1,,2.482e+1
714.08,2.669e+1,,2.669e+1
714.1,2.783e+1,,2.783e+1
714.13,2.932e+1,,2.932e+1
714.15,3.015e+1,,3.015e+1
714.18,3.112e+1,,3.112e+1
714.2,3.156e+1,,3.156e+1
714.23,3.191e+1,,3.191e+1
714.25,3.191e+1,,3.191e+1
714.28,3.160e+1,,3.160e+1
714.3,3.117e+1,,3.117e+1
714.32,3.057e+1,,3.057e+1
714.35,2.939e+1,,2.939e+1
714.37,2.843e+1,,2.843e+1
714.4,2.676e+1,,2.676e+1
714.42,2.552e+1,,2.552e+1
714.45,2.351e+1,,2.351e+1
714.47,2.211e+1,,2.211e+1
714.5,1.994e+1,,1.994e+1
714.52,1.848e+1,,1.848e+1
714.55,1.632e+1,,1.632e+1
714.57,1.491e+1,,1.491e+1
714.6,1.288e+1,,1.288e+1
714.62,1.160e+1,,1.160e+1
714.65,9.803e+0,,9.803e+0
714.67,8.700e+0,,8.700e+0
714.69,7.676e+0,,7.676e+0
714.72,6.293e+0,,6.293e+0
714.74,5.472e+0,,5.472e+0
714.77,4.388e+0,,4.388e+0
714.79,3.760e+0,,3.760e+0
714.82,2.949e+0,,2.949e+0
714.84,2.490e+0,,2.490e+0
714.87,1.910e+0,,1.910e+0
714.89,1.589e+0,,1.589e+0
714.92,1.192e+0,,1.192e+0
714.94,9.767e-1,,9.767e-1
714.97,7.165e-1,,7.165e-1
