Wavelength (nm),Sum(calc),Mn I (1.1e-1),Mn II (8.9e-1)
389.14,1.867e+2,1.867e+2,7.447e-17
389.16,1.502e+2,1.502e+2,7.445e-17
389.19,1.043e+2,1.043e+2,7.442e-17
389.21,7.965e+1,7.965e+1,7.440e-17
389.24,5.117e+1,5.117e+1,7.437e-17
389.26,3.717e+1,3.717e+1,7.435e-17
389.29,2.226e+1,2.226e+1,7.432e-17
389.31,1.560e+1,1.560e+1,7.430e-17
389.34,9.331e+0,9.331e+0,7.427e-17
389.36,7.129e+0,7.129e+0,7.426e-17
389.38,6.251e+0,6.251e+0,7.424e-17
389.41,7.295e+0,7.295e+0,7.421e-17
389.43,9.712e+0,9.712e+0,7.419e-17
389.46,1.663e+1,1.663e+1,7.416e-17
389.48,2.413e+1,2.413e+1,7.414e-17
389.51,4.134e+1,4.134e+1,7.411e-17
389.53,5.797e+1,5.797e+1,7.409e-17
389.56,9.292e+1,9.292e+1,7.407e-17
389.58,1.242e+2,1.242e+2,7.405e-17
389.61,1.851e+2,1.851e+2,7.402e-17
389.63,2.358e+2,2.358e+2,7.400e-17
389.66,3.269e+2,3.269e+2,7.397e-17
389.68,3.969e+2,3.969e+2,7.395e-17
389.71,5.124e+2,5.124e+2,7.392e-17
389.73,5.934e+2,5.934e+2,7.390e-17
389.76,7.140e+2,7.140e+2,7.387e-17
389.78,7.892e+2,7.892e+2,7.386e-17
389.8,8.563e+2,8.563e+2,7.384e-17
389.83,9.350e+2,9.350e+2,7.381e-17
389.85,9.690e+2,9.690e+2,7.379e-17
389.88,9.878e+2,9.878e+2,7.376e-17
389.9,9.779e+2,9.779e+2,7.374e-17
389.93,9.308e+2,9.308e+2,7.371e-17
389.95,8.803e+2,8.803e+2,7.369e-17
389.98,7.822e+2,7.822e+2,7.367e-17
390,7.065e+2,7.065e+2,7.365e-17
390.03,5.858e+2,5.858e+2,7.362e-17
390.05,5.051e+2,5.051e+2,7.360e-17
390.08,3.904e+2,3.904e+2,7.357e-17
390.1,3.212e+2,3.212e+2,7.355e-17
390.13,2.312e+2,2.312e+2,7.352e-17
390.15,1.814e+2,1.814e+2,7.350e-17
390.17,1.395e+2,1.395e+2,7.348e-17
390.2,9.079e+1,9.079e+1,7.346e-17
390.22,6.653e+1,6.653e+1,7.344e-17
390.25,4.022e+1,4.022e+1,7.341e-17
390.27,2.806e+1,2.806e+1,7.339e-17
390.3,1.575e+1,1.575e+1,7.336e-17
390.32,1.045e+1,1.045e+1,7.334e-17
390.35,5.439e+0,5.439e+0,7.331e-17
390.37,3.432e+0,3.432e+0,7.329e-17
390.4,1.657e+0,1.657e+0,7.327e-17
390.42,9.946e-1,9.946e-1,7.325e-17
390.45,4.489e-1,4.489e-1,7.322e-17
390.47,2.632e-1,2.632e-1,7.320e-17
390.5,1.323e-1,1.323e-1,7.317e-17
390.52,1.085e-1,1.085e-1,7.315e-17
390.54,1.253e-1,1.253e-1,7.313e-17
390.57,2.388e-1,2.388e-1,7.310e-17
390.59,4.019e-1,4.019e-1,7.308e-17
390.62,8.771e-1,8.771e-1,7.306e-17
390.64,1.447e+0,1.447e+0,7.304e-17
390.67,2.953e+0,2.953e+0,7.301e-17
390.69,4.629e+0,4.629e+0,7.299e-17
390.72,8.739e+0,8.739e+0,7.296e-17
390.74,1.300e+1,1.300e+1,7.294e-17
390.77,2.270e+1,2.270e+1,7.291e-17
390.79,3.205e+1,3.205e+1,7.289e-17
390.82,5.173e+1,5.173e+1,7.287e-17
390.84,6.933e+1,6.933e+1,7.285e-17
390.87,1.034e+2,1.034e+2,7.282e-17
390.89,1.316e+2,1.316e+2,7.280e-17
390.92,1.815e+2,1.815e+2,7.277e-17
390.94,2.191e+2,2.191e+2,7.275e-17
390.96,2.590e+2,2.590e+2,7.273e-17
390.99,3.201e+2,3.201e+2,7.270e-17
391.01,3.591e+2,3.591e+2,7.268e-17
391.04,4.103e+2,4.103e+2,7.266e-17
391.06,4.369e+2,4.369e+2,7.264e-17
391.09,4.616e+2,4.616e+2,7.261e-17
391.11,4.664e+2,4.664e+2,7.259e-17
391.14,4.556e+2,4.556e+2,7.256e-17
391.16,4.369e+2,4.369e+2,7.254e-17
391.19,3.945e+2,3.945e+2,7.251e-17
391.21,3.591e+2,3.591e+2,7.249e-17
391.24,2.998e+2,2.998e+2,7.247e-17
391.26,2.590e+2,2.590e+2,7.245e-17
391.29,1.999e+2,1.999e+2,7.242e-17
391.31,1.639e+2,1.639e+2,7.240e-17
391.33,1.316e+2,1.316e+2,7.238e-17
391.36,9.101e+1,9.101e+1,7.235e-17
391.38,6.936e+1,6.936e+1,7.233e-17
391.41,4.442e+1,4.442e+1,7.230e-17
391.43,3.220e+1,3.220e+1,7.228e-17
391.46,1.926e+1,1.926e+1,7.226e-17
391.48,1.350e+1,1.350e+1,7.224e-17
391.51,8.088e+0,8.088e+0,7.221e-17
391.53,6.132e+0,6.132e+0,7.219e-17
391.56,5.081e+0,5.081e+0,7.216e-17
391.58,5.435e+0,5.435e+0,7.214e-17
391.61,7.409e+0,7.409e+0,7.211e-17
391.63,9.697e+0,9.697e+0,7.209e-17
391.66,1.469e+1,1.469e+1,7.207e-17
391.68,1.914e+1,1.914e+1,7.205e-17
391.7,2.451e+1,2.451e+1,7.203e-17
391.73,3.427e+1,3.427e+1,7.200e-17
391.75,4.180e+1,4.180e+1,7.198e-17
391.78,5.422e+1,5.422e+1,7.195e-17
391.8,6.291e+1,6.291e+1,7.193e-17
391.83,7.589e+1,7.589e+1,7.190e-17
391.85,8.410e+1,8.410e+1,7.188e-17
391.88,9.530e+1,9.530e+1,7.186e-17
391.9,1.020e+2,1.020e+2,7.184e-17
391.93,1.117e+2,1.117e+2,7.181e-17
391.95,1.190e+2,1.190e+2,7.179e-17
391.98,1.339e+2,1.339e+2,7.176e-17
392,1.492e+2,1.492e+2,7.174e-17
392.03,1.857e+2,1.857e+2,7.171e-17
392.05,2.232e+2,2.232e+2,7.169e-17
392.08,3.070e+2,3.070e+2,7.167e-17
392.1,3.858e+2,3.858e+2,7.165e-17
392.12,4.863e+2,4.863e+2,7.163e-17
392.15,6.822e+2,6.822e+2,7.160e-17
392.17,8.443e+2,8.443e+2,7.158e-17
392.2,1.133e+3,1.133e+3,7.155e-17
392.22,1.351e+3,1.351e+3,7.153e-17
392.25,1.705e+3,1.705e+3,7.150e-17
392.27,1.950e+3,1.950e+3,7.148e-17
392.3,2.309e+3,2.309e+3,7.146e-17
392.32,2.533e+3,2.533e+3,7.144e-17
392.35,2.828e+3,2.828e+3,7.141e-17
392.37,2.990e+3,2.990e+3,7.139e-17
392.4,3.177e+3,3.177e+3,7.136e-17
392.42,3.266e+3,3.266e+3,7.134e-17
392.45,3.353e+3,3.353e+3,7.131e-17
392.47,3.387e+3,3.387e+3,7.129e-17
392.49,3.407e+3,3.407e+3,7.127e-17
392.52,3.419e+3,3.419e+3,7.125e-17
392.54,3.417e+3,3.417e+3,7.123e-17
392.57,3.396e+3,3.396e+3,7.120e-17
392.59,3.366e+3,3.366e+3,7.118e-17
392.62,3.286e+3,3.286e+3,7.115e-17
392.64,3.203e+3,3.203e+3,7.113e-17
392.67,3.028e+3,3.028e+3,7.110e-17
392.69,2.876e+3,2.876e+3,7.108e-17
392.72,2.603e+3,2.603e+3,7.106e-17
392.74,2.397e+3,2.397e+3,7.104e-17
392.77,2.070e+3,2.070e+3,7.101e-17
392.79,1.850e+3,1.850e+3,7.099e-17
392.82,1.536e+3,1.536e+3,7.096e-17
392.84,1.346e+3,1.346e+3,7.094e-17
392.87,1.097e+3,1.097e+3,7.091e-17
392.89,9.576e+2,9.576e+2,7.089e-17
392.91,8.400e+2,8.400e+2,7.087e-17
392.94,7.004e+2,7.004e+2,7.085e-17
392.96,6.282e+2,6.282e+2,7.083e-17
392.99,5.442e+2,5.442e+2,7.080e-17
393.01,5.004e+2,5.004e+2,7.078e-17
393.04,4.469e+2,4.469e+2,7.075e-17
393.06,4.164e+2,4.164e+2,7.073e-17
393.09,3.751e+2,3.751e+2,7.070e-17
393.11,3.490e+2,3.490e+2,7.068e-17
393.14,3.104e+2,3.104e+2,7.066e-17
393.16,2.848e+2,2.848e+2,7.064e-17
393.19,2.463e+2,2.463e+2,7.061e-17
393.21,2.209e+2,2.209e+2,7.059e-17
393.24,1.840e+2,1.840e+2,7.056e-17
393.26,1.608e+2,1.608e+2,7.054e-17
393.28,1.394e+2,1.394e+2,7.052e-17
393.31,1.115e+2,1.115e+2,7.049e-17
393.33,9.647e+1,9.647e+1,7.047e-17
393.36,8.038e+1,8.038e+1,7.045e-17
393.38,7.443e+1,7.443e+1,7.043e-17
393.41,7.320e+1,7.320e+1,7.040e-17
393.43,7.764e+1,7.764e+1,7.038e-17
393.46,9.195e+1,9.195e+1,7.035e-17
393.48,1.062e+2,1.062e+2,7.033e-17
393.51,1.332e+2,1.332e+2,7.030e-17
393.53,1.540e+2,1.540e+2,7.028e-17
393.56,1.868e+2,1.868e+2,7.026e-17
393.58,2.082e+2,2.082e+2,7.024e-17
393.61,2.365e+2,2.365e+2,7.021e-17
393.63,2.513e+2,2.513e+2,7.019e-17
393.65,2.616e+2,2.616e+2,7.017e-17
393.68,2.676e+2,2.676e+2,7.014e-17
393.7,2.648e+2,2.648e+2,7.012e-17
393.73,2.508e+2,2.508e+2,7.009e-17
393.75,2.357e+2,2.357e+2,7.007e-17
393.78,2.067e+2,2.067e+2,7.005e-17
393.8,1.845e+2,1.845e+2,7.003e-17
393.83,1.497e+2,1.497e+2,7.000e-17
393.85,1.269e+2,1.269e+2,6.998e-17
393.88,9.527e+1,9.527e+1,6.995e-17
393.9,7.670e+1,7.670e+1,6.993e-17
393.93,5.331e+1,5.331e+1,6.990e-17
393.95,4.076e+1,4.076e+1,6.988e-17
393.98,2.621e+1,2.621e+1,6.986e-17
394,1.903e+1,1.903e+1,6.984e-17
394.03,1.133e+1,1.133e+1,6.981e-17
394.05,7.813e+0,7.813e+0,6.979e-17
394.07,5.278e+0,5.278e+0,6.977e-17
394.1,2.819e+0,2.819e+0,6.974e-17
394.12,1.808e+0,1.808e+0,6.972e-17
394.15,8.938e-1,8.938e-1,6.969e-17
394.17,5.446e-1,5.446e-1,6.967e-17
394.2,2.491e-1,2.491e-1,6.965e-17
394.22,1.441e-1,1.441e-1,6.963e-17
394.25,6.103e-2,6.103e-2,6.960e-17
394.27,3.353e-2,3.353e-2,6.958e-17
394.3,1.314e-2,1.314e-2,6.955e-17
394.32,6.857e-3,6.857e-3,6.953e-17
394.35,2.489e-3,2.489e-3,6.950e-17
394.37,1.238e-3,1.238e-3,6.948e-17
394.4,4.327e-4,4.327e-4,6.946e-17
394.42,2.381e-4,2.381e-4,6.944e-17
394.44,1.865e-4,1.865e-4,6.942e-17
394.47,3.370e-4,3.370e-4,6.939e-17
394.49,6.690e-4,6.690e-4,6.937e-17
394.52,1.959e-3,1.959e-3,6.934e-17
394.54,3.951e-3,3.951e-3,6.932e-17
394.57,1.093e-2,1.093e-2,6.929e-17
394.59,2.103e-2,2.103e-2,6.927e-17
394.62,5.415e-2,5.415e-2,6.925e-17
394.64,9.930e-2,9.930e-2,6.923e-17
394.67,2.379e-1,2.379e-1,6.920e-17
394.69,4.159e-1,4.159e-1,6.918e-17
394.72,9.279e-1,9.279e-1,6.915e-17
394.74,1.547e+0,1.547e+0,6.913e-17
394.77,3.215e+0,3.215e+0,6.910e-17
394.79,5.113e+0,5.113e+0,6.908e-17
394.81,7.980e+0,7.980e+0,6.907e-17
394.84,1.502e+1,1.502e+1,6.904e-17
394.86,2.236e+1,2.236e+1,6.902e-17
394.89,3.923e+1,3.923e+1,6.899e-17
394.91,5.573e+1,5.573e+1,6.897e-17
394.94,9.111e+1,9.111e+1,6.894e-17
394.96,1.235e+2,1.235e+2,6.892e-17
394.99,1.882e+2,1.882e+2,6.889e-17
395.01,2.434e+2,2.434e+2,6.887e-17
395.04,3.455e+2,3.455e+2,6.885e-17
395.06,4.263e+2,4.263e+2,6.883e-17
395.09,5.640e+2,5.640e+2,6.880e-17
395.11,6.639e+2,6.639e+2,6.878e-17
395.14,8.185e+2,8.185e+2,6.875e-17
395.16,9.191e+2,9.191e+2,6.873e-17
395.19,1.056e+3,1.056e+3,6.870e-17
395.21,1.132e+3,1.132e+3,6.868e-17
395.23,1.191e+3,1.191e+3,6.867e-17
395.26,1.241e+3,1.241e+3,6.864e-17
395.28,1.247e+3,1.247e+3,6.862e-17
395.31,1.214e+3,1.214e+3,6.859e-17
395.33,1.167e+3,1.167e+3,6.857e-17
395.36,1.064e+3,1.064e+3,6.854e-17
395.38,9.802e+2,9.802e+2,6.852e-17
395.41,8.403e+2,8.403e+2,6.849e-17
395.43,7.436e+2,7.436e+2,6.847e-17
395.46,6.019e+2,6.019e+2,6.845e-17
395.48,5.136e+2,5.136e+2,6.843e-17
395.51,3.948e+2,3.948e+2,6.840e-17
395.53,3.260e+2,3.260e+2,6.838e-17
395.56,2.391e+2,2.391e+2,6.835e-17
395.58,1.916e+2,1.916e+2,6.833e-17
395.6,1.518e+2,1.518e+2,6.831e-17
395.63,1.048e+2,1.048e+2,6.828e-17
395.65,8.066e+1,8.066e+1,6.827e-17
395.68,5.325e+1,5.325e+1,6.824e-17
395.7,3.974e+1,3.974e+1,6.822e-17
395.73,2.499e+1,2.499e+1,6.819e-17
395.75,1.802e+1,1.802e+1,6.817e-17
395.78,1.073e+1,1.073e+1,6.814e-17
395.8,7.449e+0,7.449e+0,6.812e-17
395.83,4.177e+0,4.177e+0,6.809e-17
395.85,2.780e+0,2.780e+0,6.807e-17
395.88,1.460e+0,1.460e+0,6.805e-17
395.9,9.296e-1,9.296e-1,6.803e-17
395.93,4.558e-1,4.558e-1,6.800e-17
395.95,2.768e-1,2.768e-1,6.798e-17
395.97,1.649e-1,1.649e-1,6.796e-17
396,7.312e-2,7.312e-2,6.793e-17
396.02,4.148e-2,4.148e-2,6.791e-17
396.05,1.708e-2,1.708e-2,6.788e-17
396.07,9.221e-3,9.221e-3,6.787e-17
396.1,3.523e-3,3.523e-3,6.784e-17
396.12,1.809e-3,1.809e-3,6.782e-17
396.15,6.407e-4,6.407e-4,6.779e-17
396.17,3.127e-4,3.127e-4,6.777e-17
396.2,1.027e-4,1.027e-4,6.774e-17
396.22,4.763e-5,4.763e-5,6.772e-17
396.25,1.449e-5,1.449e-5,6.769e-17
396.27,6.388e-6,6.388e-6,6.767e-17
396.3,1.800e-6,1.800e-6,6.765e-17
396.32,7.542e-7,7.542e-7,6.763e-17
396.35,1.969e-7,1.969e-7,6.760e-17
396.37,7.838e-8,7.838e-8,6.758e-17
396.39,3.058e-8,3.058e-8,6.756e-17
396.42,7.170e-9,7.170e-9,6.753e-17
396.44,2.658e-9,2.658e-9,6.751e-17
396.47,5.813e-10,5.813e-10,6.748e-17
396.49,2.163e-10,2.163e-10,6.747e-17
396.52,1.086e-10,1.086e-10,6.744e-17
396.54,2.119e-10,2.119e-10,6.742e-17
396.57,9.569e-10,9.569e-10,6.739e-17
396.59,2.654e-9,2.654e-9,6.737e-17
396.62,1.184e-8,1.184e-8,6.734e-17
396.64,3.131e-8,3.131e-8,6.732e-17
396.67,1.295e-7,1.295e-7,6.729e-17
396.69,3.256e-7,3.256e-7,6.727e-17
396.72,1.249e-6,1.249e-6,6.725e-17
396.74,2.984e-6,2.984e-6,6.723e-17
396.76,6.989e-6,6.989e-6,6.721e-17
396.79,2.412e-5,2.412e-5,6.718e-17
396.81,5.371e-5,5.371e-5,6.716e-17
396.84,1.719e-4,1.719e-4,6.713e-17
396.86,3.640e-4,3.640e-4,6.711e-17
396.89,1.080e-3,1.080e-3,6.708e-17
396.91,2.176e-3,2.176e-3,6.707e-17
396.94,5.990e-3,5.990e-3,6.704e-17
396.96,1.148e-2,1.148e-2,6.702e-17
396.99,2.932e-2,2.932e-2,6.699e-17
397.01,5.344e-2,5.344e-2,6.697e-17
397.04,1.267e-1,1.267e-1,6.694e-17
397.06,2.198e-1,2.198e-1,6.692e-17
397.09,4.841e-1,4.841e-1,6.689e-17
397.11,7.996e-1,7.996e-1,6.687e-17
397.14,1.636e+0,1.636e+0,6.685e-17
397.16,2.574e+0,2.574e+0,6.683e-17
397.18,3.972e+0,3.972e+0,6.681e-17
397.21,7.344e+0,7.344e+0,6.678e-17
397.23,1.080e+1,1.080e+1,6.676e-17
397.26,1.860e+1,1.860e+1,6.673e-17
397.28,2.610e+1,2.610e+1,6.671e-17
397.31,4.191e+1,4.191e+1,6.668e-17
397.33,5.616e+1,5.616e+1,6.667e-17
397.36,8.420e+1,8.420e+1,6.664e-17
397.38,1.079e+2,1.079e+2,6.662e-17
397.41,1.512e+2,1.512e+2,6.659e-17
397.43,1.854e+2,1.854e+2,6.657e-17
397.46,2.435e+2,2.435e+2,6.654e-17
397.48,2.860e+2,2.860e+2,6.652e-17
397.51,3.525e+2,3.525e+2,6.649e-17
397.53,3.969e+2,3.969e+2,6.647e-17
397.55,4.395e+2,4.395e+2,6.646e-17
397.58,4.968e+2,4.968e+2,6.643e-17
397.6,5.282e+2,5.282e+2,6.641e-17
397.63,5.621e+2,5.621e+2,6.638e-17
397.65,5.745e+2,5.745e+2,6.636e-17
397.68,5.769e+2,5.769e+2,6.633e-17
397.7,5.680e+2,5.680e+2,6.631e-17
397.73,5.410e+2,5.410e+2,6.628e-17
397.75,5.160e+2,5.160e+2,6.627e-17
397.78,4.724e+2,4.724e+2,6.624e-17
397.8,4.422e+2,4.422e+2,6.622e-17
397.83,4.010e+2,4.010e+2,6.619e-17
397.85,3.793e+2,3.793e+2,6.617e-17
397.88,3.607e+2,3.607e+2,6.614e-17
397.9,3.603e+2,3.603e+2,6.612e-17
397.92,3.716e+2,3.716e+2,6.610e-17
397.95,4.137e+2,4.137e+2,6.607e-17
397.97,4.606e+2,4.606e+2,6.606e-17
398,5.617e+2,5.617e+2,6.603e-17
398.02,6.503e+2,6.503e+2,6.601e-17
398.05,8.141e+2,8.141e+2,6.598e-17
398.07,9.420e+2,9.420e+2,6.596e-17
398.1,1.155e+3,1.155e+3,6.593e-17
398.12,1.306e+3,1.306e+3,6.591e-17
398.15,1.532e+3,1.532e+3,6.588e-17
398.17,1.674e+3,1.674e+3,6.587e-17
398.2,1.861e+3,1.861e+3,6.584e-17
398.22,1.960e+3,1.960e+3,6.582e-17
398.25,2.065e+3,2.065e+3,6.579e-17
398.27,2.103e+3,2.103e+3,6.577e-17
398.3,2.120e+3,2.120e+3,6.574e-17
398.32,2.109e+3,2.109e+3,6.572e-17
398.34,2.088e+3,2.088e+3,6.570e-17
398.37,2.055e+3,2.055e+3,6.567e-17
398.39,2.042e+3,2.042e+3,6.566e-17
398.42,2.053e+3,2.053e+3,6.563e-17
398.44,2.087e+3,2.087e+3,6.561e-17
398.47,2.186e+3,2.186e+3,6.558e-17
398.49,2.283e+3,2.283e+3,6.556e-17
398.52,2.466e+3,2.466e+3,6.553e-17
398.54,2.604e+3,2.604e+3,6.551e-17
398.57,2.816e+3,2.816e+3,6.548e-17
398.59,2.946e+3,2.946e+3,6.547e-17
398.62,3.101e+3,3.101e+3,6.544e-17
398.64,3.164e+3,3.164e+3,6.542e-17
398.67,3.181e+3,3.181e+3,6.539e-17
398.69,3.136e+3,3.136e+3,6.537e-17
398.71,3.043e+3,3.043e+3,6.535e-17
398.74,2.822e+3,2.822e+3,6.532e-17
398.76,2.628e+3,2.628e+3,6.530e-17
398.79,2.287e+3,2.287e+3,6.527e-17
398.81,2.041e+3,2.041e+3,6.526e-17
398.84,1.666e+3,1.666e+3,6.523e-17
398.86,1.427e+3,1.427e+3,6.521e-17
398.89,1.102e+3,1.102e+3,6.518e-17
398.91,9.156e+2,9.156e+2,6.516e-17
398.94,6.873e+2,6.873e+2,6.513e-17
398.96,5.702e+2,5.702e+2,6.511e-17
398.99,4.434e+2,4.434e+2,6.508e-17
399.01,3.873e+2,3.873e+2,6.507e-17
399.04,3.367e+2,3.367e+2,6.504e-17
399.06,3.194e+2,3.194e+2,6.502e-17
399.08,3.109e+2,3.109e+2,6.500e-17
399.11,3.067e+2,3.067e+2,6.497e-17
399.13,3.054e+2,3.054e+2,6.495e-17
399.16,3.004e+2,3.004e+2,6.492e-17
399.18,2.931e+2,2.931e+2,6.490e-17
399.21,2.745e+2,2.745e+2,6.487e-17
399.23,2.572e+2,2.572e+2,6.486e-17
399.26,2.254e+2,2.254e+2,6.483e-17
399.28,2.015e+2,2.015e+2,6.481e-17
399.31,1.642e+2,1.642e+2,6.478e-17
399.33,1.398e+2,1.398e+2,6.476e-17
399.36,1.058e+2,1.058e+2,6.473e-17
399.38,8.564e+1,8.564e+1,6.471e-17
399.41,6.010e+1,6.010e+1,6.468e-17
399.43,4.629e+1,4.629e+1,6.467e-17
399.46,3.013e+1,3.013e+1,6.464e-17
399.48,2.207e+1,2.207e+1,6.462e-17
399.5,1.584e+1,1.584e+1,6.460e-17
399.53,9.282e+0,9.282e+0,6.457e-17
399.55,6.337e+0,6.337e+0,6.455e-17
399.58,3.443e+0,3.443e+0,6.452e-17
399.6,2.236e+0,2.236e+0,6.450e-17
399.63,1.128e+0,1.128e+0,6.447e-17
399.65,6.984e-1,6.984e-1,6.446e-17
399.68,3.324e-1,3.324e-1,6.443e-17
399.7,2.048e-1,2.048e-1,6.441e-17
399.73,1.175e-1,1.175e-1,6.438e-17
399.75,1.088e-1,1.088e-1,6.436e-17
399.78,1.644e-1,1.644e-1,6.433e-17
399.8,2.599e-1,2.599e-1,6.431e-17
399.83,5.444e-1,5.444e-1,6.428e-17
399.85,8.838e-1,8.838e-1,6.427e-17
399.87,1.411e+0,1.411e+0,6.425e-17
399.9,2.746e+0,2.746e+0,6.422e-17
399.92,4.176e+0,4.176e+0,6.420e-17
399.95,7.545e+0,7.545e+0,6.417e-17
399.97,1.092e+1,1.092e+1,6.415e-17
400,1.830e+1,1.830e+1,6.412e-17
400.02,2.519e+1,2.519e+1,6.410e-17
400.05,3.918e+1,3.918e+1,6.407e-17
400.07,5.130e+1,5.130e+1,6.406e-17
400.1,7.404e+1,7.404e+1,6.403e-17
400.12,9.223e+1,9.223e+1,6.401e-17
400.15,1.235e+2,1.235e+2,6.398e-17
400.17,1.463e+2,1.463e+2,6.396e-17
400.2,1.818e+2,1.818e+2,6.393e-17
400.22,2.050e+2,2.050e+2,6.391e-17
400.24,2.265e+2,2.265e+2,6.389e-17
400.27,2.534e+2,2.534e+2,6.387e-17
400.29,2.664e+2,2.664e+2,6.385e-17
400.32,2.766e+2,2.766e+2,6.382e-17
400.34,2.766e+2,2.766e+2,6.380e-17
400.37,2.664e+2,2.664e+2,6.377e-17
400.39,2.534e+2,2.534e+2,6.375e-17
400.42,2.265e+2,2.265e+2,6.372e-17
400.44,2.050e+2,2.050e+2,6.370e-17
400.47,1.700e+2,1.700e+2,6.367e-17
400.49,1.464e+2,1.464e+2,6.366e-17
400.52,1.126e+2,1.126e+2,6.363e-17
400.54,9.223e+1,9.223e+1,6.361e-17
400.57,6.586e+1,6.586e+1,6.358e-17
400.59,5.134e+1,5.134e+1,6.356e-17
400.62,3.407e+1,3.407e+1,6.353e-17
400.64,2.533e+1,2.533e+1,6.351e-17
400.66,1.855e+1,1.855e+1,6.349e-17
400.69,1.146e+1,1.146e+1,6.347e-17
400.71,8.423e+0,8.423e+0,6.345e-17
400.74,5.932e+0,5.932e+0,6.342e-17
400.76,5.465e+0,5.465e+0,6.340e-17
400.79,6.460e+0,6.460e+0,6.337e-17
400.81,8.324e+0,8.324e+0,6.335e-17
400.84,1.324e+1,1.324e+1,6.332e-17
400.86,1.823e+1,1.823e+1,6.330e-17
400.89,2.887e+1,2.887e+1,6.327e-17
400.91,3.843e+1,3.843e+1,6.326e-17
400.94,5.699e+1,5.699e+1,6.323e-17
400.96,7.233e+1,7.233e+1,6.321e-17
400.99,9.965e+1,9.965e+1,6.318e-17
401.01,1.204e+2,1.204e+2,6.316e-17
401.03,1.425e+2,1.425e+2,6.314e-17
401.06,1.769e+2,1.769e+2,6.311e-17
401.08,1.994e+2,1.994e+2,6.309e-17
401.11,2.297e+2,2.297e+2,6.307e-17
401.13,2.463e+2,2.463e+2,6.305e-17
401.16,2.636e+2,2.636e+2,6.302e-17
401.18,2.691e+2,2.691e+2,6.300e-17
401.21,2.679e+2,2.679e+2,6.297e-17
401.23,2.611e+2,2.611e+2,6.295e-17
401.26,2.438e+2,2.438e+2,6.292e-17
401.28,2.294e+2,2.294e+2,6.290e-17
401.31,2.082e+2,2.082e+2,6.287e-17
401.33,1.978e+2,1.978e+2,6.286e-17
401.36,1.959e+2,1.959e+2,6.283e-17
401.38,2.096e+2,2.096e+2,6.281e-17
401.41,2.659e+2,2.659e+2,6.278e-17
401.43,3.367e+2,3.367e+2,6.276e-17
401.45,4.432e+2,4.432e+2,6.274e-17
401.48,6.896e+2,6.896e+2,6.271e-17
401.5,9.259e+2,9.259e+2,6.269e-17
401.53,1.412e+3,1.412e+3,6.267e-17
401.55,1.837e+3,1.837e+3,6.265e-17
401.58,2.634e+3,2.634e+3,6.262e-17
401.6,3.273e+3,3.273e+3,6.260e-17
401.63,4.370e+3,4.370e+3,6.257e-17
401.65,5.170e+3,5.170e+3,6.255e-17
401.68,6.413e+3,6.413e+3,6.252e-17
401.7,7.222e+3,7.222e+3,6.250e-17
401.73,8.318e+3,8.318e+3,6.247e-17
401.75,8.915e+3,8.915e+3,6.246e-17
401.78,9.532e+3,9.532e+3,6.243e-17
401.8,9.722e+3,9.722e+3,6.241e-17
401.82,9.722e+3,9.722e+3,6.239e-17
401.85,9.368e+3,9.368e+3,6.236e-17
401.87,8.915e+3,8.915e+3,6.234e-17
401.9,7.974e+3,7.974e+3,6.231e-17
401.92,7.222e+3,7.222e+3,6.229e-17
401.95,5.997e+3,5.997e+3,6.227e-17
401.97,5.169e+3,5.169e+3,6.225e-17
402,3.985e+3,3.985e+3,6.222e-17
402.02,3.269e+3,3.269e+3,6.220e-17
402.05,2.340e+3,2.340e+3,6.217e-17
402.07,1.827e+3,1.827e+3,6.215e-17
402.1,1.215e+3,1.215e+3,6.212e-17
402.12,9.036e+2,9.036e+2,6.210e-17
402.15,5.608e+2,5.608e+2,6.207e-17
402.17,4.009e+2,4.009e+2,6.206e-17
402.19,2.848e+2,2.848e+2,6.204e-17
402.22,1.751e+2,1.751e+2,6.201e-17
402.24,1.353e+2,1.353e+2,6.199e-17
402.27,1.143e+2,1.143e+2,6.196e-17
402.29,1.219e+2,1.219e+2,6.194e-17
402.32,1.625e+2,1.625e+2,6.191e-17
402.34,2.090e+2,2.090e+2,6.189e-17
402.37,3.088e+2,3.088e+2,6.187e-17
402.39,3.963e+2,3.963e+2,6.185e-17
402.42,5.597e+2,5.597e+2,6.182e-17
402.44,6.891e+2,6.891e+2,6.180e-17
402.47,9.095e+2,9.095e+2,6.177e-17
402.49,1.070e+3,1.070e+3,6.175e-17
402.52,1.323e+3,1.323e+3,6.172e-17
402.54,1.495e+3,1.495e+3,6.170e-17
402.57,1.757e+3,1.757e+3,6.167e-17
402.59,1.937e+3,1.937e+3,6.166e-17
402.61,2.133e+3,2.133e+3,6.164e-17
402.64,2.495e+3,2.495e+3,6.161e-17
402.66,2.823e+3,2.823e+3,6.159e-17
402.69,3.554e+3,3.554e+3,6.156e-17
402.71,4.285e+3,4.285e+3,6.154e-17
402.74,5.930e+3,5.930e+3,6.151e-17
402.76,7.516e+3,7.516e+3,6.149e-17
402.79,1.085e+4,1.085e+4,6.147e-17
402.81,1.384e+4,1.384e+4,6.145e-17
402.84,1.962e+4,1.962e+4,6.142e-17
402.86,2.440e+4,2.440e+4,6.140e-17
402.89,3.290e+4,3.290e+4,6.137e-17
