Wavelength (nm),Sum(calc),Cu I (2.9e-1),Cu II (7.1e-1)
522.08,2.692e+1,2.692e+1,1.148e-25
522.082,1.743e+1,1.743e+1,1.148e-25
522.085,8.888e+0,8.888e+0,1.149e-25
522.087,5.589e+0,5.589e+0,1.149e-25
522.09,2.726e+0,2.726e+0,1.149e-25
522.092,1.665e+0,1.665e+0,1.149e-25
522.095,7.772e-1,7.772e-1,1.149e-25
522.097,4.608e-1,4.608e-1,1.149e-25
522.1,2.059e-1,2.059e-1,1.150e-25
522.102,1.185e-1,1.185e-1,1.150e-25
522.105,5.067e-2,5.067e-2,1.150e-25
522.107,2.833e-2,2.833e-2,1.150e-25
522.11,1.159e-2,1.159e-2,1.150e-25
522.112,6.292e-3,6.292e-3,1.151e-25
522.115,2.463e-3,2.463e-3,1.151e-25
522.117,1.299e-3,1.299e-3,1.151e-25
522.12,4.864e-4,4.864e-4,1.151e-25
522.122,2.490e-4,2.490e-4,1.151e-25
522.125,8.926e-5,8.926e-5,1.151e-25
522.127,4.438e-5,4.438e-5,1.152e-25
522.13,1.522e-5,1.522e-5,1.152e-25
522.132,7.349e-6,7.349e-6,1.152e-25
522.135,2.412e-6,2.412e-6,1.152e-25
522.137,1.131e-6,1.131e-6,1.152e-25
522.14,3.551e-7,3.551e-7,1.153e-25
522.142,1.617e-7,1.617e-7,1.153e-25
522.145,4.859e-8,4.859e-8,1.153e-25
522.147,2.148e-8,2.148e-8,1.153e-25
522.15,6.178e-9,6.178e-9,1.153e-25
522.152,2.652e-9,2.652e-9,1.154e-25
522.155,7.299e-10,7.299e-10,1.154e-25
522.157,3.043e-10,3.043e-10,1.154e-25
522.16,8.013e-11,8.013e-11,1.154e-25
522.162,3.244e-11,3.244e-11,1.154e-25
522.165,8.175e-12,8.175e-12,1.154e-25
522.167,3.214e-12,3.214e-12,1.155e-25
522.17,7.749e-13,7.749e-13,1.155e-25
522.172,2.958e-13,2.958e-13,1.155e-25
522.175,6.826e-14,6.826e-14,1.155e-25
522.177,2.530e-14,2.530e-14,1.155e-25
522.18,5.587e-15,5.587e-15,1.156e-25
522.182,2.011e-15,2.011e-15,1.156e-25
522.185,4.250e-16,4.250e-16,1.156e-25
522.187,1.486e-16,1.486e-16,1.156e-25
522.19,3.004e-17,3.004e-17,1.156e-25
522.192,1.020e-17,1.020e-17,1.157e-25
522.195,1.973e-18,1.973e-18,1.157e-25
522.197,6.502e-19,6.502e-19,1.157e-25
522.2,1.204e-19,1.204e-19,1.157e-25
522.202,3.854e-20,3.854e-20,1.157e-25
522.205,6.827e-21,6.827e-21,1.157e-25
522.207,2.122e-21,2.122e-21,1.158e-25
522.21,3.598e-22,3.598e-22,1.158e-25
529.047,1.381e-22,1.381e-22,1.670e-25
529.05,7.894e-22,7.894e-22,1.670e-25
529.052,2.488e-21,2.488e-21,1.670e-25
529.055,1.363e-20,1.363e-20,1.670e-25
529.057,4.176e-20,4.176e-20,1.670e-25
529.06,2.192e-19,2.192e-19,1.671e-25
529.062,6.526e-19,6.526e-19,1.671e-25
529.065,3.281e-18,3.281e-18,1.671e-25
529.067,9.494e-18,9.494e-18,1.671e-25
529.07,4.574e-17,4.574e-17,1.671e-25
529.072,1.286e-16,1.286e-16,1.671e-25
529.075,5.936e-16,5.936e-16,1.672e-25
529.077,1.622e-15,1.622e-15,1.672e-25
529.08,7.173e-15,7.173e-15,1.672e-25
529.082,1.905e-14,1.905e-14,1.672e-25
529.085,8.071e-14,8.071e-14,1.672e-25
529.087,2.083e-13,2.083e-13,1.673e-25
529.09,8.455e-13,8.455e-13,1.673e-25
529.092,2.121e-12,2.121e-12,1.673e-25
529.095,8.248e-12,8.248e-12,1.673e-25
529.097,2.011e-11,2.011e-11,1.673e-25
529.1,7.490e-11,7.490e-11,1.674e-25
529.102,1.775e-10,1.775e-10,1.674e-25
529.105,6.334e-10,6.334e-10,1.674e-25
529.107,1.458e-9,1.458e-9,1.674e-25
529.11,4.987e-9,4.987e-9,1.674e-25
529.112,1.116e-8,1.116e-8,1.674e-25
529.115,3.656e-8,3.656e-8,1.675e-25
529.117,7.950e-8,7.950e-8,1.675e-25
529.12,2.495e-7,2.495e-7,1.675e-25
529.122,5.274e-7,5.274e-7,1.675e-25
529.125,1.586e-6,1.586e-6,1.675e-25
529.127,3.257e-6,3.257e-6,1.676e-25
529.13,9.384e-6,9.384e-6,1.676e-25
529.132,1.873e-5,1.873e-5,1.676e-25
529.135,5.170e-5,5.170e-5,1.676e-25
529.137,1.003e-4,1.003e-4,1.676e-25
529.14,2.652e-4,2.652e-4,1.677e-25
529.142,5.000e-4,5.000e-4,1.677e-25
529.145,1.267e-3,1.267e-3,1.677e-25
529.147,2.321e-3,2.321e-3,1.677e-25
529.15,5.634e-3,5.634e-3,1.677e-25
529.152,1.003e-2,1.003e-2,1.677e-25
529.155,2.333e-2,2.333e-2,1.678e-25
529.157,4.037e-2,4.037e-2,1.678e-25
529.16,8.994e-2,8.994e-2,1.678e-25
529.162,1.513e-1,1.513e-1,1.678e-25
529.165,3.229e-1,3.229e-1,1.678e-25
529.167,5.277e-1,5.277e-1,1.679e-25
529.17,1.079e+0,1.079e+0,1.679e-25
529.172,1.714e+0,1.714e+0,1.679e-25
529.175,3.358e+0,3.358e+0,1.679e-25
529.177,5.184e+0,5.184e+0,1.679e-25
529.18,9.731e+0,9.731e+0,1.680e-25
529.182,1.460e+1,1.460e+1,1.680e-25
529.185,2.625e+1,2.625e+1,1.680e-25
529.187,3.827e+1,3.827e+1,1.680e-25
529.19,6.595e+1,6.595e+1,1.680e-25
529.192,9.344e+1,9.344e+1,1.680e-25
529.195,1.542e+2,1.542e+2,1.681e-25
529.197,2.124e+2,2.124e+2,1.681e-25
529.2,3.359e+2,3.359e+2,1.681e-25
529.202,4.495e+2,4.495e+2,1.681e-25
529.205,6.811e+2,6.811e+2,1.681e-25
529.207,8.857e+2,8.857e+2,1.682e-25
529.21,1.286e+3,1.286e+3,1.682e-25
529.212,1.625e+3,1.625e+3,1.682e-25
529.215,2.260e+3,2.260e+3,1.682e-25
529.217,2.776e+3,2.776e+3,1.682e-25
529.22,3.699e+3,3.699e+3,1.683e-25
529.222,4.416e+3,4.416e+3,1.683e-25
529.225,5.637e+3,5.637e+3,1.683e-25
529.227,6.540e+3,6.540e+3,1.683e-25
529.23,7.998e+3,7.998e+3,1.683e-25
529.232,9.018e+3,9.018e+3,1.683e-25
529.235,1.057e+4,1.057e+4,1.684e-25
529.237,1.158e+4,1.158e+4,1.684e-25
529.24,1.300e+4,1.300e+4,1.684e-25
529.242,1.384e+4,1.384e+4,1.684e-25
529.245,1.489e+4,1.489e+4,1.684e-25
529.247,1.541e+4,1.541e+4,1.685e-25
529.25,1.587e+4,1.587e+4,1.685e-25
529.252,1.597e+4,1.597e+4,1.685e-25
529.255,1.576e+4,1.576e+4,1.685e-25
529.257,1.541e+4,1.541e+4,1.685e-25
529.26,1.457e+4,1.457e+4,1.686e-25
529.262,1.384e+4,1.384e+4,1.686e-25
529.265,1.254e+4,1.254e+4,1.686e-25
529.267,1.158e+4,1.158e+4,1.686e-25
529.27,1.005e+4,1.005e+4,1.686e-25
529.272,9.018e+3,9.018e+3,1.686e-25
529.275,7.501e+3,7.501e+3,1.687e-25
529.277,6.540e+3,6.540e+3,1.687e-25
529.28,5.211e+3,5.211e+3,1.687e-25
529.282,4.416e+3,4.416e+3,1.687e-25
529.285,3.371e+3,3.371e+3,1.687e-25
529.287,2.776e+3,2.776e+3,1.688e-25
529.29,2.031e+3,2.031e+3,1.688e-25
529.292,1.625e+3,1.625e+3,1.688e-25
529.295,1.139e+3,1.139e+3,1.688e-25
529.297,8.857e+2,8.857e+2,1.688e-25
529.3,5.947e+2,5.947e+2,1.689e-25
529.302,4.495e+2,4.495e+2,1.689e-25
529.305,2.891e+2,2.891e+2,1.689e-25
529.307,2.124e+2,2.124e+2,1.689e-25
529.31,1.309e+2,1.309e+2,1.689e-25
529.312,9.344e+1,9.344e+1,1.689e-25
529.315,5.517e+1,5.517e+1,1.690e-25
529.317,3.827e+1,3.827e+1,1.690e-25
529.32,2.165e+1,2.165e+1,1.690e-25
529.322,1.460e+1,1.460e+1,1.690e-25
529.325,7.911e+0,7.911e+0,1.690e-25
529.327,5.184e+0,5.184e+0,1.691e-25
529.33,2.691e+0,2.691e+0,1.691e-25
529.332,1.714e+0,1.714e+0,1.691e-25
529.335,8.526e-1,8.526e-1,1.691e-25
529.337,5.277e-1,5.277e-1,1.691e-25
529.34,2.515e-1,2.515e-1,1.692e-25
529.342,1.513e-1,1.513e-1,1.692e-25
529.345,6.906e-2,6.906e-2,1.692e-25
529.347,4.037e-2,4.037e-2,1.692e-25
529.35,1.766e-2,1.766e-2,1.692e-25
529.352,1.003e-2,1.003e-2,1.692e-25
529.355,4.204e-3,4.204e-3,1.693e-25
529.357,2.321e-3,2.321e-3,1.693e-25
529.36,9.319e-4,9.319e-4,1.693e-25
529.362,5.000e-4,5.000e-4,1.693e-25
529.365,1.923e-4,1.923e-4,1.693e-25
529.367,1.003e-4,1.003e-4,1.694e-25
529.37,3.696e-5,3.696e-5,1.694e-25
529.372,1.873e-5,1.873e-5,1.694e-25
529.375,6.614e-6,6.614e-6,1.694e-25
529.377,3.257e-6,3.257e-6,1.694e-25
529.38,1.102e-6,1.102e-6,1.695e-25
529.382,5.274e-7,5.274e-7,1.695e-25
529.385,1.709e-7,1.709e-7,1.695e-25
529.387,7.950e-8,7.950e-8,1.695e-25
529.39,2.469e-8,2.469e-8,1.695e-25
529.392,1.116e-8,1.116e-8,1.695e-25
529.395,3.320e-9,3.320e-9,1.696e-25
529.397,1.458e-9,1.458e-9,1.696e-25
529.4,4.156e-10,4.156e-10,1.696e-25
529.402,1.775e-10,1.775e-10,1.696e-25
529.405,4.846e-11,4.846e-11,1.696e-25
529.407,2.011e-11,2.011e-11,1.697e-25
529.41,5.260e-12,5.260e-12,1.697e-25
529.412,2.121e-12,2.121e-12,1.697e-25
529.415,5.316e-13,5.316e-13,1.697e-25
529.417,2.083e-13,2.083e-13,1.697e-25
529.42,5.002e-14,5.002e-14,1.698e-25
529.422,1.905e-14,1.905e-14,1.698e-25
529.425,4.383e-15,4.383e-15,1.698e-25
529.427,1.622e-15,1.622e-15,1.698e-25
529.43,3.576e-16,3.576e-16,1.698e-25
529.432,1.286e-16,1.286e-16,1.698e-25
529.435,2.716e-17,2.716e-17,1.699e-25
529.437,9.494e-18,9.494e-18,1.699e-25
529.44,1.921e-18,1.921e-18,1.699e-25
529.442,6.526e-19,6.526e-19,1.699e-25
529.445,1.265e-19,1.265e-19,1.699e-25
529.447,4.176e-20,4.176e-20,1.700e-25
529.45,7.755e-21,7.755e-21,1.700e-25
529.452,2.488e-21,2.488e-21,1.700e-25
529.455,4.427e-22,4.427e-22,1.700e-25
529.457,1.381e-22,1.381e-22,1.700e-25
593.895,6.524e-25,,6.524e-25
593.897,1.801e-24,,1.801e-24
593.9,8.119e-24,,8.119e-24
593.902,2.191e-23,,2.191e-23
593.905,9.549e-23,,9.549e-23
593.907,2.519e-22,,2.519e-22
593.91,1.061e-21,,1.061e-21
593.912,2.736e-21,,2.736e-21
593.915,1.114e-20,,1.114e-20
593.917,2.809e-20,,2.809e-20
593.92,1.106e-19,,1.106e-19
593.922,2.725e-19,,2.725e-19
593.925,1.036e-18,,1.036e-18
593.927,2.497e-18,,2.497e-18
593.93,9.182e-18,,9.182e-18
593.932,2.163e-17,,2.163e-17
593.935,7.687e-17,,7.687e-17
593.937,1.770e-16,,1.770e-16
593.939,4.039e-16,,4.039e-16
593.942,1.369e-15,,1.369e-15
593.944,3.053e-15,,3.053e-15
593.947,1.000e-14,,1.000e-14
593.949,2.181e-14,,2.181e-14
593.952,6.904e-14,,6.904e-14
593.954,1.472e-13,,1.472e-13
593.957,4.504e-13,,4.504e-13
593.959,9.387e-13,,9.387e-13
593.962,2.777e-12,,2.777e-12
593.964,5.657e-12,,5.657e-12
593.967,1.617e-11,,1.617e-11
593.969,3.221e-11,,3.221e-11
593.972,8.902e-11,,8.902e-11
593.974,1.733e-10,,1.733e-10
593.977,4.630e-10,,4.630e-10
593.979,8.813e-10,,8.813e-10
593.982,2.275e-9,,2.275e-9
593.984,4.234e-9,,4.234e-9
593.987,1.057e-8,,1.057e-8
593.989,1.922e-8,,1.922e-8
593.992,4.636e-8,,4.636e-8
593.994,8.245e-8,,8.245e-8
593.997,1.922e-7,,1.922e-7
593.999,3.342e-7,,3.342e-7
594.002,7.531e-7,,7.531e-7
594.004,1.280e-6,,1.280e-6
594.007,2.788e-6,,2.788e-6
594.009,4.632e-6,,4.632e-6
594.012,9.752e-6,,9.752e-6
594.014,1.584e-5,,1.584e-5
594.017,3.223e-5,,3.223e-5
594.019,5.118e-5,,5.118e-5
594.022,1.007e-4,,1.007e-4
594.024,1.563e-4,,1.563e-4
594.027,2.971e-4,,2.971e-4
594.029,4.509e-4,,4.509e-4
594.032,8.286e-4,,8.286e-4
594.034,1.229e-3,,1.229e-3
594.037,2.183e-3,,2.183e-3
594.039,3.166e-3,,3.166e-3
594.042,5.436e-3,,5.436e-3
594.044,7.707e-3,,7.707e-3
594.047,1.279e-2,,1.279e-2
594.049,1.773e-2,,1.773e-2
594.052,2.843e-2,,2.843e-2
594.054,3.852e-2,,3.852e-2
594.057,5.973e-2,,5.973e-2
594.059,7.911e-2,,7.911e-2
594.062,1.186e-1,,1.186e-1
594.064,1.535e-1,,1.535e-1
594.067,2.224e-1,,2.224e-1
594.069,2.815e-1,,2.815e-1
594.072,3.941e-1,,3.941e-1
594.074,4.877e-1,,4.877e-1
594.077,6.600e-1,,6.600e-1
594.079,7.984e-1,,7.984e-1
594.082,1.044e+0,,1.044e+0
594.084,1.235e+0,,1.235e+0
594.087,1.562e+0,,1.562e+0
594.089,1.805e+0,,1.805e+0
594.092,2.206e+0,,2.206e+0
594.094,2.494e+0,,2.494e+0
594.097,2.946e+0,,2.946e+0
594.099,3.255e+0,,3.255e+0
594.102,3.716e+0,,3.716e+0
594.104,4.014e+0,,4.014e+0
594.107,4.430e+0,,4.430e+0
594.109,4.677e+0,,4.677e+0
594.112,4.989e+0,,4.989e+0
594.114,5.150e+0,,5.150e+0
594.117,5.310e+0,,5.310e+0
594.119,5.358e+0,,5.358e+0
594.122,5.340e+0,,5.340e+0
594.124,5.268e+0,,5.268e+0
594.127,5.075e+0,,5.075e+0
594.129,4.894e+0,,4.894e+0
594.132,4.557e+0,,4.557e+0
594.134,4.296e+0,,4.296e+0
594.137,3.866e+0,,3.866e+0
594.139,3.563e+0,,3.563e+0
594.142,3.100e+0,,3.100e+0
594.144,2.793e+0,,2.793e+0
594.147,2.348e+0,,2.348e+0
594.149,2.068e+0,,2.068e+0
594.152,1.681e+0,,1.681e+0
594.154,1.447e+0,,1.447e+0
594.157,1.137e+0,,1.137e+0
594.159,9.571e-1,,9.571e-1
594.162,7.267e-1,,7.267e-1
594.164,5.980e-1,,5.980e-1
594.167,4.389e-1,,4.389e-1
594.169,3.531e-1,,3.531e-1
594.172,2.505e-1,,2.505e-1
594.174,1.970e-1,,1.970e-1
594.177,1.351e-1,,1.351e-1
594.179,1.038e-1,,1.038e-1
594.182,6.882e-2,,6.882e-2
594.184,5.172e-2,,5.172e-2
594.187,3.313e-2,,3.313e-2
594.189,2.435e-2,,2.435e-2
594.192,1.507e-2,,1.507e-2
594.194,1.083e-2,,1.083e-2
594.197,6.480e-3,,6.480e-3
594.199,4.550e-3,,4.550e-3
594.202,2.632e-3,,2.632e-3
594.204,1.807e-3,,1.807e-3
594.207,1.010e-3,,1.010e-3
594.209,6.780e-4,,6.780e-4
594.212,3.664e-4,,3.664e-4
594.214,2.404e-4,,2.404e-4
594.217,1.256e-4,,1.256e-4
594.219,8.053e-5,,8.053e-5
594.222,4.066e-5,,4.066e-5
594.224,2.549e-5,,2.549e-5
594.227,1.244e-5,,1.244e-5
594.229,7.626e-6,,7.626e-6
594.232,3.598e-6,,3.598e-6
594.234,2.156e-6,,2.156e-6
594.237,9.829e-7,,9.829e-7
594.239,5.757e-7,,5.757e-7
594.242,2.537e-7,,2.537e-7
594.244,1.453e-7,,1.453e-7
594.247,6.190e-8,,6.190e-8
594.249,3.465e-8,,3.465e-8
594.252,1.427e-8,,1.427e-8
594.254,7.807e-9,,7.807e-9
594.257,3.107e-9,,3.107e-9
594.259,1.662e-9,,1.662e-9
594.262,6.395e-10,,6.395e-10
594.264,3.344e-10,,3.344e-10
594.267,1.244e-10,,1.244e-10
594.269,6.358e-11,,6.358e-11
594.272,2.285e-11,,2.285e-11
594.274,1.142e-11,,1.142e-11
594.277,3.968e-12,,3.968e-12
594.279,1.939e-12,,1.939e-12
594.282,6.510e-13,,6.510e-13
594.284,3.109e-13,,3.109e-13
594.287,1.009e-13,,1.009e-13
594.289,4.713e-14,,4.713e-14
594.292,1.478e-14,,1.478e-14
594.294,6.749e-15,,6.749e-15
594.297,2.046e-15,,2.046e-15
594.299,9.132e-16,,9.132e-16
594.302,2.677e-16,,2.677e-16
594.304,1.168e-16,,1.168e-16
594.307,3.308e-17,,3.308e-17
594.309,1.411e-17,,1.411e-17
594.312,3.863e-18,,3.863e-18
594.314,1.611e-18,,1.611e-18
594.317,4.263e-19,,4.263e-19
594.319,1.738e-19,,1.738e-19
594.322,4.445e-20,,4.445e-20
594.324,1.771e-20,,1.771e-20
594.327,4.380e-21,,4.380e-21
594.329,1.706e-21,,1.706e-21
594.332,4.077e-22,,4.077e-22
594.334,1.553e-22,,1.553e-22
594.337,3.587e-23,,3.587e-23
594.339,1.335e-23,,1.335e-23
594.342,2.982e-24,,2.982e-24
594.344,1.085e-24,,1.085e-24
599.785,1.106e-24,,1.106e-24
599.788,4.975e-24,,4.975e-24
599.79,1.340e-23,,1.340e-23
599.793,5.829e-23,,5.829e-23
599.795,1.536e-22,,1.536e-22
599.798,6.460e-22,,6.460e-22
599.8,1.665e-21,,1.665e-21
599.803,6.773e-21,,6.773e-21
599.805,1.707e-20,,1.707e-20
599.808,6.718e-20,,6.718e-20
599.81,1.656e-19,,1.656e-19
599.813,6.303e-19,,6.303e-19
599.815,1.519e-18,,1.519e-18
599.818,5.594e-18,,5.594e-18
599.82,1.319e-17,,1.319e-17
599.823,4.696e-17,,4.696e-17
599.825,1.083e-16,,1.083e-16
599.828,3.730e-16,,3.730e-16
599.83,8.412e-16,,8.412e-16
599.833,2.802e-15,,2.802e-15
599.835,6.180e-15,,6.180e-15
599.838,1.991e-14,,1.991e-14
599.84,4.296e-14,,4.296e-14
599.843,1.339e-13,,1.339e-13
599.845,2.824e-13,,2.824e-13
599.848,8.513e-13,,8.513e-13
599.85,1.757e-12,,1.757e-12
599.853,5.121e-12,,5.121e-12
599.855,1.034e-11,,1.034e-11
599.858,2.914e-11,,2.914e-11
599.86,5.752e-11,,5.752e-11
599.863,1.569e-10,,1.569e-10
599.865,3.028e-10,,3.028e-10
599.868,7.989e-10,,7.989e-10
599.87,1.508e-9,,1.508e-9
599.873,3.848e-9,,3.848e-9
599.875,7.106e-9,,7.106e-9
599.878,1.753e-8,,1.753e-8
599.88,3.167e-8,,3.167e-8
599.883,7.558e-8,,7.558e-8
599.885,1.335e-7,,1.335e-7
599.888,3.082e-7,,3.082e-7
599.89,5.324e-7,,5.324e-7
599.893,1.189e-6,,1.189e-6
599.895,2.008e-6,,2.008e-6
599.898,4.338e-6,,4.338e-6
599.9,7.167e-6,,7.167e-6
599.903,1.497e-5,,1.497e-5
599.905,2.420e-5,,2.420e-5
599.908,4.888e-5,,4.888e-5
599.91,7.726e-5,,7.726e-5
599.913,1.510e-4,,1.510e-4
599.915,2.334e-4,,2.334e-4
599.918,4.411e-4,,4.411e-4
599.92,6.669e-4,,6.669e-4
599.923,1.219e-3,,1.219e-3
599.925,1.803e-3,,1.803e-3
599.928,3.188e-3,,3.188e-3
599.93,4.610e-3,,4.610e-3
599.933,7.884e-3,,7.884e-3
599.935,1.115e-2,,1.115e-2
599.938,1.845e-2,,1.845e-2
599.94,2.551e-2,,2.551e-2
599.943,4.082e-2,,4.082e-2
599.945,5.523e-2,,5.523e-2
599.948,8.546e-2,,8.546e-2
599.95,1.131e-1,,1.131e-1
599.953,1.693e-1,,1.693e-1
599.955,2.190e-1,,2.190e-1
599.958,3.171e-1,,3.171e-1
599.96,4.013e-1,,4.013e-1
599.963,5.619e-1,,5.619e-1
599.965,6.955e-1,,6.955e-1
599.968,9.420e-1,,9.420e-1
599.97,1.140e+0,,1.140e+0
599.973,1.494e+0,,1.494e+0
599.975,1.769e+0,,1.769e+0
599.978,2.241e+0,,2.241e+0
599.98,2.595e+0,,2.595e+0
599.983,3.180e+0,,3.180e+0
599.985,3.601e+0,,3.601e+0
599.988,4.269e+0,,4.269e+0
599.99,4.728e+0,,4.728e+0
599.993,5.420e+0,,5.420e+0
599.995,5.872e+0,,5.872e+0
599.998,6.511e+0,,6.511e+0
600,6.898e+0,,6.898e+0
600.003,7.398e+0,,7.398e+0
600.005,7.666e+0,,7.666e+0
600.008,7.952e+0,,7.952e+0
600.01,8.059e+0,,8.059e+0
600.013,8.086e+0,,8.086e+0
600.015,8.015e+0,,8.015e+0
600.018,7.778e+0,,7.778e+0
600.02,7.539e+0,,7.539e+0
600.023,7.077e+0,,7.077e+0
600.025,6.709e+0,,6.709e+0
600.028,6.091e+0,,6.091e+0
600.03,5.648e+0,,5.648e+0
600.033,4.959e+0,,4.959e+0
600.035,4.497e+0,,4.497e+0
600.038,3.820e+0,,3.820e+0
600.04,3.388e+0,,3.388e+0
600.043,2.783e+0,,2.783e+0
600.045,2.414e+0,,2.414e+0
600.048,1.918e+0,,1.918e+0
600.05,1.627e+0,,1.627e+0
600.053,1.251e+0,,1.251e+0
600.055,1.038e+0,,1.038e+0
600.058,7.712e-1,,7.712e-1
600.06,6.259e-1,,6.259e-1
600.063,4.499e-1,,4.499e-1
600.065,3.571e-1,,3.571e-1
600.068,2.483e-1,,2.483e-1
600.07,1.927e-1,,1.927e-1
600.073,1.296e-1,,1.296e-1
600.075,9.841e-2,,9.841e-2
600.078,6.402e-2,,6.402e-2
600.08,4.753e-2,,4.753e-2
600.083,2.991e-2,,2.991e-2
600.085,2.172e-2,,2.172e-2
600.088,1.322e-2,,1.322e-2
600.09,9.387e-3,,9.387e-3
600.093,5.525e-3,,5.525e-3
600.095,3.838e-3,,3.838e-3
600.098,2.185e-3,,2.185e-3
600.1,1.484e-3,,1.484e-3
600.103,8.173e-4,,8.173e-4
600.105,5.430e-4,,5.430e-4
600.108,2.892e-4,,2.892e-4
600.11,1.879e-4,,1.879e-4
600.113,9.681e-5,,9.681e-5
600.115,6.153e-5,,6.153e-5
600.118,3.066e-5,,3.066e-5
600.12,1.905e-5,,1.905e-5
600.123,9.183e-6,,9.183e-6
600.125,5.582e-6,,5.582e-6
600.128,2.602e-6,,2.602e-6
600.13,1.547e-6,,1.547e-6
600.133,6.974e-7,,6.974e-7
600.135,4.055e-7,,4.055e-7
600.138,1.768e-7,,1.768e-7
600.14,1.006e-7,,1.006e-7
600.143,4.241e-8,,4.241e-8
600.145,2.359e-8,,2.359e-8
600.148,9.624e-9,,9.624e-9
600.15,5.235e-9,,5.235e-9
600.153,2.066e-9,,2.066e-9
600.155,1.099e-9,,1.099e-9
600.158,4.194e-10,,4.194e-10
600.16,2.182e-10,,2.182e-10
600.163,8.055e-11,,8.055e-11
600.165,4.099e-11,,4.099e-11
600.168,1.463e-11,,1.463e-11
600.17,7.283e-12,,7.283e-12
600.173,2.515e-12,,2.515e-12
600.175,1.224e-12,,1.224e-12
600.178,4.089e-13,,4.089e-13
600.18,1.947e-13,,1.947e-13
600.183,6.288e-14,,6.288e-14
600.185,2.928e-14,,2.928e-14
600.188,9.149e-15,,9.149e-15
600.19,4.166e-15,,4.166e-15
600.193,1.259e-15,,1.259e-15
600.195,5.607e-16,,5.607e-16
600.198,1.639e-16,,1.639e-16
600.2,7.139e-17,,7.139e-17
600.203,2.018e-17,,2.018e-17
600.205,8.599e-18,,8.599e-18
600.208,2.351e-18,,2.351e-18
600.21,9.797e-19,,9.797e-19
600.213,2.591e-19,,2.591e-19
600.215,1.056e-19,,1.056e-19
600.218,2.701e-20,,2.701e-20
600.22,1.077e-20,,1.077e-20
600.223,2.664e-21,,2.664e-21
600.225,1.038e-21,,1.038e-21
600.228,2.485e-22,,2.485e-22
600.23,9.472e-23,,9.472e-23
600.233,2.193e-23,,2.193e-23
600.235,8.174e-24,,8.174e-24
600.238,1.830e-24,,1.830e-24
611.22,2.082e-24,,2.082e-24
611.222,5.523e-24,,5.523e-24
611.225,2.349e-23,,2.349e-23
611.227,6.100e-23,,6.100e-23
611.23,2.512e-22,,2.512e-22
611.232,6.386e-22,,6.386e-22
611.235,2.547e-21,,2.547e-21
611.237,6.337e-21,,6.337e-21
611.24,2.448e-20,,2.448e-20
611.242,5.961e-20,,5.961e-20
611.245,2.230e-19,,2.230e-19
611.247,5.315e-19,,5.315e-19
611.25,1.925e-18,,1.925e-18
611.252,4.492e-18,,4.492e-18
611.255,1.576e-17,,1.576e-17
611.257,3.599e-17,,3.599e-17
611.26,1.223e-16,,1.223e-16
611.262,2.734e-16,,2.734e-16
611.265,8.993e-16,,8.993e-16
611.267,1.968e-15,,1.968e-15
611.27,6.269e-15,,6.269e-15
611.272,1.343e-14,,1.343e-14
611.275,4.143e-14,,4.143e-14
611.277,8.687e-14,,8.687e-14
611.28,2.595e-13,,2.595e-13
611.282,5.326e-13,,5.326e-13
611.285,1.541e-12,,1.541e-12
611.287,3.096e-12,,3.096e-12
611.29,8.674e-12,,8.674e-12
611.292,1.706e-11,,1.706e-11
611.295,4.628e-11,,4.628e-11
611.297,8.908e-11,,8.908e-11
611.3,2.341e-10,,2.341e-10
611.302,4.410e-10,,4.410e-10
611.305,1.122e-9,,1.122e-9
611.307,2.069e-9,,2.069e-9
611.31,5.100e-9,,5.100e-9
611.312,9.205e-9,,9.205e-9
611.315,2.197e-8,,2.197e-8
611.317,3.881e-8,,3.881e-8
611.32,8.970e-8,,8.970e-8
611.322,1.551e-7,,1.551e-7
611.325,3.472e-7,,3.472e-7
611.327,5.877e-7,,5.877e-7
611.33,1.274e-6,,1.274e-6
611.332,2.111e-6,,2.111e-6
611.335,4.430e-6,,4.430e-6
611.337,7.185e-6,,7.185e-6
611.34,1.461e-5,,1.461e-5
611.342,2.319e-5,,2.319e-5
611.345,4.564e-5,,4.564e-5
611.347,7.093e-5,,7.093e-5
611.35,1.352e-4,,1.352e-4
611.352,2.056e-4,,2.056e-4
611.355,3.796e-4,,3.796e-4
611.357,5.652e-4,,5.652e-4
611.36,1.010e-3,,1.010e-3
611.362,1.473e-3,,1.473e-3
611.365,2.549e-3,,2.549e-3
611.367,3.637e-3,,3.637e-3
611.37,6.097e-3,,6.097e-3
611.372,8.513e-3,,8.513e-3
611.375,1.382e-2,,1.382e-2
611.377,1.889e-2,,1.889e-2
611.38,2.970e-2,,2.970e-2
611.382,3.974e-2,,3.974e-2
611.385,6.051e-2,,6.051e-2
611.387,7.923e-2,,7.923e-2
611.39,1.168e-1,,1.168e-1
611.392,1.497e-1,,1.497e-1
611.395,2.138e-1,,2.138e-1
611.397,2.683e-1,,2.683e-1
611.4,3.710e-1,,3.710e-1
611.402,4.556e-1,,4.556e-1
611.405,6.102e-1,,6.102e-1
611.407,7.334e-1,,7.334e-1
611.41,9.512e-1,,9.512e-1
611.412,1.119e+0,,1.119e+0
611.415,1.406e+0,,1.406e+0
611.417,1.619e+0,,1.619e+0
611.42,1.969e+0,,1.969e+0
611.422,2.220e+0,,2.220e+0
611.425,2.614e+0,,2.614e+0
611.427,2.885e+0,,2.885e+0
