Wavelength (nm),Sum(calc),Cu I (2.9e-1),Cu II (7.1e-1)
509.459,7.435e-4,3.118e-22,7.435e-4
509.461,4.596e-4,3.118e-22,4.596e-4
509.464,2.183e-4,3.118e-22,2.183e-4
509.466,1.308e-4,3.119e-22,1.308e-4
509.469,5.933e-5,3.119e-22,5.933e-5
509.471,3.448e-5,3.119e-22,3.448e-5
509.474,1.493e-5,3.119e-22,1.493e-5
509.476,8.414e-6,3.119e-22,8.414e-6
509.479,3.478e-6,3.120e-22,3.478e-6
509.481,1.901e-6,3.120e-22,1.901e-6
509.484,7.503e-7,3.120e-22,7.503e-7
509.486,3.975e-7,3.120e-22,3.975e-7
509.489,1.498e-7,3.120e-22,1.498e-7
509.491,7.698e-8,3.121e-22,7.698e-8
509.494,2.770e-8,3.121e-22,2.770e-8
509.496,1.380e-8,3.121e-22,1.380e-8
509.499,4.741e-9,3.121e-22,4.741e-9
509.501,2.290e-9,3.121e-22,2.290e-9
509.504,7.513e-10,3.122e-22,7.513e-10
509.506,3.519e-10,3.122e-22,3.519e-10
509.509,1.102e-10,3.122e-22,1.102e-10
509.511,5.006e-11,3.122e-22,5.006e-11
509.514,1.497e-11,3.122e-22,1.497e-11
509.516,6.593e-12,3.123e-22,6.593e-12
509.519,1.883e-12,3.123e-22,1.883e-12
509.521,8.039e-13,3.123e-22,8.039e-13
509.524,2.192e-13,3.123e-22,2.192e-13
509.526,9.075e-14,3.123e-22,9.075e-14
509.529,2.362e-14,3.124e-22,2.362e-14
509.531,9.484e-15,3.124e-22,9.484e-15
509.534,2.357e-15,3.124e-22,2.357e-15
509.536,9.177e-16,3.124e-22,9.177e-16
509.539,2.178e-16,3.124e-22,2.178e-16
509.541,8.221e-17,3.125e-22,8.221e-17
509.544,1.863e-17,3.125e-22,1.863e-17
509.546,6.818e-18,3.125e-22,6.818e-18
509.549,1.475e-18,3.125e-22,1.475e-18
509.551,5.235e-19,3.125e-22,5.235e-19
509.554,1.081e-19,3.126e-22,1.081e-19
509.556,3.721e-20,3.126e-22,3.721e-20
509.559,7.340e-21,3.126e-22,7.340e-21
509.561,2.449e-21,3.126e-22,2.449e-21
509.564,4.612e-22,3.126e-22,4.612e-22
509.566,1.492e-22,3.126e-22,1.492e-22
509.569,2.683e-23,3.127e-22,2.683e-23
509.571,8.418e-24,3.127e-22,8.418e-24
509.574,1.445e-24,3.127e-22,1.445e-24
509.576,4.396e-25,3.127e-22,4.396e-25
509.579,7.207e-26,3.128e-22,7.207e-26
509.581,2.126e-26,3.128e-22,2.126e-26
510.355,3.189e-22,3.189e-22,2.705e-26
510.358,1.983e-21,1.983e-21,2.707e-26
510.36,6.604e-21,6.604e-21,2.709e-26
510.363,3.922e-20,3.922e-20,2.711e-26
510.365,1.267e-19,1.267e-19,2.713e-26
510.368,7.185e-19,7.185e-19,2.715e-26
510.37,2.250e-18,2.250e-18,2.716e-26
510.373,1.219e-17,1.219e-17,2.719e-26
510.375,3.703e-17,3.703e-17,2.720e-26
510.378,1.915e-16,1.915e-16,2.722e-26
510.38,5.642e-16,5.642e-16,2.724e-26
510.383,2.787e-15,2.787e-15,2.726e-26
510.385,7.963e-15,7.963e-15,2.727e-26
510.388,3.757e-14,3.757e-14,2.730e-26
510.39,1.041e-13,1.041e-13,2.731e-26
510.393,4.689e-13,4.689e-13,2.733e-26
510.395,1.260e-12,1.260e-12,2.735e-26
510.398,5.421e-12,5.421e-12,2.737e-26
510.4,1.412e-11,1.412e-11,2.739e-26
510.403,5.804e-11,5.804e-11,2.741e-26
510.405,1.466e-10,1.466e-10,2.742e-26
510.408,5.755e-10,5.755e-10,2.745e-26
510.41,1.410e-9,1.410e-9,2.746e-26
510.413,5.285e-9,5.285e-9,2.748e-26
510.415,1.256e-8,1.256e-8,2.750e-26
510.418,4.495e-8,4.495e-8,2.752e-26
510.42,1.036e-7,1.036e-7,2.754e-26
510.423,3.541e-7,3.541e-7,2.756e-26
510.425,7.912e-7,7.912e-7,2.757e-26
510.428,2.583e-6,2.583e-6,2.760e-26
510.43,5.598e-6,5.598e-6,2.761e-26
510.433,1.745e-5,1.745e-5,2.763e-26
510.435,3.668e-5,3.668e-5,2.765e-26
510.438,1.092e-4,1.092e-4,2.767e-26
510.44,2.226e-4,2.226e-4,2.769e-26
510.443,6.329e-4,6.329e-4,2.771e-26
510.445,1.251e-3,1.251e-3,2.772e-26
510.448,3.397e-3,3.397e-3,2.775e-26
510.45,6.511e-3,6.511e-3,2.776e-26
510.453,1.688e-2,1.688e-2,2.778e-26
510.455,3.139e-2,3.139e-2,2.780e-26
510.458,7.773e-2,7.773e-2,2.782e-26
510.46,1.401e-1,1.401e-1,2.784e-26
510.463,3.314e-1,3.314e-1,2.786e-26
510.465,5.794e-1,5.794e-1,2.787e-26
510.468,1.309e+0,1.309e+0,2.790e-26
510.47,2.219e+0,2.219e+0,2.791e-26
510.473,4.786e+0,4.786e+0,2.793e-26
510.475,7.869e+0,7.869e+0,2.795e-26
510.478,1.621e+1,1.621e+1,2.797e-26
510.48,2.585e+1,2.585e+1,2.799e-26
510.483,5.085e+1,5.085e+1,2.801e-26
510.485,7.863e+1,7.863e+1,2.802e-26
510.488,1.477e+2,1.477e+2,2.805e-26
510.49,2.215e+2,2.215e+2,2.806e-26
510.493,3.975e+2,3.975e+2,2.808e-26
510.495,5.780e+2,5.780e+2,2.810e-26
510.498,9.905e+2,9.905e+2,2.812e-26
510.5,1.397e+3,1.397e+3,2.814e-26
510.503,2.286e+3,2.286e+3,2.816e-26
510.505,3.126e+3,3.126e+3,2.817e-26
510.508,4.886e+3,4.886e+3,2.820e-26
510.51,6.480e+3,6.480e+3,2.821e-26
510.513,9.672e+3,9.672e+3,2.823e-26
510.515,1.244e+4,1.244e+4,2.825e-26
510.518,1.773e+4,1.773e+4,2.827e-26
510.52,2.212e+4,2.212e+4,2.829e-26
510.523,3.011e+4,3.011e+4,2.831e-26
510.525,3.642e+4,3.642e+4,2.832e-26
510.528,4.735e+4,4.735e+4,2.835e-26
510.53,5.554e+4,5.554e+4,2.836e-26
510.533,6.895e+4,6.895e+4,2.838e-26
510.535,7.844e+4,7.844e+4,2.840e-26
510.538,9.301e+4,9.301e+4,2.842e-26
510.54,1.026e+5,1.026e+5,2.844e-26
510.543,1.162e+5,1.162e+5,2.846e-26
510.545,1.243e+5,1.243e+5,2.847e-26
510.548,1.344e+5,1.344e+5,2.849e-26
510.55,1.395e+5,1.395e+5,2.851e-26
510.553,1.440e+5,1.440e+5,2.853e-26
510.555,1.449e+5,1.449e+5,2.855e-26
510.558,1.429e+5,1.429e+5,2.857e-26
510.56,1.395e+5,1.395e+5,2.858e-26
510.563,1.314e+5,1.314e+5,2.861e-26
510.565,1.243e+5,1.243e+5,2.862e-26
510.568,1.118e+5,1.118e+5,2.864e-26
510.57,1.026e+5,1.026e+5,2.866e-26
510.573,8.814e+4,8.814e+4,2.868e-26
510.575,7.844e+4,7.844e+4,2.870e-26
510.578,6.435e+4,6.435e+4,2.872e-26
510.58,5.554e+4,5.554e+4,2.873e-26
510.583,4.351e+4,4.351e+4,2.876e-26
510.585,3.642e+4,3.642e+4,2.877e-26
510.588,2.725e+4,2.725e+4,2.879e-26
510.59,2.212e+4,2.212e+4,2.881e-26
510.593,1.580e+4,1.580e+4,2.883e-26
510.595,1.244e+4,1.244e+4,2.885e-26
510.598,8.489e+3,8.489e+3,2.887e-26
510.6,6.480e+3,6.480e+3,2.888e-26
510.603,4.223e+3,4.223e+3,2.891e-26
510.605,3.126e+3,3.126e+3,2.892e-26
510.608,1.946e+3,1.946e+3,2.894e-26
510.61,1.397e+3,1.397e+3,2.896e-26
510.613,8.303e+2,8.303e+2,2.898e-26
510.615,5.780e+2,5.780e+2,2.900e-26
510.618,3.281e+2,3.281e+2,2.902e-26
510.62,2.215e+2,2.215e+2,2.903e-26
510.623,1.201e+2,1.201e+2,2.906e-26
510.625,7.863e+1,7.863e+1,2.907e-26
510.628,4.071e+1,4.071e+1,2.909e-26
510.63,2.585e+1,2.585e+1,2.911e-26
510.633,1.278e+1,1.278e+1,2.913e-26
510.635,7.869e+0,7.869e+0,2.915e-26
510.638,3.716e+0,3.716e+0,2.917e-26
510.64,2.219e+0,2.219e+0,2.918e-26
510.643,1.000e+0,1.000e+0,2.921e-26
510.645,5.794e-1,5.794e-1,2.922e-26
510.648,2.495e-1,2.495e-1,2.924e-26
510.65,1.401e-1,1.401e-1,2.926e-26
510.653,5.763e-2,5.763e-2,2.928e-26
510.655,3.139e-2,3.139e-2,2.930e-26
510.658,1.233e-2,1.233e-2,2.932e-26
510.66,6.511e-3,6.511e-3,2.933e-26
510.663,2.442e-3,2.442e-3,2.936e-26
510.665,1.251e-3,1.251e-3,2.937e-26
510.668,4.481e-4,4.481e-4,2.939e-26
510.67,2.226e-4,2.226e-4,2.941e-26
510.673,7.614e-5,7.614e-5,2.943e-26
510.675,3.668e-5,3.668e-5,2.945e-26
510.678,1.198e-5,1.198e-5,2.947e-26
510.68,5.598e-6,5.598e-6,2.948e-26
510.683,1.747e-6,1.747e-6,2.951e-26
510.685,7.912e-7,7.912e-7,2.952e-26
510.688,2.358e-7,2.358e-7,2.954e-26
510.69,1.036e-7,1.036e-7,2.956e-26
510.693,2.948e-8,2.948e-8,2.958e-26
510.695,1.256e-8,1.256e-8,2.960e-26
510.698,3.413e-9,3.413e-9,2.962e-26
510.7,1.410e-9,1.410e-9,2.963e-26
510.703,3.660e-10,3.660e-10,2.966e-26
510.705,1.466e-10,1.466e-10,2.967e-26
510.708,3.635e-11,3.635e-11,2.969e-26
510.71,1.412e-11,1.412e-11,2.971e-26
510.713,3.343e-12,3.343e-12,2.973e-26
510.715,1.260e-12,1.260e-12,2.974e-26
510.718,2.848e-13,2.848e-13,2.977e-26
510.72,1.041e-13,1.041e-13,2.978e-26
510.723,2.247e-14,2.247e-14,2.980e-26
510.725,7.963e-15,7.963e-15,2.982e-26
510.728,1.642e-15,1.642e-15,2.984e-26
510.73,5.642e-16,5.642e-16,2.986e-26
510.733,1.111e-16,1.111e-16,2.988e-26
510.735,3.703e-17,3.703e-17,2.989e-26
510.738,6.963e-18,6.963e-18,2.992e-26
510.74,2.250e-18,2.250e-18,2.993e-26
510.743,4.041e-19,4.041e-19,2.995e-26
510.745,1.267e-19,1.267e-19,2.997e-26
510.748,2.173e-20,2.173e-20,2.999e-26
510.75,6.604e-21,6.604e-21,3.001e-26
510.753,1.082e-21,1.082e-21,3.003e-26
510.755,3.189e-22,3.189e-22,3.004e-26
515.122,5.530e-22,5.530e-22,6.273e-26
515.125,3.386e-21,3.386e-21,6.275e-26
515.127,1.116e-20,1.116e-20,6.277e-26
515.13,6.533e-20,6.533e-20,6.279e-26
515.132,2.090e-19,2.090e-19,6.281e-26
515.135,1.169e-18,1.169e-18,6.283e-26
515.137,3.629e-18,3.629e-18,6.284e-26
515.14,1.940e-17,1.940e-17,6.287e-26
515.142,5.844e-17,5.844e-17,6.288e-26
515.145,2.986e-16,2.986e-16,6.290e-26
515.147,8.728e-16,8.728e-16,6.292e-26
515.15,4.263e-15,4.263e-15,6.294e-26
515.152,1.209e-14,1.209e-14,6.296e-26
515.155,5.645e-14,5.645e-14,6.298e-26
515.157,1.553e-13,1.553e-13,6.299e-26
515.16,6.931e-13,6.931e-13,6.302e-26
515.162,1.851e-12,1.851e-12,6.303e-26
515.165,7.894e-12,7.894e-12,6.305e-26
515.167,2.045e-11,2.045e-11,6.307e-26
515.17,8.338e-11,8.338e-11,6.309e-26
515.172,2.096e-10,2.096e-10,6.311e-26
515.175,8.168e-10,8.168e-10,6.313e-26
515.177,1.992e-9,1.992e-9,6.314e-26
515.18,7.421e-9,7.421e-9,6.317e-26
515.182,1.756e-8,1.756e-8,6.318e-26
515.185,6.253e-8,6.253e-8,6.320e-26
515.187,1.436e-7,1.436e-7,6.322e-26
515.19,4.887e-7,4.887e-7,6.324e-26
515.192,1.089e-6,1.089e-6,6.326e-26
515.195,3.542e-6,3.542e-6,6.328e-26
515.197,7.659e-6,7.659e-6,6.329e-26
515.2,2.381e-5,2.381e-5,6.332e-26
515.202,4.995e-5,4.995e-5,6.333e-26
515.205,1.484e-4,1.484e-4,6.335e-26
515.207,3.022e-4,3.022e-4,6.337e-26
515.21,8.583e-4,8.583e-4,6.339e-26
515.212,1.696e-3,1.696e-3,6.341e-26
515.215,4.603e-3,4.603e-3,6.343e-26
515.217,8.823e-3,8.823e-3,6.344e-26
515.22,2.289e-2,2.289e-2,6.347e-26
515.222,4.258e-2,4.258e-2,6.348e-26
515.225,1.056e-1,1.056e-1,6.350e-26
515.227,1.906e-1,1.906e-1,6.352e-26
515.23,4.518e-1,4.518e-1,6.354e-26
515.232,7.912e-1,7.912e-1,6.356e-26
515.235,1.793e+0,1.793e+0,6.358e-26
515.237,3.046e+0,3.046e+0,6.359e-26
515.24,6.597e+0,6.597e+0,6.362e-26
515.242,1.088e+1,1.088e+1,6.363e-26
515.245,2.252e+1,2.252e+1,6.365e-26
515.247,3.602e+1,3.602e+1,6.367e-26
515.25,7.127e+1,7.127e+1,6.369e-26
515.252,1.106e+2,1.106e+2,6.370e-26
515.255,2.092e+2,2.092e+2,6.373e-26
515.257,3.152e+2,3.152e+2,6.374e-26
515.26,5.697e+2,5.697e+2,6.376e-26
515.262,8.327e+2,8.327e+2,6.378e-26
515.265,1.439e+3,1.439e+3,6.380e-26
515.267,2.040e+3,2.040e+3,6.382e-26
515.27,3.369e+3,3.369e+3,6.384e-26
515.272,4.637e+3,4.637e+3,6.385e-26
515.275,7.319e+3,7.319e+3,6.388e-26
515.277,9.774e+3,9.774e+3,6.389e-26
515.28,1.474e+4,1.474e+4,6.391e-26
515.282,1.911e+4,1.911e+4,6.393e-26
515.285,2.755e+4,2.755e+4,6.395e-26
515.287,3.464e+4,3.464e+4,6.397e-26
515.29,4.774e+4,4.774e+4,6.399e-26
515.292,5.824e+4,5.824e+4,6.400e-26
515.295,7.673e+4,7.673e+4,6.403e-26
515.297,9.083e+4,9.083e+4,6.404e-26
515.3,1.144e+5,1.144e+5,6.406e-26
515.302,1.314e+5,1.314e+5,6.408e-26
515.305,1.581e+5,1.581e+5,6.410e-26
515.307,1.762e+5,1.762e+5,6.412e-26
515.31,2.027e+5,2.027e+5,6.414e-26
515.312,2.192e+5,2.192e+5,6.415e-26
515.315,2.410e+5,2.410e+5,6.418e-26
515.317,2.530e+5,2.530e+5,6.419e-26
515.319,2.623e+5,2.623e+5,6.421e-26
515.322,2.707e+5,2.707e+5,6.423e-26
515.324,2.723e+5,2.723e+5,6.424e-26
515.327,2.687e+5,2.687e+5,6.427e-26
515.329,2.623e+5,2.623e+5,6.428e-26
515.332,2.473e+5,2.473e+5,6.430e-26
515.334,2.342e+5,2.342e+5,6.432e-26
515.337,2.111e+5,2.111e+5,6.434e-26
515.339,1.940e+5,1.940e+5,6.436e-26
515.342,1.672e+5,1.672e+5,6.438e-26
515.344,1.491e+5,1.491e+5,6.439e-26
515.347,1.228e+5,1.228e+5,6.442e-26
515.349,1.062e+5,1.062e+5,6.443e-26
515.352,8.360e+4,8.360e+4,6.445e-26
515.354,7.020e+4,7.020e+4,6.447e-26
515.357,5.281e+4,5.281e+4,6.449e-26
515.359,4.303e+4,4.303e+4,6.451e-26
515.362,3.094e+4,3.094e+4,6.453e-26
515.364,2.446e+4,2.446e+4,6.454e-26
515.367,1.681e+4,1.681e+4,6.457e-26
515.369,1.289e+4,1.289e+4,6.458e-26
515.372,8.470e+3,8.470e+3,6.460e-26
515.374,6.305e+3,6.305e+3,6.462e-26
515.377,3.959e+3,3.959e+3,6.464e-26
515.379,2.859e+3,2.859e+3,6.466e-26
515.382,1.716e+3,1.716e+3,6.468e-26
515.384,1.203e+3,1.203e+3,6.469e-26
515.387,6.898e+2,6.898e+2,6.472e-26
515.389,4.691e+2,4.691e+2,6.473e-26
515.392,2.572e+2,2.572e+2,6.475e-26
515.394,1.697e+2,1.697e+2,6.477e-26
515.397,8.894e+1,8.894e+1,6.479e-26
515.399,5.694e+1,5.694e+1,6.481e-26
515.402,2.852e+1,2.852e+1,6.483e-26
515.404,1.772e+1,1.772e+1,6.484e-26
515.407,8.484e+0,8.484e+0,6.487e-26
515.409,5.114e+0,5.114e+0,6.488e-26
515.412,2.340e+0,2.340e+0,6.490e-26
515.414,1.369e+0,1.369e+0,6.492e-26
515.417,5.988e-1,5.988e-1,6.494e-26
515.419,3.399e-1,3.399e-1,6.495e-26
515.422,1.421e-1,1.421e-1,6.498e-26
515.424,7.825e-2,7.825e-2,6.499e-26
515.427,3.127e-2,3.127e-2,6.501e-26
515.429,1.671e-2,1.671e-2,6.503e-26
515.432,6.382e-3,6.382e-3,6.505e-26
515.434,3.309e-3,3.309e-3,6.507e-26
515.437,1.208e-3,1.208e-3,6.509e-26
515.439,6.079e-4,6.079e-4,6.510e-26
515.442,2.121e-4,2.121e-4,6.513e-26
515.444,1.036e-4,1.036e-4,6.514e-26
515.447,3.454e-5,3.454e-5,6.516e-26
515.449,1.636e-5,1.636e-5,6.518e-26
515.452,5.216e-6,5.216e-6,6.520e-26
515.454,2.398e-6,2.398e-6,6.522e-26
515.457,7.306e-7,7.306e-7,6.524e-26
515.459,3.259e-7,3.259e-7,6.525e-26
515.462,9.490e-8,9.490e-8,6.528e-26
515.464,4.107e-8,4.107e-8,6.529e-26
515.467,1.143e-8,1.143e-8,6.531e-26
515.469,4.802e-9,4.802e-9,6.533e-26
515.472,1.278e-9,1.278e-9,6.535e-26
515.474,5.206e-10,5.206e-10,6.537e-26
515.477,1.324e-10,1.324e-10,6.539e-26
515.479,5.235e-11,5.235e-11,6.540e-26
515.482,1.272e-11,1.272e-11,6.543e-26
515.484,4.882e-12,4.882e-12,6.544e-26
515.487,1.134e-12,1.134e-12,6.546e-26
515.489,4.223e-13,4.223e-13,6.548e-26
515.492,9.377e-14,9.377e-14,6.550e-26
515.494,3.387e-14,3.387e-14,6.552e-26
515.497,7.190e-15,7.190e-15,6.554e-26
515.499,2.520e-15,2.520e-15,6.555e-26
515.502,5.113e-16,5.113e-16,6.558e-26
515.504,1.739e-16,1.739e-16,6.559e-26
515.507,3.372e-17,3.372e-17,6.561e-26
515.509,1.113e-17,1.113e-17,6.563e-26
515.512,2.063e-18,2.063e-18,6.565e-26
515.514,6.606e-19,6.606e-19,6.567e-26
515.517,1.170e-19,1.170e-19,6.569e-26
515.519,3.636e-20,3.636e-20,6.570e-26
515.522,6.158e-21,6.158e-21,6.573e-26
515.524,1.857e-21,1.857e-21,6.574e-26
521.618,4.681e-21,4.681e-21,1.114e-25
521.62,1.525e-20,1.525e-20,1.114e-25
521.623,8.772e-20,8.772e-20,1.114e-25
521.625,2.775e-19,2.775e-19,1.114e-25
521.628,1.527e-18,1.527e-18,1.114e-25
521.63,4.692e-18,4.692e-18,1.114e-25
521.633,2.471e-17,2.471e-17,1.115e-25
521.635,7.372e-17,7.372e-17,1.115e-25
521.638,3.715e-16,3.715e-16,1.115e-25
521.64,1.076e-15,1.076e-15,1.115e-25
521.643,5.190e-15,5.190e-15,1.115e-25
521.645,1.460e-14,1.460e-14,1.116e-25
521.648,6.736e-14,6.736e-14,1.116e-25
521.65,1.840e-13,1.840e-13,1.116e-25
521.653,8.124e-13,8.124e-13,1.116e-25
521.655,2.155e-12,2.155e-12,1.116e-25
521.658,9.104e-12,9.104e-12,1.117e-25
521.66,2.345e-11,2.345e-11,1.117e-25
521.663,9.480e-11,9.480e-11,1.117e-25
521.665,2.371e-10,2.371e-10,1.117e-25
521.668,9.173e-10,9.173e-10,1.117e-25
521.67,2.228e-9,2.228e-9,1.117e-25
521.673,8.246e-9,8.246e-9,1.118e-25
521.675,1.945e-8,1.945e-8,1.118e-25
521.678,6.889e-8,6.889e-8,1.118e-25
521.68,1.577e-7,1.577e-7,1.118e-25
521.683,5.347e-7,5.347e-7,1.118e-25
521.685,1.189e-6,1.189e-6,1.119e-25
521.688,3.856e-6,3.856e-6,1.119e-25
521.69,8.327e-6,8.327e-6,1.119e-25
521.693,2.584e-5,2.584e-5,1.119e-25
521.695,5.419e-5,5.419e-5,1.119e-25
521.698,1.609e-4,1.609e-4,1.120e-25
521.7,3.276e-4,3.276e-4,1.120e-25
521.703,9.311e-4,9.311e-4,1.120e-25
521.705,1.841e-3,1.841e-3,1.120e-25
521.708,5.006e-3,5.006e-3,1.120e-25
521.71,9.611e-3,9.611e-3,1.120e-25
521.713,2.501e-2,2.501e-2,1.121e-25
521.715,4.662e-2,4.662e-2,1.121e-25
521.718,1.161e-1,1.161e-1,1.121e-25
521.72,2.101e-1,2.101e-1,1.121e-25
521.723,5.006e-1,5.006e-1,1.121e-25
521.725,8.801e-1,8.801e-1,1.122e-25
521.728,2.006e+0,2.006e+0,1.122e-25
521.73,3.425e+0,3.425e+0,1.122e-25
521.733,7.471e+0,7.471e+0,1.122e-25
521.735,1.238e+1,1.238e+1,1.122e-25
521.738,2.585e+1,2.585e+1,1.123e-25
521.74,4.161e+1,4.161e+1,1.123e-25
521.743,8.312e+1,8.312e+1,1.123e-25
521.745,1.299e+2,1.299e+2,1.123e-25
521.748,2.483e+2,2.483e+2,1.123e-25
521.75,3.768e+2,3.768e+2,1.123e-25
521.752,5.652e+2,5.652e+2,1.124e-25
521.755,1.016e+3,1.016e+3,1.124e-25
521.757,1.479e+3,1.479e+3,1.124e-25
521.76,2.544e+3,2.544e+3,1.124e-25
521.762,3.598e+3,3.598e+3,1.124e-25
521.765,5.920e+3,5.920e+3,1.125e-25
521.767,8.131e+3,8.131e+3,1.125e-25
521.77,1.280e+4,1.280e+4,1.125e-25
521.772,1.707e+4,1.707e+4,1.125e-25
521.775,2.572e+4,2.572e+4,1.125e-25
521.777,3.331e+4,3.331e+4,1.125e-25
521.78,4.802e+4,4.802e+4,1.126e-25
521.782,6.039e+4,6.039e+4,1.126e-25
521.785,8.331e+4,8.331e+4,1.126e-25
521.787,1.017e+5,1.017e+5,1.126e-25
521.79,1.343e+5,1.343e+5,1.126e-25
521.792,1.592e+5,1.592e+5,1.127e-25
521.795,2.011e+5,2.011e+5,1.127e-25
521.797,2.316e+5,2.316e+5,1.127e-25
521.8,2.799e+5,2.799e+5,1.127e-25
521.802,3.130e+5,3.130e+5,1.127e-25
521.805,3.620e+5,3.620e+5,1.128e-25
521.807,3.930e+5,3.930e+5,1.128e-25
521.81,4.349e+5,4.349e+5,1.128e-25
521.812,4.586e+5,4.586e+5,1.128e-25
521.815,4.856e+5,4.856e+5,1.128e-25
521.817,4.971e+5,4.971e+5,1.128e-25
521.82,5.038e+5,5.038e+5,1.129e-25
521.822,5.008e+5,5.008e+5,1.129e-25
521.825,4.856e+5,4.856e+5,1.129e-25
521.827,4.688e+5,4.688e+5,1.129e-25
521.83,4.349e+5,4.349e+5,1.129e-25
521.832,4.077e+5,4.077e+5,1.130e-25
521.835,3.620e+5,3.620e+5,1.130e-25
521.837,3.295e+5,3.295e+5,1.130e-25
521.84,2.799e+5,2.799e+5,1.130e-25
521.842,2.474e+5,2.474e+5,1.130e-25
521.845,2.011e+5,2.011e+5,1.131e-25
521.847,1.726e+5,1.726e+5,1.131e-25
521.85,1.343e+5,1.343e+5,1.131e-25
521.852,1.119e+5,1.119e+5,1.131e-25
521.855,8.331e+4,8.331e+4,1.131e-25
521.857,6.743e+4,6.743e+4,1.131e-25
521.86,4.802e+4,4.802e+4,1.132e-25
521.862,3.774e+4,3.774e+4,1.132e-25
521.865,2.572e+4,2.572e+4,1.132e-25
521.867,1.963e+4,1.963e+4,1.132e-25
521.87,1.280e+4,1.280e+4,1.132e-25
521.872,9.487e+3,9.487e+3,1.133e-25
521.875,5.920e+3,5.920e+3,1.133e-25
521.877,4.260e+3,4.260e+3,1.133e-25
521.88,2.544e+3,2.544e+3,1.133e-25
521.882,1.778e+3,1.778e+3,1.133e-25
521.885,1.016e+3,1.016e+3,1.134e-25
521.887,6.892e+2,6.892e+2,1.134e-25
521.89,3.768e+2,3.768e+2,1.134e-25
521.892,2.483e+2,2.483e+2,1.134e-25
521.895,1.299e+2,1.299e+2,1.134e-25
521.897,8.312e+1,8.312e+1,1.134e-25
521.9,4.161e+1,4.161e+1,1.135e-25
521.902,2.586e+1,2.586e+1,1.135e-25
521.905,1.240e+1,1.240e+1,1.135e-25
521.907,7.500e+0,7.500e+0,1.135e-25
521.91,3.492e+0,3.492e+0,1.135e-25
521.912,2.125e+0,2.125e+0,1.136e-25
521.915,1.150e+0,1.150e+0,1.136e-25
521.917,9.615e-1,9.615e-1,1.136e-25
521.92,1.215e+0,1.215e+0,1.136e-25
521.922,1.781e+0,1.781e+0,1.136e-25
521.925,3.520e+0,3.520e+0,1.137e-25
521.927,5.614e+0,5.614e+0,1.137e-25
521.93,1.117e+1,1.117e+1,1.137e-25
521.932,1.744e+1,1.744e+1,1.137e-25
521.935,3.331e+1,3.331e+1,1.137e-25
521.937,5.054e+1,5.054e+1,1.137e-25
521.94,9.239e+1,9.239e+1,1.138e-25
521.942,1.361e+2,1.361e+2,1.138e-25
521.945,2.381e+2,2.381e+2,1.138e-25
521.947,3.407e+2,3.407e+2,1.138e-25
521.95,5.704e+2,5.704e+2,1.138e-25
521.952,7.924e+2,7.924e+2,1.139e-25
521.955,1.269e+3,1.269e+3,1.139e-25
521.957,1.713e+3,1.713e+3,1.139e-25
521.96,2.625e+3,2.625e+3,1.139e-25
521.962,3.439e+3,3.439e+3,1.139e-25
521.965,5.045e+3,5.045e+3,1.140e-25
521.967,6.418e+3,6.418e+3,1.140e-25
521.97,9.009e+3,9.009e+3,1.140e-25
521.972,1.113e+4,1.113e+4,1.140e-25
521.975,1.495e+4,1.495e+4,1.140e-25
521.977,1.793e+4,1.793e+4,1.140e-25
521.98,2.305e+4,2.305e+4,1.141e-25
521.982,2.685e+4,2.685e+4,1.141e-25
521.985,3.303e+4,3.303e+4,1.141e-25
521.987,3.736e+4,3.736e+4,1.141e-25
521.99,4.397e+4,4.397e+4,1.141e-25
521.992,4.831e+4,4.831e+4,1.142e-25
521.995,5.440e+4,5.440e+4,1.142e-25
521.997,5.803e+4,5.803e+4,1.142e-25
522,6.255e+4,6.255e+4,1.142e-25
522.002,6.479e+4,6.479e+4,1.142e-25
522.005,6.682e+4,6.682e+4,1.143e-25
522.007,6.721e+4,6.721e+4,1.143e-25
522.01,6.633e+4,6.633e+4,1.143e-25
522.012,6.479e+4,6.479e+4,1.143e-25
522.015,6.118e+4,6.118e+4,1.143e-25
522.017,5.803e+4,5.803e+4,1.143e-25
522.02,5.244e+4,5.244e+4,1.144e-25
522.022,4.831e+4,4.831e+4,1.144e-25
522.025,4.177e+4,4.177e+4,1.144e-25
522.027,3.736e+4,3.736e+4,1.144e-25
522.03,3.092e+4,3.092e+4,1.144e-25
522.032,2.685e+4,2.685e+4,1.145e-25
522.035,2.126e+4,2.126e+4,1.145e-25
522.037,1.793e+4,1.793e+4,1.145e-25
522.04,1.359e+4,1.359e+4,1.145e-25
522.042,1.113e+4,1.113e+4,1.145e-25
522.045,8.070e+3,8.070e+3,1.146e-25
522.047,6.418e+3,6.418e+3,1.146e-25
522.05,4.453e+3,4.453e+3,1.146e-25
522.052,3.439e+3,3.439e+3,1.146e-25
522.055,2.283e+3,2.283e+3,1.146e-25
522.057,1.713e+3,1.713e+3,1.146e-25
522.06,1.088e+3,1.088e+3,1.147e-25
522.062,7.924e+2,7.924e+2,1.147e-25
522.065,4.818e+2,4.818e+2,1.147e-25
522.067,3.407e+2,3.407e+2,1.147e-25
522.07,1.982e+2,1.982e+2,1.147e-25
522.072,1.361e+2,1.361e+2,1.148e-25
522.075,7.578e+1,7.578e+1,1.148e-25
522.077,5.054e+1,5.054e+1,1.148e-25
