Wavelength (nm),Sum(calc),Pb I (1.4e-1),Pb II (8.6e-1)
500.241,5.685e-12,5.685e-12,
500.246,1.871e-11,1.871e-11,
500.251,6.038e-11,6.038e-11,
500.256,1.910e-10,1.910e-10,
500.261,5.921e-10,5.921e-10,
500.266,1.800e-9,1.800e-9,
500.271,5.361e-9,5.361e-9,
500.276,1.566e-8,1.566e-8,
500.281,4.482e-8,4.482e-8,
500.286,1.258e-7,1.258e-7,
500.291,3.459e-7,3.459e-7,
500.296,9.326e-7,9.326e-7,
500.301,2.465e-6,2.465e-6,
500.306,6.386e-6,6.386e-6,
500.311,1.622e-5,1.622e-5,
500.316,4.037e-5,4.037e-5,
500.321,9.851e-5,9.851e-5,
500.326,2.356e-4,2.356e-4,
500.331,5.525e-4,5.525e-4,
500.336,1.270e-3,1.270e-3,
500.341,2.861e-3,2.861e-3,
500.346,6.318e-3,6.318e-3,
500.351,1.368e-2,1.368e-2,
500.356,2.902e-2,2.902e-2,
500.361,6.037e-2,6.037e-2,
500.366,1.231e-1,1.231e-1,
500.371,2.460e-1,2.460e-1,
500.376,4.820e-1,4.820e-1,
500.381,9.257e-1,9.257e-1,
500.386,1.743e+0,1.743e+0,
500.391,3.216e+0,3.216e+0,
500.396,5.817e+0,5.817e+0,
500.401,1.031e+1,1.031e+1,
500.406,1.793e+1,1.793e+1,
500.411,3.055e+1,3.055e+1,
500.416,5.101e+1,5.101e+1,
500.421,8.352e+1,8.352e+1,
500.426,1.340e+2,1.340e+2,
500.431,2.108e+2,2.108e+2,
500.436,3.251e+2,3.251e+2,
500.441,4.914e+2,4.914e+2,
500.446,7.280e+2,7.280e+2,
500.451,1.057e+3,1.057e+3,
500.456,1.505e+3,1.505e+3,
500.461,2.101e+3,2.101e+3,
500.466,2.874e+3,2.874e+3,
500.471,3.854e+3,3.854e+3,
500.476,5.065e+3,5.065e+3,
500.481,6.526e+3,6.526e+3,
500.486,8.243e+3,8.243e+3,
500.491,1.020e+4,1.020e+4,
500.496,1.238e+4,1.238e+4,
500.501,1.473e+4,1.473e+4,
500.506,1.718e+4,1.718e+4,
500.511,1.964e+4,1.964e+4,
500.516,2.200e+4,2.200e+4,
500.521,2.417e+4,2.417e+4,
500.526,2.602e+4,2.602e+4,
500.531,2.746e+4,2.746e+4,
500.536,2.841e+4,2.841e+4,
500.542,2.882e+4,2.882e+4,
500.547,2.853e+4,2.853e+4,
500.552,2.769e+4,2.769e+4,
500.557,2.634e+4,2.634e+4,
500.562,2.457e+4,2.457e+4,
500.567,2.246e+4,2.246e+4,
500.572,2.012e+4,2.012e+4,
500.577,1.767e+4,1.767e+4,
500.582,1.522e+4,1.522e+4,
500.587,1.284e+4,1.284e+4,
500.592,1.062e+4,1.062e+4,
500.597,8.616e+3,8.616e+3,
500.602,6.849e+3,6.849e+3,
500.607,5.337e+3,5.337e+3,
500.612,4.077e+3,4.077e+3,
500.617,3.052e+3,3.052e+3,
500.622,2.240e+3,2.240e+3,
500.627,1.612e+3,1.612e+3,
500.632,1.137e+3,1.137e+3,
500.637,7.857e+2,7.857e+2,
500.642,5.324e+2,5.324e+2,
500.647,3.537e+2,3.537e+2,
500.652,2.303e+2,2.303e+2,
500.657,1.470e+2,1.470e+2,
500.662,9.195e+1,9.195e+1,
500.667,5.639e+1,5.639e+1,
500.672,3.390e+1,3.390e+1,
500.677,1.998e+1,1.998e+1,
500.682,1.154e+1,1.154e+1,
500.687,6.534e+0,6.534e+0,
500.692,3.626e+0,3.626e+0,
500.697,1.973e+0,1.973e+0,
500.702,1.052e+0,1.052e+0,
500.707,5.501e-1,5.501e-1,
500.712,2.819e-1,2.819e-1,
500.717,1.416e-1,1.416e-1,
500.722,6.973e-2,6.973e-2,
500.727,3.365e-2,3.365e-2,
500.732,1.592e-2,1.592e-2,
500.737,7.385e-3,7.385e-3,
500.742,3.357e-3,3.357e-3,
500.747,1.496e-3,1.496e-3,
500.752,6.536e-4,6.536e-4,
500.757,2.799e-4,2.799e-4,
500.762,1.175e-4,1.175e-4,
500.767,4.833e-5,4.833e-5,
500.772,1.949e-5,1.949e-5,
500.777,7.707e-6,7.707e-6,
500.782,2.987e-6,2.987e-6,
500.787,1.135e-6,1.135e-6,
500.792,4.225e-7,4.225e-7,
500.797,1.542e-7,1.542e-7,
500.802,5.518e-8,5.518e-8,
500.807,1.935e-8,1.935e-8,
500.812,6.653e-9,6.653e-9,
500.817,2.242e-9,2.242e-9,
500.822,7.407e-10,7.407e-10,
500.827,2.399e-10,2.399e-10,
500.832,7.614e-11,7.614e-11,
500.837,2.369e-11,2.369e-11,
500.842,7.226e-12,7.226e-12,
500.848,1.693e-12,1.693e-12,
500.853,4.942e-13,4.942e-13,
500.858,1.414e-13,1.414e-13,
500.863,3.966e-14,3.966e-14,
500.868,1.090e-14,1.090e-14,
500.873,2.939e-15,2.939e-15,
500.878,7.763e-16,7.763e-16,
500.883,2.010e-16,2.010e-16,
500.888,5.103e-17,5.103e-17,
500.893,1.270e-17,1.270e-17,
500.898,3.097e-18,3.097e-18,
500.903,7.406e-19,7.406e-19,
500.908,1.736e-19,1.736e-19,
500.913,3.988e-20,3.988e-20,
500.918,8.980e-21,8.980e-21,
500.923,1.982e-21,1.982e-21,
500.928,4.289e-22,4.289e-22,
500.933,9.099e-23,9.099e-23,
500.938,1.892e-23,1.892e-23,
519.734,1.663e-23,1.663e-23,
519.739,7.500e-23,7.500e-23,
519.744,3.320e-22,3.320e-22,
519.749,1.443e-21,1.443e-21,
519.754,6.156e-21,6.156e-21,
519.759,2.578e-20,2.578e-20,
519.764,1.060e-19,1.060e-19,
519.769,4.279e-19,4.279e-19,
519.774,1.695e-18,1.695e-18,
519.779,6.595e-18,6.595e-18,
519.784,2.518e-17,2.518e-17,
519.789,9.440e-17,9.440e-17,
519.794,3.474e-16,3.474e-16,
519.799,1.255e-15,1.255e-15,
519.804,4.451e-15,4.451e-15,
519.809,1.549e-14,1.549e-14,
519.815,6.756e-14,6.756e-14,
519.82,2.258e-13,2.258e-13,
519.825,7.411e-13,7.411e-13,
519.83,2.388e-12,2.388e-12,
519.835,7.550e-12,7.550e-12,
519.84,2.344e-11,2.344e-11,
519.845,7.144e-11,7.144e-11,
519.85,2.137e-10,2.137e-10,
519.855,6.278e-10,6.278e-10,
519.86,1.810e-9,1.810e-9,
519.865,5.124e-9,5.124e-9,
519.87,1.424e-8,1.424e-8,
519.875,3.884e-8,3.884e-8,
519.88,1.040e-7,1.040e-7,
519.885,2.734e-7,2.734e-7,
519.89,7.056e-7,7.056e-7,
519.895,1.788e-6,1.788e-6,
519.9,4.446e-6,4.446e-6,
519.905,1.086e-5,1.086e-5,
519.91,2.602e-5,2.602e-5,
519.915,6.122e-5,6.122e-5,
519.92,1.414e-4,1.414e-4,
519.925,3.207e-4,3.207e-4,
519.93,7.138e-4,7.138e-4,
519.935,1.560e-3,1.560e-3,
519.94,3.346e-3,3.346e-3,
519.945,7.047e-3,7.047e-3,
519.95,1.457e-2,1.457e-2,
519.955,2.957e-2,2.957e-2,
519.96,5.891e-2,5.891e-2,
519.965,1.152e-1,1.152e-1,
519.97,2.213e-1,2.213e-1,
519.975,4.170e-1,4.170e-1,
519.98,7.717e-1,7.717e-1,
519.985,1.402e+0,1.402e+0,
519.99,2.500e+0,2.500e+0,
519.995,4.376e+0,4.376e+0,
520,7.521e+0,7.521e+0,
520.005,1.269e+1,1.269e+1,
520.01,2.101e+1,2.101e+1,
520.015,3.417e+1,3.417e+1,
520.02,5.454e+1,5.454e+1,
520.025,8.545e+1,8.545e+1,
520.03,1.314e+2,1.314e+2,
520.035,1.985e+2,1.985e+2,
520.04,2.942e+2,2.942e+2,
520.045,4.281e+2,4.281e+2,
520.05,6.116e+2,6.116e+2,
520.055,8.578e+2,8.578e+2,
520.06,1.181e+3,1.181e+3,
520.065,1.596e+3,1.596e+3,
520.07,2.118e+3,2.118e+3,
520.075,2.758e+3,2.758e+3,
520.08,3.527e+3,3.527e+3,
520.085,4.427e+3,4.427e+3,
520.09,5.455e+3,5.455e+3,
520.095,6.599e+3,6.599e+3,
520.1,7.836e+3,7.836e+3,
520.105,9.135e+3,9.135e+3,
520.11,1.045e+4,1.045e+4,
520.115,1.175e+4,1.175e+4,
520.121,1.318e+4,1.318e+4,
520.126,1.422e+4,1.422e+4,
520.131,1.506e+4,1.506e+4,
520.136,1.565e+4,1.565e+4,
520.141,1.597e+4,1.597e+4,
520.146,1.600e+4,1.600e+4,
520.151,1.574e+4,1.574e+4,
520.156,1.520e+4,1.520e+4,
520.161,1.440e+4,1.440e+4,
520.166,1.340e+4,1.340e+4,
520.171,1.224e+4,1.224e+4,
520.176,1.098e+4,1.098e+4,
520.181,9.663e+3,9.663e+3,
520.186,8.351e+3,8.351e+3,
520.191,7.084e+3,7.084e+3,
520.196,5.900e+3,5.900e+3,
520.201,4.823e+3,4.823e+3,
520.206,3.871e+3,3.871e+3,
520.211,3.050e+3,3.050e+3,
520.216,2.359e+3,2.359e+3,
520.221,1.791e+3,1.791e+3,
520.226,1.335e+3,1.335e+3,
520.231,9.770e+2,9.770e+2,
520.236,7.018e+2,7.018e+2,
520.241,4.949e+2,4.949e+2,
520.246,3.426e+2,3.426e+2,
520.251,2.328e+2,2.328e+2,
520.256,1.553e+2,1.553e+2,
520.261,1.017e+2,1.017e+2,
520.266,6.541e+1,6.541e+1,
520.271,4.129e+1,4.129e+1,
520.276,2.558e+1,2.558e+1,
520.281,1.556e+1,1.556e+1,
520.286,9.292e+0,9.292e+0,
520.291,5.447e+0,5.447e+0,
520.296,3.134e+0,3.134e+0,
520.301,1.771e+0,1.771e+0,
520.306,9.820e-1,9.820e-1,
520.311,5.346e-1,5.346e-1,
520.316,2.857e-1,2.857e-1,
520.321,1.499e-1,1.499e-1,
520.326,7.722e-2,7.722e-2,
520.331,3.904e-2,3.904e-2,
520.336,1.938e-2,1.938e-2,
520.341,9.444e-3,9.444e-3,
520.346,4.517e-3,4.517e-3,
520.351,2.121e-3,2.121e-3,
520.356,9.780e-4,9.780e-4,
520.361,4.426e-4,4.426e-4,
520.366,1.966e-4,1.966e-4,
520.371,8.576e-5,8.576e-5,
520.376,3.672e-5,3.672e-5,
520.381,1.543e-5,1.543e-5,
520.386,6.368e-6,6.368e-6,
520.391,2.579e-6,2.579e-6,
520.396,1.026e-6,1.026e-6,
520.401,4.004e-7,4.004e-7,
520.406,1.534e-7,1.534e-7,
520.411,5.772e-8,5.772e-8,
520.416,2.132e-8,2.132e-8,
520.422,6.295e-9,6.295e-9,
520.427,2.232e-9,2.232e-9,
520.432,7.771e-10,7.771e-10,
520.437,2.655e-10,2.655e-10,
520.442,8.908e-11,8.908e-11,
520.447,2.934e-11,2.934e-11,
520.452,9.485e-12,9.485e-12,
520.457,3.010e-12,3.010e-12,
520.462,9.379e-13,9.379e-13,
520.467,2.869e-13,2.869e-13,
520.472,8.613e-14,8.613e-14,
520.477,2.539e-14,2.539e-14,
520.482,7.346e-15,7.346e-15,
520.487,2.087e-15,2.087e-15,
520.492,5.820e-16,5.820e-16,
520.497,1.593e-16,1.593e-16,
520.502,4.282e-17,4.282e-17,
520.507,1.130e-17,1.130e-17,
520.512,2.925e-18,2.925e-18,
520.517,7.438e-19,7.438e-19,
520.522,1.857e-19,1.857e-19,
520.527,4.549e-20,4.549e-20,
520.532,1.094e-20,1.094e-20,
520.537,2.584e-21,2.584e-21,
520.542,5.989e-22,5.989e-22,
520.547,1.363e-22,1.363e-22,
520.552,3.045e-23,3.045e-23,
