Ion, Observed , Rel. , Aki, Ek ,J,,,,,,,,,,,,,
Mg II ,540.1543, 9* , ,112 307.79  , 7/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II ,540.1543, 9* , ,112 307.79  , 9/2 ,,,,,,,,,,,,,
Mg II , ,  ,1.16E+04,112 197.05  , 5/2 ,,,,,,,,,,,,,
Mg II ,543.4039, 4* ,2.45E+05,112 197.17  , 3/2 ,,,,,,,,,,,,,
Mg II ,543.4039, 4* ,2.33E+05,112 197.05  , 5/2 ,,,,,,,,,,,,,
Mg II ,545.1259,1,1.03E+06,115 794.44  , 3/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II , ,  ,2.03E+05,115 794.44  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,1.22E+06,115 794.39  , 5/2 ,,,,,,,,,,,,,
Mg II ,546.0019,1,1.11E+06,115 764.99  , 1/2 ,,,,,,,,,,,,,
Mg II ,546.4136,2,2.22E+06,115 764.99  , 1/2 ,,,,,,,,,,,,,
Mg VIII , ,  ,5.61E+06,1 964 300?    , 7/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg VIII , ,  ,5.24E+06,1 964 300?    , 5/2 ,,,,,,,,,,,,,
Mg VIII , ,  ,3.75E+05,1 964 300?    , 5/2 ,,,,,,,,,,,,,
Mg I ,550.9597, 2d* , ,59 342.51  ,2,,,,,,,,,,,,,
Mg I ,550.9597, 2d* , ,59 342.51  ,0,,,,,,,,,,,,,
Mg I ,550.9597, 2d* , ,59 342.51  ,1,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg III ,551.3255,1, ,564 664.6   ,2,,,,,,,,,,,,,
Mg I ,552.84047,40,1.39E+07,53 134.642 ,2,,,,,,,,,,,,,
Mg III ,562.6406,4, ,564 300.0   ,0,,,,,,,,,,,,,
Mg X , ,  ,1.91E+07,2 270 150     , 3/2 ,,,,,,,,,,,,,
Mg X , ,  ,1.91E+07,2 270 150     , 1/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I ,571.1088,30,3.86E+06,52 556.206 ,0,,,,,,,,,,,,,
Mg III ,573.4082,1, ,581 734.7   ,1,,,,,,,,,,,,,
Mg II , ,  ,5.25E+03,110 207.99  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,3.67E+03,110 203.58  , 1/2 ,,,,,,,,,,,,,
Mg VI , ,  ,3.66E+07,1 340 950?    , 5/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg VI , ,  ,3.67E+07,1 340 950?    , 1/2 ,,,,,,,,,,,,,
Mg VI , ,  ,3.67E+07,1 340 950?    , 3/2 ,,,,,,,,,,,,,
Mg I ,578.5312,5, ,58 477.760 ,2,,,,,,,,,,,,,
Mg I ,578.556,4, ,58 477.020 ,1,,,,,,,,,,,,,
Mg IX , ,  ,8.12E+05,2 258 310     ,1,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg III ,583.982,10, ,562 939.5   ,2,,,,,,,,,,,,,
Mg X , ,  ,3.38E+06,1 743 500     , 3/2 ,,,,,,,,,,,,,
Mg II ,591.6429,7,6.42E+05,110 207.99  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,7.16E+04,110 207.99  , 3/2 ,,,,,,,,,,,,,
Mg II ,591.8158,6,7.04E+05,110 203.58  , 1/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II ,592.3366,3,1.40E+06,114 332.74  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,2.76E+05,114 332.74  , 3/2 ,,,,,,,,,,,,,
Mg II ,592.8233,4,1.66E+06,114 332.68  , 5/2 ,,,,,,,,,,,,,
Mg II ,593.8629,3,1.36E+06,114 289.36  , 1/2 ,,,,,,,,,,,,,
Mg II ,594.3499,4,2.71E+06,114 289.36  , 1/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg III ,594.5873,1, ,562 634.2   ,1,,,,,,,,,,,,,
Mg III ,598.737,2, ,564 731.6   ,1,,,,,,,,,,,,,
Mg III ,609.2912,4, ,562 939.5   ,2,,,,,,,,,,,,,
Mg III ,612.7392,6, ,562 136.1   ,2,,,,,,,,,,,,,
Mg III ,615.0082,4, ,564 289.8   ,1,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg III ,620.844,6, ,562 634.2   ,1,,,,,,,,,,,,,
Mg X , ,  ,3.43E+06,1 743 890     , 5/2 ,,,,,,,,,,,,,
Mg III ,624.4024,4, ,564 731.6   ,1,,,,,,,,,,,,,
Mg III ,625.675,15, ,561 798.7   ,3,,,,,,,,,,,,,
Mg III ,627.025,7, ,564 664.6   ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I ,631.8716,10,2.63E+05,57 019.025 ,2,,,,,,,,,,,,,
Mg I ,631.9236,9,2.64E+05,57 017.724 ,1,,,,,,,,,,,,,
Mg I ,631.9493,7,2.63E+05,57 017.078 ,0,,,,,,,,,,,,,
Mg II ,634.6737,10,2.20E+07,109 062.35  , 7/2 ,,,,,,,,,,,,,
Mg II , ,  ,1.47E+06,109 062.32  , 5/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II ,634.6962,9,2.05E+07,109 062.32  , 5/2 ,,,,,,,,,,,,,
Mg XI , ,  ,1.47E+06,(12 733 191)    ,1,,,,,,,,,,,,,
Mg X , ,  ,5.31E+05,1 743 500     , 3/2 ,,,,,,,,,,,,,
Mg III ,640.6619,8, ,562 136.1   ,2,,,,,,,,,,,,,
Mg III ,641.7036,1, ,564 300.0   ,0,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg III ,642.1224,4, ,564 289.8   ,1,,,,,,,,,,,,,
Mg XI , ,  ,1.90E+06,(12 733 231)    ,2,,,,,,,,,,,,,
Mg IX , ,  ,1.58E+07,2 256 570     ,3,,,,,,,,,,,,,
Mg XI , ,  ,1.05E+06,(12 733 191)    ,1,,,,,,,,,,,,,
Mg III ,651.1429,2, ,585 466.2   ,1,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II ,654.5973, 11* , ,109 072.05  , 7/2 ,,,,,,,,,,,,,
Mg II ,654.5973, 11* , ,109 072.05  , 9/2 ,,,,,,,,,,,,,
Mg II ,662.044,5,4.61E+05,108 900.20  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,2.19E+04,108 900.02  , 5/2 ,,,,,,,,,,,,,
Mg II ,662.0569,6,4.37E+05,108 900.02  , 5/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I ,663.0834,2, ,58 580.23  ,1,,,,,,,,,,,,,
Mg IV , ,  ,2.90E-11,597 583.6   , 1/2 ,,,,,,,,,,,,,
Mg IV , ,  ,8.59E+02,597 583.6   , 1/2 ,,,,,,,,,,,,,
Mg IV , ,  ,2.07E-08,597 583.6   , 1/2 ,,,,,,,,,,,,,
Mg XI , ,  ,2.22E+06,(12 733 611)    ,3,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II ,678.1451,7,2.49E+06,112 197.17  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,4.92E+05,112 197.17  , 3/2 ,,,,,,,,,,,,,
Mg II ,678.7851,8,2.96E+06,112 197.05  , 5/2 ,,,,,,,,,,,,,
Mg II ,681.286,7,2.11E+06,112 129.20  , 1/2 ,,,,,,,,,,,,,
Mg II ,681.927,8,4.21E+06,112 129.20  , 1/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg IX , ,  ,1.72E+06,2 249 970     ,1,,,,,,,,,,,,,
Mg VIII , ,  ,3.46E+06,1 837 640     , 3/2 ,,,,,,,,,,,,,
Mg VIII , ,  ,2.57E+05,1 837 640     , 5/2 ,,,,,,,,,,,,,
Mg IV , ,  ,1.11E+03,597 065.7   , 3/2 ,,,,,,,,,,,,,
Mg IV , ,  ,8.40E-10,597 065.7   , 3/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I ,689.4898,4, ,60 902.50  ,3,,,,,,,,,,,,,
Mg IV , ,  ,3.33E+02,597 065.7   , 3/2 ,,,,,,,,,,,,,
Mg IV , ,  ,1.41E-08,597 065.7   , 3/2 ,,,,,,,,,,,,,
Mg XI , ,  ,5.13E+05,(12 733 231)    ,2,,,,,,,,,,,,,
Mg XI , ,  ,5.65E+04,(12 733 191)    ,1,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I ,696.5404,6, ,60 755.764 ,3,,,,,,,,,,,,,
Mg IX , ,  ,3.07E+05,2 460 750     ,1,,,,,,,,,,,,,
Mg III ,705.6876,3, ,559 987.1   ,1,,,,,,,,,,,,,
Mg I ,706.0409,8,8.51E+05,60 562.637 ,3,,,,,,,,,,,,,
Mg IX , ,  ,2.78E+06,2 249 450     ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg IV , ,  ,1.40E+02,596 521.8   , 5/2 ,,,,,,,,,,,,,
Mg IV , ,  ,2.70E-09,596 521.8   , 5/2 ,,,,,,,,,,,,,
Mg II ,716.6676, 2* , ,117 639.51  , 7/2 ,,,,,,,,,,,,,
Mg II ,716.6676, 2* , ,117 639.51  , 9/2 ,,,,,,,,,,,,,
Mg IV , ,  ,1.45E+01,596 521.8   , 5/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg IV , ,  ,4.38E-09,596 521.8   , 5/2 ,,,,,,,,,,,,,
Mg I ,719.3172,10,1.18E+06,60 301.283 ,3,,,,,,,,,,,,,
Mg I ,729.106,10,6.27E+04,57 214.992 ,1,,,,,,,,,,,,,
Mg I ,738.7004,5, ,59 936.63  ,1,,,,,,,,,,,,,
Mg I ,738.7685,12,1.74E+06,59 935.370 ,3,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg III ,742.9846,3, ,559 987.1   ,1,,,,,,,,,,,,,
Mg I , ,  ,9.67E-05,35 051.264 ,1,,,,,,,,,,,,,
Mg II ,758.0764, 4* , ,116 877.54  , 7/2 ,,,,,,,,,,,,,
Mg II ,758.0764, 4* , ,116 877.54  , 9/2 ,,,,,,,,,,,,,
Mg I , ,  ,7.22E-05,35 051.264 ,1,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I , ,  ,3.76E-05,35 051.264 ,1,,,,,,,,,,,,,
Mg II ,758.9558,3, ,116 878.04  , 11/2 ,,,,,,,,,,,,,
Mg II , ,  ,1.17E+05,116 838.48  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,5.55E+03,116 838.45  , 5/2 ,,,,,,,,,,,,,
Mg II , ,  ,1.11E+05,116 838.45  , 5/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I , ,  ,1.19E-04,35 051.264 ,1,,,,,,,,,,,,,
Mg I , ,  ,2.65E-05,35 051.264 ,1,,,,,,,,,,,,,
Mg I ,765.7603,20,1.23E+06,54 252.726 ,2,,,,,,,,,,,,,
Mg I ,765.9152,19,1.23E+06,54 250.086 ,1,,,,,,,,,,,,,
Mg I ,765.9902,17,1.23E+06,54 248.809 ,0,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I ,769.0165,8, ,59 403.18  ,1,,,,,,,,,,,,,
Mg I ,769.155,15,2.66E+06,59 400.763 ,3,,,,,,,,,,,,,
Mg I ,772.2614, 1* , ,60 902.50  ,3,,,,,,,,,,,,,
Mg I ,772.2614, 1* , ,60 902.50  ,4,,,,,,,,,,,,,
Mg I ,772.2614, 1* , ,60 902.50  ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I , ,  ,6.09E-07,47 957.058 ,1,,,,,,,,,,,,,
Mg I , ,  ,2.20E-05,47 957.045 ,3,,,,,,,,,,,,,
Mg I ,774.6343,1, ,47 957.027 ,2,,,,,,,,,,,,,
Mg I , ,  ,5.48E-06,47 957.027 ,2,,,,,,,,,,,,,
Mg IX , ,  ,6.87E+06,2 248 250     ,3,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I ,775.9297,1, ,60 735.38  ,3,,,,,,,,,,,,,
Mg II ,778.65,5,1.97E+05,105 629.72  , 3/2 ,,,,,,,,,,,,,
Mg II ,779.0978,4,1.84E+05,105 622.34  , 1/2 ,,,,,,,,,,,,,
Mg VIII , ,  ,3.58E+03,1 703 280?    , 5/2 ,,,,,,,,,,,,,
Mg I , ,  ,1.02E-05,47 851.162 ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I , ,  ,3.76E-05,47 851.162 ,2,,,,,,,,,,,,,
Mg I ,781.1135, 3* , ,60 755.764 ,3,,,,,,,,,,,,,
Mg I ,781.1135, 3* , ,60 755.764 ,4,,,,,,,,,,,,,
Mg I ,781.1135, 3* , ,60 755.764 ,2,,,,,,,,,,,,,
Mg I , ,  ,1.03E-05,47 844.414 ,1,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I , ,  ,4.20E-04,47 844.414 ,1,,,,,,,,,,,,,
Mg I , ,  ,4.11E-05,47 841.119 ,0,,,,,,,,,,,,,
Mg II , ,  ,1.70E+05,[116 195.1]  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,1.88E+04,[116 195.1]  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,1.88E+05,[116 193.7]  , 1/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I , ,  ,2.54E+05,60 535.34  ,1,,,,,,,,,,,,,
Mg II , ,  ,4.67E-06,93 311.11  , 3/2 ,,,,,,,,,,,,,
Mg II ,787.7051,12,6.58E+07,93 311.11  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,3.32E-05,93 310.59  , 5/2 ,,,,,,,,,,,,,
Mg I , ,  ,1.90E+05,60 535.34  ,1,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I , ,  ,3.43E+05,60 535.34  ,2,,,,,,,,,,,,,
Mg I ,788.1667,2,4.56E+05,60 535.34  ,3,,,,,,,,,,,,,
Mg I , ,  ,1.27E+04,60 535.34  ,1,,,,,,,,,,,,,
Mg I , ,  ,1.14E+05,60 535.34  ,2,,,,,,,,,,,,,
Mg II , ,  ,1.31E+07,93 311.11  , 3/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II , ,  ,2.03E-13,93 311.11  , 3/2 ,,,,,,,,,,,,,
Mg II ,789.6368,13,7.86E+07,93 310.59  , 5/2 ,,,,,,,,,,,,,
Mg II , ,  ,1.80E-04,93 310.59  , 5/2 ,,,,,,,,,,,,,
Mg I , ,  ,8.41E+04,60 562.637 ,2,,,,,,,,,,,,,
Mg I ,793.0806, 7* ,4.78E+05,60 562.637 ,3,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I ,793.0806, 7* ,5.38E+05,60 562.637 ,4,,,,,,,,,,,,,
Mg I , ,  ,2.37E+03,60 562.637 ,2,,,,,,,,,,,,,
Mg I , ,  ,6.00E+04,60 562.637 ,3,,,,,,,,,,,,,
Mg I ,793.0806, 7* ,4.52E+05,60 562.637 ,2,,,,,,,,,,,,,
Mg I ,794.707,2,2.91E+04,60 420.87  ,1,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I , ,  ,8.71E+04,60 420.87  ,1,,,,,,,,,,,,,
Mg I ,795.339,3,1.45E+05,60 420.87  ,1,,,,,,,,,,,,,
Mg II , ,  ,3.67E+06,115 844.60  , 7/2 ,,,,,,,,,,,,,
Mg II , ,  ,2.45E+05,115 844.60  , 5/2 ,,,,,,,,,,,,,
Mg II , ,  ,3.42E+06,115 844.60  , 5/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I ,804.773, 3bl ,3.53E+05,60 263.583 ,1,,,,,,,,,,,,,
Mg I ,804.9854,5,4.78E+05,60 263.583 ,2,,,,,,,,,,,,,
Mg I , ,  ,2.65E+05,60 263.583 ,1,,,,,,,,,,,,,
Mg I , ,  ,1.76E+04,60 263.583 ,1,,,,,,,,,,,,,
Mg I , ,  ,1.59E+05,60 263.583 ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I ,805.4232,7,6.36E+05,60 263.583 ,3,,,,,,,,,,,,,
Mg VIII , ,  ,2.20E+06,1 837 640     , 5/2 ,,,,,,,,,,,,,
Mg VIII , ,  ,2.36E+05,1 837 640     , 3/2 ,,,,,,,,,,,,,
Mg I , ,  ,1.20E+05,60 301.283 ,2,,,,,,,,,,,,,
Mg I , ,  ,3.37E+03,60 301.283 ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I , ,  ,8.55E+04,60 301.283 ,3,,,,,,,,,,,,,
Mg I ,809.8724, 10* ,6.82E+05,60 301.283 ,3,,,,,,,,,,,,,
Mg I ,809.8724, 10* ,7.68E+05,60 301.283 ,4,,,,,,,,,,,,,
Mg I ,809.8724, 10* ,6.46E+05,60 301.283 ,2,,,,,,,,,,,,,
Mg II ,811.522,9,1.22E+06,105 629.72  , 3/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II , ,  ,1.36E+05,105 629.72  , 3/2 ,,,,,,,,,,,,,
Mg II ,812.0434,8,1.34E+06,105 622.34  , 1/2 ,,,,,,,,,,,,,
Mg VIII , ,  ,6.29E+03,1 858 420     , 5/2 ,,,,,,,,,,,,,
Mg I ,815.4644,1, ,60 104.00  ,1,,,,,,,,,,,,,
Mg I ,815.9132,2, ,60 104.00  ,1,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg VIII , ,  ,6.22E+04,1 703 280?    , 5/2 ,,,,,,,,,,,,,
Mg I ,820.9839,10,1.81E+05,58 580.23  ,1,,,,,,,,,,,,,
Mg I ,821.3034,20,4.38E+06,58 575.477 ,3,,,,,,,,,,,,,
Mg II ,821.3989,10,2.65E+07,92 790.51  , 1/2 ,,,,,,,,,,,,,
Mg VIII , ,  ,1.29E+05,1 858 320     , 3/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II ,822.2924, 7* , ,115 847.67  , 7/2 ,,,,,,,,,,,,,
Mg II ,822.2924, 7* , ,115 847.67  , 9/2 ,,,,,,,,,,,,,
Mg II ,823.3194,7, ,115 848.28  , 11/2 ,,,,,,,,,,,,,
Mg II ,823.4639,11,5.29E+07,92 790.51  , 1/2 ,,,,,,,,,,,,,
Mg II , ,  ,1.71E+05,115 794.44  , 3/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II , ,  ,8.09E+03,115 794.39  , 5/2 ,,,,,,,,,,,,,
Mg II , ,  ,1.62E+05,115 794.39  , 5/2 ,,,,,,,,,,,,,
Mg I ,830.3313,7,5.16E+05,59 881.196 ,1,,,,,,,,,,,,,
Mg I , ,  ,3.87E+05,59 881.196 ,1,,,,,,,,,,,,,
Mg I ,830.5596,9,9.28E+05,59 881.181 ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I , ,  ,2.57E+04,59 881.196 ,1,,,,,,,,,,,,,
Mg I , ,  ,2.32E+05,59 881.181 ,2,,,,,,,,,,,,,
Mg I ,831.0264,10,9.24E+05,59 881.168 ,3,,,,,,,,,,,,,
Mg I , ,  ,1.79E+05,59 935.370 ,2,,,,,,,,,,,,,
Mg I , ,  ,5.04E+03,59 935.370 ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I , ,  ,1.27E+05,59 935.370 ,3,,,,,,,,,,,,,
Mg I ,834.612, 15* ,1.02E+06,59 935.370 ,3,,,,,,,,,,,,,
Mg I ,834.612, 15* ,1.15E+06,59 935.370 ,4,,,,,,,,,,,,,
Mg I ,834.612, 15* ,9.59E+05,59 935.370 ,2,,,,,,,,,,,,,
Mg I ,846.6483,2, ,59 649.15  ,1,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I ,846.8845,5, ,59 649.15  ,1,,,,,,,,,,,,,
Mg I ,847.3694,7, ,59 649.15  ,1,,,,,,,,,,,,,
Mg II , ,  ,8.70E+02,114 898.72  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,5.52E+02,114 896.79  , 1/2 ,,,,,,,,,,,,,
Mg I ,860.971, 3d , ,60 958.31  ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg IV , ,  ,1.63E-07,624 109.6   , 1/2 ,,,,,,,,,,,,,
Mg VIII , ,  ,6.60E+03,1 702 010?    , 7/2 ,,,,,,,,,,,,,
Mg I ,870.714,5, ,60 828.41  ,2,,,,,,,,,,,,,
Mg II , ,  ,1.83E+05,114 898.72  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,2.04E+04,114 898.72  , 3/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I ,871.0175,10,7.97E+05,59 318.793 ,1,,,,,,,,,,,,,
Mg II , ,  ,2.00E+05,114 896.79  , 1/2 ,,,,,,,,,,,,,
Mg I , ,  ,5.98E+05,59 318.793 ,1,,,,,,,,,,,,,
Mg I ,871.2689,12,1.07E+06,59 318.775 ,2,,,,,,,,,,,,,
Mg I , ,  ,3.98E+04,59 318.793 ,1,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I , ,  ,3.58E+05,59 318.775 ,2,,,,,,,,,,,,,
Mg I ,871.7825,13,1.43E+06,59 318.764 ,3,,,,,,,,,,,,,
Mg II ,873.499,10,5.34E+06,108 900.20  , 3/2 ,,,,,,,,,,,,,
Mg I , ,  ,2.86E+05,59 400.763 ,2,,,,,,,,,,,,,
Mg I , ,  ,8.05E+03,59 400.763 ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I , ,  ,2.04E+05,59 400.763 ,3,,,,,,,,,,,,,
Mg I ,873.6021, 17* ,1.62E+06,59 400.763 ,3,,,,,,,,,,,,,
Mg I ,873.6021, 17* ,1.83E+06,59 400.763 ,4,,,,,,,,,,,,,
Mg I ,873.6021, 17* ,1.54E+06,59 400.763 ,2,,,,,,,,,,,,,
Mg II , ,  ,1.06E+06,108 900.20  , 3/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II ,874.5657,11,6.37E+06,108 900.02  , 5/2 ,,,,,,,,,,,,,
Mg XI , ,  ,4.37E+06,(13 373 382.4)  ,2,,,,,,,,,,,,,
Mg I , ,  ,6.29E-06,46 403.065 ,2,,,,,,,,,,,,,
Mg I ,880.6757,50,1.27E+07,46 403.065 ,2,,,,,,,,,,,,,
Mg II ,882.4323,10,3.69E+06,108 784.33  , 1/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II ,883.5082,11,7.36E+06,108 784.33  , 1/2 ,,,,,,,,,,,,,
Mg I ,883.705, 5d , ,60 659.69  ,2,,,,,,,,,,,,,
Mg II , ,  ,3.68E+05,116 838.48  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,7.35E+04,116 838.48  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,4.41E+05,116 838.45  , 5/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I ,892.3569,20,5.86E+05,54 706.536 ,1,,,,,,,,,,,,,
Mg I ,898.9026,7, ,58 962.739 ,1,,,,,,,,,,,,,
Mg I ,899.1692,9, ,58 962.739 ,1,,,,,,,,,,,,,
Mg I ,899.7156,10, ,58 962.739 ,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
