Ion, Observed , Rel. , Aki, Ek ,J,,,,,,,,,,,,,,
Ti II ,418.89873,37, ,67 606.1621 , 7/2 ,,,,,,,,,,,,,,
Ti II ,419.016,4, ,32 602.6265 , 3/2 ,,,,,,,,,,,,,,
Ti III ,419.1091,7,8.00E+07,159 394.89   ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,419.2141,3, ,182 405.25   ,4,,,,,,,,,,,,,,
Ti III ,420.0061,9, ,159 403.91   ,2,,,,,,,,,,,,,,
Ti III , ,  ,1.30E-02,38 198.95   ,2,,,,,,,,,,,,,,
Ti I ,420.0745,69, ,41 943.884  ,1,,,,,,,,,,,,,,
Ti III ,420.1662,5,4.20E+07,159 394.89   ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,420.341,6, ,182 068.87   ,4,,,,,,,,,,,,,,
Ti III ,420.341,6, ,182 474.38   ,4,,,,,,,,,,,,,,
Ti I ,420.3459,110, ,41 928.526  ,2,,,,,,,,,,,,,,
Ti III ,420.4916,9, ,159 180.24   ,3,,,,,,,,,,,,,,
Ti III ,420.7491,9, ,159 481.95   ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,421.0133,4, ,182 436.46   ,5,,,,,,,,,,,,,,
Ti I ,421.172,34, ,43 799.471  ,2,,,,,,,,,,,,,,
Ti III ,421.247,2, ,182 473.21   ,3,,,,,,,,,,,,,,
Ti III ,421.295,1,1.30E+07,182 014.92   ,4,,,,,,,,,,,,,,
Ti III ,421.3257,9,2.20E+08,182 013.32   ,5,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,421.429,1, ,182 587.12   ,3,,,,,,,,,,,,,,
Ti III ,421.4923,7, ,159 123.78   ,2,,,,,,,,,,,,,,
Ti III ,421.5525,11,2.20E+08,160 054.90   ,5,,,,,,,,,,,,,,
Ti III ,421.595,7, ,182 403.64   ,5,,,,,,,,,,,,,,
Ti III ,421.8518,4,3.70E+06,182 601.96   ,6,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,421.9617,8, ,63 169.0910 , 5/2 ,,,,,,,,,,,,,,
Ti III ,422.0282,4,4.20E+07,182 225.09   ,2,,,,,,,,,,,,,,
Ti III ,422.1357,4, ,159 403.91   ,2,,,,,,,,,,,,,,
Ti III ,422.298,3, ,159 394.89   ,1,,,,,,,,,,,,,,
Ti III ,422.4127,3, ,182 224.72   ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,422.4575,4, ,182 405.25   ,4,,,,,,,,,,,,,,
Ti I ,422.4786,66, ,46 067.923  ,4,,,,,,,,,,,,,,
Ti II ,422.73336,11,2.71E+05,32 767.1961 , 7/2 ,,,,,,,,,,,,,,
Ti III ,423.107,7, ,170 840.80   ,2,,,,,,,,,,,,,,
Ti I ,423.2358,4, ,42 214.7689 ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,423.4415,5, ,182 474.38   ,4,,,,,,,,,,,,,,
Ti I ,423.4649, 11q , ,38 764.844  ,3,,,,,,,,,,,,,,
Ti I ,423.7584,4, ,38 699.805  ,2,,,,,,,,,,,,,,
Ti I ,423.777,36, ,42 184.6261 ,4,,,,,,,,,,,,,,
Ti I ,423.7887,180, ,43 799.471  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,423.96646,32, ,68 482.5767 , 5/2 ,,,,,,,,,,,,,,
Ti III ,424.129,1, ,182 436.46   ,5,,,,,,,,,,,,,,
Ti III ,424.129,1, ,182 474.38   ,4,,,,,,,,,,,,,,
Ti II ,424.2166,5, ,63 169.0910 , 5/2 ,,,,,,,,,,,,,,
Ti III ,424.389,3, ,182 680.27   ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,424.389,3, ,182 680.53   ,2,,,,,,,,,,,,,,
Ti I ,424.5506,21, ,41 584.908  ,3,,,,,,,,,,,,,,
Ti I ,424.6111,10, ,42 965.9148 ,3,,,,,,,,,,,,,,
Ti III ,424.685,0, ,182 405.25   ,4,,,,,,,,,,,,,,
Ti III ,424.7147,7, ,182 403.64   ,5,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,424.7615,4,1.10E+08,182 439.62   ,6,,,,,,,,,,,,,,
Ti III ,424.854,8,2.30E+08,182 067.49   ,3,,,,,,,,,,,,,,
Ti I ,424.9112,68, ,42 052.7717 ,3,,,,,,,,,,,,,,
Ti III ,425.0086,3,9.50E+07,159 123.78   ,2,,,,,,,,,,,,,,
Ti I ,425.0572,17, ,42 214.7689 ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,425.0645,7, ,63 446.0264 , 7/2 ,,,,,,,,,,,,,,
Ti I ,425.1602,49, ,38 670.723  ,4,,,,,,,,,,,,,,
Ti I ,425.1756, 32q , ,42 107.0545 ,4,,,,,,,,,,,,,,
Ti III ,425.2121,7, ,182 068.87   ,4,,,,,,,,,,,,,,
Ti III ,425.4114,5,4.30E+07,182 403.64   ,5,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,425.6026,160, ,42 184.6261 ,4,,,,,,,,,,,,,,
Ti III ,425.7045,3, ,182 224.72   ,3,,,,,,,,,,,,,,
Ti III ,425.8472,7, ,182 166.91   ,5,,,,,,,,,,,,,,
Ti I ,425.8525,76, ,41 958.4833 ,2,,,,,,,,,,,,,,
Ti III ,425.9009,6,9.40E+07,182 601.96   ,6,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,426.0746,30, ,41 988.5259 ,3,,,,,,,,,,,,,,
Ti III ,426.0763,4, ,182 587.12   ,3,,,,,,,,,,,,,,
Ti I ,426.159,120, ,42 052.7717 ,3,,,,,,,,,,,,,,
Ti III ,426.1904,6, ,182 014.92   ,4,,,,,,,,,,,,,,
Ti III ,426.2441,6, ,170 666.94   ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,426.293,0, ,182 474.38   ,4,,,,,,,,,,,,,,
Ti I ,426.3133,750, ,38 670.723  ,4,,,,,,,,,,,,,,
Ti II ,426.32537,13, ,68 364.5454 , 3/2 ,,,,,,,,,,,,,,
Ti VIII , ,  ,1.70E+01,55 633.6+x  , 3/2 ,,,,,,,,,,,,,,
Ti VIII , ,  ,2.20E-01,55 633.6+x  , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,426.5259,45, ,41 901.3771 ,1,,,,,,,,,,,,,,
Ti I ,426.5703,52, ,38 544.316  ,3,,,,,,,,,,,,,,
Ti I ,426.5831,15, ,43 009.4937 ,4,,,,,,,,,,,,,,
Ti I ,426.6209,58,3.10E+07,41 958.4833 ,2,,,,,,,,,,,,,,
Ti I ,426.8916, 13q , ,41 901.3771 ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,426.984,11,1.70E+08,182 436.46   ,5,,,,,,,,,,,,,,
Ti I ,427.0127,110, ,42 107.0545 ,4,,,,,,,,,,,,,,
Ti III ,427.095,1, ,182 587.62   ,2,,,,,,,,,,,,,,
Ti III ,427.186,3, ,159 123.78   ,2,,,,,,,,,,,,,,
Ti XXI , ,  ,9.90E+06,(47 352 182)     ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,427.2328,13, ,42 311.264  ,3,,,,,,,,,,,,,,
Ti I ,427.2424,180, ,30 060.340  ,4,,,,,,,,,,,,,,
Ti I ,427.3295,36, ,41 988.5259 ,3,,,,,,,,,,,,,,
Ti I ,427.4293,5, ,41 871.8642 ,2,,,,,,,,,,,,,,
Ti I ,427.4383,40, ,41 871.365  ,0,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,427.4588,660, ,38 544.316  ,3,,,,,,,,,,,,,,
Ti III ,427.5528,4,2.30E+07,182 405.25   ,4,,,,,,,,,,,,,,
Ti I ,427.5779,10, ,42 206.755  ,2,,,,,,,,,,,,,,
Ti III ,427.5823,2, ,182 403.64   ,5,,,,,,,,,,,,,,
Ti III ,427.635,1, ,182 068.87   ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,427.6427,190, ,37 359.203  ,2,,,,,,,,,,,,,,
Ti I ,427.6632,59, ,41 901.3771 ,1,,,,,,,,,,,,,,
Ti I ,427.822,140, ,44 163.232  ,5,,,,,,,,,,,,,,
Ti I ,427.8788,57, ,41 958.4833 ,2,,,,,,,,,,,,,,
Ti I ,428.0053,27, ,42 052.7717 ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,428.1364,280,3.18E+06,29 907.286  ,2,,,,,,,,,,,,,,
Ti III ,428.1563,7, ,182 473.21   ,3,,,,,,,,,,,,,,
Ti I ,428.1716, 11q , ,42 770.1745 ,2,,,,,,,,,,,,,,
Ti I ,428.262,53, ,37 325.410  ,2,,,,,,,,,,,,,,
Ti I ,428.2699,510, ,38 451.309  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,428.33831,11, ,70 806.2161 , 5/2 ,,,,,,,,,,,,,,
Ti III ,428.409,4, ,158 740.92   ,3,,,,,,,,,,,,,,
Ti III ,428.467,1,3.80E+06,182 601.96   ,6,,,,,,,,,,,,,,
Ti I ,428.4701,17, ,42 906.2727 ,3,,,,,,,,,,,,,,
Ti I ,428.4859,8, ,42 654.3674 ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,428.4981,330,3.20E+07,37 359.203  ,2,,,,,,,,,,,,,,
Ti I ,428.5442,5, ,42 146.348  ,1,,,,,,,,,,,,,,
Ti III ,428.561,9,3.00E+08,182 596.87   ,7,,,,,,,,,,,,,,
Ti I ,428.6004,2200, ,29 986.199  ,3,,,,,,,,,,,,,,
Ti III ,428.6516,5, ,182 013.32   ,5,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,428.7403,2200,1.46E+07,30 060.340  ,4,,,,,,,,,,,,,,
Ti II ,428.78734,104,5.80E+05,32 025.5915 , 5/2 ,,,,,,,,,,,,,,
Ti I ,428.8146,73, ,29 912.286  ,3,,,,,,,,,,,,,,
Ti I ,428.8179,98, ,31 805.758  ,2,,,,,,,,,,,,,,
Ti I ,428.8368,16, ,41 457.639  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,428.866,8,1.10E+08,182 439.62   ,6,,,,,,,,,,,,,,
Ti I ,428.907,2300,3.00E+07,29 907.286  ,2,,,,,,,,,,,,,,
Ti III ,428.925,3,2.10E+07,182 436.46   ,5,,,,,,,,,,,,,,
Ti I ,428.9907,83, ,40 844.151  ,3,,,,,,,,,,,,,,
Ti II ,429.02148,499,8.56E+06,32 698.1022 , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,429.0929,1900,4.50E+07,29 855.255  ,1,,,,,,,,,,,,,,
Ti I ,429.1126,190, ,41 584.908  ,3,,,,,,,,,,,,,,
Ti I ,429.1195, 67* , ,51 047.112  ,6,,,,,,,,,,,,,,
Ti I ,429.1195, 67* , ,37 325.410  ,2,,,,,,,,,,,,,,
Ti III ,429.1925,5, ,182 473.21   ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,429.2668,76, ,31 725.605  ,1,,,,,,,,,,,,,,
Ti III ,429.334,3,3.10E+07,182 680.27   ,1,,,,,,,,,,,,,,
Ti II ,429.40939,730,4.70E+06,32 025.5915 , 5/2 ,,,,,,,,,,,,,,
Ti III ,429.503,1, ,182 405.25   ,4,,,,,,,,,,,,,,
Ti III ,429.503,1, ,182 680.27   ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,429.542,8, ,182 014.92   ,4,,,,,,,,,,,,,,
Ti I ,429.5749,1900,1.30E+08,29 829.112  ,0,,,,,,,,,,,,,,
Ti III ,429.6702,11,1.60E+08,182 170.72   ,6,,,,,,,,,,,,,,
Ti I ,429.8666,3200, ,29 855.255  ,1,,,,,,,,,,,,,,
Ti I ,429.9203,480, ,37 359.203  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,429.9629,740, ,29 912.286  ,3,,,,,,,,,,,,,,
Ti II ,430.00421,1270,1.63E+07,32 767.1961 , 7/2 ,,,,,,,,,,,,,,
Ti I ,430.0489, 80q , ,40 670.509  ,2,,,,,,,,,,,,,,
Ti I ,430.0554,4400, ,29 907.286  ,2,,,,,,,,,,,,,,
Ti I ,430.1079,4900, ,29 986.199  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,430.1296,30, ,63 169.0910 , 5/2 ,,,,,,,,,,,,,,
Ti II ,430.19225,226,6.41E+06,32 602.6265 , 3/2 ,,,,,,,,,,,,,,
Ti I ,430.2979,33, ,31 725.605  ,1,,,,,,,,,,,,,,
Ti I ,430.3571,6, ,39 107.060  ,1,,,,,,,,,,,,,,
Ti III ,430.4505,9, ,182 405.25   ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,430.5463,56, ,37 325.410  ,2,,,,,,,,,,,,,,
Ti I ,430.5738, 21q , ,41 255.481  ,4,,,,,,,,,,,,,,
Ti I ,430.5908,6400, ,30 060.340  ,4,,,,,,,,,,,,,,
Ti I ,430.6939,23, ,29 768.675  ,2,,,,,,,,,,,,,,
Ti II ,430.78657,300,7.69E+06,32 602.6265 , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,430.839,2, ,182 068.87   ,4,,,,,,,,,,,,,,
Ti I ,430.85,170, ,31 805.758  ,2,,,,,,,,,,,,,,
Ti I ,430.9088,42, ,41 341.543  ,5,,,,,,,,,,,,,,
Ti III ,430.94,1, ,182 680.53   ,2,,,,,,,,,,,,,,
Ti I ,431.0359,70, ,31 685.825  ,0,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,431.0481,4,3.50E+07,182 587.62   ,2,,,,,,,,,,,,,,
Ti XVIII , ,  ,2.76E+02,333 170      , 3/2 ,,,,,,,,,,,,,,
Ti I ,431.1645,54, ,40 556.014  ,1,,,,,,,,,,,,,,
Ti II ,431.2054,6, ,70 809.3378 , 3/2 ,,,,,,,,,,,,,,
Ti III ,431.2163,4, ,182 587.62   ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,431.286,270,4.70E+06,32 698.1022 , 5/2 ,,,,,,,,,,,,,,
Ti I ,431.4035,9, ,39 149.280  ,2,,,,,,,,,,,,,,
Ti I ,431.4344,200, ,29 914.737  ,3,,,,,,,,,,,,,,
Ti I ,431.4729,200, ,29 768.675  ,2,,,,,,,,,,,,,,
Ti I ,431.48,2100, ,29 912.286  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,431.49708,253,1.41E+07,32 532.3542 , 1/2 ,,,,,,,,,,,,,,
Ti II ,431.67941,24,4.74E+06,39 674.7616 , 1/2 ,,,,,,,,,,,,,,
Ti III ,431.798,1, ,158 557.76   ,3,,,,,,,,,,,,,,
Ti III ,431.844,0, ,182 014.92   ,4,,,,,,,,,,,,,,
Ti I ,431.8629,570, ,41 341.543  ,5,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,431.9561,5,1.10E+08,182 166.91   ,5,,,,,,,,,,,,,,
Ti II ,432.09504,52,2.81E+06,32 532.3542 , 1/2 ,,,,,,,,,,,,,,
Ti I ,432.1654,330, ,41 170.006  ,3,,,,,,,,,,,,,,
Ti I ,432.177,15, ,40 556.014  ,1,,,,,,,,,,,,,,
Ti III ,432.191,1, ,158 536.63   ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,432.2114,11, ,40 670.509  ,2,,,,,,,,,,,,,,
Ti I ,432.3431,98, ,31 725.605  ,1,,,,,,,,,,,,,,
Ti I ,432.5126,470, ,41 255.481  ,4,,,,,,,,,,,,,,
Ti III ,432.593,2,6.60E+06,182 013.32   ,5,,,,,,,,,,,,,,
Ti I ,432.6235,11, ,39 214.362  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,432.6351,380, ,29 768.675  ,2,,,,,,,,,,,,,,
Ti III ,432.6824,5, ,170 666.94   ,2,,,,,,,,,,,,,,
Ti III ,432.6824,5, ,182 587.12   ,3,,,,,,,,,,,,,,
Ti I ,432.696,42, ,29 661.250  ,1,,,,,,,,,,,,,,
Ti III ,432.762,7, ,182 224.72   ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,432.762,7, ,182 225.09   ,2,,,,,,,,,,,,,,
Ti III ,432.825,2,1.30E+07,170 659.72   ,1,,,,,,,,,,,,,,
Ti III ,432.9496,4, ,170 840.80   ,2,,,,,,,,,,,,,,
Ti II ,433.02369,29,1.66E+06,39 602.8645 , 3/2 ,,,,,,,,,,,,,,
Ti II ,433.06976,31,9.76E+05,32 602.6265 , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,433.3542,7, ,182 473.21   ,3,,,,,,,,,,,,,,
Ti I ,433.4828,49, ,48 099.8996 ,3,,,,,,,,,,,,,,
Ti III ,433.581,3, ,170 270.02   ,2,,,,,,,,,,,,,,
Ti II ,433.7264,6, ,39 674.7616 , 1/2 ,,,,,,,,,,,,,,
Ti II ,433.79143,740,6.60E+06,31 756.6406 , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,433.822,1, ,182 224.72   ,3,,,,,,,,,,,,,,
Ti I ,433.8465, 28q , ,40 466.987  ,2,,,,,,,,,,,,,,
Ti III ,433.8712,3, ,170 254.75   ,3,,,,,,,,,,,,,,
Ti III ,433.8712,3, ,182 170.72   ,6,,,,,,,,,,,,,,
Ti I ,433.9996,16, ,39 302.506  ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,434.1356,61,3.10E+05,32 025.5915 , 5/2 ,,,,,,,,,,,,,,
Ti III ,434.3246,3,1.00E+08,170 579.96   ,0,,,,,,,,,,,,,,
Ti I ,434.3777,29, ,40 384.497  ,1,,,,,,,,,,,,,,
Ti II ,434.42807,81,7.20E+05,31 756.6406 , 3/2 ,,,,,,,,,,,,,,
Ti I ,434.6103,180, ,41 039.870  ,5,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,434.6605,26, ,40 369.532  ,0,,,,,,,,,,,,,,
Ti III ,434.804,10, ,182 474.38   ,4,,,,,,,,,,,,,,
Ti III ,434.84,3, ,182 013.32   ,5,,,,,,,,,,,,,,
Ti II ,435.08376,24,1.62E+06,39 602.8645 , 3/2 ,,,,,,,,,,,,,,
Ti III ,435.2282,8,2.70E+08,172 373.52   ,0,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,435.4054, 64* , ,40 384.497  ,1,,,,,,,,,,,,,,
Ti I ,435.4054, 64* , ,47 997.9976 ,3,,,,,,,,,,,,,,
Ti I ,435.5283,19, ,39 412.846  ,5,,,,,,,,,,,,,,
Ti III ,435.727,2, ,182 067.49   ,3,,,,,,,,,,,,,,
Ti III ,435.889,1, ,158 536.63   ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,435.91769,10, ,68 482.5767 , 5/2 ,,,,,,,,,,,,,,
Ti I ,436.0482,130, ,40 466.987  ,2,,,,,,,,,,,,,,
Ti III ,436.115,2, ,182 405.25   ,4,,,,,,,,,,,,,,
Ti III ,436.234,1, ,170 666.94   ,2,,,,,,,,,,,,,,
Ti II ,436.35417,10, ,68 584.4792 , 11/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,436.374,6, ,170 659.72   ,1,,,,,,,,,,,,,,
Ti III ,436.374,6, ,170 840.80   ,2,,,,,,,,,,,,,,
Ti III ,436.533,4, ,170 840.80   ,2,,,,,,,,,,,,,,
Ti III ,436.533,4, ,182 170.72   ,6,,,,,,,,,,,,,,
Ti II ,436.76521,55,4.80E+06,43 780.9533 , 9/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,436.768, 9bl , ,182 068.87   ,4,,,,,,,,,,,,,,
Ti III ,436.856,2,1.00E+07,182 013.32   ,5,,,,,,,,,,,,,,
Ti I ,436.8934,35, ,41 170.006  ,3,,,,,,,,,,,,,,
Ti I ,437.2375,55, ,42 927.337  ,2,,,,,,,,,,,,,,
Ti II ,437.48162,38,1.41E+06,39 476.9244 , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,437.693,2, ,159 180.24   ,3,,,,,,,,,,,,,,
Ti III ,437.777,2, ,158 557.76   ,3,,,,,,,,,,,,,,
Ti III ,437.808,1, ,182 014.92   ,4,,,,,,,,,,,,,,
Ti III ,437.8938,7,1.60E+08,182 225.09   ,2,,,,,,,,,,,,,,
Ti III ,438.0734,7, ,182 224.72   ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,438.68466,42,4.79E+06,43 740.7678 , 7/2 ,,,,,,,,,,,,,,
Ti I ,438.854,21, ,42 906.2727 ,3,,,,,,,,,,,,,,
Ti II ,439.1025,18,3.02E+05,32 698.1022 , 5/2 ,,,,,,,,,,,,,,
Ti I ,439.1645,10, ,42 770.1745 ,2,,,,,,,,,,,,,,
Ti I ,439.3922,570,3.30E+07,41 039.870  ,5,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,439.40588,63,1.42E+06,32 602.6265 , 3/2 ,,,,,,,,,,,,,,
Ti I ,439.4875,160, ,31 184.010  ,1,,,,,,,,,,,,,,
Ti II ,439.50312,2090,9.40E+06,31 490.9177 , 7/2 ,,,,,,,,,,,,,,
Ti I ,439.5465,7, ,37 852.437  ,4,,,,,,,,,,,,,,
Ti II ,439.5839,45,5.09E+05,32 767.1961 , 7/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti IV ,439.592,5,3.50E+06,258 877.08   , 5/2 ,,,,,,,,,,,,,,
Ti IV ,439.7327,10,7.10E+07,258 877.08   , 5/2 ,,,,,,,,,,,,,,
Ti I ,439.7721, 6q , ,42 858.7661 ,3,,,,,,,,,,,,,,
Ti II ,439.8292,7,1.91E+05,32 602.6265 , 3/2 ,,,,,,,,,,,,,,
Ti III ,439.8729,4, ,170 666.94   ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,439.97652,242,3.74E+06,32 698.1022 , 5/2 ,,,,,,,,,,,,,,
Ti III ,440.057,4,3.40E+07,169 930.80   ,2,,,,,,,,,,,,,,
Ti I ,440.058,17, ,42 927.337  ,2,,,,,,,,,,,,,,
Ti I ,440.0841,49, ,42 654.3674 ,1,,,,,,,,,,,,,,
Ti III ,440.253,1, ,170 270.02   ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti IV ,440.3451,9,7.50E+07,258 838.48   , 3/2 ,,,,,,,,,,,,,,
Ti I ,440.4275, 340q , ,40 844.151  ,3,,,,,,,,,,,,,,
Ti I ,440.4389,400, ,31 190.669  ,2,,,,,,,,,,,,,,
Ti I ,440.4897,180, ,37 852.437  ,4,,,,,,,,,,,,,,
Ti I ,440.568,130, ,31 184.010  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,440.6197,4,5.10E+07,182 680.53   ,2,,,,,,,,,,,,,,
Ti III ,440.731,2, ,159 022.93   ,4,,,,,,,,,,,,,,
Ti II ,440.7672,9,4.14E+05,32 532.3542 , 1/2 ,,,,,,,,,,,,,,
Ti II ,440.87458,38, ,68 584.4792 , 11/2 ,,,,,,,,,,,,,,
Ti II ,440.9235,4,1.30E+05,32 698.1022 , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,440.952,8,3.67E+05,32 602.6265 , 3/2 ,,,,,,,,,,,,,,
Ti II ,441.10724,60,1.23E+07,47 625.0485 , 5/2 ,,,,,,,,,,,,,,
Ti II ,441.1929,7,5.12E+05,32 532.3542 , 1/2 ,,,,,,,,,,,,,,
Ti II ,441.23305,23, ,68 331.1599 , 9/2 ,,,,,,,,,,,,,,
Ti I ,441.2422,23, ,29 912.286  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,441.4096,9, ,42 654.3674 ,1,,,,,,,,,,,,,,
Ti II ,441.4241,4, ,63 446.0264 , 7/2 ,,,,,,,,,,,,,,
Ti III ,441.4489,6, ,157 204.16   ,1,,,,,,,,,,,,,,
Ti I ,441.4923,20, ,42 770.1745 ,2,,,,,,,,,,,,,,
Ti I ,441.5565,21, ,42 214.7689 ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,441.6531,150, ,37 743.962  ,3,,,,,,,,,,,,,,
Ti I ,441.7274,720,3.60E+07,37 852.437  ,4,,,,,,,,,,,,,,
Ti I ,441.7444,20, ,42 052.7717 ,3,,,,,,,,,,,,,,
Ti II ,441.77137,353,2.10E+06,32 025.5915 , 5/2 ,,,,,,,,,,,,,,
Ti II ,441.83313,37,9.26E+05,32 602.6265 , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,442.1451,32, ,42 184.6261 ,4,,,,,,,,,,,,,,
Ti I ,442.1752,200, ,40 670.509  ,2,,,,,,,,,,,,,,
Ti II ,442.19384,32,1.85E+06,39 233.4153 , 3/2 ,,,,,,,,,,,,,,
Ti I ,442.282,810, ,31 206.007  ,3,,,,,,,,,,,,,,
Ti I ,442.4385,52, ,42 169.6496 ,5,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,442.4399,9,1.50E+07,182 587.12   ,3,,,,,,,,,,,,,,
Ti I ,442.5824,140, ,31 190.669  ,2,,,,,,,,,,,,,,
Ti I ,442.6055,480, ,37 743.962  ,3,,,,,,,,,,,,,,
Ti I ,442.7098,2900, ,34 700.215  ,5,,,,,,,,,,,,,,
Ti II ,442.788, : ,6.30E+04,32 602.6265 , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,442.8298,8, ,182 680.27   ,1,,,,,,,,,,,,,,
Ti III ,442.8298,8, ,182 680.53   ,2,,,,,,,,,,,,,,
Ti I ,443.0017,47, ,41 988.5259 ,3,,,,,,,,,,,,,,
Ti I ,443.0364, 230* , ,48 208.887  ,3,,,,,,,,,,,,,,
Ti I ,443.0364, 230* , ,34 204.985  ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,443.0635,2, ,158 903.55   ,5,,,,,,,,,,,,,,
Ti I ,443.1276,91, ,40 556.014  ,1,,,,,,,,,,,,,,
Ti II ,443.21, : ,1.30E+06,32 532.3542 , 1/2 ,,,,,,,,,,,,,,
Ti I ,443.2592,42, ,41 975.4249 ,4,,,,,,,,,,,,,,
Ti I ,443.3566,55, ,41 871.8642 ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,443.3912,11,1.80E+08,182 601.96   ,6,,,,,,,,,,,,,,
Ti I ,443.3964,210, ,34 078.606  ,3,,,,,,,,,,,,,,
