Ion, Observed , Rel. , Aki, Ek ,J,,,,,,,,,,,,,,
Na II ,334.757,50, , ,  ,,,,,,,,,,,,,,
Na II ,334.947,60, , ,  ,,,,,,,,,,,,,,
Na II ,335.196,90, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,335.389,300, , ,  ,,,,,,,,,,,,,,
Na II ,335.416,300, , ,  ,,,,,,,,,,,,,,
Na II ,335.576,50, , ,  ,,,,,,,,,,,,,,
Na II ,336.019,500, , ,  ,,,,,,,,,,,,,,
Na IV ,336.22,  ,1.83E-01,30 839.8     ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,336.233,160, , ,  ,,,,,,,,,,,,,,
Na II ,336.279,160, , ,  ,,,,,,,,,,,,,,
Na II ,336.401,130, , ,  ,,,,,,,,,,,,,,
Na II ,336.474,130, , ,  ,,,,,,,,,,,,,,
Na II ,336.8632,160, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,336.939,200, , ,  ,,,,,,,,,,,,,,
Na II ,337.222,160, , ,  ,,,,,,,,,,,,,,
Na II ,337.48,50, , ,  ,,,,,,,,,,,,,,
Na II ,337.548,50, , ,  ,,,,,,,,,,,,,,
Na II ,337.871,35, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,338.033,40, , ,  ,,,,,,,,,,,,,,
Na II ,338.475,35, , ,  ,,,,,,,,,,,,,,
Na II ,338.727,25, , ,  ,,,,,,,,,,,,,,
Na II ,338.785,50, , ,  ,,,,,,,,,,,,,,
Na II ,339.538,40, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,339.578,40, , ,  ,,,,,,,,,,,,,,
Na II ,339.88,50, , ,  ,,,,,,,,,,,,,,
Na II ,339.926,60, , ,  ,,,,,,,,,,,,,,
Na II ,340.0093,200,1.24E+06,298 165.44    ,1,,,,,,,,,,,,,,
Na VII , ,  ,9.85E+07,1 335 830       , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,8.18E+07,1 335 810       , 3/2 ,,,,,,,,,,,,,,
Na VII , ,  ,1.64E+07,1 335 810       , 3/2 ,,,,,,,,,,,,,,
Na II ,341.083,12, , ,  ,,,,,,,,,,,,,,
Na I ,341.62,  ,1.50E+07,293 010.3     , 3/2 ,,,,,,,,,,,,,,
Na IV , ,  ,2.19E-05,30 839.8     ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,342.135,60, , ,  ,,,,,,,,,,,,,,
Na II ,342.359,70, , ,  ,,,,,,,,,,,,,,
Na II ,342.403,130, , ,  ,,,,,,,,,,,,,,
Na II ,342.53,30, , ,  ,,,,,,,,,,,,,,
Na I ,342.6862,6, ,29 172.887   , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,342.73,9,2.80E+07,292 913.9     , 5/2 ,,,,,,,,,,,,,,
Na II ,343.171,25, , ,  ,,,,,,,,,,,,,,
Na II ,343.349,40, , ,  ,,,,,,,,,,,,,,
Na II ,343.925,30, , ,  ,,,,,,,,,,,,,,
Na II ,344.012,35, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,344.336,50, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,1.34E+07,1 461 590       , 5/2 ,,,,,,,,,,,,,,
Na II ,345.017,20, , ,  ,,,,,,,,,,,,,,
Na II ,345.088,20, , ,  ,,,,,,,,,,,,,,
Na II ,345.528,25, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,2.22E+06,1 461 520       , 3/2 ,,,,,,,,,,,,,,
Na II ,345.703,15, , ,  ,,,,,,,,,,,,,,
Na II ,345.895,15, , ,  ,,,,,,,,,,,,,,
Na II ,346.2491,450,3.61E+06,297 635.61    ,2,,,,,,,,,,,,,,
Na II ,346.871,25, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,347.321,35, , ,  ,,,,,,,,,,,,,,
Na II ,347.581,70, , ,  ,,,,,,,,,,,,,,
Na V , ,  ,2.55E+05,1 039 620?      , 5/2 ,,,,,,,,,,,,,,
Na II ,348.2,40, , ,  ,,,,,,,,,,,,,,
Na II ,348.302,40, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,348.574,20, , ,  ,,,,,,,,,,,,,,
Na I ,348.9,130,4.20E+07,292 399.4     , 5/2 ,,,,,,,,,,,,,,
Na IV , ,  ,8.03E+05,641 193.      ,1,,,,,,,,,,,,,,
Na II ,349.826,160, , ,  ,,,,,,,,,,,,,,
Na I ,350.25,160,8.80E+07,292 289.2     , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,1.25E+03,1 331 970       , 5/2 ,,,,,,,,,,,,,,
Na I ,351.1,130,1.15E+08,292 219.6     , 1/2 ,,,,,,,,,,,,,,
Na II ,351.695,60, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,1.72E+04,1 331 970       , 5/2 ,,,,,,,,,,,,,,
Na II ,352.529,60, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,352.797,80, , ,  ,,,,,,,,,,,,,,
Na II ,352.911,130, , ,  ,,,,,,,,,,,,,,
Na II ,353.048,160, , ,  ,,,,,,,,,,,,,,
Na II ,353.3052,1500,8.81E+07,293 220.33    ,1,,,,,,,,,,,,,,
Na V , ,  ,2.54E+05,1 039 620?      , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na V , ,  ,1.21E+04,1 039 620?      , 5/2 ,,,,,,,,,,,,,,
Na II ,354.023,70, , ,  ,,,,,,,,,,,,,,
Na II ,354.136,60, , ,  ,,,,,,,,,,,,,,
Na II ,355.057,60, , ,  ,,,,,,,,,,,,,,
Na II ,355.192,45, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,355.25,60, , ,  ,,,,,,,,,,,,,,
Na II ,355.412,60, , ,  ,,,,,,,,,,,,,,
Na V , ,  ,2.89E+05,1 038 980?      , 7/2 ,,,,,,,,,,,,,,
Na V , ,  ,1.43E+04,1 038 980?      , 5/2 ,,,,,,,,,,,,,,
Na II ,356.618,130, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,357.048,130, , ,  ,,,,,,,,,,,,,,
Na II ,359.742,35, , ,  ,,,,,,,,,,,,,,
Na II ,359.837,25, , ,  ,,,,,,,,,,,,,,
Na II ,360.955,60, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,1.54E+04,1 331 140       , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,361.558,40, , ,  ,,,,,,,,,,,,,,
Na V , ,  ,3.32E+05,1 038 980?      , 5/2 ,,,,,,,,,,,,,,
Na V , ,  ,1.02E+04,1 038 980?      , 7/2 ,,,,,,,,,,,,,,
Na IV , ,  ,7.55E+03,577 782.7     ,3,,,,,,,,,,,,,,
Na VII , ,  ,1.69E+03,1 331 140       , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,363.1272,1200,3.72E+07,293 220.33    ,1,,,,,,,,,,,,,,
Na II ,366.865,30, , ,  ,,,,,,,,,,,,,,
Na II ,369.42,25, , ,  ,,,,,,,,,,,,,,
Na II ,370.1,30, , ,  ,,,,,,,,,,,,,,
Na II ,370.158,30, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,371.107,850,1.02E+07,293 220.33    ,1,,,,,,,,,,,,,,
Na V , ,  ,7.87E+06,919 070       , 1/2 ,,,,,,,,,,,,,,
Na V , ,  ,1.96E+07,919 070       , 3/2 ,,,,,,,,,,,,,,
Na X , ,  ,1.14E+08,(11 706 708.0)    ,2,,,,,,,,,,,,,,
Na X , ,  ,1.14E+08,(11 706 688.9)    ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na X , ,  ,1.14E+08,(11 706 684.1)    ,0,,,,,,,,,,,,,,
Na II ,374.333,45, , ,  ,,,,,,,,,,,,,,
Na VI , ,  ,3.95E+06,1 254 750       ,4,,,,,,,,,,,,,,
Na X , ,  ,1.17E+08,(11 707 151.7)    ,1,,,,,,,,,,,,,,
Na II ,379.825,130, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,380.653,130, , ,  ,,,,,,,,,,,,,,
Na II ,381.312,100, , ,  ,,,,,,,,,,,,,,
Na II ,381.461,60, , ,  ,,,,,,,,,,,,,,
Na II ,382.05,70, , ,  ,,,,,,,,,,,,,,
Na I ,383.36,  , ,293 010.3     , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,384.8,5,2.80E+07,292 913.9     , 5/2 ,,,,,,,,,,,,,,
Na VII , ,  ,1.64E+05,1 198 290       , 1/2 ,,,,,,,,,,,,,,
Na VII , ,  ,1.64E+05,1 198 290       , 3/2 ,,,,,,,,,,,,,,
Na I ,385.23,  , ,293 528       , 3/2 ,,,,,,,,,,,,,,
Na II ,385.832,500, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,386.55,130,5.80E+07,292 449.7     , 7/2 ,,,,,,,,,,,,,,
Na II ,387.126,300, , ,  ,,,,,,,,,,,,,,
Na I ,387.29,19,1.20E+07,292 399.4     , 5/2 ,,,,,,,,,,,,,,
Na II ,387.896,160, , ,  ,,,,,,,,,,,,,,
Na I ,388.18,420,1.63E+08,292 340.6     , 9/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I , ,  ,6.95E-04,25 739.999   , 1/2 ,,,,,,,,,,,,,,
Na VI , ,  ,4.00E+05,1 253 950       ,3,,,,,,,,,,,,,,
Na I ,388.57,36,6.20E+07,293 010.3     , 3/2 ,,,,,,,,,,,,,,
Na VIII , ,  ,3.84E+07,1 838 910       ,1,,,,,,,,,,,,,,
Na II ,388.722,90, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,388.887,130, , ,  ,,,,,,,,,,,,,,
Na II ,389.578,130, , ,  ,,,,,,,,,,,,,,
Na II ,389.692,70, , ,  ,,,,,,,,,,,,,,
Na I ,390.04,15,7.70E+07,292 913.9     , 5/2 ,,,,,,,,,,,,,,
Na II ,390.167,90, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,390.369,80, , ,  ,,,,,,,,,,,,,,
Na II ,390.474,100, , ,  ,,,,,,,,,,,,,,
Na II ,391.026,100, , ,  ,,,,,,,,,,,,,,
Na I ,391.18,  , ,293 133.1     , 1/2 ,,,,,,,,,,,,,,
Na III , ,  ,2.70E-01,399 182.31    , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na III , ,  ,1.19E-01,399 174.71    , 5/2 ,,,,,,,,,,,,,,
Na I ,391.79,160,6.60E+07,292 449.7     , 7/2 ,,,,,,,,,,,,,,
Na VII , ,  ,8.01E+05,1 331 970       , 5/2 ,,,,,,,,,,,,,,
Na VIII , ,  ,1.17E+07,1 485 340       ,2,,,,,,,,,,,,,,
Na I ,392.56,85,4.50E+07,292 399.4     , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,392.671,100, , ,  ,,,,,,,,,,,,,,
Na I ,393.06,15,2.50E+07,293 010.3     , 3/2 ,,,,,,,,,,,,,,
Na II ,393.696,100, , ,  ,,,,,,,,,,,,,,
Na II ,393.945,60, , ,  ,,,,,,,,,,,,,,
Na II ,394.15,80, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,394.26,32,2.10E+07,292 289.2     , 3/2 ,,,,,,,,,,,,,,
Na II ,394.298,130, , ,  ,,,,,,,,,,,,,,
Na VIII , ,  ,1.52E+07,1 486 080       ,3,,,,,,,,,,,,,,
Na VIII , ,  ,6.36E+06,1 485 140       ,1,,,,,,,,,,,,,,
Na X , ,  ,1.45E+08,(11 706 079)      ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na X , ,  ,8.72E+07,(11 706 079)      ,1,,,,,,,,,,,,,,
Na X , ,  ,2.91E+07,(11 706 079)      ,1,,,,,,,,,,,,,,
Na V , ,  ,2.75E+07,919 070       , 5/2 ,,,,,,,,,,,,,,
Na V , ,  ,1.77E+07,919 070       , 3/2 ,,,,,,,,,,,,,,
Na X , ,  ,2.49E+08,(11 706 685)      ,0,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VI , ,  ,1.48E+04,1 253 370       ,2,,,,,,,,,,,,,,
Na I ,398.03,14,5.00E+06,292 399.4     , 5/2 ,,,,,,,,,,,,,,
Na IV , ,  ,6.07E-01,550 186.      ,2,,,,,,,,,,,,,,
Na II ,398.585,30, , ,  ,,,,,,,,,,,,,,
Na IV , ,  ,4.28E-01,550 186.      ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na IV , ,  ,1.15E-01,550 186.      ,2,,,,,,,,,,,,,,
Na IV , ,  ,3.77E-08,550 157.      ,1,,,,,,,,,,,,,,
Na IV , ,  ,7.15E-01,550 158.?     ,0,,,,,,,,,,,,,,
Na IV , ,  ,7.13E-01,550 157.      ,1,,,,,,,,,,,,,,
Na II ,399.697,130, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,399.77,14,8.00E+06,292 289.2     , 3/2 ,,,,,,,,,,,,,,
Na II ,399.878,70, , ,  ,,,,,,,,,,,,,,
Na II ,400.363,45, , ,  ,,,,,,,,,,,,,,
Na II ,400.498,100, , ,  ,,,,,,,,,,,,,,
Na I ,400.88,27,1.50E+07,292 219.6     , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na V , ,  ,6.56E-01,73 267.1     , 3/2 ,,,,,,,,,,,,,,
Na V , ,  ,2.26E-01,73 267.1     , 3/2 ,,,,,,,,,,,,,,
Na V , ,  ,1.29E-01,73 232.7     , 1/2 ,,,,,,,,,,,,,,
Na V , ,  ,1.16E+00,73 267.1     , 3/2 ,,,,,,,,,,,,,,
Na V , ,  ,9.47E-02,73 267.1     , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na V , ,  ,7.22E-01,73 232.7     , 1/2 ,,,,,,,,,,,,,,
Na V , ,  ,1.92E-01,73 232.7     , 1/2 ,,,,,,,,,,,,,,
Na II ,402.793,40, , ,  ,,,,,,,,,,,,,,
Na X , ,  ,1.60E+07,(10 583 485.7)    ,2,,,,,,,,,,,,,,
Na VII , ,  ,6.05E+05,1 331 140       , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,1.21E+05,1 331 140       , 3/2 ,,,,,,,,,,,,,,
Na II ,405.6007,50, ,355 284.53    ,2,,,,,,,,,,,,,,
Na I ,405.66,  , ,292 219.6     , 1/2 ,,,,,,,,,,,,,,
Na II ,405.967,45, , ,  ,,,,,,,,,,,,,,
Na VIII , ,  ,3.49E+06,1 485 340       ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na III , ,  ,7.79E-02,399 182.31    , 3/2 ,,,,,,,,,,,,,,
Na II ,408.1369,200, ,355 283.70    ,3,,,,,,,,,,,,,,
Na II ,408.7603,130,3.81E+05,293 220.33    ,1,,,,,,,,,,,,,,
Na VIII , ,  ,3.78E+05,1 485 140       ,1,,,,,,,,,,,,,,
Na II ,410.735,35, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,411.3704,300,3.70E+07,333 162.94    ,1,,,,,,,,,,,,,,
Na II ,412.3082,250,2.70E+07,333 107.74    ,1,,,,,,,,,,,,,,
Na II ,412.703,80, , ,  ,,,,,,,,,,,,,,
Na I ,412.79,  , ,[41 174.705]  , 3/2 ,,,,,,,,,,,,,,
Na VII , ,  ,3.07E+06,1 127 430       , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,413.082,  ,8.62E+03,[41 174.705]  , 3/2 ,,,,,,,,,,,,,,
Na I ,413.082,  ,5.17E+04,[41 174.705]  , 5/2 ,,,,,,,,,,,,,,
Na I ,413.291,  , ,[41 145.000]  , 3/2 ,,,,,,,,,,,,,,
Na I ,413.481,  , ,[41 134.023]  , 1/2 ,,,,,,,,,,,,,,
Na I ,413.584,  ,1.01E+04,[41 145.000]  , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,413.584,  ,6.06E+04,[41 144.999]  , 5/2 ,,,,,,,,,,,,,,
Na I ,413.774,  ,3.40E+04,[41 134.023]  , 1/2 ,,,,,,,,,,,,,,
Na I ,413.89,  , ,[41 110.202]  , 3/2 ,,,,,,,,,,,,,,
Na I ,414.108,  , ,[41 097.271]  , 1/2 ,,,,,,,,,,,,,,
Na I ,414.184,  ,1.12E+04,[41 110.202]  , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,414.184,  ,6.72E+04,[41 110.202]  , 5/2 ,,,,,,,,,,,,,,
Na I ,414.403,  ,4.01E+04,[41 097.271]  , 1/2 ,,,,,,,,,,,,,,
Na I ,414.598,  , ,[41 069.080]  , 3/2 ,,,,,,,,,,,,,,
Na I ,414.62,  , ,293 010.3     , 3/2 ,,,,,,,,,,,,,,
Na I ,414.861,  , ,[41 053.701]  , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,414.893,  ,1.42E+04,[41 069.080]  , 3/2 ,,,,,,,,,,,,,,
Na I ,414.893,  ,8.52E+04,[41 069.079]  , 5/2 ,,,,,,,,,,,,,,
Na II ,414.907,90, ,355 281.16    ,4,,,,,,,,,,,,,,
Na I ,415.175,  ,4.78E+04,[41 053.701]  , 1/2 ,,,,,,,,,,,,,,
Na I ,415.444,  , ,[41 020.001]  , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,415.7,  , ,293 133.1     , 1/2 ,,,,,,,,,,,,,,
Na I ,415.74,  ,1.71E+04,[41 020.001]  , 3/2 ,,,,,,,,,,,,,,
Na I ,415.74,  ,1.03E+05,[41 020.000]  , 5/2 ,,,,,,,,,,,,,,
Na I ,415.76,  , ,[41 001.515]  , 1/2 ,,,,,,,,,,,,,,
Na I ,416.057,  ,5.76E+04,[41 001.515]  , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,416.47,  , ,[40 960.771]  , 3/2 ,,,,,,,,,,,,,,
Na X , ,  ,1.47E+07,(10 582 774.2)    ,1,,,,,,,,,,,,,,
Na II ,416.527,40, , ,  ,,,,,,,,,,,,,,
Na I ,416.767,  ,2.09E+04,[40 960.771]  , 3/2 ,,,,,,,,,,,,,,
Na I ,416.767,  ,1.25E+05,[40 960.771]  , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,416.803,60, , ,  ,,,,,,,,,,,,,,
Na I ,416.858,  , ,[40 938.281]  , 1/2 ,,,,,,,,,,,,,,
Na I ,417.156,  ,7.03E+04,[40 938.281]  , 1/2 ,,,,,,,,,,,,,,
Na II ,417.193,160, , ,  ,,,,,,,,,,,,,,
Na II ,417.288,160, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VI , ,  ,3.90E+06,1 040 220       ,2,,,,,,,,,,,,,,
Na VI , ,  ,2.90E+06,1 040 220       ,3,,,,,,,,,,,,,,
Na VI , ,  ,6.50E+06,1 040 220       ,1,,,,,,,,,,,,,,
Na VI , ,  ,4.06E+06,1 040 220       ,2,,,,,,,,,,,,,,
Na VI , ,  ,1.95E+07,1 040 220       ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VI , ,  ,1.81E+07,1 040 220       ,2,,,,,,,,,,,,,,
Na VI , ,  ,2.31E+07,1 040 220       ,3,,,,,,,,,,,,,,
Na II ,417.413,150, , ,  ,,,,,,,,,,,,,,
Na I ,417.67,82,3.50E+07,292 449.7     , 7/2 ,,,,,,,,,,,,,,
Na I ,417.723,  , ,[40 888.387]  , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,418.022,  ,2.58E+04,[40 888.387]  , 3/2 ,,,,,,,,,,,,,,
Na I ,418.022,  ,1.55E+05,[40 888.386]  , 5/2 ,,,,,,,,,,,,,,
Na I ,418.209,  , ,[40 860.648]  , 1/2 ,,,,,,,,,,,,,,
Na I ,418.509,  ,8.70E+04,[40 860.648]  , 1/2 ,,,,,,,,,,,,,,
Na I ,418.55,150,4.90E+07,292 399.4     , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,419.297,  , ,[40 798.644]  , 3/2 ,,,,,,,,,,,,,,
Na VII , ,  ,1.07E+07,1 593 920       , 7/2 ,,,,,,,,,,,,,,
Na X , ,  ,1.44E+07,(10 582 604.8)    ,0,,,,,,,,,,,,,,
Na II ,419.402,60, , ,  ,,,,,,,,,,,,,,
Na I ,419.598,  ,3.27E+04,[40 798.644]  , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,419.598,  ,1.96E+05,[40 798.642]  , 5/2 ,,,,,,,,,,,,,,
Na VII , ,  ,2.26E+05,1 422 890       , 5/2 ,,,,,,,,,,,,,,
Na I ,419.914,  , ,[40 763.884]  , 1/2 ,,,,,,,,,,,,,,
Na I ,420.216,  ,1.09E+05,[40 763.884]  , 1/2 ,,,,,,,,,,,,,,
Na II ,420.2764,130, ,355 283.70    ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,420.484,60, , ,  ,,,,,,,,,,,,,,
Na I ,420.49,46,2.50E+07,292 289.2     , 3/2 ,,,,,,,,,,,,,,
Na II ,420.872,80, , ,  ,,,,,,,,,,,,,,
Na I ,421.309,  , ,[40 685.509]  , 3/2 ,,,,,,,,,,,,,,
Na I ,421.613,  ,4.20E+04,[40 685.509]  , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,421.613,  ,2.52E+05,[40 685.509]  , 5/2 ,,,,,,,,,,,,,,
Na II ,421.627,160, , ,  ,,,,,,,,,,,,,,
Na I ,422.076,  , ,[40 641.148]  , 1/2 ,,,,,,,,,,,,,,
Na I ,422.381,  ,1.40E+05,[40 641.148]  , 1/2 ,,,,,,,,,,,,,,
Na II ,423.096,50, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,423.272,130, ,355 284.53    ,2,,,,,,,,,,,,,,
Na II ,423.326,250, ,355 280.89    ,3,,,,,,,,,,,,,,
Na I ,423.8987,2, ,[40 540.095]  , 3/2 ,,,,,,,,,,,,,,
Na VII , ,  ,1.14E+07,1 126 810       , 1/2 ,,,,,,,,,,,,,,
Na II ,424.037, 200bl* , ,355 284.53    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,424.037, 200bl* , ,355 283.70    ,3,,,,,,,,,,,,,,
Na II ,424.0903,250, ,355 281.16    ,4,,,,,,,,,,,,,,
Na I ,424.2082, 3* ,5.54E+04,[40 540.095]  , 3/2 ,,,,,,,,,,,,,,
Na I ,424.2082, 3* ,3.32E+05,[40 540.093]  , 5/2 ,,,,,,,,,,,,,,
Na II ,424.281,70, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,424.341,70, , ,  ,,,,,,,,,,,,,,
Na II ,424.683,50, , ,  ,,,,,,,,,,,,,,
Na I ,424.941,1, ,40 482.236   , 1/2 ,,,,,,,,,,,,,,
Na I ,425.252,2,1.84E+05,40 482.236   , 1/2 ,,,,,,,,,,,,,,
Na I ,425.38,17,5.00E+06,292 399.4     , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,426.058,200, , ,  ,,,,,,,,,,,,,,
Na I ,427.3642,4,3.91E+05,40 348.918   , 3/2 ,,,,,,,,,,,,,,
Na I ,427.39,23,1.60E+07,292 289.2     , 3/2 ,,,,,,,,,,,,,,
Na I ,427.6787, 5* ,7.80E+04,40 348.918   , 3/2 ,,,,,,,,,,,,,,
Na I ,427.6787, 5* ,4.69E+05,40 348.915   , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,428.67,46,2.80E+07,292 219.6     , 1/2 ,,,,,,,,,,,,,,
Na I ,428.7838,2, ,40 271.396   , 1/2 ,,,,,,,,,,,,,,
Na II ,429.038,60, , ,  ,,,,,,,,,,,,,,
Na I ,429.1006,3,2.47E+05,40 271.396   , 1/2 ,,,,,,,,,,,,,,
Na II ,429.2488,250, ,353 926.69    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,429.2864,250, ,353 837.23    ,1,,,,,,,,,,,,,,
Na II ,430.219,70, , ,  ,,,,,,,,,,,,,,
Na II ,430.453,60, , ,  ,,,,,,,,,,,,,,
Na II ,430.587,60, , ,  ,,,,,,,,,,,,,,
Na II ,430.675,70, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,430.8817,250, ,353 838.44    ,2,,,,,,,,,,,,,,
Na II ,430.9043,250, ,353 837.23    ,1,,,,,,,,,,,,,,
Na V , ,  ,6.61E-01,373 945       , 1/2 ,,,,,,,,,,,,,,
Na II ,432.0751,5, ,353 926.69    ,2,,,,,,,,,,,,,,
Na II ,432.0913,250, ,353 925.81    ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,432.14,6, ,40 090.31    , 3/2 ,,,,,,,,,,,,,,
Na I ,432.4615, 7* ,1.14E+05,40 090.31    , 3/2 ,,,,,,,,,,,,,,
Na I ,432.4615, 7* ,6.84E+05,40 090.31    , 5/2 ,,,,,,,,,,,,,,
Na I ,432.63,  , ,286 849.5     , 3/2 ,,,,,,,,,,,,,,
Na II ,432.698,130, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,433.442,80, , ,  ,,,,,,,,,,,,,,
Na II ,433.7294,250, ,353 838.44    ,2,,,,,,,,,,,,,,
Na II ,433.752,5, ,353 837.23    ,1,,,,,,,,,,,,,,
Na I ,434.1489,4,3.26E+05,39 983.27    , 1/2 ,,,,,,,,,,,,,,
Na II ,434.4108,250,4.32E+07,331 873.93    ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,434.4736,5,6.50E+05,39 983.27    , 1/2 ,,,,,,,,,,,,,,
Na VI , ,  ,5.57E+03,1 090 760       ,2,,,,,,,,,,,,,,
Na II ,435.36,60, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,6.58E+07,1 561 890?      , 5/2 ,,,,,,,,,,,,,,
Na VII , ,  ,5.48E+07,1 561 890?      , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,1.10E+07,1 561 890?      , 3/2 ,,,,,,,,,,,,,,
Na II ,436.86,200,3.59E+07,331 745.06    ,1,,,,,,,,,,,,,,
Na II ,437.5215,200, ,353 972.63    ,4,,,,,,,,,,,,,,
